source,references,hypothesis,type
"Kun vanha ystäväni Popov heitti veivinsä, panin salkun hyllylle.","['When my old friend Popov died, I put my briefcase on the shelf for good.']","When my old friend Popov threw away his knives, I put the briefcase on the shelf.",idiomatic
Mummo heitti veivinsä.,['My grandma croaked.'],Grandma threw her knife.,idiomatic
- Heittää lusikka nurkkaan.,['- Bit the dust.'],- Throw a spoon in the corner.,idiomatic
"Sinun olisi pitänyt ottaa minut mukaan tähän isoon päätökseesi - tavasta, jolla isämme heittää lusikan nurkkaan.","[""You should have included me in this huge decision you made about how our father's gonna leave this Earth.""]",You should have included me in this big decision of yours - the way our father throws the spoon in the corner.,idiomatic
Mbungon elättäjä heitti lusikan nurkkaan. Olemme rikkaita!,"[""Mbungo's sugar daddy just took a dirt nap, and we're rich!""]",Mbungo's breadwinner threw a spoon in the corner. We are rich!,idiomatic
Koska saatan pian heittää lusikan nurkkaan...,"['Seeing as I may be rapping on the door momentarily,']",Because I might soon throw the spoon in the corner...,idiomatic
Muut onki sitte heittäny lusikan nurkkaan.,['All the others have kicked the bucket.'],The others have thrown the spoon in the corner.,idiomatic
Nuori mies heittää tikkaa baarissa jumalan selän takana.,"[""- Young guy, playing darts in a bar in the middle of nowhere. Yeah... yeah, that's him, that's Neal.""]",A young man throws darts in a bar behind the back of a god.,idiomatic
- Että heität tulevaisuutesi kankkulan kaivoon.,"[""I'm afraid you're gonna throw away your whole future.""]",- That you are throwing your future down the drain.,idiomatic
Joko heität työsi ja perheesi kankkulan kaivoon - tai otat taas elämäsi hallintaan.,"[""Either throw away everything you've worked for, including your family, or take back control of your life.""]",Either you throw your job and your family down the drain - or you take control of your life again.,idiomatic
Haluatko heittää Kankkulan kaivoon ne rahat?,['You want to see that money go out the front door?'],Do you want to throw the money down the well?,idiomatic
"Hän soitti suurlähetystöön, joka heitti pallon meille.","['She contacted the embassy in Kabul, and the deputy chief of mission kicked her over to us.']","He called the embassy, who threw us the ball.",idiomatic
Hevonen karkaa.,['Your zipper is open.'],The horse runs away.,idiomatic
Ja että hevosesi karkaavat?,['And that the barn door on your ski suit is open?'],And that your horses are running away?,idiomatic
- Hevoset karkaa!,"['- Your flies, Charlie! - Mm?']",- The horses are running away!,idiomatic
Hevosesi karkaavat.,['Oops.'],Your horses are running away.,idiomatic
- Hevoset karkaavat.,['Your pajama thing is a little bit open.'],- The horses are running away.,idiomatic
"Onneissaan Ykän lähdöstä, Beatrice hymyilee kuin hangon keksi.","['Thrilled that George was leaving, Beatrice beamed like a Cheshire cat,']","Happy about the departure of One, Beatrice smiles like a biscuit.",idiomatic
"Cordy hyppii seinille, kun saa kuulla tästä.","['I mean, Cordy is gonna lose it when she finds out...']",Cordy jumps up and down when she hears about this.,idiomatic
"Kuulostaa siltä, että kiinnostaa, koska tuskin muuten hyppisit seinille.","[""It kind of sounds like you care, Tibby. Otherwise you wouldn't be here freaking out.""]","Sounds like you're interested, because you'd hardly be jumping off the walls otherwise.",idiomatic
Haluatko saada hänet hyppimään seinille?,['What do you say? Should we drive him crazy?'],Want to get him jumping on the walls?,idiomatic
"Jos Gaby saa selville, hän hyppii seinille.","[""You know, if Gaby finds out, she's gonna hit the ceiling.""]","If Gaby finds out, she'll jump off the walls.",idiomatic
Hän hyppii seinille.,"[""She's bouncing off of the walls. Please. - Dawn.""]",He jumps on the walls.,idiomatic
Partiz katosi ihmisten ilmoilta.,"['So, Ronnie Partiz now goes deep underground.']",Partiz disappeared from the public eye.,idiomatic
"Tapaat naisen, jos lähdet ihmisten ilmoille. Ymmärrätkö?",['You will meet someone if you go out and try to meet people.'],You'll meet a woman if you go out in public. Do you understand?,idiomatic
Otetaanpas sinut ihmisten ilmoille.,"['Come on, little mate, out you come.']",Let's get you out in the open.,idiomatic
Huhun mukaan olet käynyt enemmän ihmisten ilmoilla.,"[""So, rumor has it, you're getting out more often.""]",Rumour has it that you've been out in the world more.,idiomatic
"Ihmisenä ilman henkilötodistusta, - ei rahaa, ei muistojakaan.",['As people with no ID no money no memories do.'],"As a human being with no ID - no money, no memories.",idiomatic
Bougainvilleläiset tapaavat löytää ulos- pääsyn hämmästyttävän itsepintaisesti,['Finding a way out is something the Bougainvillians tend to do with startling regularity.'],Bougainvilleans tend to find their way out with amazing persistence,idiomatic
Tämä herra tahtoo itsepintaisesti puhua rouvan kanssa.,"['This gentleman is most insistent upon speaking to her ladyship, sir.']",This gentleman is insistent on speaking to the lady.,idiomatic
Siitä lähtien hän itsepintaisesti ja tehokkaasti - alkoi sepittää teoriaa normaalista kuolemasta.,"['Leaving from there, insistent and superficially, it defended the theory of death for natural causes.']","From then on, he persistently and effectively - began to concoct a theory of normal death.",idiomatic
Silti sinä itsepintaisesti haluat rakastaa minua.,"[""And yet you're obstinate in your desire to do so.""]",Yet you insist on loving me.,idiomatic
Onko korvissanne soinut itsepintaisesti?,['Have you been hearing a persistent ringing in your ears? Almost an agreeable ringing?'],Have your ears been ringing insistently?,idiomatic
- Jo alkaa lyyti kirjoittamaan.,"[""- Well, that's more like it.""]",- The lyrics are already starting to write.,idiomatic
- No johan alkoi lyyti kirjoittaa.,"[""- Now we're getting someplace.""]","- Well, that's where the writing started.",idiomatic
- Jo alkoi lyyti kirjoittaa.,"[""- Now we're getting somewhere.""]",- Already the lyrics were starting to write.,idiomatic
Jo alkoi Lyyti kirjoittaa.,"[""Now we're getting somewhere.""]","Already, Lyyti started writing.",idiomatic
Jo alkoi lyyti kirjoittaa.,"[""Well, now you're singing a tune that we may dance to.""]",Already the lyrics were starting to write.,idiomatic
Sayid oli jumalan selän takana.,['Sayid was in the middle of nowhere.'],Sayid was behind the god.,idiomatic
Me olemme jossakin helvetin methlabrassa jumalan selän takana.,['We are stuck in a shed in the middle of lorteland.'],We're in some fucking meth lab behind God's back.,idiomatic
"Sinun pitäisi olla sairaalassa, ei täällä jumalan selän takana.","[""You're sick, Dad. You should be in a hospital not stuck out here in the middle of nowhere.""]","You should be in hospital, not here behind God's back.",idiomatic
Täällä jumalan selän takana ei ole kyttyyiä.,"[""It's a rowdy place. It's out in the middle of nowhere.""]",There is no hump here behind God's back.,idiomatic
"Täällä jumalan selän takana, suuri virran kulutus paljastaisi homman FBI: lle.","['Out here in the sticks, the Feds are tipped off to high consumption.']","Here, behind God's back, high power consumption would blow the whistle on the FBI.",idiomatic
"En halua juosten kustua anteeksipyyntöäsi, vaan lupauksen.","[""I don't want your half-assed apology. I want a promise from you.""]","I don't want to run out and piss on your apology, I want a promise.",idiomatic
Sitten juoksette pää kolmantena jalkana luoksemme.,['Then you flock to us. Huh?'],Then you run head third to us.,idiomatic
He juoksivat pää kolmantena jalkana.,['They preferred to run.'],They ran with their heads on the third leg.,idiomatic
"Onko järkesi jäässä, Ante?","['No, Ante, are you stupid?']","Are you out of your mind, Ante?",idiomatic
- Onko sulta perkele järki jäässä?,['Have you gone mad?'],- Are you out of your fucking mind?,idiomatic
Toivottavasti hän onnistuu pysymään kaidalla polulla.,"['Now, if only she can strike that happy balance between creative curiosity and criminal trespass.']",I hope he manages to stay on track.,idiomatic
"Että olemme poikenneet kaidalta polulta, jonka Luoja asetti, ja nyt hän laittaa meidät tilille.","['That we have departed from the path of righteousness that our lord set out, so now he is holding us to terrible account.']","That we have strayed from the path that the Creator set, and now He is holding us to account.",idiomatic
Useampikin vartija on eksynyt kaidalta polulta.,['Um... I show more than a few prison guards that have strayed from the path of righteousness.'],Several guards have strayed off the beaten track.,idiomatic
Sinun ansiostasi Kristen jätti huumeet ja palasi kaidalle polulle.,['It was your class that got Kristen off the cannabis and onto the right track.'],"Thanks to you, Kristen quit drugs and got back on the straight and narrow.",idiomatic
Lähden kaidalle polulle.,"[""I'm giving up the trade, going straight.""]",I'm taking the straight and narrow.,idiomatic
"Jos selviän, minulla on kana kynittävänä kanssasi.","['If I do make it, you and I have unfinished business. Yeah, I know.']","If I survive, I'll have a bone to pick with you.",idiomatic
Meillä on kana kynittävänä.,"[""I've got a score to settle with you.""]",We have a chicken to pluck.,idiomatic
- Sinullakin oli kana kynittävänä.,"[""And then there's your beef with her on top of that.""]",- You also had a chicken to pluck.,idiomatic
Minulla on kana kynittävänä.,['I have a score to settle.'],I have a chicken to pluck.,idiomatic
Minulla on kana kynittävänä kanssasi.,"[""I've got a bone to pick with you, Detective.""]",I have a bone to pick with you.,idiomatic
1900 dollaria kankkulan kaivoon.,['Nineteen hundred dollars down the drain.'],"$1,900 down the well.",idiomatic
250 dollaria meni kankkulan kaivoon.,"[""$250 and we didn't learn a goddamn thing. $250?""]",$250 went down the drain.,idiomatic
Pantavaksi kankkulan kaivoon.,"[""He's asking us to fund a wild goose chase.""]",To be put in the well of a stump.,idiomatic
"Johtuu kai siitä, että rahat meni kankkulan kaivoon.","[""I guess it's having just thrown $200,000 into the toilet.""]",I guess it's because the money went down the drain.,idiomatic
Siis miljoonien dollarien edestä tavaraa kankkulan kaivoon.,"[""Now, we're talking about millions of dollars of merchandise down the drain.""]",So millions of dollars worth of stuff down the drain.,idiomatic
Se on aidattu ja keskellä ei-mitään.,"[""I don't know. It's in the middle of nowhere. It's all fenced in.""]",It is fenced and in the middle of nowhere.,idiomatic
Meidän ei pitäisi tehdä tätä keskellä ei-mitään.,"[""We shouldn't do this in the middle of nowhere.""]",We shouldn't be doing this in the middle of nowhere.,idiomatic
Jos pitää kuolla ennenaikaisesti keskellä ei-mitään teen sen mieluummin sinun kuin muiden kanssa.,"[""If I have to fall to an untimely death in the middle of nowhere, I'd rather do it with you than anyone else.""]","If I have to die prematurely in the middle of nowhere, I'd rather do it with you than with others.",idiomatic
Aika keskellä ei-mitään malariaklinikaksi.,"[""It's kind of in the middle of nowhere, isn't it, for a malaria clinic?""]",Time in the middle of nowhere for a malaria clinic.,idiomatic
"Aina keskellä ei-mitään, salassa.","['Always in the middle of nowhere, hiding?']","Always in the middle of nowhere, in secret.",idiomatic
Vapaaehtoiset ovat kiven alla.,"[""I'm having a tough time finding volunteers.""]",Volunteers are under a rock.,idiomatic
Tietyt tiedot ovat kiven alla.,"[""It's just, some of the information I need, it's like getting blood out of a stone.""]",Some information is under a rock.,idiomatic
Vastaukset olivat kiven alla.,['Okay. But he was finding it difficult to get any answers.'],The answers were set in stone.,idiomatic
Hyvät miehet ovat kiven alla.,['It is impossible to find a good guy in this city.'],Good men are under a rock.,idiomatic
"Ihan sama minne, kunhan liput ovat kiven alla.","[""Anything hard to get. I don't give a fuck what. Neither will they.""]","I don't care where, as long as the tickets are under a rock.",idiomatic
"Arvasin, että tähän on koira haudattuna.",['I knew there was something else in there.'],I knew there was a dog buried here.,idiomatic
"Sanoit, että siinä on koira haudattuna.","['You said it should come without strings. Well, here it is.']",You said there was a dog buried in it.,idiomatic
"Anteeksi jos olen hieman skeptien, mutta viimeksi kun liittovaltojen agentti tuli tarjoamaan minulle diiliä, siihen oli koira haudattuna... ja sen koiran oli tarkoitus olla minä.","[""Now, I'm sorry if I seem a little bit skeptical. But the last time a federal agent came up in here offering me a deal, there was a string attached... that I was supposed to put around my neck.""]","Sorry if I'm a bit skeptical, but the last time a federal agent came to me with a deal, there was a dog buried in it... and that dog was supposed to be me.",idiomatic
- Tuohon taitaa olla koira haudattuna.,"[""Oh, that compliment sounds like it's got a favor attached to it.""]",- I think there's a dog buried in there.,idiomatic
"Luulenpa, että sinulla on koira haudattuna.","['McBeal, we need to talk to you. We think you have a donkey on your back.']",I think you have a dog buried.,idiomatic
Korjaa luusi tänne!,['Bring your ass out here!'],Fix your bones here!,idiomatic
Meidän on korjattava luumme täältä ja heti.,['We need to leave here now! Go!'],We need to fix our bones here and now.,idiomatic
Korjaa luusi täältä.,"['You get your punk ass out of here, fucking bitch.']",Fix your bones here.,idiomatic
"Korjaa luusi käytävästä, George.","['Get out of the god damn hallway, George.']","Fix your bones in the corridor, George.",idiomatic
Korjatkaa luunne!,['Get going!'],Fix your bones!,idiomatic
"Maalaistalossa, ihan korvessa.","[""Ta-da! I'm in a farmhouse that's miles from anywhere.""]","In a farmhouse, in the middle of nowhere.",idiomatic
Olemme kaukana korvessa.,['We are away on the boonies here.'],We are far out in the wilderness.,idiomatic
Asut korvessa väärällä nimellä.,"[""You're living in the middle of nowhere under an assumed name. I can help you.""]",You live in the wilderness under a false name.,idiomatic
Vain Angela saa kyydin korvessa.,['Only Angela could get a ride in the middle of nowhere.'],Only Angela gets a ride in the wilderness.,idiomatic
Maatilalle korven keskelle.,"['Had a farm, middle of nowhere.']",On a farm in the middle of a field.,idiomatic
Emme olleet kuin kaksi marjaa.,['Not that Conor and I were peas in a pod.'],We were no more than two peas in a pod.,idiomatic
Vanhempi veljeni sekä suojattini ovat kuin kaksi marjaa.,['My older brother and my ward getting along like two peas in a pod.'],My older brother and my protégé are like two peas in a pod.,idiomatic
He olivat kuin kaksi marjaa.,"['I figured hey, birds of a feather.']",They were like two peas in a pod.,idiomatic
- Olettekin kuin kaksi marjaa.,"[""Makes sense. You're carbon copies of each other.""]",- You are like two berries.,idiomatic
"Sano, kuin kaksi marjaa.",['Say two peas in a pod.'],"Say, like two berries.",idiomatic
"Kuten Gloria Steinem sanoi - ""Nainen ilman miestä on kuin kala ilman polkupyörää.""","['Like Gloria Steinem said, ""A woman without a man is like a fish without a bicycle.""']","As Gloria Steinem said - ""A woman without a man is like a fish without a bicycle.""",idiomatic
Kuin seipään niellyt.,"['No, not a stuffed fish. A boiled owl.']",As if you had swallowed a breadstick.,idiomatic
"Ed, olet kuin seipään niellyt.","[""Ed... You're like a stick in the mud over here.""]","Ed, you've swallowed a soapbox.",idiomatic
"Olen kuin täi tervassa, riskien ympäröimä.","[""I'm a fly in the ointment.""]","I'm like a lice in tar, surrounded by risks.",idiomatic
Puolimatkassa Newmar oli jäänyt kuin täi tervaan.,['It was now a race for pride.'],"Halfway there, Newmar had been left like a pile of tar.",idiomatic
Herra Tuckeria lainatakseni: Olemme kuin täit tervassa.,"[""To quote our very own Mr Tucker, it means we're dead in the water.""]",To quote Mr Tucker: We are like lice in tar.,idiomatic
Sano että olen sivulla 411 ja etenen kuin täi tervassa.,"[""You can tell him this: I'm on page 411 and I have real problems with it.""]",Tell them I'm on page 411 and I'm going like a lice in a tar pit.,idiomatic
Sinä olet kuin viilipytty luulin sinunkin salaavan jotain.,"[""But you're so smooth I figured you were hiding something too.""]","You're like a hatchet man, I thought you were hiding something too.",idiomatic
- Sinä olet kuin viilipytty!,['You look about as stirred up as a cesspool.'],- You're like a tin can!,idiomatic
Hän on kuin viilipytty.,['He always kept his head.'],He's like a tin can.,idiomatic
Ja minä pidin pääni kylmänä. Olin kuin viilipytty.,['- I had a chill in my back.'],And I kept my head cool. I was like a cooler.,idiomatic
Sinä olet varmaan viileä kuin viilipytty.,"[""You're probably cool as a cucumber.""]",You must be cool as a cucumber.,idiomatic
- Kukkona tunkiolla?,"['ARE THE BLOODY COCKS STILL RUNNING THE COOP? AH, TO BE SURE.']",- As a flower on a dunce's nest?,idiomatic
Et ole enää kukkona tunkiolla.,"[""You ain't king of shit around here no more.""]",You're no longer a rooster on a stool.,idiomatic
Hän häärii täällä kukkona tunkiolla.,['He rules the roost around here.'],He's here like a rooster with a tunic.,idiomatic
Darby halusi olla kukkona tunkiolla.,"['Darby, he wanted to be the ruler of the world, you know?']",Darby wanted to be a rooster on a stool.,idiomatic
On kylmä kuin ryssän helvetissä.,"[""Can't tell you. I'm as cold as a witch's tit.""]",It's cold as hell in Russia.,idiomatic
Kylmä kuin ryssän helvetissä.,"[""Colder than a witch's titty out there.""]",Cold as hell in Russia.,idiomatic
"Joo, ennen kuin hän käänsi kelkkansa.","['Yeah, I knew him once, before he turned his back.']","Yeah, before he turned his sled around.",idiomatic
Hän käänsi kelkkansa hiljattain.,"[""Yes, but she's become one quite recently.""]",He recently turned his sled around.,idiomatic
Hän on kääntänyt kelkkansa.,['I think she flipped.'],He has turned his sled around.,idiomatic
"Puolustan abortteja, mutta käännän kelkan hetkessä, jos voitamme sillä.","[""But I would go pro-life in a fetal fucking heartbeat if it meant winning. You're suggesting that you would like me to be a hypocrite like Maddox?""]","I'm all for abortion, but I'll turn the tide in a heartbeat if we win with it.",idiomatic
Olen kääntänyt kelkkani.,"[""I'm all turned around, you know.""]",I have turned my sled.,idiomatic
Taisin juoda liikaa ja asiat lähtivät lapasesta - ja tein jotain tyhmää.,"['Look, I guess I had too much to drink and things got out of control and I did something really bad.']",I think I drank too much and things got out of hand - and I did something stupid.,idiomatic
Hittolainen. - Nyt se lähtee lapasesta.,"[""Now it's starting to just spin out of control.""]",Damn it. - Now it's going to go off the rails.,idiomatic
Mutta veli Marinus - on lähtenyt lapasesta.,['But Brother Marinus... has gone out of control.'],But brother Marinus - has gone off the rails.,idiomatic
Lähde vetämään täältä.,['Get out of here.'],Go here to get started.,idiomatic
"Selvitä, kuka hänen toimittajansa on, ja lähde vetämään.",['Find out who his supplier is and then get out of there. All right?'],"Find out who his supplier is, and get to the drawing board.",idiomatic
Nyt lähti vetämään.,"['Oh! Hey, here we go.']",Now it's on.,idiomatic
Lähtekää vetää täältä.,"['All right, get outta here.']",Get the hell out of here.,idiomatic
Meidän pitää muutenkin lähtee vetään.,"['Yeah, we gotta bounce anyway.']",We have to leave anyway.,idiomatic
He maksavat itsensä kipeäksi.,"[""In fact, they'll pay through the nose for it.""]",They pay their way.,idiomatic
"Jos lapsi sattuu sairastumaan, maksat itsesi kipeäksi lääkkeistä.","[""Yeah, well, Fiona already said if I have the baby, she's throwing me out, so I don't even care if we lose the house.""]","If your child gets sick, you'll pay for the medicine.",idiomatic
"Syyttömiä tuomitaan joskus, vaikka he maksavat itsensä kipeäksi.","[""There are some people that, no matter how much money they threw at the case, were convicted and shouldn't have been.""]","The innocent are sometimes convicted, even if they pay the price.",idiomatic
"Maksoin itseni kipeäksi, mutta Alexis innostuu.",['- Oh. Cost me an arm and a leg but Alexis will be thrilled.'],"I paid through the nose, but Alexis is excited.",idiomatic
Maksoimme itsemme kipeiksi siitä.,['- Paid through the nose for it.'],We paid through the nose for it.,idiomatic
"Oli matti kukkarossa Mutta ei kauan, jos Obama selättää laman.","[""I couldn't afford much, but not for long, if President Obama ends the recession tonight!""]",There was a mate in the purse But not for long if Obama survives the recession.,idiomatic
Minulla on matti kukkarossa.,['I could never be this broke.'],I have a mate in my purse.,idiomatic
"On matti kukkarossa, pöljä!","['We are broke, you dumbass!']","There's a mate in the purse, dummy!",idiomatic
Omalla kohdallani matti kukkarossa on pieni este.,"['Speaking for myself, bone-crushing poverty is something of a stumbling block.']","In my case, the mate in the purse is a small obstacle.",idiomatic
"Kun tulit Los Angelesiin, sinulla ei ollut muuta, kuin matti kukkarossa.","[""You show up to L.A., you got nothin' but your ding-dong in your hands.""]","When you came to Los Angeles, all you had was a mate in your purse.",idiomatic
"- Älä nyt, se on menneen talven lumia.","[""Come on, that's water under the bridge now.""]","- Come on, it's the snow of the past winter.",idiomatic
- Se on menneen talven lumia.,"['Detective, that is all water under the bridge now.']",- It is the snow of the past winter.,idiomatic
"Buck on menneen talven lumia, kaikki muut tietävät sen.",['- Okay. It is over for Buck and everyone knows it but him.'],"Buck is the snow of the past winter, everyone else knows it.",idiomatic
- Vai menneen talven lumia?,['Water under the bridge?'],- Or the snow of a bygone winter?,idiomatic
Menneen talven lumia. Nyt saksalaiset ja amerikkalaiset ovat ylimpiä ystäviä.,"['But that is water under the bridge, now that the Germans and Americans are best friends.']",The snow of the past winter. Now the Germans and Americans are best friends.,idiomatic
"Anteeksi, mutta heroiinia sisältävä kondomi räjähti vatsassani, niin että koko päivä meni pipariksi!","['Well, excuse me, Kimmy. But a condom full of heroin exploded in my stomach, so this whole day has been for the birds!']","Sorry, but a condom containing heroin exploded in my stomach, so the whole day went to hell!",idiomatic
