sent,reference,translation
私が冒険中 ちょっとした相棒を得るなら それは 感情や 気まぐれからではありません 多くの素晴らしい資質を 持っているということです,"If I burden myself with a little helpmate during my adventures, this is not out of sentiment or caprice, it is that he has many fine qualities of his own that he has overlooked in his obsession with me.","If I get a little partner during my adventure, it's not out of feelings or whims, it's because I have a lot of great qualities."
より汁気の多い料理を作れるし、 ちょっとした見栄えと演出も 料理に加えられる。,It creates a more succulent dish and adds a little theatricality to dinner.,"You can make more succulent dishes, and you can add a little appearance and performance to the dish."
ちょっとした金,"A little money. No, sorry.",A little money.
もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?,What if I told you I could help you in exchange for a little story with your Klaus problem?
とてもじゃないが,"No, he's taking it pretty hard.",Not very much.
とどのつまりだな　ジョン 我々が心と頭を奉げる対象とは 一人の男ではなく　理想なのだよ,"Ultimately, John, we owe our hearts and our minds not to any one man but to an idea, and that idea is under threat.","I don't know what you mean, John, but our object in mind and mind is not one man, but an ideal."
とどのつまりは 殺されるってのに,"And you are en route to getting yourself killed,","I mean, they're gonna kill me."
とどのつまりはな,"Eventually, yeah.",What do you mean?
ない知恵を絞ってね,"You know, in case you got displaced.",I want you to focus on the wisdom you don't have.
そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,And you're hiding out here until things cool down because you know it.,And you're hiding here until it cools down. You know that because you know it.
あんたは見てみぬ振りで 満足だっただろうが あんたには口がある,"You were more than happy to turn a blind eye, but... you're not dumb.","I know you've never seen me, but you've got a mouth."
見て見ぬ振りをしています ただ...,I stay out of the way.,I'm just... I'm just... I'm just...
見て見ぬ振りをした,You just looked the other way.,I've seen it. I've been acting like I didn't see it.
見るに堪えないわ,I can't bare to see him like this.,I can't wait to see it.
見るに堪えなかった？,Was it painful to see?,Was it too much to watch?
見るに堪えないわ,I can't watch.,I can't wait to see it.
見るに忍びないか？,Can't stand the sight of a little blood?,Why don't you just stand there and watch?
監視リストに載るぞと 自虐ジョークを言う様になった,if they donate to a political cause or if they say something in a discussion.,I'm starting to tell myself a joke that I'm gonna be on the surveillance list.
食前に祈る様になったのか,We say grace now?,You're starting to pray before you eat.
"""その方がいいと 思う様になった""","I think maybe I should take you,",I think it's better that way.
よく言うよ,He pressed you. Come on.,That's what I'm talking about.
生徒と寝といて よく言うな,Says the teacher who sleeps with his students.,You sleep with your students. Don't say that.
盗んだ女の分際で よく言うわ,That's pretty rich coming from the woman who stole Alex to begin with.,I'm gonna tell you a lot about the woman who stole it.
"彼の ""アキレス腱"" だ",His Achilles heel.,His Achilles tendon.
良いニュースは 彼女のアキレス腱は,"Yes, the good news, she may have her own Achilles' heel.","The good news is, her Achilles tendon"
"私の ""アキレス腱""",My Achilles heel.,My Achilles tendon.
アンテナを張ってればドクターはあちこち登場する,"If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.","If he's got antennas on him, he'll show up all over the place."
アンテナを張ってればドクターはあちこち登場する,If you know what I mean.,"If he's got antennas on him, he'll show up all over the place."
エンジンが 掛からない,It won't start.,The engine won't work.
オブラートに包んで言おうとしたんだ,I'm just- - I'm just trying to wrap my mind around it.,I was gonna wrap it up in an Obrat and say it.
社長、これ以下の表現はオブラートに包む方が,"Mr. Reid, do you understand that's kind of hitting it delicately?",I'm going to give you an example of how this works.
いつか 君の復帰する日が 来ることを願おう 初めから　支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.","Let's hope that someday you'll be back, and you won't be with the manager from the beginning, but you'll have to start again and rebuild your trust."
新しいスタートを切り　古いしがらみも絶った,"Fresh start, no old ties.","We've got a new start, and we've got an old tie."
君たち　キャフリーは　我々より４時間も前に 有利なスタートを切ったことを忘れるな,"Gentlemen, might I remind you that Caffrey has a four-hour head start?",Don't forget that you and Caffrey started off in our favor four hours ago.
ベッドの下に潜む怪物に スポットを当ててるだけさ,We're shining a light on the monster under the bed.,I'm just pointing a spot at a monster lying under my bed.
スポットライトを浴びたいが パートナーが必要さ,I guess I crave the spotlight. All I need is a proper partner.,"I need a spotlight, but I need a partner."
でも スポットライトを 浴びることになれば―,But Kate... you're stepping into the spotlight now.,But if I'm gonna be in the spotlight...
特に公衆のスポットライトを浴びる のが好きな人物はね,Especially one who enjoys the public spotlight so much.,Especially someone who likes to take public spotlights.
タオルを投げる,- So I'm gonna call the fight.,I'm gonna throw a towel.
タオルを投げる選択肢はない 私たちにあるのは ２つの道だ,But seeing as throwing in the towel is not an option that leaves us with a total of two choices.,We don't have a choice. We have two ways.
全てについてタオルを投げちゃうかな,Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.,I'm gonna throw a towel over everything.
私を縛ってたテープを切るから,He said he would cut me free.,I'm gonna cut the tape that tied me up.
フェニックスに認められ 入部の儀式を,I'd gotten into the Phoenix.,The Phoenix was allowed to perform the ritual of entry.
フェニックス・ファーム。,Phoenix farms.,Phoenix Farm.
フェニックス紙？,- The one in the Phoenix?,Phoenix?
意外とミーハーなんだよなあ,"You are pretty oldfashioned, despite your looks.",I don't know. It's just meh-ha.
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ｡,"Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.","Saeko-san jumps on a new one with a mean noodle, but she's a Sivia for her product."
案外ミーハーなんだよね,"She's oldfashioned despite her looks, right?","You're an unexpected meah, aren't you?"
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ　ちょっ...,I plan to delve deeply into the rotten politics at university hospitals.,I'll put a sharp meth in the rotten internal politics of the university hospital.
俺の頭に メスを入れようとするんだ,They're going to cut into my brain.,He's trying to put a female in my head.
ダビデ像が無事だと？ ... モナリザの微笑みは？,"Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?",You think the statue of David is safe?
ユリイカ！,Eureka!,The lynx!
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,We are among those whose fate is a poison We are constantly utopia ...,We're among the poisoned fates of people.
一種のユートピアの創造さ つまり...,I sort of created a utopian society where we all sort of...,It's a kind of Eutopia. I mean...
私達は夢中でユートピアを作ったよ,"We were jamming, man, building utopia.","You know, we've been so crazy about making Utah."
あんたは レッテルを貼ってるだけだ,These are all labels. You just label everything.,You're just labeling yourself.
それでもあんた　有罪にしたい？ なにがなんでも彼女に犯罪者のレッテルを貼りたい,You still want to stamp a mark of conviction on her?,"You still want to make her guilty, whatever it takes to label her as a criminal?"
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"It took a while to get up and running, but Rome wasn't built in a day.","It took me a long time to get started and get on track, but Rome didn't have a day."
一か八かだが シスコと私でやってみる,"It's a bit of a hail mary, But Cisco and I are going to give it a try.","I'll give you a chance, but Cisco and I will take care of it."
一か八かしかない,Risk is all I've got left.,There's only one way.
情報部の幹部は いつも一か八かなんです,Intelligence officers usually hedge their bets. It's...,The head of the intelligence department is always one or two.
一つ間違えば大勢の命が,"We make one mistake, thousands of people die.",One mistake would kill a lot of people.
一つ間違えれば殺される,"One mistake, I die.","If you're wrong about one thing, they'll kill you."
年に１度 コウノトリが一堂に会する,"Once a year, storks come together for one thing. Storkcon!",The storks meet once a year.
一寸先は闇だ つらい毎日だったよ,I don't know. I don't know what happened. Tough couple of days.,It's dark out there. It's been a tough day.
一寸先は闇だな,"So, I've been thinking about those thousand razors.",It's a little dark out there.
一寸先は闇だ,You're dying the death of a thousand razors up there and you don't even know it.,It's a little dark out there.
気付かれたら 全員が一巻の終わりよ,"Because if they see you coming, we're all dead.","If they find out, they'll all be dead."
一巻の終わりだな,We are so dead.,It's the end of the line.
一巻の終わり,But if Torus gets the ARQ... they'll be unstoppable.,It's the end of the book.
一本取られた,- She's got you there.,They took one.
一本取られたな、中尉。,"Fair point, Lieutenant.","They took one, Lieutenant."
一本取られたようですな,You win.,Looks like they took one.
一杯食わせやがったな！,You swindled me!,You made me eat!
お人よし過ぎた だから一杯食わされた,"I've been gullible, all right, letting him make a fool of me.",That's why I had a drink.
一杯食わされたな,You should have seen your face.,He's been eating you.
ああ　一杯食わされた だが　失敗した,"Yeah, you took your shot, but you missed.","Yeah, I got a drink, but I didn't make it."
当然彼も一枚噛んでる,Of course he was involved.,Of course he's chewing one too.
いや　お前は一筋縄では行かない,"No, nothing with you is easy.","No, you're not going alone."
- 奴は　一筋縄では行かないからな,- He's not playing with a straight bat?,- He's not going anywhere.
ええ 彼はもっと上手に対処すべきだ でも　彼は友人で 彼の為にひと肌脱ぐつもりだ,"But he's my friend, and I'm gonna bat for him.","Yeah, he should handle it better, but he's a friend and he's gonna take off for him."
私が持ってきた情報は 一刻を争うものです,The Intel that I brought back is time sensitive.,The information I've brought is just a matter of time.
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,but it was a race against time. it was all for naught.,I apologize for the delay in reporting it.
一刻を争ってる,"Father, they don't have a lot of time.",It's just a matter of time.
どう　一口乗らない？,"So, what do you say?",Why don't you have a bite?
僕も　今度 一席　設けるから。,I'd love to meet him sometime. I will.,I'll have a seat next time.
彼の一張羅の上着だぞ,He only wears that one damn jacket.,That's his jacket.
今夜は特別だ、まず一張羅に着替えろ,You have a feast tonight. First change your clothes.,It's special tonight. You need to get dressed first.
私が君の記憶に一役買うとしたら？,What if I help your memory?,What if I could help you remember?
（逮捕に一役買ったので 俺達の違法行為は見逃されたのだ）,But since we led the cops to Harken they ultimately agreed to let our other offenses slide.,"He helped arrest us, and we've been overlooked for our illegal activities."
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.","Jane's a problem maker to us, and I'm willing to help you clean it up."
俺達が　一息入れるころ 船はダイヤを乗せて　パリに向かう,"When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.","By the time we take a breath, the ship will be on its way to Paris with the diamonds."
大丈夫 一息入れて　落ち着いて,Okay. Just breathe and relax.,It's okay. Take a breath. Take a breath.
- 一息入れろよ、マイク,"- Get some ice cream, Mike.","- Take a breath, Mike."
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,There has been massive digging activity out there and they undoubtedly monitor our every move.,"There's a massive drilling operation going on outside the area, and we're being watched every step of the way."
僕は今日１日　この２３人の前容疑者の 一言一句漏らさず 一挙手一投足から　無意識な反応まで 観察し続けていた,"I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.","I've been watching every step of the way, every unconscious reaction of the 23 former suspects, for the last day."
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.","You just got back to work, you're gonna be in a state of emotional instability, and you're gonna be watching your every move against the superiors."
配置についた 一泡吹かせてやる,"We're on point, ready to give them some of their own medicine.",I'm in position. I'm gonna blow you up.
自殺行為だ アンナに一泡吹かせてやりたいが,It's a suicide mission.,It's suicide. I'd love to let Anna blow it up.
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,We'll move into the asteroid field... and we'll have a couple of surprises for him.,Hold on. I'm going into the asteroid belt. I'm gonna blow you up.
彼はお前を一目置いている,He sees something in you.,He's got a look at you.
皆が一目置いてる NYの私立学校関係者も,That sort of thing means something to people in private schools in New York City.,Everyone's got a look at the private schools in New York.
- アルフォンには一目置かれている - おう　そうか？,I saw Alphonse respected me back there.,- Alphonse's got eyes on him.
一笑に付され 自分の首を絞めるだけだ,"They'd laugh at the truth, and I'd have my head in a noose.",It's just a laugh. It's all I'm doing. I'm strangling my own neck.
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.,"The Church has put great effort into all possible medical care, but the psychological explanation is laughed at before you know it."
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,I never had a problem with your people... until they became a part of this rebellion.,"I've never had a problem with you before, until you took over one of your rebellions."
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,I am proud to be part of this mission in the great patriotic war.,I am proud to share one of the greatest patriotic wars of all time.
近づく為に一芝居打つよ,I want to get close to Latimer. And I'll need a cover story.,I'm gonna do a play to get close to you.
私に一言も無く？,Without telling me?,Not a word to me?
彼は一言もなく 何週間も行方をくらましたんです,He has been gone for weeks.. Not a single word.,He's been missing for weeks without a word.
一言もなく死亡しました,And did not live to tell about it.,He died without a word.
うん　三度目の正直ね,"Yeah, maybe three times is a charm.","Yeah, that's the third time you've been honest."
- 三度目の正直か？,"""Third time's a charm?""",- The third time you've been honest?
私は、見たのよ。 アストラを。 ナイフを持って、 ジョンの上に立ってた。,- I saw Astra standing over J'onn.,I saw Astra. I was standing on John with a knife.
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.,"The Directors are standing on the altar of a party, and they're going to point to the arrest of the killer."
あなたもタキシードを着ないと おかしいでしょ ケーキの一番上に立ってるみたいだ,Like we're standing on top of a cake. Yes.,You have to wear a tuxedo. It's like standing on top of a cake.
そこの上げたり下げたりしている人,Well? What's your vote?,The guy who's up and down there.
実験の成功の為 私は上手に出るしかなかった,"For the experience to succeed. I had to get the upper hand,","Because of the success of the experiment, I had no choice but to do well."
CIAの一つ上手を行きたいの？ そうだ CIAの現状を暴露したい,"Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.","Yes, I want to expose the CIA's current state of affairs."
真剣にやれ 下手すると怪我するぞ,"Take this serious, because you can get hurt if you're not strong enough, okay?","Take it seriously, or you'll get hurt."
下手すると 誰かの人生を台無しに,If I fuck up I can ruin somebody's whole life.,"If I wasn't good enough, I'd ruin somebody's life."
今､上手くいってますが下手をすると終わりです,"Now, we walk in there like this, with this, we're done.","It's working right now, but if you do something bad, it's over."
真剣に言ってる 下手をすると これから20年は監獄だぞ,"Preston, if you're not careful, you're going to spend 20 years in prison.","I'm serious. If you do something bad, you'll be in jail for the next 20 years."
"""それを知られてないのは 不幸中の幸いだ""","Yeah, well, I'm glad they don't know that.",I'm glad they don't know that.
それでも不幸中の幸いだ,We're lucky they got out when they did.,"Still, I'm lucky to be alive."
あの高さじゃ不幸中の幸いだった,"Not bad, considering the height.",I'm lucky to be at that height.
花火は不発に終わり 最悪の事態に,"Only Fitzpatrick didn't explode, it was far worse than that.",The fireworks didn't go off until the worst.
だが不発に終わった,That's the only reason why I'm still here.,But it didn't work out.
不肖の父親だがやらない,"Look, I'm not the world's best dad, but I would never do that.","He's a poor father, but he can't do it."
息子の不興を買うのが怖いんでしょ？,"Terrified of displeasing him, aren't you? I know how my son can be.","You're afraid to displease your son, aren't you?"
この世に出てくるため自分の母親を殺したお前が？,"You, who killed your mother to come into the world?",You killed your mother to come into this world?
掛けて 悲しむべき事に 世に出る前に死んだ,"Sadly, fredrick died without ever being published.","Sadly, he died before he came into the world."
この写真が世に出たら ＤＥＡは終わりだ,The DEA's worst nightmare is that face out in public.,"If this photo comes out, the DEA is dead."
栄光は長子のもの それが世の習いだが,"You're the elder, you reap the glory. This is the way of the world.",Glory belongs to the firstborn. That's the lesson of the world.
君が怒る必要は　無い これが世の習いって　やつだ,Maybe angry is just the way of the world.,You don't have to be angry. This is the lesson of the world.
世も末だ,Even for the apocalypse.,It's the end of the world.
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,What is the world coming to when smugglers must vouch for the honor of kings?,It's the end of the world that the honorable kings need to be brought in.
俺がこんな事をするとは 世も末だ,"Of all the horrible things I have had to do in the apocalypse,",It's the end of the world for me to do this.
全員笑いで息を詰まらせるまで この世を去るつもりはない,And I'll not leave this world until they all choke on that laughter.,We're not leaving this world until we're all choked with laughter.
何年も前に世を去った,Lost for many years.,He's been gone for years.
悲劇にも 若くしてこの世を去った...,...who was snuffed out... tragically early.,"Tragically, he left the world when he was young."
ほんとに世話が焼ける人,Your uselessness is epic.,You're the one who's gonna take care of me.
来年　僕はずっと家にいる 世話が焼けて ママも大変だ,"I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.","I'll be home all year next year, and my mom's gonna be in a lot of trouble."
ポッポちゃんは　世話が焼ける,You must admit she works hard with those chicken feathers!,You can't take care of her.
世話になったな,"End of line, man.",Thank you for your help.
俺は人の世話になったことない 自分のことは自分でする,I've always paid my way. You know I send what I can.,I've never been taken care of. I'll take care of myself.
残りを昔世話になった遺伝学の教授に送ったの,I sent on to my old genetics professor.,I sent the rest to my old genetics professor.
誰かが親切に世話を焼いたんだね。 だれかが　しんせつに　せわをやいたんだね Someone must've helped you,Someone must've helped you,Someone must've helped you
世話を焼いてくれんでも 自分で出来る,Why must you always mother-hen me? I'm quite capable of looking after myself.,"You can take care of me, but you can do it yourself."
その中の妻や子供たちの世話を焼いた,"His woman, his children.",I took care of the wives and children among them.
レノックス･ヒル病院前です ヴァン･ルーンとの合併が 世間を騒がせてますが,"Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.","I'm in front of Lennox Hill Hospital, and there's been a complications with Van Loon."
ああ　だが　あの銃は両刃の剣だ,"Yeah, the gun's a double-edged sword, kind of.","Yeah, but that gun is a double-sharp sword."
歯止めとして働きますが 両刃の剣です,"Besides, he's hot.","It works as a deterrent, but it's a double-sharp sword."
ニックは両手に花だ,They're organized the way he likes them.,Nick's got flowers in his hands.
ダンスフロアでは 両手に花で踊つたものだ,On the dance floor I used to dance with girls on each arm.,"On the dance floor, I used to dance with flowers in my hands."
相手の中に入ると 広がって出てこない,Spreads as it goes in. Doesn't come out.,"When you're inside, it's spread out and you don't come out."
瓦がグラついてるとこがあって そこから　中に入って,"There must be a loose tile and he's climbed in, and can't get out.","There's a piece of rubble in there, and I'm going in there."
中に入る パンツから ちんぽを絞首刑,"So, you know, we can come in, we can have our dick hanging out of our pants.",I'm going in. I'm hanging my dick out of my pants.
だから、私は中に入る チャップルが何を 隠しているのか見つけて下さい,"So, I'll go back in, see what exactly Chapple's hiding.",So I'm going in. Find out what Chapple's hiding.
