sent,reference,translation
めっちゃ うれしかった それは それは普通にうれしかった 俺は,"-Yeah, it made me super happy. It made me happy.",I was so happy.
それは それは良かった - クソ,"That's-- that's good, right?",That's good.
前回までのFringe... そ知らぬ顔で 成りすましたせいでしょ,"Just because you walked in my shoes, don't you think that you know me.",Previously on Fringe... you've been acting like a stranger.
そ知らぬ顔で 私の人生を奪ったせいでしょ,Just because you walked in my shoes don't you think for a moment that you know me.,Because you took my life from me with a face you don't even know.
知られたら あなたは、ただでは済まないのよ,"The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,","If they find out, you won't be sorry."
ちゃんちゃら おかしいよ,That was a stupid idea.,That's funny.
ちょっかいを出してるんじゃないよ,I'm not bothering them none.,I'm not making fun of you.
オオカミにちょっかいを出すと 群れでやって来るぜ さっきの仕返しだ,"Guess nobody told you, if you mess with the wolf, you get the fangs.","You know, if you give a shit about a wolf, they're gonna come in in her pack, and they're gonna get you back."
ちょっかいを出したくなかったけど,"I didn't mean to interfere, you know. Silly girl.",I didn't want to spoil it.
デイブ 目に付く女全てに ちょっかいを出すのはやめてくれないか?,"Dave, would you quit bothering every girl you see?","Dave, would you please stop whispering to all the women you see?"
ちょっとした金,"A little money. No, sorry.",A little money.
より汁気の多い料理を作れるし、 ちょっとした見栄えと演出も 料理に加えられる。,It creates a more succulent dish and adds a little theatricality to dinner.,"You can cook more food, make a little more showmanship and make a little more scenery."
私が冒険中 ちょっとした相棒を得るなら それは 感情や 気まぐれからではありません 多くの素晴らしい資質を 持っているということです,"If I burden myself with a little helpmate during my adventures, this is not out of sentiment or caprice, it is that he has many fine qualities of his own that he has overlooked in his obsession with me.","If I get a little partner during an adventure, it's not from emotions or whims, it means I have many wonderful qualities."
もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?,What if I told you I'd help you with your Klaus problem in exchange for a little story?
とてもじゃないが,"No, he's taking it pretty hard.",Not very much.
とどのつまりだな ジョン 我々が心と頭を奉げる対象とは 一人の男ではなく 理想なのだよ,"Ultimately, John, we owe our hearts and our minds not to any one man but to an idea, and that idea is under threat.","And in other words, John, the subject of our minds and heads is not a man, but an ideal."
とどのつまりは 殺されるってのに,"And you are en route to getting yourself killed,","And in any case, they're going to kill me."
とどのつまりはな,"Eventually, yeah.","And in any case, yes."
ない知恵を絞ってね,"You know, in case you got displaced.",I don't have the slightest knowledge.
そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,And you're hiding out here until things cool down because you know it.,And you're hiding here until the mist cools down because you know it.
あんたは見てみぬ振りで 満足だっただろうが あんたには口がある,"You were more than happy to turn a blind eye, but... you're not dumb.","I know you're happy to see it, but you've got a mouth."
見て見ぬ振りをしています ただ...,I stay out of the way.,I'm just staring at it.
見て見ぬ振りをした,You just looked the other way.,I saw it. I didn't see it.
今から起きることは 見るに堪えない,What's about to happen is gonna be hard to watch.,I can't wait to see what happens now.
見るに堪えないわ,I can't watch.,It's hard to see.
見るに堪えなかった?,Was it painful to see?,Didn't you get tired to see it?
見るに忍びないか?,Can't stand the sight of a little blood?,Don't you see that?
"""その方がいいと 思う様になった""","I think maybe I should take you,",I'm starting to think that's a good idea.
監視リストに載るぞと 自虐ジョークを言う様になった,if they donate to a political cause or if they say something in a discussion.,It's like he's gonna be on the watch list. He's gonna make a joke.
食前に祈る様になったのか,We say grace now?,It's like you're praying before dinner.
よく言うよ,He pressed you. Come on.,Don't be silly.
生徒と寝といて よく言うな,Says the teacher who sleeps with his students.,Go to bed with your students. Don't talk to them.
盗んだ女の分際で よく言うわ,That's pretty rich coming from the woman who stole Alex to begin with.,That's what they say about the woman who stole it.
"彼の ""アキレス腱"" だ",His Achilles heel.,It's his Achilles.
良いニュースは 彼女のアキレス腱は,"Yes, the good news, she may have her own Achilles' heel.","The good news is,"
"私の ""アキレス腱""",My Achilles heel.,My Achilles.
アンテナを張ってればドクターはあちこち登場する,"If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.","If you keep your antenna on, the doctors will be everywhere."
エンジンが 掛からない,It won't start.,The engine won't work.
オブラートに包んで言おうとしたんだ,I'm just- - I'm just trying to wrap my mind around it.,I was just trying to wrap it up with the Observers.
社長、これ以下の表現はオブラートに包む方が,"Mr. Reid, do you understand that's kind of hitting it delicately?","Mr. President, I think it's best to keep these expressions in the public eye."
君たち キャフリーは 我々より4時間も前に 有利なスタートを切ったことを忘れるな,"Gentlemen, might I remind you that Caffrey has a four-hour head start?","Gentlemen, remember Caffrey took a four-hour lead four hours before us."
新しいスタートを切り 古いしがらみも絶った,"Fresh start, no old ties.",I'm starting a new start. I don't know what I'm talking about.
いつか 君の復帰する日が 来ることを願おう 初めから 支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.","I hope one day, when you come back, you won't be the manager from the beginning, but you'll have to start over and restore your trust."
ベッドの下に潜む怪物に スポットを当ててるだけさ,We're shining a light on the monster under the bed.,I'm just pointing a spot at a monster hiding beneath my bed.
でも スポットライトを 浴びることになれば―,But Kate... you're stepping into the spotlight now.,"But if you get caught in the spotlight,"
スポットライトを浴びたいが パートナーが必要さ,I guess I crave the spotlight. All I need is a proper partner.,"I want to be in the spotlight, but I need a partner."
特に公衆のスポットライトを浴びる のが好きな人物はね,Especially one who enjoys the public spotlight so much.,Especially for someone who likes to take public spotlight.
タオルを投げる選択肢はない 私たちにあるのは 2つの道だ,But seeing as throwing in the towel is not an option that leaves us with a total of two choices.,We don't have a choice. We have two choices.
全てについてタオルを投げちゃうかな,Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.,I'm gonna throw a towel over everything.
タオルを投げる,- So I'm gonna call the fight.,I'm gonna throw a towel.
私を縛ってたテープを切るから,He said he would cut me free.,I'm gonna cut the tape that was tied to me.
フェニックス紙?,- The one in the Phoenix?,The Phoenix?
フェニックスに認められ 入部の儀式を,I'd gotten into the Phoenix.,The Phoenix allowed me to be a part of the ritual.
フェニックス・ファーム。,Phoenix farms.,Phoenix farm.
意外とミーハーなんだよなあ,"You are pretty oldfashioned, despite your looks.",I'm surprised you're being so mean.
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ。,"Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.","Saeko-san jumps on new things with a mellow throat, but she's a little shy about the product."
案外ミーハーなんだよね,"She's oldfashioned despite her looks, right?","It's pretty warm, isn't it?"
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ ちょっ...,I plan to delve deeply into the rotten politics at university hospitals.,I'm going to put a lot of work into the rotten politics of the university hospital.
俺の頭に メスを入れようとするんだ,They're going to cut into my brain.,Trying to put a bitch in my head.
ダビデ像が無事だと? ... モナリザの微笑みは?,"Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?",Do you think David's statue is safe... and the smile on the僕は?
ユリイカ!,Eureka!,Yurika!
一種のユートピアの創造さ つまり...,I sort of created a utopian society where we all sort of...,"It's the creation of some kind of beat-up, which means..."
私達は夢中でユートピアを作ったよ,"We were jamming, man, building utopia.","We've been so obsessed, we've created a beat-up unit."
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,We are among those whose fate is a poison We are constantly utopia ...,"We're among the fates of the poison, always the us."
それでもあんた 有罪にしたい? なにがなんでも彼女に犯罪者のレッテルを貼りたい,You still want to stamp a mark of conviction on her?,Do you still want to convict her?
あんたは レッテルを貼ってるだけだ,These are all labels. You just label everything.,You're just putting a label on it.
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"It took a while to get up and running, but Rome wasn't built in a day.","It took me a while to start a business and get into orbit, but Rome isn't gonna be in one day."
情報部の幹部は いつも一か八かなんです,Intelligence officers usually hedge their bets. It's...,Our senior intelligence officers are always one-sided.
一か八かだが シスコと私でやってみる,"It's a bit of a hail mary, But Cisco and I are going to give it a try.",I'll try it with Cisco and I.
一か八かしかない,Risk is all I've got left.,There's only one of them.
一つ間違えれば殺される,"One mistake, I die.","One wrong move, they'll kill you."
一つ間違えば大勢の命が,"We make one mistake, thousands of people die.","If you do one thing wrong, a lot of people will die."
年に1度 コウノトリが一堂に会する,"Once a year, storks come together for one thing. Storkcon!","Once a year, they meet in a group."
一寸先は闇だな,"So, I've been thinking about those thousand razors.",It's a little dark in here.
一寸先は闇だ,You're dying the death of a thousand razors up there and you don't even know it.,It's dark in here.
一寸先は闇だ つらい毎日だったよ,I don't know. I don't know what happened. Tough couple of days.,It's a dark side. It's been a hard day.
気付かれたら 全員が一巻の終わりよ,"Because if they see you coming, we're all dead.","If they find out, they'll all be dead."
一巻の終わり,But if Torus gets the ARQ... they'll be unstoppable.,It's the end of the line.
一巻の終わりだな,We are so dead.,It's the end of the line.
一本取られたな、中尉。,"Fair point, Lieutenant.","I got one, Lieutenant."
一本取られた,- She's got you there.,They took one.
一本取られたようですな,You win.,Looks like they took one.
一杯食わせやがったな!,You swindled me!,You made me have a drink!
ああ 一杯食わされた だが 失敗した,"Yeah, you took your shot, but you missed.","Yeah, I was fed a drink, but it didn't work."
一杯食わされたな,You should have seen your face.,I've had a drink.
お人よし過ぎた だから一杯食わされた,"I've been gullible, all right, letting him make a fool of me.",I've been too nice to you. That's why I've had a drink.
当然彼も一枚噛んでる,Of course he was involved.,Of course he's biting one too.
いや お前は一筋縄では行かない,"No, nothing with you is easy.","No, you're not."
- 奴は 一筋縄では行かないからな,- He's not playing with a straight bat?,- He's not gonna make it easy.
ええ 彼はもっと上手に対処すべきだ でも 彼は友人で 彼の為にひと肌脱ぐつもりだ,"But he's my friend, and I'm gonna bat for him.","Yeah, he's supposed to be doing better, but he's my friend, and I'm gonna take off one for him."
私が持ってきた情報は 一刻を争うものです,The Intel that I brought back is time sensitive.,The information I've brought to you is of little interest to me.
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,but it was a race against time. it was all for naught.,I apologize for the delay in reporting.
一刻を争ってる,"Father, they don't have a lot of time.",We've been fighting for a while.
どう 一口乗らない?,"So, what do you say?",Why don't you grab a bite?
僕も 今度 一席 設けるから。,I'd love to meet him sometime. I will.,I'll have a seat next time.
今夜は特別だ、まず一張羅に着替えろ,You have a feast tonight. First change your clothes.,"Tonight's special. First, you're gonna wear a jacket."
彼の一張羅の上着だぞ,He only wears that one damn jacket.,That's his jacket.
(逮捕に一役買ったので 俺達の違法行為は見逃されたのだ),But since we led the cops to Harken they ultimately agreed to let our other offenses slide.,Our illegal act has been missed.
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.","Jane's a troublemaker for us, and I'm willing to help him clean up."
私が君の記憶に一役買うとしたら?,What if I help your memory?,What if I help your memory?
大丈夫 一息入れて 落ち着いて,Okay. Just breathe and relax.,It's okay. Just take a breath. Take it easy.
俺達が 一息入れるころ 船はダイヤを乗せて パリに向かう,"When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.","As soon as we take a breather, the ship goes to Paris with the diamonds."
- 一息入れろよ、マイク,"- Get some ice cream, Mike.","- Take a breather, Mike."
僕は今日1日 この23人の前容疑者の 一言一句漏らさず 一挙手一投足から 無意識な反応まで 観察し続けていた,"I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.","I've been watching these 23 former suspects for one day, without a single word or thought, from one shot to the next."
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,There has been massive digging activity out there and they undoubtedly monitor our every move.,We're being watched every step of the way.
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.","When you're just getting back to work, your emotional state will be unstable, and you'll be caught up in every move you make against those upstairs."
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,We'll move into the asteroid field... and we'll have a couple of surprises for him.,"Hold on, we're going into the planet field, and I'm gonna blow you to pieces."
自殺行為だ アンナに一泡吹かせてやりたいが,It's a suicide mission.,It's a suicide mission.
配置についた 一泡吹かせてやる,"We're on point, ready to give them some of their own medicine.",I'm in position. I'm gonna blow you up.
- アルフォンには一目置かれている - おう そうか?,I saw Alphonse respected me back there.,- Alphonse keeps an eye on him.
彼はお前を一目置いている,He sees something in you.,He's keeping an eye on you.
皆が一目置いてる NYの私立学校関係者も,That sort of thing means something to people in private schools in New York City.,"Everybody's got eyes on it, even private schoolers in New York."
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.,"The Church is making a great deal of effort with all the medical, psychological explanations that are being given before the wedding."
一笑に付され 自分の首を絞めるだけだ,"They'd laugh at the truth, and I'd have my head in a noose.",It's like you're stuck in a bed and you're strangled.
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,I never had a problem with your people... until they became a part of this rebellion.,I never had a problem with any of you until you were a wing of the rebellion.
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,I am proud to be part of this mission in the great patriotic war.,I'm proud to be a wingman in the great Americation War.
近づく為に一芝居打つよ,I want to get close to Latimer. And I'll need a cover story.,I'll make a play to get close.
彼は一言もなく 何週間も行方をくらましたんです,He has been gone for weeks.. Not a single word.,He disappeared for weeks without a word.
一言もなく死亡しました,And did not live to tell about it.,He's dead for the most part.
私に一言も無く?,Without telling me?,Without saying a word?
うん 三度目の正直ね,"Yeah, maybe three times is a charm.",That's the third time I've been honest with you.
- 三度目の正直か?,"""Third time's a charm?""",- third time's honesty?
あなたもタキシードを着ないと おかしいでしょ ケーキの一番上に立ってるみたいだ,Like we're standing on top of a cake. Yes.,It's funny you're not wearing a tuxedo. You're standing on top of a cake.
私は、見たのよ。 アストラを。 ナイフを持って、 ジョンの上に立ってた。,- I saw Astra standing over J'onn.,I saw Astra standing on John with a knife.
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.,The directors will be standing on the board of the party tonight to make sure that nobody catches the killer.
そこの上げたり下げたりしている人,Well? What's your vote?,Whoever's up and down there.
実験の成功の為 私は上手に出るしかなかった,"For the experience to succeed. I had to get the upper hand,","For the experiment to succeed, I had to be good at it."
CIAの一つ上手を行きたいの? そうだ CIAの現状を暴露したい,"Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.",You want to be one of the CIA's best minds?
真剣にやれ 下手すると怪我するぞ,"Take this serious, because you can get hurt if you're not strong enough, okay?","Take it seriously, or you'll get hurt."
下手すると 誰かの人生を台無しに,If I fuck up I can ruin somebody's whole life.,"If you don't, you'll ruin someone's life."
今、上手くいってますが下手をすると終わりです,"Now, we walk in there like this, with this, we're done.","It's working right now, but if you're not good enough, it's over."
真剣に言ってる 下手をすると これから20年は監獄だぞ,"Preston, if you're not careful, you're going to spend 20 years in prison.","I'm serious. If you fail, you'll be in jail for the next 20 years."
あの高さじゃ不幸中の幸いだった,"Not bad, considering the height.","At that height, I was lucky."
"""それを知られてないのは 不幸中の幸いだ""","Yeah, well, I'm glad they don't know that.",It's a good thing they don't know that.
それでも不幸中の幸いだ,We're lucky they got out when they did.,It's still a good thing you're unhappy.
花火は不発に終わり 最悪の事態に,"Only Fitzpatrick didn't explode, it was far worse than that.",The fireworks ended badly.
だが不発に終わった,That's the only reason why I'm still here.,But it didn't work.
不肖の父親だがやらない,"Look, I'm not the world's best dad, but I would never do that.","I'm not a man of God, but I'm a man of God."
息子の不興を買うのが怖いんでしょ?,"Terrified of displeasing him, aren't you? I know how my son can be.","You're afraid to buy your son's upset, aren't you?"
掛けて 悲しむべき事に 世に出る前に死んだ,"Sadly, fredrick died without ever being published.",He died before the sadness came out.
この写真が世に出たら DEAは終わりだ,The DEA's worst nightmare is that face out in public.,"If this photo gets out, the DEA is dead."
この世に出てくるため自分の母親を殺したお前が?,"You, who killed your mother to come into the world?",You killed your mother to get out of this world?
君が怒る必要は 無い これが世の習いって やつだ,Maybe angry is just the way of the world.,You don't have to be angry. This is the way of the world.
栄光は長子のもの それが世の習いだが,"You're the elder, you reap the glory. This is the way of the world.",The glory belongs to the eldest. That's the way of the world.
世も末だ,Even for the apocalypse.,The world's at an end.
俺がこんな事をするとは 世も末だ,"Of all the horrible things I have had to do in the apocalypse,",It's the end of the world for me to do this.
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,What is the world coming to when smugglers must vouch for the honor of kings?,The world is over when the most honored kings of the world need a transporter.
悲劇にも 若くしてこの世を去った...,...who was snuffed out... tragically early.,It's a tragedy that he left this world so young...
全員笑いで息を詰まらせるまで この世を去るつもりはない,And I'll not leave this world until they all choke on that laughter.,We're not leaving this world until we all catch our breath with laughter.
何年も前に世を去った,Lost for many years.,He's been dead for many years.
ほんとに世話が焼ける人,Your uselessness is epic.,You're the one who needs to be looked after.
来年 僕はずっと家にいる 世話が焼けて ママも大変だ,"I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.","Next year, I'm gonna be home, and I'm gonna have to take care of my mom."
ポッポちゃんは 世話が焼ける,You must admit she works hard with those chicken feathers!,You're gonna have to take care of her.
世話になったな,"End of line, man.",Thanks for your help.
俺は人の世話になったことない 自分のことは自分でする,I've always paid my way. You know I send what I can.,I've never been taken care of. I'll take care of myself.
残りを昔世話になった遺伝学の教授に送ったの,I sent on to my old genetics professor.,I sent the rest to an old genetics professor.
誰かが親切に世話を焼いたんだね。 だれかが しんせつに せわをやいたんだね Someone must've helped you,Someone must've helped you,Someone must've helped you
その中の妻や子供たちの世話を焼いた,"His woman, his children.",They took care of their wives and children.
世話を焼いてくれんでも 自分で出来る,Why must you always mother-hen me? I'm quite capable of looking after myself.,"You can take care of him, but you can do it."
レノックス・ヒル病院前です ヴァン・ルーンとの合併が 世間を騒がせてますが,"Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.","I'm in front of Lennox Hill Hospital, where Van Loon's break-up with Van Loon has been a public gathering."
ああ だが あの銃は両刃の剣だ,"Yeah, the gun's a double-edged sword, kind of.","Yeah, but the gun is a double-edged sword."
歯止めとして働きますが 両刃の剣です,"Besides, he's hot.","It works as a stopgap, but it's a double-edged sword."
ニックは両手に花だ,They're organized the way he likes them.,Nick has flowers in his hands.
ダンスフロアでは 両手に花で踊つたものだ,On the dance floor I used to dance with girls on each arm.,"On the dance floor, I used to dance with flowers on my hands."
瓦がグラついてるとこがあって そこから 中に入って,"There must be a loose tile and he's climbed in, and can't get out.","There's a spot where the bricks are lining up, and then we go in."
相手の中に入ると 広がって出てこない,Spreads as it goes in. Doesn't come out.,"When you're inside him, it spreads and never comes out."
中に入る パンツから ちんぽを絞首刑,"So, you know, we can come in, we can have our dick hanging out of our pants.","I'm going in, and I'm gonna hang my dick out of my pants."
だから、私は中に入る チャップルが何を 隠しているのか見つけて下さい,"So, I'll go back in, see what exactly Chapple's hiding.","So I'm gonna go inside, see what Chapple's hiding."
さあ 中に入って 何かお口に合う物を探さなくては 文明国から来たお友達にね,"Oh, come inside, and we'll see if we can't get you some food, and some civilized company.","Come on, let's go inside, see if we can find anything that fits our friend from civilized countries."
じゃあ 気が済んだら― 中に入って貰えるかな?,"Well, now that you have, can I politely invite you to step off my fucking porch?","So, when you're done, will you please come in?"
注目の的になることは 彼女にとって 荷が重すぎて 悪い仲間の中に入ってしまった,"The attention was too much for her, and she fell in with the wrong crowd.",The most important thing to her is that it's too much for her to be on the wrong side of the world.
"このバカは7,8人の ゾンビの真ん中に立ってた","This prick stands right in the mix, while seven or eight of them turn Zeke all at the same time.",This fool was standing right in the middle of a bunch of zombies.
ドフィネ通りの ど真ん中に立ってみろ...,You know what's smack in the middle of Dauphine street...,Stand in the middle of Dophine Street...
