sent,reference,translation
食前に祈る様になったのか,We say grace now?,You started praying before meals?
"""その方がいいと 思う様になった""","I think maybe I should take you,","""I've come to think it's better that way."""
よく言うよ,He pressed you. Come on.,Blow it out
生徒と寝といて よく言うな,Says the teacher who sleeps with his students.,How dare you? You slept with one of my students.
盗んだ女の分際で よく言うわ,That's pretty rich coming from the woman who stole Alex to begin with.,How can you say that about a woman who stole from you?
"彼の ""アキレス腱"" だ",His Achilles heel.,It's his Achilles heel.
良いニュースは 彼女のアキレス腱は,"Yes, the good news, she may have her own Achilles' heel.",The good news is that her Achilles heel is.
"私の ""アキレス腱""",My Achilles heel.,"My ""Achilles heel."""
アンテナを張ってればドクターはあちこち登場する,"If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.","If you keep your antenna up, doctors will appear here and there."
アンテナを張ってればドクターはあちこち登場する,If you know what I mean.,"If you keep your antenna up, doctors will appear here and there."
エンジンが 掛からない,It won't start.,The engine won't start.
オブラートに包んで言おうとしたんだ,I'm just- - I'm just trying to wrap my mind around it.,I was trying to wrap my head around it.
社長、これ以下の表現はオブラートに包む方が,"Mr. Reid, do you understand that's kind of hitting it delicately?","Mr. President, it is better to wrap the expression below this in an oval."
いつか 君の復帰する日が 来ることを願おう 初めから　支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.","Hopefully one day you'll be back, maybe not as a manager at first, but you'll get a fresh start and regain my trust."
新しいスタートを切り　古いしがらみも絶った,"Fresh start, no old ties.","A new start, a new beginning, old ties severed."
君たち　キャフリーは　我々より４時間も前に 有利なスタートを切ったことを忘れるな,"Gentlemen, might I remind you that Caffrey has a four-hour head start?","Gentlemen, don't forget that Caffrey got a head start less than four hours before us."
ベッドの下に潜む怪物に スポットを当ててるだけさ,We're shining a light on the monster under the bed.,I'm just trying to spot the monster lurking under the bed.
スポットライトを浴びたいが パートナーが必要さ,I guess I crave the spotlight. All I need is a proper partner.,"I want the spotlight, but I need a partner."
でも スポットライトを 浴びることになれば―,But Kate... you're stepping into the spotlight now.,But if I'm ever in the spotlight...
特に公衆のスポットライトを浴びる のが好きな人物はね,Especially one who enjoys the public spotlight so much.,Especially someone who likes to be in the public spotlight.
タオルを投げる,- So I'm gonna call the fight.,throw in the towel
タオルを投げる選択肢はない 私たちにあるのは ２つの道だ,But seeing as throwing in the towel is not an option that leaves us with a total of two choices.,"We don't have the option of throwing in the towel, we have two paths."
全てについてタオルを投げちゃうかな,Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.,I guess I'll throw in the towel on the whole thing.
私を縛ってたテープを切るから,He said he would cut me free.,I'll cut the tape that ties me up.
フェニックスに認められ 入部の儀式を,I'd gotten into the Phoenix.,"I was accepted into the Phoenix, and I went through the initiation ceremony."
フェニックス・ファーム。,Phoenix farms.,Phoenix Farm.
フェニックス紙？,- The one in the Phoenix?,The Phoenix paper?
意外とミーハーなんだよなあ,"You are pretty oldfashioned, despite your looks.",It's surprisingly meek.
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ｡,"Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.","Saeko-san jumps at new things with a meek and easygoing attitude, but she is very serious about her products."
案外ミーハーなんだよね,"She's oldfashioned despite her looks, right?",You're more meek than you think.
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ　ちょっ...,I plan to delve deeply into the rotten politics at university hospitals.,"I'm going to take a hard look at the corrupt hospital politics at the university hospital. Hey, hey..."
俺の頭に メスを入れようとするんだ,They're going to cut into my brain.,He's trying to put a scalpel in my head.
ダビデ像が無事だと？ ... モナリザの微笑みは？,"Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?",You think the statue of David is safe? ... What about the Mona Lisa's smile?
ユリイカ！,Eureka!,Eureka!
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,We are among those whose fate is a poison We are constantly utopia ...,We are among those who are destined to be poisoned. It is always a utopia...
一種のユートピアの創造さ つまり...,I sort of created a utopian society where we all sort of...,"The creation of a kind of utopia, in other words..."
私達は夢中でユートピアを作ったよ,"We were jamming, man, building utopia.",We went crazy and created a utopia.
あんたは レッテルを貼ってるだけだ,These are all labels. You just label everything.,You're just putting a label on it.
それでもあんた　有罪にしたい？ なにがなんでも彼女に犯罪者のレッテルを貼りたい,You still want to stamp a mark of conviction on her?,You still want to convict her? You want to label her a criminal at all costs.
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"It took a while to get up and running, but Rome wasn't built in a day.","It took me a while to get my business off the ground, but Rome wasn't built in a day."
一か八かだが シスコと私でやってみる,"It's a bit of a hail mary, But Cisco and I are going to give it a try.","It's a toss-up, but Cisco and I will give it a shot."
一か八かしかない,Risk is all I've got left.,all or nothing
情報部の幹部は いつも一か八かなんです,Intelligence officers usually hedge their bets. It's...,Intelligence officers are always at the mercy of the fickle.
一つ間違えば大勢の命が,"We make one mistake, thousands of people die.",One wrong move and a lot of lives will be lost.
一つ間違えれば殺される,"One mistake, I die.",One wrong move and you're dead.
年に１度 コウノトリが一堂に会する,"Once a year, storks come together for one thing. Storkcon!","Once a year, storks come together"
一寸先は闇だ つらい毎日だったよ,I don't know. I don't know what happened. Tough couple of days.,It's always darkest when you're in the dark. It's been a tough couple of days.
一寸先は闇だな,"So, I've been thinking about those thousand razors.","It's always darkest at the tip of the iceberg, isn't it?"
一寸先は闇だ,You're dying the death of a thousand razors up there and you don't even know it.,No one knows what the future holds
気付かれたら 全員が一巻の終わりよ,"Because if they see you coming, we're all dead.","If they find out, we're all dead."
一巻の終わりだな,We are so dead.,The end of a chapter.
一巻の終わり,But if Torus gets the ARQ... they'll be unstoppable.,the end of the line
一本取られた,- She's got you there.,you've got me there
一本取られたな、中尉。,"Fair point, Lieutenant.","You got one, Lieutenant."
一本取られたようですな,You win.,Looks like you got one.
一杯食わせやがったな！,You swindled me!,You made me eat one!
お人よし過ぎた だから一杯食わされた,"I've been gullible, all right, letting him make a fool of me.",He was too good-natured. That's why he took the bait.
一杯食わされたな,You should have seen your face.,You've had your fill.
ああ　一杯食わされた だが　失敗した,"Yeah, you took your shot, but you missed.","Yeah, I got my fill, but it didn't work out."
当然彼も一枚噛んでる,Of course he was involved.,Of course he's in on it.
いや　お前は一筋縄では行かない,"No, nothing with you is easy.","No, you're not a straight shooter."
- 奴は　一筋縄では行かないからな,- He's not playing with a straight bat?,- He's not a one-trick pony.
ええ 彼はもっと上手に対処すべきだ でも　彼は友人で 彼の為にひと肌脱ぐつもりだ,"But he's my friend, and I'm gonna bat for him.","Yes, he should handle it better, but he's my friend, and I'm willing to put my skin on the line for him."
私が持ってきた情報は 一刻を争うものです,The Intel that I brought back is time sensitive.,The information I bring to you is time sensitive.
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,but it was a race against time. it was all for naught.,It was a time-sensitive situation and I apologize for the delay in reporting it. it's all for naught if the Taxation Bureau takes it after all.
一刻を争ってる,"Father, they don't have a lot of time.",We're running out of time.
どう　一口乗らない？,"So, what do you say?",How about a bite?
僕も　今度 一席　設けるから。,I'd love to meet him sometime. I will.,I'll set up a table for you sometime.
彼の一張羅の上着だぞ,He only wears that one damn jacket.,It's his one jacket.
今夜は特別だ、まず一張羅に着替えろ,You have a feast tonight. First change your clothes.,"Tonight is special. First, change into your one-piece suit."
私が君の記憶に一役買うとしたら？,What if I help your memory?,What if I play a part in your memory?
（逮捕に一役買ったので 俺達の違法行為は見逃されたのだ）,But since we led the cops to Harken they ultimately agreed to let our other offenses slide.,"（We helped make the arrests, so our illegal activities went unnoticed.)"
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.","Jane's a troublemaker for us, and I'm willing to help you clean it up."
俺達が　一息入れるころ 船はダイヤを乗せて　パリに向かう,"When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.","By the time we catch our breath, the ship will be on its way to Paris with the diamonds."
大丈夫 一息入れて　落ち着いて,Okay. Just breathe and relax.,It's okay. Take a breath. Calm down.
- 一息入れろよ、マイク,"- Get some ice cream, Mike.","- Take a breath, Mike."
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,There has been massive digging activity out there and they undoubtedly monitor our every move.,There is a massive drilling operation going on outside the area and we are being watched every step of the way.
僕は今日１日　この２３人の前容疑者の 一言一句漏らさず 一挙手一投足から　無意識な反応まで 観察し続けていた,"I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.","I have spent the day observing these 23 former suspects, watching their every word, their every move, their every involuntary reaction."
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.","And it can be emotionally unstable for you, given that you've just gotten back to work, and you're being watched every move you make by the people upstairs."
配置についた 一泡吹かせてやる,"We're on point, ready to give them some of their own medicine.",I'm in position. I'm gonna give him a shot.
自殺行為だ アンナに一泡吹かせてやりたいが,It's a suicide mission.,"It's a suicide mission. I'd love to give Anna a shot, but..."
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,We'll move into the asteroid field... and we'll have a couple of surprises for him.,"Hang on, we're about to enter the asteroid field. I'm gonna give this one a whirl."
彼はお前を一目置いている,He sees something in you.,He's got his eye on you.
皆が一目置いてる NYの私立学校関係者も,That sort of thing means something to people in private schools in New York City.,"Everyone has a crush on him, even the New York City private school officials."
- アルフォンには一目置かれている - おう　そうか？,I saw Alphonse respected me back there.,- Alfons has his eyes on me.
一笑に付され 自分の首を絞めるだけだ,"They'd laugh at the truth, and I'd have my head in a noose.","You'll be laughed out of here, and you'll only be strangling yourself."
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.,"""The Church makes a great effort to provide every conceivable"" medical treatment, but psychological explanations are laughed out of the equation before an exorcism."
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,I never had a problem with your people... until they became a part of this rebellion.,I never had a problem with you people until you became part of the rebellion.
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,I am proud to be part of this mission in the great patriotic war.,I am proud to be a part of the great patriotic war.
近づく為に一芝居打つよ,I want to get close to Latimer. And I'll need a cover story.,I'll put on a show to get closer.
私に一言も無く？,Without telling me?,Without a word to me?
彼は一言もなく 何週間も行方をくらましたんです,He has been gone for weeks.. Not a single word.,He disappeared for weeks without a word.
一言もなく死亡しました,And did not live to tell about it.,He died without a word.
うん　三度目の正直ね,"Yeah, maybe three times is a charm.",Yeah. Third time's a charm.
- 三度目の正直か？,"""Third time's a charm?""",- Third time's the charm?
私は、見たのよ。 アストラを。 ナイフを持って、 ジョンの上に立ってた。,- I saw Astra standing over J'onn.,I saw it. Astra. She was standing over John with a knife.
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.,The secretaries of state are going to be on stage at the party convention to show that we've caught the killer.
あなたもタキシードを着ないと おかしいでしょ ケーキの一番上に立ってるみたいだ,Like we're standing on top of a cake. Yes.,"You'd be crazy not to wear a tuxedo, too, like you're standing at the top of the cake."
そこの上げたり下げたりしている人,Well? What's your vote?,Who's raising and lowering there.
実験の成功の為 私は上手に出るしかなかった,"For the experience to succeed. I had to get the upper hand,",I had to come out on top to make the experiment a success.
CIAの一つ上手を行きたいの？ そうだ CIAの現状を暴露したい,"Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.","You want to go one better than the CIA? Yes, I want to expose the CIA for what it is."
真剣にやれ 下手すると怪我するぞ,"Take this serious, because you can get hurt if you're not strong enough, okay?","Take it seriously. If you're not careful, you could get hurt."
下手すると 誰かの人生を台無しに,If I fuck up I can ruin somebody's whole life.,"If you're bad, you can ruin someone's life."
今､上手くいってますが下手をすると終わりです,"Now, we walk in there like this, with this, we're done.","It's working now, but if it's not, it's over."
真剣に言ってる 下手をすると これから20年は監獄だぞ,"Preston, if you're not careful, you're going to spend 20 years in prison.","I'm serious. If you're not careful, you'll spend the next 20 years in jail."
"""それを知られてないのは 不幸中の幸いだ""","Yeah, well, I'm glad they don't know that.","""It's a blessing in disguise that they don't know that."""
それでも不幸中の幸いだ,We're lucky they got out when they did.,"Still, it's a blessing in disguise."
あの高さじゃ不幸中の幸いだった,"Not bad, considering the height.",It was a blessing in disguise at that height.
花火は不発に終わり 最悪の事態に,"Only Fitzpatrick didn't explode, it was far worse than that.",The fireworks were a dud. The worst of it.
だが不発に終わった,That's the only reason why I'm still here.,But it was a dud.
不肖の父親だがやらない,"Look, I'm not the world's best dad, but I would never do that.","I'm an unworthy father, but I won't do it."
息子の不興を買うのが怖いんでしょ？,"Terrified of displeasing him, aren't you? I know how my son can be.","You're afraid of displeasing your son, aren't you?"
この世に出てくるため自分の母親を殺したお前が？,"You, who killed your mother to come into the world?",You who killed your own mother to come into this world?
掛けて 悲しむべき事に 世に出る前に死んだ,"Sadly, fredrick died without ever being published.","Sadly, he died before he could be introduced to the world."
この写真が世に出たら ＤＥＡは終わりだ,The DEA's worst nightmare is that face out in public.,"Once this picture gets out to the world, the DEA is done."
栄光は長子のもの それが世の習いだが,"You're the elder, you reap the glory. This is the way of the world.",Glory belongs to the firstborn. That's the way of the world.
君が怒る必要は　無い これが世の習いって　やつだ,Maybe angry is just the way of the world.,There's no need for you to be angry. That's the way of the world.
世も末だ,Even for the apocalypse.,The end of the world.
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,What is the world coming to when smugglers must vouch for the honor of kings?,It's the end of the world when so honorable kings have no use for couriers.
俺がこんな事をするとは 世も末だ,"Of all the horrible things I have had to do in the apocalypse,",I never thought I'd do something like this. It's the end of the world.
全員笑いで息を詰まらせるまで この世を去るつもりはない,And I'll not leave this world until they all choke on that laughter.,I will not leave this world until we all choke on our laughter.
何年も前に世を去った,Lost for many years.,He left the world many years ago.
悲劇にも 若くしてこの世を去った...,...who was snuffed out... tragically early.,"Tragically, he passed away at a young age..."
ほんとに世話が焼ける人,Your uselessness is epic.,A real pain in the ass.
来年　僕はずっと家にいる 世話が焼けて ママも大変だ,"I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.","Next year, I'll be home all the time. It'll be hard on her, too."
ポッポちゃんは　世話が焼ける,You must admit she works hard with those chicken feathers!,Poppo is a pain in the ass.
世話になったな,"End of line, man.",You took care of me.
俺は人の世話になったことない 自分のことは自分でする,I've always paid my way. You know I send what I can.,I've never taken care of anyone. I take care of myself.
残りを昔世話になった遺伝学の教授に送ったの,I sent on to my old genetics professor.,I sent the rest to my old genetics professor.
誰かが親切に世話を焼いたんだね。 だれかが　しんせつに　せわをやいたんだね Someone must've helped you,Someone must've helped you,Someone must've helped you Someone must've helped you
世話を焼いてくれんでも 自分で出来る,Why must you always mother-hen me? I'm quite capable of looking after myself.,You don't have to take care of me. I can do it myself.
その中の妻や子供たちの世話を焼いた,"His woman, his children.",He took care of his wife and children among them.
レノックス･ヒル病院前です ヴァン･ルーンとの合併が 世間を騒がせてますが,"Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.","I'm here in front of Lenox Hill Hospital, where the Van Loon merger is making headlines."
ああ　だが　あの銃は両刃の剣だ,"Yeah, the gun's a double-edged sword, kind of.","Yeah, but that gun is a double-edged sword."
歯止めとして働きますが 両刃の剣です,"Besides, he's hot.","It works as a deterrent, but it's a double-edged sword."
ニックは両手に花だ,They're organized the way he likes them.,Nick is a two handed man.
ダンスフロアでは 両手に花で踊つたものだ,On the dance floor I used to dance with girls on each arm.,"On the dance floor, we used to dance with flowers in both hands."
相手の中に入ると 広がって出てこない,Spreads as it goes in. Doesn't come out.,"Once you're inside the other person, they spread out and won't come out."
