sent,reference,translation
割に合わない投資は嫌いだ,I hate bad investments.,I don't like the kind of investment that's less than fair.
割に合うなら良いけど・・ 進んで,I hope it turns out to be worth the expense.,"I hope it fits, but... keep going."
今すぐ電力を付けなきゃ,We've got to get the power back on now.,We have to turn the power on now.
[電力を落とす],[electricity powering down],[lights out]
我々が電力を落としたんです,We cut your power.,We've lost power.
身動きが取れなかった,And I was tangled in...,I couldn't move.
今、2台の車に囲まれて 身動きが取れない,We're about ready to be boxed in by two cars.,We're surrounded by two vehicles right now. I can't move.
身動きが取れない,They've got us pinned in.,I can't move.
他の飛行機とは勝手が違うから。,This isn't like other planes.,It's not like any other airplane.
外とは勝手が違うが 心配するな,Don't be alarmed. You will notice that things work differently here.,"It's not like it's out there, but don't worry."
英国とは勝手が違うでしょ?,"Yes, well, I'm sure things are very different in England.","You're not so selfish as the British, are you?"
至福なるこの飲み物を 口にすれば 煩悩のない 永遠の命を得られる,One sip of this heavenly brew will give ever-lasting life... free from mortal suffering and desire.,"If you drink this delicious drink, you'll have an eternal life without trouble."
コーヒーにタバコと コカの葉しか口にしなくて,"He's been on a diet of coffee, tobacco, and coca leaves.",I only use tobacco and coke leaves for coffee.
ヒトラーは三千年のドイツ帝国を口にする。 だが、1ヶ月も軍隊を養えない。,"Hitler speaks of a 1,000-year Reich, but he cannot feed his armies for a month.","Hitler will speak of a thousand years of German Empire, but he won't have an army for a month."
"口を開いて ""あー""って言って","Open your mouth. Say, ""Ah.""","Open your mouth and say, ""Oh."""
口を開いたら、,"If you open your mouth,","When you open your mouth,"
その口を開くんだ,Open your damn mouth.,Open your mouth.
右から左,Right one over the left.,Right from the left.
レポートによると 右から左への軌道ね,The directionality on the report showed a right-to-left trajectory.,"According to the report, it's orbiting from the right to the left."
"姓も名もない""ドクター""だ いつの時代も","No first name, no last name, just the Doctor. Always the Doctor.","A doctor without a name or a name, no matter the time."
名もなき者,You have no name.,Someone without a name.
以前 彼らはあなたを 名もなき男と呼んでいた,They used to call you the Man with No Name.,They used to call you a man without a name.
イサドラ・ダンカンから名を取った 84カラットのダイヤだよ,"84 carats, named for Isadora Duncan.",It's a diamond named Jessaドラ Duncan.
やり方を心得ていれば 新しい名を取るより大変ではない,No harder than taking a new name if you know the way.,"If you knew how to do it, it wouldn't be as hard as getting a new name."
トーマスと名付けたいわ 祖父の名を取って,I want to name him Thomas after my grandfather.,I want to name him Thomas. Take my grandfather's name.
"""木も成長するときに軟らかく-"" ""渇き固くなるのは死ぬときなのだ""","When a tree is growing, it's tender and fragile, but when it's dry and hard, it dies.","And when the trees grow, they get soft and thirsty before they die."
手足が動かせなくなり 筋肉がセメントのように 固くなり 静脈が氷のように感じる,"You lose control over your limbs, the muscles harden into cement, and it feels like ice in your veins.","I can't move my arms and legs, my muscles harden like cement, and my veins feel like ice."
呼び鈴が 固くなったでしょ?,Then why did your doorbells get so hard?,Didn't you get your ringing ringed?
数千人の超人が地に落ちて どこから手をつければ良いやら,"Thousands of superpowered dicks touching down, and we got no idea where to start.",I don't know where I can get my hands off a few thousand meta-humans.
旗は遂に地に落ちた,The banner toppled and fell to the Earth,The flag finally fell on the ground.
魔法使いが地下に潜る前 まだ魔女狩りがあったころ,"It was before wizards went underground, when we were still being hunted by Muggles.","Before the sorcerer went underground, there was still a witch hunt."
山は越えられん 地下に潜ろう,We cannot pass over a mountain. Let us go under it.,We can't get over the mountains. We're going underground.
そいつが地下に潜ったんだ,And it dove down there. Down underground.,He went underground.
お前たちが勝手に壁を作って自分のものにしたんだ,You lot came along and just put up a big wall and said it was yours.,You made the walls for yourself.
我らの先祖がギリシャから 運ばれた石でこの壁を作った,"Our ancestors built this wall, using ancient stones from the bosom of Greece herself.",Our ancestors built these walls out of stones brought from Greece.
父親は 遮断壁を作って 外で死んだそうだ,"He died outside, when he was making the barrier.",Her father died outside building a barrier.
"""良い実を結ばぬ木は、どんな木でも 切り倒され、火に投げ込まれる""","""every tree that no bringeth forth good fruit is hewn down and cast into the fire.""","""A good tree can be cut down and thrown into the fire."""
私たちの花が咲く... そして我々は実を結ぶ。,Our flowers blossom... and we bear fruit.,Our flowers bloom... and we join the fruit.
"いのちの木があり 12種の実を結び その実は毎月実っていた ""","""which bears 12 manner of fruit and yielded her fruit every month.""","There was a family tree tied to a dozen different kinds of fruit that actually came out every month."""
- テレルはお尻を叩かれてる,- Terrell is gettin' his ass beat.,- He's been hit in the ass.
私のお尻を叩いた?,And then they spanked me?,Did you hit my ass?
わざと泣かせる為に 赤ちゃんのお尻を叩くんだ,"Well, they spank all little babies 'cause they're trying to get them to cry.",I'm going to knock that baby's ass off to make her cry.
見通しのいい場所から 目印の山が 見えるはずさ。,"If we find a better spot, I might be able to see the mountains.",You can see the mountains from a good view.
山が見えたぞ,I lead you to the Mountain.,I saw the mountains.
幕が開いてすぐに―,"As soon as that curtain opened,",As soon as that thing opens...
アタシ いつもショーの幕が開く前に タバコを吸うから,I always smoke a cigarette before the first show.,I always smoke before the show opens.
あなたは多くの配当を得た,It created a dividend in the amount of...,You've earned a lot of leave.
後ろを見せろ,Mind showing me what's in back?,Let me see your back.
帰り道に息を吐かないで,Don't exhale on the way out.,Don't breathe on the way home.
息を吐いて,Good. And exhale.,Breathe.
(息を吐く),(exhales),(squeezes)
息を吹き返した ばかりでした,"I mean, I was still just trying to breathe.",He was just breathing back.
(息を呑む),(GASPS),(Sighs)
(息を呑む) こいつ知ってますよ,(gasps) I know that dude.,(Sighs) I know him.
アブ ナジールの写真を渡した時 彼は息を呑んでました ほんの数秒間,When you turned over that picture of Abu Nazir... he stopped breathing for a few seconds.,"When I gave you the picture of Abu Nazir, he was breathing for just a few seconds."
実際に 殆ど我を忘れてた,"Actually, it mostly missed me.","In fact, I almost forgot myself."
拍手が無かったのはアナタのせいでは,It wasn't your fault that they didn't applaud.,I don't think it's your fault you didn't give me a hand.
遺体には手が無い,The body was missing a hand.,There's nothing we can do about the body.
ソイツらの1人は 手がなかった,Roy: One of the guys was missing a hand.,One of them didn't have a choice.
手が焼けるようで、手を顔に当てた,"Felt a burning sensation on my hands, put my hands up to my face.","My hands were gonna burn, so I put them in my face."
さっき、手にしていた 本の事です,"Struwwelpeter, the book that you had in your hand.",It's about the book I was holding.
手にしてる石は何?,The stone in your hand. What is it?,What's with the stones in your hand?
- なに? - もし仮に指が 3本しか使えなくて そっちの手もないのよ,If you had these three fingers missing on this hand and that hand missing on that hand...,- What if you can only use three fingers and you have no hands?
手を上げて!,"Hands where I can see them, now!",Hands up!
手を上げて 今度は下げて,♪ Hands wave up then come down ♪,Put your hands up. Put your hands down this time.
くだらないと思ってる人は 手を上げて,Who thinks this is silly? Raise your hand.,"If you think it's stupid, put your hands up."
あなたの手を伸ばし。,Reach out your hand.,Reach for your hand.
瞬間を捕らえようと 手を伸ばす,♪ Who's reachin' out to capture a moment?,He reaches for a moment to capture it.
手を伸ばすが、棘(とげ)に刺される 3滴の血が滴り,"Reaching for it, she pricked her finger and three drops of blood fell.","I reach for my hand, and three drops of blood."
でも、時々その穴に手を入れ,"But sometimes, he reaches in that hole",But sometimes I put my hands in that hole.
僕のポケットに手を入れて?,Would you mind slipping your hand into my pocket?,You want to put your hand in my pocket?
手を入れて 携帯を取るんだ,"Get your hands in, get your hands in and get the phone.",Put your hands in there and take your phone.
君は 言ったね 自分の部屋で窓を開けようとして 手を切ったと,You said that... you cut your hand trying to open a window in your room.,You said you cut your hand trying to open a window in your room.
- 窓から 手を切らなくても なんとか開けられたよ,Somehow I managed to open it without slicing my hand.,"- I didn't have to cut my hand out the window, but I managed to open it."
その手を切ったのはオレじゃねえ アニキが自分でやったんだ,"I didn't cut off your hand, neither. You did that.",I didn't cut your hand. Big brother did it himself.
歌手を加えるのも一案だ,Maybe we should take on a singer.,It's a good idea to add a singer.
頭の後ろ手で両手を合わせて 指を組んで,"Please put your hands behind your head for me, please, lock your fingers.","Put your hands behind your head, put your fingers together."
手を合わせてくれる?,"Oh! Can you give me five, Marco?",Can you put your hands together?
簡単だよ 手を合わせるんだ こんな風に いい?,"It's so easy. Take this hand in my hand. Like this, see?","It's easy. Put your hands together like this, okay?"
タックルするために全部使った 手を回してそいつをタックルするけど...,"All I got to do is tackle him, put my hands around him and tackle him, but...","I've spent everything I've got to touch it, and I'm gonna put my hands around it, but..."
でも、歴史のページの中でごくたまに... ...とんでもない運命が手を差し伸べることがある。,"But in the pages of history, every once in a while, fate reaches out and extends its hand.",But sometimes in the pages of history a terrible destiny reaches out.
主はその手を広げ あなたを迎え入れます,The Prince of Peace opens his arms to you.,The Lord will spread his hand and welcome you in.
猿の足のように 君の手を 広げて閉じるのが好きだ,"And I love the way your hands open up and close, like monkey paws.",I like to spread your hands and close them like monkey legs.
調べるから両手を広げろ,"You wanna put your arms out to your sides for me, if you would?",I'm gonna go check it out. Both hands wide open.
物を作りたければ 手を汚すものだ,"You want to make things, you got to get your hands dirty.","If you want to make something, you have to get your hands dirty."
外に出て手を汚してもいい,And it's okay to go outside and get your hands dirty.,You can go outside and get your hands dirty.
両手を組んで横たわってた ゾッとしたよ,"She was lying there with her arms crossed, all creepy-like.",I was lying there with my hands in my hands. I was scared.
私達 手を組むべきよ,We should hold hands.,We have to work together.
彼女は両手を組んでいた,With her arms crossed.,She had her hands in the air.
手を結んだまま、,"My hands were still tied behind my back, and I...",Keep your hands tied.
あいつの足と手を結んで おいておけ、そして先に逃げる それから、警察を呼びその場所を教える,"We'll hog-tie him with duct tape, and we'll dump him out, and hit the road, and I'll call the cops, tell 'em where we left him.","You're gonna tie his legs and you're gonna run, and then you're gonna call the police and tell them where they are."
羽を持って生まれたかどうかだ 一生見張ってるつもり?,You're either born with wings or not. _ _,"I don't know if you were born with feathers, or if you're gonna keep an eye out for the rest of your life."
足ヒレを持って生まれた!,We were born with flippers.,I was born with a leash!
全く同じ遺伝子を持って生まれた 2つの生物の違いを研究したくてさ,I need to study the difference between two specimens born into the world with exactly the same genetic material.,I wanted to study the difference between the two creatures that were born with the exact same gene.
日の目を見る為にここへ来た,Came out here for the sunshine.,I came here to see the sunlight.
俺を殺すくらい朝飯前か?,Can they kill me before breakfast?,Is that enough breakfast to kill me?
朝飯前の練習かな,I don't know. A three-hour low-rate technical row before breakfast.,Maybe it's just practice before breakfast.
多分今日も朝飯前に また誰かを脅した。,He probably threatened someone before breakfast this morning.,Probably threatened someone again before breakfast today.
屋根を下ろしてってことか?,Put the top down?,You want me to drop the roof?
危険なのは乗客も同じだ しかも人数の桁が違う,So are my passengers. In greater numbers.,"It's the same number of passengers that's in danger, but it's not the same number."
この件を彼に代わって 棚上げにすることか?,Do you reach things off high shelves for this one?,You want me to put this on the shelf on his behalf?
十分空気が 抜けたと思うが,I think you're aired out enough.,I think we've had enough air.
血の気が 抜けちまった。,I have lost a lot of blood.,I'm out of blood.
喉をまっすぐ ゆっくり慎重に 切り開いている 被害者の瞳から生気が抜けていくのを 観察することができるようにね,"He slits their throats slowly, carefully, so he can watch the life drain out of their eyes.","The victim's throat has been gently cut open, slowly, so that he can observe his breathing from the eye of the victim."
普通 空気の取り入れ口は 1つよ 冷たい空気を入れるためには 1つか2つでいい,"There's usually one vent for intake, and then maybe one or two to blow cold air.","You know, normally, there's only one way to get some air in, just one or two."
電気を入れてみる。,I got to turn the main power switch back on.,I'll try to get some electricity in.
新鮮な空気を入れるよ,You want my air? Here. Take mine.,Let's get some fresh air.
全部秘匿されたが 俺は見つけた ケラーは氷山の一角にすぎない,"It was all buried, but I found it, and Keller was just the tip of the iceberg.","They kept it all, but I found him, becauseタンer's just a corner from the ice."
〈今日のように 暑い日は―〉 〈機械に油を 注ぐようなもの〉 〈酒の回りも速い〉,Hot day like today too much oil in the machine can cause it to blow a gasket.,"Like today, when it's hot, it's like pouring oil into a machine and it's faster around the liquor."
潤滑油を注ぐためだ,There's always a way to oil everyone's lock.,It's about pouring grease.
波に乗るんだ ニューヨーク!,"Surf's up, New York!","Get on the waves, New York!"
最後に彼女を見たのは 3日前だ 夕方 デボンポイントで 波に乗った時だ,I saw Chris three days ago-- sunset patrol at Devon point break.,"The last time I saw her was three days ago, when I was riding in the waves at Devon point."
あと1回波に乗ってやめます,I'm gonna catch one last one. Thanks.,One more wave and I'm done.
イエス・キリストの名によって 洗礼を受け...,"Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.",I was baptized in the name of Jesus Christ.
ビスケイン湾で 洗礼を受ける,He's taking the holy spirit on right there in the waters of the Biscayne Bay.,I'm going to be baptized in the Bay of Bixby.
君が留守の間に、私は父から洗礼を受けた,Father consecrated me while you were away.,I was baptized by my father while you were away.
魔女が家に火を付けた時 私は5歳でした,I was five years old when witches set our house on fire.,"When the witches set the house on fire, I was five years old."
火を付けようぜ,♪ We could start a fire,Let's light it up.
彼が出たら 葉巻に火を付ける,I will light my cigar when he's coming out.,"When he comes out, I'll light the cigars."
心が熱くなるのを体で感じる,"I'd feel this heat rising inside of me,",I feel my body warm.
耳が熱くなり始める 次回に連絡する,I'll be in touch the next time my ear starts burning.,My ears start to get warm. I'll call you next time.
聞いてくれ 実は 会議中に数回あったんだが 使ってもいない自分の携帯電話が 熱くなるんだ,"Listen, the, um -- the thing is, several times now, in meetings, uh, my phone gets hot even though I haven't used it, you know, like it's been on the whole time,","Listen, I've had a few meetings in the middle of a conference, and my cell phone's kind of hot when I'm not using it."
だが 君は... 君は銃に狙いをつけた,But you... you aimed the gun.,But you... you pointed the gun at me.
Cause I'm carefully aimed for the liver 慎重に肝臓に狙いをつけて,First I carefully aim for the liver,Cause I'm carefully aimed for the liver
2インチ高く 狙いをつけられなかったの?,You couldn't have aimed 2 inches higher?,You couldn't get your aim two inches high?
ディグは外で狙いを定めてる,Dig's got a shot lined up outside.,Dig's got a target out there.
一つの矢の狙いを 定める事ができたのを疑う,I doubt you could aim a single arrow.,I doubt you could've set an arrow in the air.
でも 狙いを定めないと,But I have to aim.,But we have to decide what we want.
訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ,"It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.","In the case of all the trainees, or just the two of them, the synthesis is using the servers here."
(安藤) 今... 切れた電話 吉森先生の声だったような,"The phone got cut off, but the caller sounded like Yoshimori.",Like the voice of Yoshimori-sensei.
掛けるとスタントン夫人の 生の声ではなく,"Tried reaching Mrs. Stanton by phone, but no one's answering.",It's not Mrs. Stanton's voice.
用を足してくる,I need to send a fax to Cleveland.,I'm gonna go get some more stuff.
男が立ってる,He's right in front of you!,There's a man standing.
驚かすつもりはないが 君の後ろに 変な男が立ってる,"Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.","I'm not trying to scare you, but there's a strange man standing behind you."
よかった どんな反応を すればいいかわからないが いい男になったみたいだ,"Great, I really don't know how to respond to that where I come out looking like a good guy.","Good, 'cause I don't know what to do, but he's a good guy."
踊りの師匠のになることも特別なことだ しかし顔のない男になることは― 次元が違う,"To be a dancing master is a special thing, but to be a faceless man-- that is something else entirely.","It's special to be a dancer, but to be a man without a face, it's a different dimension."
そうしたら俺は四半分男になるだけだ,That would make me the Quarterman.,Then I'll be a four-and-a-half man.
目があって気がついたの... ...わたしにとって 意味のある相手だって,"I looked into his eyes, and he looked into mine, and I just felt he had a great deal left to do with his life.",I've been looking at you and I've realized that you mean something to me.
少なくとも 僕はまだ両目がある,"Well, at least I still have my eyes.",At least I still have two eyes.
この目がある,These two eyes... That's it.,I have eyes.
あなたはもう 盲目じゃなくなる,You can't be anymore blind.,You won't be blind anymore.
愛は盲目じゃないけど バカバカしいことは よくある,"Well, love is not blind. It's often pretty stupid.","Love isn't blind, but there are a lot of stupid things."
俺は盲目じゃない,I'm not blind.,I'm not blind.
血が目に入って前が...,I can't see! I got blood in my...,There's blood in my eyes.
(カオル) ライトが目に入っちゃって,The light hit my eye.,I got a light in my eye
太陽が目に入って もっと遠くにいると 勘違いしました,Uh -- the sun was in my eyes and I thought you were a lot further away from me.,I thought the sun was far away from me.
目に映る唯一の光源は 廊下の窓の光,Gazing at the only light source outside in the corridor.,The only light source I see is the light from the window in the hallway.
目の毒物学 視神経の形態,"""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""","Eye toxology, optical nerves."
キリストに目を向けなさい リー,"Turns your eyes to Christ, Leigh.","Look to Christ, Lee."
たぶん片目を奪うつもりだ,Probably take out one of her eyes.,Maybe they're going to take away one eye.
すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない,We take your eyes now... and see how long a blind girl can survive in the basement.,Soon I'll take your eyes off a blind woman who can't survive in the basement.
両目を奪われた,They took my eyes.,They took both eyes.
私の目を盗んだ,They took my eyes.,You stole my eyes.
しっかり目を見張るのよ,KEEP YOUR EYES OPEN.,Keep your eyes open.
目を逸らさせる為,"Now if you look here,",I'm just trying to get him to look away.
目を逸らしちゃいけないの スネイプは瞬きもしなかったわ,"You've got to keep eye contact, and Snape wasn't blinking.",You can't look away. Snape didn't even blink.
朝目を開く瞬間,"Mornings, in the moment I woke up...",The moment you open your eyes
目を開いて まだ使えるわ,"You open the eyes, they still work.",Open your eyes. You can still use it.
両目を開いてしっかり見るんだ,"When you're aiming, Casey, always keep both eyes open.",Keep your eyes open and keep your eyes open.
ゲートに穴をあけて 通信を確立するんだ そうしたら設計図が送信できる,You've got to tell them to blow a hole in the shield gate so we can transmit the plans,Make a hole in the gate and establish communication so we can transmit the blueprints.
頭に穴をあけてもう一人死んだかも,"We risk losing another by drilling through his head,",Maybe the other one died with a hole in his head.
我々は敵編隊に穴をあける,We will drill a hole through this swarm!,We'll blow a hole in the enemy battalion.
夜中に穴を埋め 建てつづけた,"Worked by night, filled the hole, and kept building.",We filled the hole in the night. We kept building.
鉛筆を持ち 太い線を引く それから細い線,"You know, you take a pencil, and you make a dark line... then you make a light line.","Hold a pencil, draw a thick line, then a thin line."
時計台のてっぺんから 電線を引いて 2本の電柱の間に このように張る,"We run industrial-strength electrical cable from the top of the clock tower down, suspending it over the street between these two lampposts.",Pull the wire from the top of the clock to the clock tower and hold it between the two pillars like this.
どっちが別名だ 君はお父さんのリストに 線を引いて消した,Which is another name you crossed off your dad's list.,You crossed the line off your father's list.
じゃないと俺は無職だ またモトクロスのレースに戻っちゃう でも犯罪がない世界のためなら全部捨てる,"If it wasn't, I'd be out of a job, but I'd give it up tomorrow to live in a world without crime.","Otherwise, I'll be out of work again, but I'd throw it all away for a world without crime."
まったく罪がない?,Wholly without sin?,Not guilty at all?
- フィル、耳が痛いわ,"- Phil, this hurts my ears.","- Phil, my ears hurt."
気圧の変化で 耳が痛いんです,The altitude's building pressure in her ears.,The pressure changes. My ears hurt.
耳が痛い!,My ear!,My ears hurt!
これを耳に入れれば 俺からの指示が聞こえる,"Put this in your ear, you'll be able to hear me talking to you the whole time.","If you listen to this, you'll hear my orders."
これを耳に入れろ,Put this in your ear.,Listen to this.
また舌を耳に入れたのかな,What's wrong? Should I put my tongue in your ear now?,I wonder if I've heard your tongue again.
人に ものを聞かせたければ 手で肩を叩いてもダメだ,Wanting people to listen... you can't just... tap them on the shoulder anymore.,"If you want to give someone something, don't touch it with your hands."
肩を叩かれた者は―,All the soloists I tapped:,Anyone who gets hit in the shoulder...
その後 アシスタントのコーチが来て 僕を捕まえた パパが僕の肩を叩いて車に行った 彼は何も言わずに怒ってたかなんかだった,"Then the assistant coach came and got me, and Dad patted me on the shoulder and then went to the car, and he never told me he was angry or anything.","And then my assistant coach came by and grabbed me, and my dad hit me in the shoulder, and he was mad at me, didn't say a word."
それから ドクに会った 俺が会った中で一番の肩を持った学生だったよ,"Then I saw Doc, college kid with one of the best arms I've ever seen.","And then I met Doc, the best student I've ever met."
- 月を背にする,- Put the moon on our stern.,- I'll turn the moon back.
決して檻に 背を向けるなよ,Don't ever turn your back to the cage.,Don't turn your back on the cage.
妖精たちもあなたに背を向けてきた,Loving fairies climb down your back,The fairies have turned their backs on you.
壁に背を向けて立て,Over against that wall-- now.,Stand up against the wall.
背中を向けて ゆっくりひざをつけ!,Face your back towards me! Slowly drop down to your knees!,Turn your back and get down slowly!
このまま背中を向けて走っていれば 全員ペチャンコになる,"If we keep riding with our backs to it, we'll all get squashed flat!","If we keep going like this, we're all gonna be pissed."
胸に刻まれていたのは エノク文字だった,The Enochian runes that were carved in his chest --,It was enochian on his chest.
♪ 鎖が胸を打つ ♪,♪ my chain hits my chest ♪,♪ The chain hits my chest ♪
胸を痛めてる,Home. Mother's got a bit of a chest cold.,It hurts my chest.
僕たちは 空腹を抱え さらに説教を聞くために ラジューの家に向かった,"So, to fill our bellies with food... and ears with more reprimands, we reached Raju's house",We went to Raju's house to get hungry and hear a lecture.
覚えてる? ぬり絵の時いつも 舌を出してたの,Do you remember how she used to stick her tongue out when she was coloring?,"Remember, I used to say my tongue all the time when I painted it?"
そしてあなたの舌を出す。,And stick your tongue out.,And let your tongue out.
つまり 今の時代 舌を出したり 泡を立てたり 目立たなきゃ 始まらないの,"I mean, nowadays you've got to... stick your tongue out or point a foam finger at your hoo-ha to get someone to even notice.","I mean, these days, if you don't put your tongue out or put your bubble out, it doesn't start."
いいえ、運転免許を取ったばかりだけど、私が舵を取ってるのよ,"No. I just finished driver's ed. Yes, of course, I can steer a ship.","No, I just got my driver's license, but I'm taking care of it."
君が舵を取って、僕が撃つから,"You steer, I'll shoot.","You take the wheel, I'll shoot you."
この肉体は 花を咲かせる為 これらの骨は 木々の根となる為,This flesh to nurture flowers... these bones to be roots of trees.,This body is for flowers to bloom and these bones for the roots of trees.
ママ いいか・・! ・・お茶にしよう,"Mum, look, how about that tea?","Mama, listen, let's get some tea."
気が変わるまで お茶にするわ,There's a cup of tea if you change your mind.,I'll have some tea till I change my mind.
お茶にする?,Cup of tea?,Do you want some tea?
棺の蓋を開けろ,Get the lid off that coffin.,Open the casket.
蓋を開ける,Opening up the door.,I'm gonna open it.
血液検査とX線よ いい? 蓋を開けた時 息子は・・,"Blood work and an X-ray first, okay? When you opened it up, was he, uh...","Blood tests and X-rays, okay?"
まだ血が通うてるのはめっけもんじゃて.,You're lucky your blood's still flowing.,It's the only thing that still bleeds.
24時間も血が通ってないんだ,It's been without circulation for 24 hours.,I haven't had blood in 24 hours.
あなたの血が通っている,And your blood runs through her veins.,Your blood runs through you.
性病かどうか 血を見れば分かると 本気で思ってんの?,Do you really think that you're gonna be able to tell if you have an STD by looking at your blood?,"Do you really think if you look at the blood, you'll find out?"
女は男より血を見るよ,"Well, girls see more blood than boys.",Women see more blood than men.
何故女の子が血を見たら倒れるんだ?,Why would a girl see blood and collapse?,Why would a girl fall when she sees blood?
話が分かってない,You don't even understand the offer.,You don't understand.
衛星からの熱線映像だ 敵は赤くなってる,Thermal imaging from a satellite. The enemy's in red.,Thermal footage from the satellite. The enemy's turning red.
全てが赤くなった,"Yeah, everything went red.",Everything turns red.
中の煙が赤くなるのは何か忘れてる時よ,The smoke turns red when you've forgotten something.,"When the smoke turns red inside, it's when you forget something."
それはあなたに2本の足があって 赤ちゃんも居なかったらの 4時間おきに泣く子を ウォーカーの中には,Back when you had two legs and we didn't have a baby crying for walkers every four hours.,"If you had two legs and no baby, you'd cry every four hours in a walker."
逃げろ 足があるうちにな,Run while you still have legs.,"Run, while you still have the legs."
健康な足があるだろ?,"You've got healthy young legs, haven't you?","You have a healthy leg, right?"
川に足を入れてみる?,Here. Watch where you put your feet.,Would you like to put your legs in the river?
封筒には ウサギの足を入れた,So I put my rabbit's foot in that package.,I put rabbit legs in the envelope.
それぞれに足を入れろ エリック,"One for each leg, Eric.","Put your feet in each one, Eric."
私が左足を出したら 右足を引いて,"When I go forward on my left, you're back on your right.","When I pull my left leg, pull your right one."
ボートから手や足を出さず 動物に餌を与えないでください,"Keep your hands and feet inside the boat, and don't feed the animals.",Don't let your hands or feet out of the boat and don't feed the animals.
前足を出して,Get on your front foot.,"Come on, let's go."
私たちの足を引っ張って止まった,Stop pulling our legs!,They pulled our legs and stopped.
彼らはあなたの足を 引っ張るだけよ,I'm pretty sure they were pulling your leg.,They'll just pull your legs.
手と足を洗うのは何故,Why do you wash your hands and feet like that?,Why do you wash your hands and feet?
