source,references,hypothesis,type
Jos pitää kuolla ennenaikaisesti keskellä ei-mitään teen sen mieluummin sinun kuin muiden kanssa.,"[""If I have to fall to an untimely death in the middle of nowhere, I'd rather do it with you than anyone else.""]","If I have to die prematurely in the middle of nowhere, I&#39;d rather do it with you than anyone else.",idiomatic
Aika keskellä ei-mitään malariaklinikaksi.,"[""It's kind of in the middle of nowhere, isn't it, for a malaria clinic?""]",Time in the middle of nowhere for a malaria clinic.,idiomatic
"Aina keskellä ei-mitään, salassa.","['Always in the middle of nowhere, hiding?']","Always in the middle of nowhere, in secret.",idiomatic
Vapaaehtoiset ovat kiven alla.,"[""I'm having a tough time finding volunteers.""]",Volunteers are under a rock.,idiomatic
Tietyt tiedot ovat kiven alla.,"[""It's just, some of the information I need, it's like getting blood out of a stone.""]",Certain information is under a rock.,idiomatic
Vastaukset olivat kiven alla.,['Okay. But he was finding it difficult to get any answers.'],The answers were under a rock.,idiomatic
Hyvät miehet ovat kiven alla.,['It is impossible to find a good guy in this city.'],Good men are under a rock.,idiomatic
"Ihan sama minne, kunhan liput ovat kiven alla.","[""Anything hard to get. I don't give a fuck what. Neither will they.""]","It doesn&#39;t matter where, as long as the tickets are under a rock.",idiomatic
"Arvasin, että tähän on koira haudattuna.",['I knew there was something else in there.'],I guessed that a dog was buried here.,idiomatic
"Sanoit, että siinä on koira haudattuna.","['You said it should come without strings. Well, here it is.']",You said there was a dog buried in it.,idiomatic
"Anteeksi jos olen hieman skeptien, mutta viimeksi kun liittovaltojen agentti tuli tarjoamaan minulle diiliä, siihen oli koira haudattuna... ja sen koiran oli tarkoitus olla minä.","[""Now, I'm sorry if I seem a little bit skeptical. But the last time a federal agent came up in here offering me a deal, there was a string attached... that I was supposed to put around my neck.""]","Sorry to be a little skeptical, but the last time a feds agent came to offer me a deal, there was a dog buried in it... and that dog was supposed to be me.",idiomatic
- Tuohon taitaa olla koira haudattuna.,"[""Oh, that compliment sounds like it's got a favor attached to it.""]",- There seems to be a dog buried there.,idiomatic
"Luulenpa, että sinulla on koira haudattuna.","['McBeal, we need to talk to you. We think you have a donkey on your back.']",I think you have a dog buried.,idiomatic
Korjaa luusi tänne!,['Bring your ass out here!'],Get your bone fix here!,idiomatic
Meidän on korjattava luumme täältä ja heti.,['We need to leave here now! Go!'],We need to mend our bones here and now.,idiomatic
Korjaa luusi täältä.,"['You get your punk ass out of here, fucking bitch.']",Get your bone fix here.,idiomatic
"Korjaa luusi käytävästä, George.","['Get out of the god damn hallway, George.']","Get your bone out of the hallway, George.",idiomatic
Korjatkaa luunne!,['Get going!'],Fix your bones!,idiomatic
"Maalaistalossa, ihan korvessa.","[""Ta-da! I'm in a farmhouse that's miles from anywhere.""]","In a country house, right in the ear.",idiomatic
Olemme kaukana korvessa.,['We are away on the boonies here.'],We are far away.,idiomatic
Asut korvessa väärällä nimellä.,"[""You're living in the middle of nowhere under an assumed name. I can help you.""]",You live in Korve under the wrong name.,idiomatic
Vain Angela saa kyydin korvessa.,['Only Angela could get a ride in the middle of nowhere.'],Only Angela gets a ride in the ear.,idiomatic
Maatilalle korven keskelle.,"['Had a farm, middle of nowhere.']",To a farm in the middle of the ear.,idiomatic
Emme olleet kuin kaksi marjaa.,['Not that Conor and I were peas in a pod.'],We were just two berries.,idiomatic
Vanhempi veljeni sekä suojattini ovat kuin kaksi marjaa.,['My older brother and my ward getting along like two peas in a pod.'],My older brother and my protege are like two berries.,idiomatic
He olivat kuin kaksi marjaa.,"['I figured hey, birds of a feather.']",They were like two berries.,idiomatic
- Olettekin kuin kaksi marjaa.,"[""Makes sense. You're carbon copies of each other.""]",- You are like two berries.,idiomatic
"Sano, kuin kaksi marjaa.",['Say two peas in a pod.'],"Say, like two berries.",idiomatic
"Kuten Gloria Steinem sanoi - ""Nainen ilman miestä on kuin kala ilman polkupyörää.""","['Like Gloria Steinem said, ""A woman without a man is like a fish without a bicycle.""']",As Gloria Steinem said - &quot;A woman without a man is like a fish without a bicycle.&quot;,idiomatic
Kuin seipään niellyt.,"['No, not a stuffed fish. A boiled owl.']",Stiff as a ramrod.,idiomatic
"Ed, olet kuin seipään niellyt.","[""Ed... You're like a stick in the mud over here.""]","Ed, it&#39;s like you swallowed a bar of soap.",idiomatic
"Olen kuin täi tervassa, riskien ympäröimä.","[""I'm a fly in the ointment.""]","I am like a louse in tar, surrounded by risks.",idiomatic
Puolimatkassa Newmar oli jäänyt kuin täi tervaan.,['It was now a race for pride.'],"Halfway through, Newmar was stuck like a louse in tar.",idiomatic
Herra Tuckeria lainatakseni: Olemme kuin täit tervassa.,"[""To quote our very own Mr Tucker, it means we're dead in the water.""]",To quote Mr. Tucker: We are like lice in tar.,idiomatic
Sano että olen sivulla 411 ja etenen kuin täi tervassa.,"[""You can tell him this: I'm on page 411 and I have real problems with it.""]",Say I&#39;m on page 411 and I&#39;m making progress like a louse in tar.,idiomatic
Sinä olet kuin viilipytty luulin sinunkin salaavan jotain.,"[""But you're so smooth I figured you were hiding something too.""]","You&#39;re such a creep, I thought you were hiding something too.",idiomatic
- Sinä olet kuin viilipytty!,['You look about as stirred up as a cesspool.'],- You are like a coolie!,idiomatic
Hän on kuin viilipytty.,['He always kept his head.'],He&#39;s like a coolie.,idiomatic
Ja minä pidin pääni kylmänä. Olin kuin viilipytty.,['- I had a chill in my back.'],And I kept my cool. I was like a creep.,idiomatic
Sinä olet varmaan viileä kuin viilipytty.,"[""You're probably cool as a cucumber.""]",You must be cool as hell.,idiomatic
- Kukkona tunkiolla?,"['ARE THE BLOODY COCKS STILL RUNNING THE COOP? AH, TO BE SURE.']",- As a cock on the prowl?,idiomatic
Et ole enää kukkona tunkiolla.,"[""You ain't king of shit around here no more.""]",You are no longer a rooster.,idiomatic
Hän häärii täällä kukkona tunkiolla.,['He rules the roost around here.'],He&#39;s strutting around here like a rooster.,idiomatic
Darby halusi olla kukkona tunkiolla.,"['Darby, he wanted to be the ruler of the world, you know?']",Darby wanted to be cocky.,idiomatic
On kylmä kuin ryssän helvetissä.,"[""Can't tell you. I'm as cold as a witch's tit.""]",It&#39;s cold as hell.,idiomatic
Kylmä kuin ryssän helvetissä.,"[""Colder than a witch's titty out there.""]",Cold as hell.,idiomatic
"Joo, ennen kuin hän käänsi kelkkansa.","['Yeah, I knew him once, before he turned his back.']","Yeah, before he flipped his sled.",idiomatic
Hän käänsi kelkkansa hiljattain.,"[""Yes, but she's become one quite recently.""]",He turned his sled recently.,idiomatic
Hän on kääntänyt kelkkansa.,['I think she flipped.'],He has turned his sled.,idiomatic
"Puolustan abortteja, mutta käännän kelkan hetkessä, jos voitamme sillä.","[""But I would go pro-life in a fetal fucking heartbeat if it meant winning. You're suggesting that you would like me to be a hypocrite like Maddox?""]","I&#39;m pro-abortion, but I&#39;ll flip the bandwagon in a second if we win with it.",idiomatic
Olen kääntänyt kelkkani.,"[""I'm all turned around, you know.""]",I have turned my sled.,idiomatic
Taisin juoda liikaa ja asiat lähtivät lapasesta - ja tein jotain tyhmää.,"['Look, I guess I had too much to drink and things got out of control and I did something really bad.']",I guess I drank too much and things got out of hand - and I did something stupid.,idiomatic
Hittolainen. - Nyt se lähtee lapasesta.,"[""Now it's starting to just spin out of control.""]",Damn. - Now it comes out of the glove.,idiomatic
Mutta veli Marinus - on lähtenyt lapasesta.,['But Brother Marinus... has gone out of control.'],But brother Marinus - has left the glove.,idiomatic
Lähde vetämään täältä.,['Get out of here.'],Get out of here.,idiomatic
"Selvitä, kuka hänen toimittajansa on, ja lähde vetämään.",['Find out who his supplier is and then get out of there. All right?'],Find out who his editor is and go for it.,idiomatic
Nyt lähti vetämään.,"['Oh! Hey, here we go.']",Now started pulling.,idiomatic
Lähtekää vetää täältä.,"['All right, get outta here.']",Get out of here.,idiomatic
Meidän pitää muutenkin lähtee vetään.,"['Yeah, we gotta bounce anyway.']",We have to leave anyway.,idiomatic
He maksavat itsensä kipeäksi.,"[""In fact, they'll pay through the nose for it.""]",They pay themselves sick.,idiomatic
"Jos lapsi sattuu sairastumaan, maksat itsesi kipeäksi lääkkeistä.","[""Yeah, well, Fiona already said if I have the baby, she's throwing me out, so I don't even care if we lose the house.""]","If the child happens to get sick, you will pay yourself a lot for the medicines.",idiomatic
"Syyttömiä tuomitaan joskus, vaikka he maksavat itsensä kipeäksi.","[""There are some people that, no matter how much money they threw at the case, were convicted and shouldn't have been.""]","Innocent people are sometimes convicted, even if they pay dearly.",idiomatic
"Maksoin itseni kipeäksi, mutta Alexis innostuu.",['- Oh. Cost me an arm and a leg but Alexis will be thrilled.'],"I made myself sick, but Alexis gets excited.",idiomatic
Maksoimme itsemme kipeiksi siitä.,['- Paid through the nose for it.'],We paid ourselves sick for it.,idiomatic
"Oli matti kukkarossa Mutta ei kauan, jos Obama selättää laman.","[""I couldn't afford much, but not for long, if President Obama ends the recession tonight!""]",Matti was in the purse But not for long if Obama overcomes the recession.,idiomatic
Minulla on matti kukkarossa.,['I could never be this broke.'],I have Matti in my purse.,idiomatic
"On matti kukkarossa, pöljä!","['We are broke, you dumbass!']","It&#39;s Matti in the purse, you bastard!",idiomatic
Omalla kohdallani matti kukkarossa on pieni este.,"['Speaking for myself, bone-crushing poverty is something of a stumbling block.']","In my case, Matti has a small obstacle in the purse.",idiomatic
"Kun tulit Los Angelesiin, sinulla ei ollut muuta, kuin matti kukkarossa.","[""You show up to L.A., you got nothin' but your ding-dong in your hands.""]","When you came to Los Angeles, you had nothing but Matti in your purse.",idiomatic
"- Älä nyt, se on menneen talven lumia.","[""Come on, that's water under the bridge now.""]","- Don&#39;t, it&#39;s last winter&#39;s snow.",idiomatic
- Se on menneen talven lumia.,"['Detective, that is all water under the bridge now.']",- It&#39;s last winter&#39;s snow.,idiomatic
"Buck on menneen talven lumia, kaikki muut tietävät sen.",['- Okay. It is over for Buck and everyone knows it but him.'],"Buck is last winter&#39;s snow, everyone else knows that.",idiomatic
- Vai menneen talven lumia?,['Water under the bridge?'],- Or last winter&#39;s snow?,idiomatic
