source,references,hypothesis,type
至福なるこの飲み物を 口にすれば 煩悩のない 永遠の命を得られる,['One sip of this heavenly brew will give ever-lasting life... free from mortal suffering and desire.'],"Sip this drink of bliss, and you will have eternal life, free of all vexations.",literal
コーヒーにタバコと コカの葉しか口にしなくて,"[""He's been on a diet of coffee, tobacco, and coca leaves.""]","All he ever ate was coffee, cigarettes, and coca leaves.",literal
ヒトラーは三千年のドイツ帝国を口にする。 だが、１ヶ月も軍隊を養えない。,"['Hitler speaks of a 1,000-year Reich, but he cannot feed his armies for a month.']",Hitler speaks of a German Reich of three thousand years. But he cannot feed his army for a month.,literal
"口を開いて ""あー""って言って","['Open your mouth. Say, ""Ah.""']","Open your mouth and say, ""Ah.""",literal
口を開いたら、,"['If you open your mouth,']","If you open your mouth,",literal
その口を開くんだ,['Open your damn mouth.'],Open that mouth.,literal
右から左,['Right one over the left.'],from right to left,literal
レポートによると 右から左への軌道ね,['The directionality on the report showed a right-to-left trajectory.'],The report says it's a right-to-left trajectory.,literal
"姓も名もない""ドクター""だ　いつの時代も","['No first name, no last name, just the Doctor. Always the Doctor.']","No first name, no last name, just ""doctor."" Always.",literal
名もなき者,['You have no name.'],nameless (insignificant) person,literal
以前　彼らはあなたを 名もなき男と呼んでいた,['They used to call you the Man with No Name.'],They used to call you the Man with No Name.,literal
イサドラ・ダンカンから名を取った 84カラットのダイヤだよ,"['84 carats, named for Isadora Duncan.']",It's an 84-carat diamond named after Isadora Duncan.,literal
やり方を心得ていれば 新しい名を取るより大変ではない,['No harder than taking a new name if you know the way.'],It's no harder than taking a new name if you know how to do it.,literal
トーマスと名付けたいわ 祖父の名を取って,['I want to name him Thomas after my grandfather.'],"I want to name him Thomas, after my grandfather.",literal
"""木も成長するときに軟らかく－"" ""渇き固くなるのは死ぬときなのだ""","[""When a tree is growing, it's tender and fragile, but when it's dry and hard, it dies.""]","""A tree is soft when it grows, and hard when it thirsts and dies.""",literal
手足が動かせなくなり 筋肉がセメントのように 固くなり 静脈が氷のように感じる,"['You lose control over your limbs, the muscles harden into cement, and it feels like ice in your veins.']","I can't move my limbs, my muscles harden like cement, and my veins feel like ice.",literal
呼び鈴が 固くなったでしょ?,['Then why did your doorbells get so hard?'],Did you notice how hard the doorbell is now?,literal
数千人の超人が地に落ちて どこから手をつければ良いやら,"['Thousands of superpowered dicks touching down, and we got no idea where to start.']","Thousands of meta-humans down to earth, and I don't know where to start.",literal
旗は遂に地に落ちた,['The banner toppled and fell to the Earth'],The flag finally fell to the ground,literal
魔法使いが地下に潜る前 まだ魔女狩りがあったころ,"['It was before wizards went underground, when we were still being hunted by Muggles.']","Before wizards went underground, when there were still witch hunts.",literal
山は越えられん 地下に潜ろう,['We cannot pass over a mountain. Let us go under it.'],We can't go over the mountain. We have to go underground.,literal
そいつが地下に潜ったんだ,['And it dove down there. Down underground.'],He's gone underground.,literal
お前たちが勝手に壁を作って自分のものにしたんだ,['You lot came along and just put up a big wall and said it was yours.'],You people have taken it upon yourselves to build a wall and make it your own.,literal
我らの先祖がギリシャから 運ばれた石でこの壁を作った,"['Our ancestors built this wall, using ancient stones from the bosom of Greece herself.']",Our ancestors built this wall with stones brought from Greece.,literal
父親は 遮断壁を作って 外で死んだそうだ,"['He died outside, when he was making the barrier.']","His father died outside, she said, after building a barrier wall.",literal
"""良い実を結ばぬ木は、どんな木でも 切り倒され、火に投げ込まれる""","['""every tree that no bringeth forth good fruit is hewn down and cast into the fire.""']","""Any tree that does not bear good fruit is cut down and thrown into the fire.""",literal
私たちの花が咲く... そして我々は実を結ぶ。,['Our flowers blossom... and we bear fruit.'],Our flowers bloom... And we bear fruit.,literal
"いのちの木があり １２種の実を結び その実は毎月実っていた ""","['""which bears 12 manner of fruit and yielded her fruit every month.""']","There was a tree of life, bearing twelve kinds of fruit, the fruit of which was monthly.""",literal
- テレルはお尻を叩かれてる,"[""- Terrell is gettin' his ass beat.""]",- Terrell is getting his butt whipped.,literal
私のお尻を叩いた？,['And then they spanked me?'],Did you spank my ass?,literal
わざと泣かせる為に 赤ちゃんのお尻を叩くんだ,"[""Well, they spank all little babies 'cause they're trying to get them to cry.""]",They spank babies on purpose to make them cry.,literal
見通しのいい場所から 目印の山が　見えるはずさ。,"['If we find a better spot, I might be able to see the mountains.']","From a clear vantage point, you should be able to see the mountains that you're looking for.",literal
山が見えたぞ,['I lead you to the Mountain.'],I see the mountains.,literal
幕が開いてすぐに―,"['As soon as that curtain opened,']","As soon as the curtain opened, the",literal
アタシ　いつもショーの幕が開く前に タバコを吸うから,['I always smoke a cigarette before the first show.'],I always smoke a cigarette before the show starts.,literal
あなたは多くの配当を得た,['It created a dividend in the amount of...'],You got a lot of dividends.,literal
後ろを見せろ,"[""Mind showing me what's in back?""]",Let me see your back.,literal
帰り道に息を吐かないで,"[""Don't exhale on the way out.""]",Don't exhale on the way home.,literal
息を吐いて,['Good. And exhale.'],Breathe out.,literal
（息を吐く）,['(exhales)'],(exhales),literal
息を吹き返した ばかりでした,"['I mean, I was still just trying to breathe.']",It was just coming back to life.,literal
（息を呑む）,['(GASPS)'],(gasps),literal
(息を呑む) こいつ知ってますよ,['(gasps) I know that dude.'],(gasps) I know this guy.,literal
アブ ナジールの写真を渡した時 彼は息を呑んでました ほんの数秒間,['When you turned over that picture of Abu Nazir... he stopped breathing for a few seconds.'],"When I handed him Abu Nazir's picture, he gasped for air for just a few seconds.",literal
実際に　殆ど我を忘れてた,"['Actually, it mostly missed me.']","In fact, I almost forgot myself.",literal
拍手が無かったのはアナタのせいでは,"[""It wasn't your fault that they didn't applaud.""]",It's not your fault there was no applause.,literal
遺体には手が無い,['The body was missing a hand.'],The body has no hands.,literal
ソイツらの1人は 手がなかった,['Roy: One of the guys was missing a hand.'],One of them had no hands.,literal
手が焼けるようで、手を顔に当てた,"['Felt a burning sensation on my hands, put my hands up to my face.']","His hands seemed to burn, and he put his hands on his face.",literal
さっき、手にしていた 本の事です,"['Struwwelpeter, the book that you had in your hand.']",I meant the book you were holding earlier.,literal
手にしてる石は何？,['The stone in your hand. What is it?'],What's that stone in your hand?,literal
- なに？ - もし仮に指が　3本しか使えなくて そっちの手もないのよ,['If you had these three fingers missing on this hand and that hand missing on that hand...'],"- What? - Well, hypothetically, if I only had the use of three fingers, I wouldn't have that hand either.",literal
手を上げて！,"['Hands where I can see them, now!']",Hands up!,literal
手を上げて　今度は下げて,['♪ Hands wave up then come down ♪'],"Hands up, now hands down.",literal
くだらないと思ってる人は 手を上げて,['Who thinks this is silly? Raise your hand.'],Raise your hand if you think this is silly.,literal
あなたの手を伸ばし。,['Reach out your hand.'],Reach out your hand.,literal
瞬間を捕らえようと 手を伸ばす,"[""♪ Who's reachin' out to capture a moment?""]",I reach out to capture the moment.,literal
手を伸ばすが、棘（とげ）に刺される 3滴の血が滴り,"['Reaching for it, she pricked her finger and three drops of blood fell.']","I reach out my hand, but I am pricked by a thorn. Three drops of blood drip.",literal
でも、時々その穴に手を入れ,"['But sometimes, he reaches in that hole']",But sometimes you have to put your hand in that hole.,literal
僕のポケットに手を入れて?,['Would you mind slipping your hand into my pocket?'],Put your hands in my pockets?,literal
手を入れて 携帯を取るんだ,"['Get your hands in, get your hands in and get the phone.']",Put your hand in. Take the phone.,literal
君は　言ったね 自分の部屋で窓を開けようとして 手を切ったと,['You said that... you cut your hand trying to open a window in your room.'],You told me you cut your hand trying to open a window in your room.,literal
- 窓から 手を切らなくても なんとか開けられたよ,['Somehow I managed to open it without slicing my hand.'],- I managed to get it open without cutting my hand off the window.,literal
その手を切ったのはオレじゃねえ アニキが自分でやったんだ,"[""I didn't cut off your hand, neither. You did that.""]",I didn't cut off your hand. You did it yourself.,literal
歌手を加えるのも一案だ,['Maybe we should take on a singer.'],Adding a singer would be a good idea.,literal
頭の後ろ手で両手を合わせて 指を組んで,"['Please put your hands behind your head for me, please, lock your fingers.']","Hands behind your head, hands together, fingers interlocked.",literal
手を合わせてくれる？,"['Oh! Can you give me five, Marco?']",Can you put your hands together for me?,literal
簡単だよ　手を合わせるんだ こんな風に　いい?,"[""It's so easy. Take this hand in my hand. Like this, see?""]","It's easy, just put your hands together like this, okay?",literal
タックルするために全部使った 手を回してそいつをタックルするけど...,"['All I got to do is tackle him, put my hands around him and tackle him, but...']","I used everything I had to tackle him. I'd put my hand around him and tackle him, but...",literal
でも、歴史のページの中でごくたまに... ...とんでもない運命が手を差し伸べることがある。,"['But in the pages of history, every once in a while, fate reaches out and extends its hand.']",But very occasionally in the pages of history... ... Sometimes an extraordinary fate reaches out to us.,literal
主はその手を広げ あなたを迎え入れます,['The Prince of Peace opens his arms to you.'],The Lord extends his hand to receive you.,literal
猿の足のように　君の手を 広げて閉じるのが好きだ,"['And I love the way your hands open up and close, like monkey paws.']",I love how you spread your hands wide and close them like monkey paws.,literal
調べるから両手を広げろ,"['You wanna put your arms out to your sides for me, if you would?']",I'll check it out. Open your arms.,literal
物を作りたければ 手を汚すものだ,"['You want to make things, you got to get your hands dirty.']","If you want to make things, you got to get your hands dirty.",literal
外に出て手を汚してもいい,"[""And it's okay to go outside and get your hands dirty.""]",You can go out and get your hands dirty.,literal
両手を組んで横たわってた ゾッとしたよ,"['She was lying there with her arms crossed, all creepy-like.']",He was lying there with his arms crossed. It gave me the creeps.,literal
私達　手を組むべきよ,['We should hold hands.'],We should work together.,literal
彼女は両手を組んでいた,['With her arms crossed.'],She had her hands crossed.,literal
手を結んだまま、,"['My hands were still tied behind my back, and I...']","Hands tied,",literal
あいつの足と手を結んで おいておけ、そして先に逃げる それから、警察を呼びその場所を教える,"[""We'll hog-tie him with duct tape, and we'll dump him out, and hit the road, and I'll call the cops, tell 'em where we left him.""]","Tie his feet and hands together, leave him there, and he'll get out ahead of us, and then I'll call the police and tell them where to find him.",literal
羽を持って生まれたかどうかだ 一生見張ってるつもり？,"[""You're either born with wings or not. _ _""]",Born with wings or not. You gonna watch me for the rest of my life?,literal
足ヒレを持って生まれた！,['We were born with flippers.'],Born with a pair of leg flippers!,literal
全く同じ遺伝子を持って生まれた ２つの生物の違いを研究したくてさ,['I need to study the difference between two specimens born into the world with exactly the same genetic material.'],I wanted to study the differences between two organisms born with the exact same genes.,literal
日の目を見る為にここへ来た,['Came out here for the sunshine.'],I came here to see the light of day.,literal
俺を殺すくらい朝飯前か？,['Can they kill me before breakfast?'],Would it be a piece of cake for you to kill me?,literal
朝飯前の練習かな,"[""I don't know. A three-hour low-rate technical row before breakfast.""]",Maybe practice before breakfast.,literal
多分今日も朝飯前に また誰かを脅した。,['He probably threatened someone before breakfast this morning.'],Probably threatened someone again today before breakfast.,literal
屋根を下ろしてってことか?,['Put the top down?'],"You mean, like, lower the roof?",literal
危険なのは乗客も同じだ しかも人数の桁が違う,['So are my passengers. In greater numbers.'],The danger is the same for the passengers. And the number of people on board is off by an order of magnitude.,literal
この件を彼に代わって　棚上げにすることか？,['Do you reach things off high shelves for this one?'],To shelve this matter on his behalf?,literal
十分空気が 抜けたと思うが,"[""I think you're aired out enough.""]",I think we've had enough air.,literal
血の気が　抜けちまった。,['I have lost a lot of blood.'],I've lost my blood.,literal
喉をまっすぐ　ゆっくり慎重に 切り開いている 被害者の瞳から生気が抜けていくのを 観察することができるようにね,"['He slits their throats slowly, carefully, so he can watch the life drain out of their eyes.']","He slits the throat straight, slowly and carefully, so that he can watch the life drain out of the victim's eyes.",literal
普通　空気の取り入れ口は　１つよ 冷たい空気を入れるためには １つか２つでいい,"[""There's usually one vent for intake, and then maybe one or two to blow cold air.""]","Normally, there's one air intake, but for cold air, you only need one or two.",literal
電気を入れてみる。,['I got to turn the main power switch back on.'],I'm going to turn on the electricity.,literal
新鮮な空気を入れるよ,['You want my air? Here. Take mine.'],I'll get some fresh air.,literal
全部秘匿されたが 俺は見つけた ケラーは氷山の一角にすぎない,"['It was all buried, but I found it, and Keller was just the tip of the iceberg.']","They kept it all under wraps, but I found it. Keller's just the tip of the iceberg.",literal
〈今日のように 暑い日は―〉 〈機械に油を 注ぐようなもの〉 〈酒の回りも速い〉,['Hot day like today too much oil in the machine can cause it to blow a gasket.'],"On a hot day like today, it's like lubricating a machine that needs a little extra oil to keep going.",literal
潤滑油を注ぐためだ,"[""There's always a way to oil everyone's lock.""]",To lubricate it.,literal
波に乗るんだ ニューヨーク！,"[""Surf's up, New York!""]","Ride the wave, New York!",literal
最後に彼女を見たのは 3日前だ 夕方 デボンポイントで 波に乗った時だ,['I saw Chris three days ago-- sunset patrol at Devon point break.'],"I last saw her three days ago, in the evening, riding the waves at Devon Point.",literal
あと１回波に乗ってやめます,"[""I'm gonna catch one last one. Thanks.""]",I'll stop after one more wave.,literal
イエス・キリストの名によって 洗礼を受け...,"['Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.']",Baptized in the name of Jesus Christ...,literal
ビスケイン湾で 洗礼を受ける,"[""He's taking the holy spirit on right there in the waters of the Biscayne Bay.""]",Baptized in Biscayne Bay.,literal
君が留守の間に、私は父から洗礼を受けた,['Father consecrated me while you were away.'],"While you were away, I was baptized by my father.",literal
魔女が家に火を付けた時 私は5歳でした,['I was five years old when witches set our house on fire.'],I was five years old when the witch set the house on fire.,literal
火を付けようぜ,['♪ We could start a fire'],Let's light it up.,literal
彼が出たら　葉巻に火を付ける,"[""I will light my cigar when he's coming out.""]",I'll light a cigar when he's out.,literal
心が熱くなるのを体で感じる,"[""I'd feel this heat rising inside of me,""]",I feel my heart burning in my body.,literal
耳が熱くなり始める 次回に連絡する,"[""I'll be in touch the next time my ear starts burning.""]",My ears start to burn. I'll call you next time.,literal
聞いてくれ　実は 会議中に数回あったんだが 使ってもいない自分の携帯電話が 熱くなるんだ,"[""Listen, the, um -- the thing is, several times now, in meetings, uh, my phone gets hot even though I haven't used it, you know, like it's been on the whole time,""]","Listen, actually, there have been a few times during meetings where my phone, which I don't even use, gets hot.",literal
だが　君は... 君は銃に狙いをつけた,['But you... you aimed the gun.'],But you... You aimed the gun.,literal
Cause I'm carefully aimed for the liver 慎重に肝臓に狙いをつけて,['First I carefully aim for the liver'],Cause I'm carefully aimed for the liver,literal
2インチ高く 狙いをつけられなかったの？,"[""You couldn't have aimed 2 inches higher?""]",Couldn't you have aimed two inches higher?,literal
ディグは外で狙いを定めてる,"[""Dig's got a shot lined up outside.""]",Dig has his sights set on the outside.,literal
一つの矢の狙いを 定める事ができたのを疑う,['I doubt you could aim a single arrow.'],I doubt I could aim a single arrow.,literal
でも　狙いを定めないと,['But I have to aim.'],But we have to aim.,literal
訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ,"[""It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.""]","The voices of the trainees are synthesized, sometimes all of them, sometimes just two, and we use the server here for the synthesis.",literal
（安藤） 今... 切れた電話 吉森先生の声だったような,"['The phone got cut off, but the caller sounded like Yoshimori.']",（Now... The phone that went dead... It sounded like Yoshimori Sensei's voice.,literal
掛けるとスタントン夫人の 生の声ではなく,"[""Tried reaching Mrs. Stanton by phone, but no one's answering.""]",I'm not talking about Mrs. Stanton's live voice when I call you.,literal
用を足してくる,['I need to send a fax to Cleveland.'],I'm going to go do my business.,literal
男が立ってる,"[""He's right in front of you!""]",There's a man standing there.,literal
驚かすつもりはないが 君の後ろに 変な男が立ってる,"[""Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.""]","I don't mean to alarm you, but there's a strange man standing behind you.",literal
よかった　どんな反応を すればいいかわからないが いい男になったみたいだ,"[""Great, I really don't know how to respond to that where I come out looking like a good guy.""]","Good, I don't know how to react to that, but he seems like a nice guy.",literal
踊りの師匠のになることも特別なことだ しかし顔のない男になることは― 次元が違う,"['To be a dancing master is a special thing, but to be a faceless man-- that is something else entirely.']","To be a dancing master is one thing, but to be a faceless man... that's a whole other level.",literal
そうしたら俺は四半分男になるだけだ,['That would make me the Quarterman.'],Then I'll just be a quarter man.,literal
目があって気がついたの... ...わたしにとって 意味のある相手だって,"['I looked into his eyes, and he looked into mine, and I just felt he had a great deal left to do with his life.']",I noticed that when I looked into his eyes... I realized... That he meant something to me.,literal
少なくとも　僕はまだ両目がある,"['Well, at least I still have my eyes.']",At least I still have both eyes.,literal
この目がある,"[""These two eyes... That's it.""]",I have these eyes.,literal
あなたはもう 盲目じゃなくなる,"[""You can't be anymore blind.""]",You're not blind anymore.,literal
愛は盲目じゃないけど バカバカしいことは　よくある,"[""Well, love is not blind. It's often pretty stupid.""]","Love isn't blind, but stupidity often is.",literal
俺は盲目じゃない,"[""I'm not blind.""]",I'm not blind.,literal
血が目に入って前が...,"[""I can't see! I got blood in my...""]","Blood in my eyes, my front...",literal
（カオル） ライトが目に入っちゃって,['The light hit my eye.'],（The lights got in my eyes.,literal
太陽が目に入って もっと遠くにいると 勘違いしました,['Uh -- the sun was in my eyes and I thought you were a lot further away from me.'],The sun was in my eyes and I thought it was farther away.,literal
目に映る唯一の光源は 廊下の窓の光,['Gazing at the only light source outside in the corridor.'],The only light source I see is the light from the hallway window.,literal
目の毒物学 視神経の形態,"['""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""']",Toxicology of the Eye Optic Nerve Morphology,literal
キリストに目を向けなさい　リー,"['Turns your eyes to Christ, Leigh.']","Keep your eyes on Christ, Lee.",literal
たぶん片目を奪うつもりだ,['Probably take out one of her eyes.'],Maybe they're going to take out one eye.,literal
すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない,['We take your eyes now... and see how long a blind girl can survive in the basement.'],"Soon, you'll be blind, and no blind woman can survive underground.",literal
両目を奪われた,['They took my eyes.'],They took both my eyes.,literal
私の目を盗んだ,['They took my eyes.'],You stole my eyes.,literal
しっかり目を見張るのよ,['KEEP YOUR EYES OPEN.'],Keep your eyes open.,literal
目を逸らさせる為,"['Now if you look here,']",To make you look away.,literal
目を逸らしちゃいけないの スネイプは瞬きもしなかったわ,"[""You've got to keep eye contact, and Snape wasn't blinking.""]",Don't look away. Snape didn't even blink.,literal
朝目を開く瞬間,"['Mornings, in the moment I woke up...']",The moment you open your eyes in the morning,literal
目を開いて　まだ使えるわ,"['You open the eyes, they still work.']",Open your eyes. It still works.,literal
両目を開いてしっかり見るんだ,"[""When you're aiming, Casey, always keep both eyes open.""]",Keep both eyes open and look hard.,literal
ゲートに穴をあけて 通信を確立するんだ そうしたら設計図が送信できる,"[""You've got to tell them to blow a hole in the shield gate so we can transmit the plans""]",We need to drill a hole in the gate to establish communication so we can transmit the blueprints.,literal
頭に穴をあけてもう一人死んだかも,"['We risk losing another by drilling through his head,']",I could have put a hole in my head and another person would have died.,literal
我々は敵編隊に穴をあける,['We will drill a hole through this swarm!'],We're going to blow a hole in the enemy formation.,literal
夜中に穴を埋め 建てつづけた,"['Worked by night, filled the hole, and kept building.']",We filled in the holes at night and kept building.,literal
鉛筆を持ち　太い線を引く それから細い線,"['You know, you take a pencil, and you make a dark line... then you make a light line.']","You take a pencil, you draw a thick line, then a thin line.",literal
時計台のてっぺんから 電線を引いて 2本の電柱の間に このように張る,"['We run industrial-strength electrical cable from the top of the clock tower down, suspending it over the street between these two lampposts.']",We'll pull a wire from the top of the clock tower and string it between the two poles like this.,literal
どっちが別名だ 君はお父さんのリストに 線を引いて消した,"[""Which is another name you crossed off your dad's list.""]",Which is an alias you crossed off your father's list.,literal
じゃないと俺は無職だ またモトクロスのレースに戻っちゃう でも犯罪がない世界のためなら全部捨てる,"[""If it wasn't, I'd be out of a job, but I'd give it up tomorrow to live in a world without crime.""]","Otherwise, I'd be out of a job, back to racing motocross, but I'd give it all up for a world without crime.",literal
まったく罪がない？,['Wholly without sin?'],Totally innocent?,literal
- フィル、耳が痛いわ,"['- Phil, this hurts my ears.']","- Phil, you're hurting my ears.",literal
気圧の変化で 耳が痛いんです,"[""The altitude's building pressure in her ears.""]",My ears hurt from the pressure changes.,literal
耳が痛い！,['My ear!'],Earache!,literal
これを耳に入れれば 俺からの指示が聞こえる,"[""Put this in your ear, you'll be able to hear me talking to you the whole time.""]","You put this in your ear, you'll be able to hear me telling you what to do.",literal
これを耳に入れろ,['Put this in your ear.'],Put this in your ear.,literal
また舌を耳に入れたのかな,"[""What's wrong? Should I put my tongue in your ear now?""]",Did he put his tongue in his ear again?,literal
人に　ものを聞かせたければ 手で肩を叩いてもダメだ,"[""Wanting people to listen... you can't just... tap them on the shoulder anymore.""]","If you want people to listen to you, you can't just tap them on the shoulder with your hand.",literal
肩を叩かれた者は―,['All the soloists I tapped:'],Whoever gets tapped on the shoulder...,literal
その後　アシスタントのコーチが来て 僕を捕まえた パパが僕の肩を叩いて車に行った 彼は何も言わずに怒ってたかなんかだった,"['Then the assistant coach came and got me, and Dad patted me on the shoulder and then went to the car, and he never told me he was angry or anything.']","Then the assistant coach came and got me, Dad tapped me on the shoulder and we went to the car, he didn't say anything, he was mad or something.",literal
それから　ドクに会った 俺が会った中で一番の肩を持った学生だったよ,"[""Then I saw Doc, college kid with one of the best arms I've ever seen.""]","Then I met Doc, and he was the most shoulder-to-shoulder student I'd ever met.",literal
- 月を背にする,['- Put the moon on our stern.'],- with the moon in one's background,literal
決して檻に 背を向けるなよ,"[""Don't ever turn your back to the cage.""]",Never turn your back on the cage.,literal
妖精たちもあなたに背を向けてきた,['Loving fairies climb down your back'],Even the fairies have turned their backs on you.,literal
壁に背を向けて立て,['Over against that wall-- now.'],Stand with your back to the wall.,literal
背中を向けて ゆっくりひざをつけ！,['Face your back towards me! Slowly drop down to your knees!'],Turn your back and slowly kneel!,literal
このまま背中を向けて走っていれば 全員ペチャンコになる,"[""If we keep riding with our backs to it, we'll all get squashed flat!""]","If we keep running with our backs to them, we'll all get flattened.",literal
胸に刻まれていたのは エノク文字だった,['The Enochian runes that were carved in his chest --'],Carved on his chest were the Enochian letters.,literal
♪　鎖が胸を打つ　♪,['♪ my chain hits my chest ♪'],♪ Chains beating in my chest ♪,literal
胸を痛めてる,"[""Home. Mother's got a bit of a chest cold.""]",I'm heartbroken.,literal
僕たちは 空腹を抱え さらに説教を聞くために ラジューの家に向かった,"[""So, to fill our bellies with food... and ears with more reprimands, we reached Raju's house""]",We were hungry and headed to Raju's house for more preaching.,literal
覚えてる？ ぬり絵の時いつも 舌を出してたの,['Do you remember how she used to stick her tongue out when she was coloring?'],Do you remember? You always stuck your tongue out when you were coloring.,literal
そしてあなたの舌を出す。,['And stick your tongue out.'],And stick out your tongue.,literal
