source,references,hypothesis,type
問題児だったけど― いざという時は勇敢だった,"['He was a real handful... but when it came down to it, he was very brave.']","He was a troubled kid, but when push came to shove, he was brave.",idiomatic
いざという時が来たら― 君はどのくらいで ラボを引き継げるかな,"['If push came to shove, I was wondering how soon you might be able to take over the lab yourself.']","When the time comes, how long do you think it will take you to take over the lab?",idiomatic
いざという時　やり返す,"[""I'm going out like I came in: screaming and kicking.""]","When push comes to shove, we'll fight back.",idiomatic
おじゃんになった,"['Mm. Now, that blows.']",already finished,idiomatic
ほぉ　お世辞でも嬉しいな,"[""Whoa. Well, I'm flattered.""]","Well, I'm flattered.",idiomatic
お先真っ暗だな 勝手にやってろ,"[""'Cause you just blew the best thing you had going for you.""]",You've got a dark future ahead of you. You're on your own.,idiomatic
- お安い御用,"[""- You're welcome.""]",- easy task,idiomatic
あなたが勝って― お山の大将になったら―,"[""And once you've won, once you're king of the mountain,""]","If you win, if you're the king of the hill...",idiomatic
お手の物ね,"[""You're so good with him.""]",You're good.,idiomatic
反対尋問で陪審員は 銃はお手の物だった事が判りますし,['So on cross-examination the jury could hear about how well he handled a gun?'],"On cross-examination, the jury found that the gun was a piece of cake.",idiomatic
お手上げね,['Allergies. Nothing you can do.'],I'm out of ideas.,idiomatic
お手上げだよ,['I wish to hell we did.'],I can't help you.,idiomatic
あぁ　基本的なことはね 君にはお手上げだろ,"['Yeah, I got the basics. Wow. You are so in over your head.']","Yeah, the basics. You're in over your head.",idiomatic
とんだところでお目に掛かったな,"[""- It's great to see you, Leslie!""]",I'm surprised to see you here.,idiomatic
すこし戸惑われたかもしれませんが お目に掛かれて大変光栄です,"[""I'm very pleased, if slightly puzzled, to make your acquaintance.""]","I know this may seem a little confusing, but it's a great honor to meet you.",idiomatic
礼はする、またお目に掛かろう 近いうちにな,"[""I'm gonna make a problem for you. I'm gonna be seeing you again, real soon.""]","I thank you, and I'll see you again... soon.",idiomatic
私たちにお誂え向きの仕事だわ,"[""So we've got our work cut out for us.""]",It's a job tailor-made for us.,idiomatic
お誂え向きだわ,"[""We're not going to get a better window.""]",It's just what I was looking for.,idiomatic
財務長官だったんだよ お門違いどころか,"[""I was the US Treasury Secretary. I'm in some position to make that call.""]","He was the Secretary of the Treasury. Not only is that wrong, it's wrong.",idiomatic
そもそも、お門違いだし,"[""'Cause you shouldn't be, anyway.""]",And it's not the right thing to do in the first place.,idiomatic
身分の違い 願うのは　お門違い,"[""Because you'd be barking up the wrong beanstalk.""]",It's not right to wish for a difference in status.,idiomatic
あいつ等のおべっかで 満足しました？ Kiss your(my) ass おべっかを使う、誰々のゴマをする,['Did they kiss your ass to your satisfaction?'],"Are you satisfied with their sycophancy? Kiss your(my) ass, who's sesame",idiomatic
かっとなって言っただけだよ,"[""Listen, I'm sure your sister didn't mean what she said.""]",I just said that in a fit of pique.,idiomatic
きまりが悪かったか？,['You embarrassed about me?'],Was it too embarrassing?,idiomatic
ひどくきまりが悪かったよ たった５分間なのに,['It was fucking embarrassing. It was only for five minutes.'],I was terribly embarrassed. It was only for five minutes.,idiomatic
きまりが悪いわ,"[""It's embarrassing.""]",It's embarrassing.,idiomatic
始めた事の けじめを付けたいよ,"[""I'll finish what I started.""]",I just want to finish what we started.,idiomatic
おい　けりを付けたくないなら やめろ？,"[""Hey, don't start this if you don't want to finish it.""]","Hey, if you don't want to finish this, why don't you stop?",idiomatic
しょうもない酔っぱらいが,['You fucking drunk.'],I'm just a stupid drunk.,idiomatic
しょうもない男と 関係を持ったんだ,['Hooked up with this guy. He was no good. His name was...'],I had an affair with a guy who was a complete asshole.,idiomatic
- トレントしょうもないやつだ,['Trent was a dick.'],"- Trent, you're such a dick.",idiomatic
だが そうは問屋が卸さない,"[""I just don't get it, Spock.""]",But that's not how it works.,idiomatic
笑顏も見せてくれないし 直ぐそっぽを向くし,"['Never give me a smile, or even a shrug.']",He doesn't even give me a smile. He just turns his back on me.,idiomatic
その手は食わないわ,"[""Oh, no, I'm not falling for that.""]",I'm not gonna eat that hand.,idiomatic
その手は食わない,"[""I know what you're doing.""]",I am not going to fall for that trick,idiomatic
もうその手は食わないわ,"[""I'm not falling for this shit.""]",I won't eat that hand anymore.,idiomatic
それはそれは、ほれぼれすること 目元が引き立って素晴らしいことね,"['Okay. Well, you look adorable. It really brings out your eyes.']",It's just so smitten. It's just so wonderful to see your eyes stand out.,idiomatic
めっちゃ うれしかった それは それは普通にうれしかった 俺は,"['-Yeah, it made me super happy. It made me happy.']",I was so happy. I was so happy. I was just happy.,idiomatic
前回までのFringe... そ知らぬ顔で 成りすましたせいでしょ,"[""Just because you walked in my shoes, don't you think that you know me.""]",Previously on Fringe... You're pretending to be someone you're not.,idiomatic
そ知らぬ顔で 私の人生を奪ったせいでしょ,"[""Just because you walked in my shoes don't you think for a moment that you know me.""]",You took my life away from me like you didn't even know I was there.,idiomatic
知られたら あなたは、ただでは済まないのよ,"[""The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,""]","If they find out, you won't get away with it.",idiomatic
ちゃんちゃら　おかしいよ,['That was a stupid idea.'],This is ridiculous.,idiomatic
ちょっかいを出してるんじゃないよ,"[""I'm not bothering them none.""]",I'm not trying to mess with you.,idiomatic
オオカミにちょっかいを出すと 群れでやって来るぜ さっきの仕返しだ,"['Guess nobody told you, if you mess with the wolf, you get the fangs.']","You mess with the wolves, they'll come to you in packs, just to get back at you.",idiomatic
ちょっかいを出したくなかったけど,"[""I didn't mean to interfere, you know. Silly girl.""]",I didn't want to mess with him.,idiomatic
デイブ　目に付く女全てに ちょっかいを出すのはやめてくれないか?,"['Dave, would you quit bothering every girl you see?']","Dave, would you please stop bothering every girl you see?",idiomatic
ちょっとした金,"['A little money. No, sorry.']",a little money,idiomatic
より汁気の多い料理を作れるし、 ちょっとした見栄えと演出も 料理に加えられる。,['It creates a more succulent dish and adds a little theatricality to dinner.'],It allows you to make soupier dishes and adds a bit of visual flair and presentation to your food.,idiomatic
私が冒険中 ちょっとした相棒を得るなら それは 感情や 気まぐれからではありません 多くの素晴らしい資質を 持っているということです,"['If I burden myself with a little helpmate during my adventures, this is not out of sentiment or caprice, it is that he has many fine qualities of his own that he has overlooked in his obsession with me.']","If I get a little sidekick during my adventures, it's not out of emotion or whim, it's that I have a lot of great qualities.",idiomatic
もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,['What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?'],What if I offered to help you with your Klaus problem in exchange for a little story?,idiomatic
とてもじゃないが,"[""No, he's taking it pretty hard.""]",(before a negative form) simply (cannot),idiomatic
とどのつまりだな　ジョン 我々が心と頭を奉げる対象とは 一人の男ではなく　理想なのだよ,"['Ultimately, John, we owe our hearts and our minds not to any one man but to an idea, and that idea is under threat.']","The bottom line, John, is that the object of our hearts and minds is not a man, but an ideal.",idiomatic
とどのつまりは 殺されるってのに,"['And you are en route to getting yourself killed,']","I mean, the end result is that you're gonna get killed.",idiomatic
とどのつまりはな,"['Eventually, yeah.']",after all is said and done,idiomatic
ない知恵を絞ってね,"['You know, in case you got displaced.']",Keep your wits about you.,idiomatic
そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,"[""And you're hiding out here until things cool down because you know it.""]",And you will hide in Coco until the dust settles. Because you know it.,idiomatic
あんたは見てみぬ振りで 満足だっただろうが あんたには口がある,"[""You were more than happy to turn a blind eye, but... you're not dumb.""]","You were content to turn a blind eye, but you have a mouth.",idiomatic
見て見ぬ振りをしています ただ...,['I stay out of the way.'],I'm turning a blind eye. I just...,idiomatic
見て見ぬ振りをした,['You just looked the other way.'],I turned a blind eye.,idiomatic
今から起きることは 見るに堪えない,"[""What's about to happen is gonna be hard to watch.""]",What's about to happen now is unbearable to watch.,idiomatic
見るに堪えないわ,"[""I can't watch.""]",I can't bear to look at it.,idiomatic
見るに堪えなかった？,['Was it painful to see?'],Couldn't bear to see it?,idiomatic
見るに忍びないか？,"[""Can't stand the sight of a little blood?""]",Can't bear to look?,idiomatic
よく言うよ,['He pressed you. Come on.'],Give me a break!,idiomatic
生徒と寝といて よく言うな,['Says the teacher who sleeps with his students.'],How dare you? You slept with one of my students.,idiomatic
盗んだ女の分際で よく言うわ,"[""That's pretty rich coming from the woman who stole Alex to begin with.""]",How can you say that about a woman who stole from you?,idiomatic
"彼の ""アキレス腱"" だ",['His Achilles heel.'],It's his Achilles heel.,idiomatic
良いニュースは 彼女のアキレス腱は,"[""Yes, the good news, she may have her own Achilles' heel.""]",The good news is that her Achilles heel is.,idiomatic
"私の ""アキレス腱""",['My Achilles heel.'],"My ""Achilles heel.""",idiomatic
アンテナを張ってればドクターはあちこち登場する,"['If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.']","If you keep your antenna up, doctors will appear here and there.",idiomatic
オブラートに包んで言おうとしたんだ,"[""I'm just- - I'm just trying to wrap my mind around it.""]",I was trying to wrap my head around it.,idiomatic
社長、これ以下の表現はオブラートに包む方が,"[""Mr. Reid, do you understand that's kind of hitting it delicately?""]","Mr. President, it is better to wrap the expression below this in an oval.",idiomatic
君たち　キャフリーは　我々より４時間も前に 有利なスタートを切ったことを忘れるな,"['Gentlemen, might I remind you that Caffrey has a four-hour head start?']","Gentlemen, don't forget that Caffrey got a head start less than four hours before us.",idiomatic
新しいスタートを切り　古いしがらみも絶った,"['Fresh start, no old ties.']","A new start, a new beginning, old ties severed.",idiomatic
いつか 君の復帰する日が 来ることを願おう 初めから　支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"['And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.']","Hopefully one day you'll be back, maybe not as a manager at first, but you'll get a fresh start and regain my trust.",idiomatic
ベッドの下に潜む怪物に スポットを当ててるだけさ,"[""We're shining a light on the monster under the bed.""]",I'm just trying to spot the monster lurking under the bed.,idiomatic
でも スポットライトを 浴びることになれば―,"[""But Kate... you're stepping into the spotlight now.""]",But if I'm ever in the spotlight...,idiomatic
スポットライトを浴びたいが パートナーが必要さ,['I guess I crave the spotlight. All I need is a proper partner.'],"I want the spotlight, but I need a partner.",idiomatic
特に公衆のスポットライトを浴びる のが好きな人物はね,['Especially one who enjoys the public spotlight so much.'],Especially someone who likes to be in the public spotlight.,idiomatic
タオルを投げる選択肢はない 私たちにあるのは ２つの道だ,['But seeing as throwing in the towel is not an option that leaves us with a total of two choices.'],"We don't have the option of throwing in the towel, we have two paths.",idiomatic
全てについてタオルを投げちゃうかな,"[""Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.""]",I guess I'll throw in the towel on the whole thing.,idiomatic
タオルを投げる,"[""- So I'm gonna call the fight.""]",throw in the towel,idiomatic
私を縛ってたテープを切るから,['He said he would cut me free.'],I'll cut the tape that ties me up.,idiomatic
意外とミーハーなんだよなあ,"['You are pretty oldfashioned, despite your looks.']",It's surprisingly meek.,idiomatic
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ｡,"[""Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.""]","Saeko-san jumps at new things with a meek and easygoing attitude, but she is very serious about her products.",idiomatic
案外ミーハーなんだよね,"[""She's oldfashioned despite her looks, right?""]",It's more meek than you might think.,idiomatic
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ　ちょっ...,['I plan to delve deeply into the rotten politics at university hospitals.'],"I'm going to take a hard look at the corrupt hospital politics at the university hospital. Hey, hey...",idiomatic
ダビデ像が無事だと？ ... モナリザの微笑みは？,"[""Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?""]",You think the statue of David is safe? ... What about the Mona Lisa's smile?,idiomatic
ユリイカ！,['Eureka!'],Eureka!,idiomatic
一種のユートピアの創造さ つまり...,['I sort of created a utopian society where we all sort of...'],"The creation of a kind of utopia, in other words...",idiomatic
私達は夢中でユートピアを作ったよ,"['We were jamming, man, building utopia.']",We went crazy and created a utopia.,idiomatic
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,['We are among those whose fate is a poison We are constantly utopia ...'],We are among those who are destined to be poisoned. It is always a utopia...,idiomatic
それでもあんた　有罪にしたい？ なにがなんでも彼女に犯罪者のレッテルを貼りたい,['You still want to stamp a mark of conviction on her?'],You still want to convict her? You want to label her a criminal at all costs.,idiomatic
あんたは レッテルを貼ってるだけだ,['These are all labels. You just label everything.'],You're just putting a label on it.,idiomatic
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"[""It took a while to get up and running, but Rome wasn't built in a day.""]","It took me a while to get my business off the ground, but Rome wasn't built in a day.",idiomatic
情報部の幹部は いつも一か八かなんです,"[""Intelligence officers usually hedge their bets. It's...""]",Intelligence officers are always at the mercy of the fickle.,idiomatic
一か八かだが シスコと私でやってみる,"[""It's a bit of a hail mary, But Cisco and I are going to give it a try.""]","It's a toss-up, but Cisco and I will give it a shot.",idiomatic
一か八かしかない,"[""Risk is all I've got left.""]",all or nothing,idiomatic
一つ間違えれば殺される,"['One mistake, I die.']",One wrong move and you're dead.,idiomatic
一つ間違えば大勢の命が,"['We make one mistake, thousands of people die.']",One wrong move and a lot of lives will be lost.,idiomatic
年に１度 コウノトリが一堂に会する,"['Once a year, storks come together for one thing. Storkcon!']","Once a year, storks come together",idiomatic
一寸先は闇だな,"[""So, I've been thinking about those thousand razors.""]","You know, it's always darkest at the end of the day.",idiomatic
一寸先は闇だ,"[""You're dying the death of a thousand razors up there and you don't even know it.""]",No one knows what the future holds,idiomatic
一寸先は闇だ つらい毎日だったよ,"[""I don't know. I don't know what happened. Tough couple of days.""]",It's always darkest when you're in the dark. It's been a tough couple of days.,idiomatic
気付かれたら 全員が一巻の終わりよ,"[""Because if they see you coming, we're all dead.""]","If they find out, we're all dead.",idiomatic
一巻の終わり,"[""But if Torus gets the ARQ... they'll be unstoppable.""]",the end of the line,idiomatic
一巻の終わりだな,['We are so dead.'],The end of a chapter.,idiomatic
一本取られたな、中尉。,"['Fair point, Lieutenant.']","You got one, Lieutenant.",idiomatic
一本取られた,"[""- She's got you there.""]",you've got me there,idiomatic
一本取られたようですな,['You win.'],Looks like you got one.,idiomatic
一杯食わせやがったな！,['You swindled me!'],You made me eat one!,idiomatic
ああ　一杯食わされた だが　失敗した,"['Yeah, you took your shot, but you missed.']","Yeah, I got my fill, but it didn't work out.",idiomatic
一杯食わされたな,['You should have seen your face.'],You've had your fill.,idiomatic
お人よし過ぎた だから一杯食わされた,"[""I've been gullible, all right, letting him make a fool of me.""]",He was too good-natured. That's why he took the bait.,idiomatic
当然彼も一枚噛んでる,['Of course he was involved.'],Of course he's in on it.,idiomatic
いや　お前は一筋縄では行かない,"['No, nothing with you is easy.']","No, you're not a straight shooter.",idiomatic
- 奴は　一筋縄では行かないからな,"[""- He's not playing with a straight bat?""]",- He's not a one-trick pony.,idiomatic
ええ 彼はもっと上手に対処すべきだ でも　彼は友人で 彼の為にひと肌脱ぐつもりだ,"[""But he's my friend, and I'm gonna bat for him.""]","Yes, he should handle it better, but he's my friend, and I'm willing to put my skin on the line for him.",idiomatic
私が持ってきた情報は 一刻を争うものです,['The Intel that I brought back is time sensitive.'],The information I bring to you is time sensitive.,idiomatic
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,['but it was a race against time. it was all for naught.'],It was a time-sensitive situation and I apologize for the delay in reporting it. it's all for naught if the Taxation Bureau takes it after all.,idiomatic
一刻を争ってる,"[""Father, they don't have a lot of time.""]",We're running out of time.,idiomatic
どう　一口乗らない？,"['So, what do you say?']",How about a bite?,idiomatic
僕も　今度 一席　設けるから。,"[""I'd love to meet him sometime. I will.""]",I'll set up a table for you sometime.,idiomatic
今夜は特別だ、まず一張羅に着替えろ,['You have a feast tonight. First change your clothes.'],"Tonight is special. First, change into your one-piece suit.",idiomatic
彼の一張羅の上着だぞ,['He only wears that one damn jacket.'],It's his one jacket.,idiomatic
（逮捕に一役買ったので 俺達の違法行為は見逃されたのだ）,['But since we led the cops to Harken they ultimately agreed to let our other offenses slide.'],"（We helped make the arrests, so our illegal activities went unnoticed.)",idiomatic
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"['Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.']","Jane's a troublemaker for us, and I'm willing to do my part to clean it up.",idiomatic
私が君の記憶に一役買うとしたら？,['What if I help your memory?'],What if I play a part in your memory?,idiomatic
大丈夫 一息入れて　落ち着いて,['Okay. Just breathe and relax.'],It's okay. Take a breath. Calm down.,idiomatic
俺達が　一息入れるころ 船はダイヤを乗せて　パリに向かう,"['When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.']","By the time we catch our breath, the ship will be headed to Paris with the diamonds.",idiomatic
- 一息入れろよ、マイク,"['- Get some ice cream, Mike.']","- Take a breath, Mike.",idiomatic
僕は今日１日　この２３人の前容疑者の 一言一句漏らさず 一挙手一投足から　無意識な反応まで 観察し続けていた,"['I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.']","I have spent the day observing these 23 former suspects, watching their every word, their every move, their every involuntary reaction.",idiomatic
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,['There has been massive digging activity out there and they undoubtedly monitor our every move.'],There is a massive drilling operation going on outside the area and we are being watched every step of the way.,idiomatic
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"[""I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.""]","And it can be emotionally unstable for you, given that you just got back to work, and you're being watched every move you make by the people above you.",idiomatic
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,"[""We'll move into the asteroid field... and we'll have a couple of surprises for him.""]","Hang on, we're about to enter the asteroid field. I'm gonna give this one a whirl.",idiomatic
自殺行為だ アンナに一泡吹かせてやりたいが,"[""It's a suicide mission.""]","It's a suicide mission. I'd love to give Anna a shot, but...",idiomatic
配置についた 一泡吹かせてやる,"[""We're on point, ready to give them some of their own medicine.""]",I'm in position. I'm gonna give him a shot.,idiomatic
- アルフォンには一目置かれている - おう　そうか？,['I saw Alphonse respected me back there.'],- Alfons has his eyes on me.,idiomatic
彼はお前を一目置いている,['He sees something in you.'],He's got his eye on you.,idiomatic
皆が一目置いてる NYの私立学校関係者も,['That sort of thing means something to people in private schools in New York City.'],"Everyone has a crush on him, even the New York City private school officials.",idiomatic
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",['The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.'],"""The Church makes a great effort to provide every conceivable"" medical treatment, but the psychological explanations are laughed out of the equation before the exorcism.",idiomatic
一笑に付され 自分の首を絞めるだけだ,"[""They'd laugh at the truth, and I'd have my head in a noose.""]","You'll be laughed out of here, and you'll only be strangling yourself.",idiomatic
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,['I never had a problem with your people... until they became a part of this rebellion.'],I never had a problem with you people until you became part of the rebellion.,idiomatic
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,['I am proud to be part of this mission in the great patriotic war.'],I am proud to be a part of the great patriotic war.,idiomatic
近づく為に一芝居打つよ,"[""I want to get close to Latimer. And I'll need a cover story.""]",I'll put on a show to get closer.,idiomatic
彼は一言もなく 何週間も行方をくらましたんです,['He has been gone for weeks.. Not a single word.'],He disappeared for weeks without a word.,idiomatic
一言もなく死亡しました,['And did not live to tell about it.'],He died without a word.,idiomatic
私に一言も無く？,['Without telling me?'],Without a word to me?,idiomatic
うん　三度目の正直ね,"['Yeah, maybe three times is a charm.']",Yeah. Third time's a charm.,idiomatic
- 三度目の正直か？,"['""Third time\'s a charm?""']",- Third time's the charm?,idiomatic
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,"[""The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.""]",The secretaries of state are going to be on stage at the party convention to show that we've caught the killer.,idiomatic
そこの上げたり下げたりしている人,"[""Well? What's your vote?""]",Who's raising and lowering there.,idiomatic
実験の成功の為 私は上手に出るしかなかった,"['For the experience to succeed. I had to get the upper hand,']",I had to come out on top to make the experiment a success.,idiomatic
CIAの一つ上手を行きたいの？ そうだ CIAの現状を暴露したい,"[""Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.""]","You want to go one better than the CIA? Yes, I want to expose the CIA for what it is.",idiomatic
真剣にやれ 下手すると怪我するぞ,"[""Take this serious, because you can get hurt if you're not strong enough, okay?""]","Take it seriously. If you're not careful, you could get hurt.",idiomatic
下手すると 誰かの人生を台無しに,"[""If I fuck up I can ruin somebody's whole life.""]","If you're bad, you can ruin someone's life.",idiomatic
今､上手くいってますが下手をすると終わりです,"[""Now, we walk in there like this, with this, we're done.""]","It's working now, but if it's not, it's over.",idiomatic
真剣に言ってる 下手をすると これから20年は監獄だぞ,"[""Preston, if you're not careful, you're going to spend 20 years in prison.""]","I'm serious. If you're not careful, you'll spend the next 20 years in jail.",idiomatic
あの高さじゃ不幸中の幸いだった,"['Not bad, considering the height.']",It was a blessing in disguise at that height.,idiomatic
"""それを知られてないのは 不幸中の幸いだ""","[""Yeah, well, I'm glad they don't know that.""]","""It's a blessing in disguise that they don't know that.""",idiomatic
それでも不幸中の幸いだ,"[""We're lucky they got out when they did.""]","Still, it's a blessing in disguise.",idiomatic
花火は不発に終わり 最悪の事態に,"[""Only Fitzpatrick didn't explode, it was far worse than that.""]",The fireworks were a dud. The worst of it.,idiomatic
だが不発に終わった,"[""That's the only reason why I'm still here.""]",But it was a dud.,idiomatic
不肖の父親だがやらない,"[""Look, I'm not the world's best dad, but I would never do that.""]","I'm an unworthy father, but I won't do it.",idiomatic
息子の不興を買うのが怖いんでしょ？,"[""Terrified of displeasing him, aren't you? I know how my son can be.""]","You're afraid of displeasing your son, aren't you?",idiomatic
掛けて 悲しむべき事に 世に出る前に死んだ,"['Sadly, fredrick died without ever being published.']","Sadly, he died before he could be introduced to the world.",idiomatic
この写真が世に出たら ＤＥＡは終わりだ,"[""The DEA's worst nightmare is that face out in public.""]","Once this picture gets out to the world, the DEA is done.",idiomatic
君が怒る必要は　無い これが世の習いって　やつだ,['Maybe angry is just the way of the world.'],There's no need for you to be angry. That's the way of the world.,idiomatic
栄光は長子のもの それが世の習いだが,"[""You're the elder, you reap the glory. This is the way of the world.""]",Glory belongs to the firstborn. That's the way of the world.,idiomatic
世も末だ,['Even for the apocalypse.'],The end of the world.,idiomatic
俺がこんな事をするとは 世も末だ,"['Of all the horrible things I have had to do in the apocalypse,']",I never thought I'd do something like this. It's the end of the world.,idiomatic
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,['What is the world coming to when smugglers must vouch for the honor of kings?'],It's the end of the world when so honorable kings have no use for couriers.,idiomatic
悲劇にも 若くしてこの世を去った...,['...who was snuffed out... tragically early.'],"Tragically, he passed away at a young age...",idiomatic
全員笑いで息を詰まらせるまで この世を去るつもりはない,"[""And I'll not leave this world until they all choke on that laughter.""]",I will not leave this world until we all choke on our laughter.,idiomatic
何年も前に世を去った,['Lost for many years.'],He left the world many years ago.,idiomatic
ほんとに世話が焼ける人,['Your uselessness is epic.'],A real pain in the ass.,idiomatic
来年　僕はずっと家にいる 世話が焼けて ママも大変だ,"[""I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.""]","Next year, I'll be home all the time. It'll be hard on her, too.",idiomatic
ポッポちゃんは　世話が焼ける,['You must admit she works hard with those chicken feathers!'],Poppo is a pain in the ass.,idiomatic
俺は人の世話になったことない 自分のことは自分でする,"[""I've always paid my way. You know I send what I can.""]",I've never taken care of anyone. I take care of myself.,idiomatic
残りを昔世話になった遺伝学の教授に送ったの,['I sent on to my old genetics professor.'],I sent the rest to my old genetics professor.,idiomatic
世話を焼いてくれんでも 自分で出来る,"[""Why must you always mother-hen me? I'm quite capable of looking after myself.""]",You don't have to take care of me. I can do it myself.,idiomatic
レノックス･ヒル病院前です ヴァン･ルーンとの合併が 世間を騒がせてますが,"['Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.']","I'm here in front of Lenox Hill Hospital, where the Van Loon merger is making headlines.",idiomatic
ああ　だが　あの銃は両刃の剣だ,"[""Yeah, the gun's a double-edged sword, kind of.""]","Yeah, but that gun is a double-edged sword.",idiomatic
歯止めとして働きますが 両刃の剣です,"[""Besides, he's hot.""]","It works as a deterrent, but it's a double-edged sword.",idiomatic
