source,references,hypothesis,type
- Vous avez un chat dans la gorge ! - Oui.,"[""- You've got a frog in your throat.""]",- You have a cat in the throat! - Yes.,idiomatic
"Quand je dis son prénom, c'est comme si j'avais un chat dans la gorge.","[""It's easy to pronounce. Every time I try to say her name, I get a hairball.""]","When I say his first name, it&#39;s as if I had a cat in the throat.",idiomatic
"Je sais pas, j'ai eu un coup de foudre.","[""I don't know, it was love at first sight.""]","I don&#39;t know, I had a crush.",idiomatic
Je n'ai pas eu de coup de foudre depuis Sean Cassidy.,"[""I haven't had a crush since Sean Cassidy. No way.""]",I haven&#39;t had a crush since Sean Cassidy.,idiomatic
Tavares n'aurait pas témoigné car il avait une peur bleue de Donovan.,"[""Tavares wouldn't testify because he was scared stiff of Donovan.""]",Tavares wouldn&#39;t testify because he was scared to death of Donovan.,idiomatic
Il a une peur bleue de vous.,"[""He's afraid of you.""]",He is scared to death of you.,idiomatic
"Et tu le sais, il faut battre le fer tant qu'il est chaud.","['And you know, you have to strike while the iron is hot.']","And you know, strike while the iron is hot.",idiomatic
"Ils veulent le capital sur la publicité produite par le Post, nous devons battre le fer tant qu'il est chaud.","[""They want to capitalize on the publicity from The Post, so we have to strike while the iron's hot.""]","They want the capital on the advertising produced by the Post, we have to strike while the iron is hot.",idiomatic
Quelle était l'entreprise pour laquelle David Clarke blanchissait de l'argent ?,['And what was the name of the organization you believe David Clarke was laundering money for?'],What company was David Clarke laundering money for?,idiomatic
Vous blanchissez de l'argent pour lui.,['You launder money for him.'],You launder money for him.,idiomatic
Elle a commencé à boire comme un trou.,['She started a drinking binge.'],She started drinking like a hole.,idiomatic
Vous avez dû boire comme des trous.,['How much did you drink?'],You must have drunk like holes.,idiomatic
"Donc, ce n'est pas tes oignons, ok?","[""That mean, it's none of your business, right?""]","So it&#39;s none of your business, ok?",idiomatic
"Ce ne sont pas mes oignons, bien sûr, mais maintenant que Victor en a un","[""It's not my business, of course, but now that Victor has one--""]","Not my onions, of course, but now that Victor has one",idiomatic
On cherche la petite bête?,"[""Lookin' for some loopholes, huh?""]",Are we looking for the little beast?,idiomatic
"Ah, Veronica... C'est ce qui s'appelle chercher la petite bête.","['Ah, Veronica... this is really grasping at straws.']","Ah, Veronica... That&#39;s called nitpicking.",idiomatic
J'ai eu un vrai coup de foudre.,['It was love at first sight.'],I had a real crush.,idiomatic
C'est un coup de foudre. C'est inoffensif.,"[""It's a crush.It's harmless.""]",It&#39;s a thunderbolt. It&#39;s harmless.,idiomatic
"Mais Carthagène, ça coûte les yeux de la tête.","[""But I'll tell you, Cartagena is really expensive.""]",But Cartagena costs an arm and a leg.,idiomatic
"Tu sais, les deux enfants sont à St Margaret maintenant, et ça nous coûte les yeux de la tête.","[""You know, both kids are at St. Margaret's now, and that costs an arm and a leg.""]","You know, both kids are in St. Margaret&#39;s now, and it&#39;s costing us an arm and a leg.",idiomatic
- J'arrive pas à dormir. Je crève la dalle. Regarde sur quoi je tombe.,"[""I can't sleep because I'm starving and look what's on TV.""]",- I can not sleep. I&#39;m starving. Look what I stumble upon.,idiomatic
"Ouais, je crève la dalle.","[""Yeah, I'm freaking starving.""]","Yeah, I&#39;m breaking the slab.",idiomatic
Il a donné sa langue au chat.,"[""Seems the cat got Watts's tongue.""]",He gave his tongue to the cat.,idiomatic
- Je donne ma langue au chat.,['- I give up.'],- I give my tongue to the cat.,idiomatic
"J'en ai marre, marre de Napoléon Quatorze.","[""And I'm sick of it, Aeryn! I'm sick of Napoleon the Fourteenth,""]","I&#39;m fed up, fed up with Napoleon Quatorze.",idiomatic
J'en avais marre de tes âneries.,"['Lister, I did that because I was sick of you annoying me.']",I was fed up with your nonsense.,idiomatic
J'en ai ras-le-bol. Pas vous ?,"[""I'm sick and tired of this.""]",I&#39;m sick of it. Not you ?,idiomatic
J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.,['I am sick as hell of you constantly making a mess Of this house and having to clean up after you.'],I&#39;m fed up that you always screw up and I have to clean up afterwards.,idiomatic
J'en ai ras le bol! Ho!,"[""I'm sick and tired of ...""]",I&#39;m sick of it! Oh!,idiomatic
J'en ai ras le bol de ce travail.,"[""I can't stand this job anymore.""]",I&#39;m fed up with this job.,idiomatic
Et je n'en ai rien à cirer.,"[""And I don't give a damn.""]",And I don&#39;t care.,idiomatic
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!","[""And I don't even care if you're telling me a bunch of lies.""]","And even if you&#39;re kidding me right now, I don&#39;t give a shit!",idiomatic
"Chéri, je croyais que tu en avais rien à faire de cet arbre.","[""Honey, I thought you didn't care about the tree.""]","Honey, I thought you didn&#39;t care about that tree.",idiomatic
Mais je n'en ai rien à faire [br]de ces détails!,['Those are careless details!'],But I don&#39;t care about those details!,idiomatic
"Votre argent et vos amis puissants, j'en ai rien à foutre, Gartley.","[""Hey, all your powerful friends and all your money don't mean shit to me, Gartley.""]","Your money and your powerful friends, I don&#39;t give a fuck, Gartley.",idiomatic
"De toute façon, j'en ai rien à foutre.","[""I don't care what the hell you're doing.""]","Either way, I don&#39;t give a fuck.",idiomatic
Pourquoi t'en fais tout un fromage ?,['Why are you making such a big fuss over it?'],Why are you making such a big deal out of it?,idiomatic
Je sais pas pourquoi elle en fait tout un fromage.,"[""I don't know why she's making such a big deal out of a wedding.""]",I don&#39;t know why she makes such a big deal out of it.,idiomatic
"Ce serait à lui de m'écouter, pour en prendre de la graine.","[""L... I don't have all the answers. But maybe he should listen to me more and learn a little.""]","It would be up to him to listen to me, to take the seed.",idiomatic
Tu aurais pu en prendre de la graine.,"[""You could have followed others' lead.""]",You could have taken the seed.,idiomatic
"Eh bien, au risque d'enfoncer une porte ouverte, c'est fini.","[""Well, at the risk of stating the obvious, it's over.""]","Well, at the risk of kicking an open door, it&#39;s over.",idiomatic
C'est comme si j'enfonçais une porte ouverte encore et encore.,"[""But that's just stating the obvious over and over.""]",It&#39;s like I&#39;m kicking down an open door again and again.,idiomatic
"Fais gaffe Lindsey, surveille-les bien.","[""Watch them, Lindsey. Keep an eye on 'em.""]","Watch out, Lindsey, watch &#39;em.",idiomatic
"Fais gaffe, l'oiseau !","['Whoa, bird! Watch out for the...']","Watch out, bird!",idiomatic
J'aimerais qu'ils arrêtent de faire les andouilles.,['[groans] I wish these kids would stop acting up.'],I wish they would stop making the andouilles.,idiomatic
"Si les enfants font les andouilles, on peut leur mettre une gifle.","[""If the kid's misbehaving behind you, you can reach and whack him.""]","If the children make the andouilles, we can give them a slap.",idiomatic
Écoute. Fais la grasse matinée.,['Well... you better sleep late this morning.'],Listen. Sleep late.,idiomatic
"Eh bien, si c'est uniquement celà, tu peus faire la grasse matinée demain.","[""Well, if that's all it is, you can sleep late tomorrow.""]","Well, if that&#39;s all, you can sleep in tomorrow.",idiomatic
Je fais le pont du 4 Juillet. Je resterai 3 jours.,"[""Yeah, I'm taking the 4th off, so I'll be there for three days.""]",I&#39;m doing the 4th of July bridge. I will stay 3 days.,idiomatic
Je croyais pouvoir continuer à faire la sourde oreille.,['I guess I thought I could just go on not caring.'],I thought I could continue to turn a deaf ear.,idiomatic
"Au moins avant, elle pouvait faire la sourde oreille aux cris.","['At least before, she could tune out the crying.']","At least before, she could turn a deaf ear to the cries.",idiomatic
Combien de temps vas-tu encore me faire la tête ?,"['All right, how long are you gonna stay mad at me?']",How much longer are you going to piss me off?,idiomatic
Est-ce que tu me fais la tête?,['Is this supposed to be the silent treatment?'],Are you pissing me off?,idiomatic
Il m'a fait une queue de poisson.,['- He cut in on me.'],He made me a fishtail.,idiomatic
Ce type m'a fait une queue de poisson.,['The guy cut me off. What was I supposed to do?'],This guy made me a fishtail.,idiomatic
Ça ferait un tabac.,"[""I'm sure it'd be really popular.""]",It would be a hit.,idiomatic
Ça ferait un tabac !,['People would love it!'],It would be a hit!,idiomatic
"22 personnes qui filent à l'anglaise, tu t'imagines ?","[""You don't want 22 people skipping all in one day, do you? - Of course not, but...""]","22 people slipping away, can you imagine?",idiomatic
Je vais filer à l'anglaise pour ne pas gâcher la fête.,"[""I thought I'd just sneak away quietly. I don't want to spoil the party.""]",I&#39;m going to slip away so as not to spoil the party.,idiomatic
"Sapristi, il fait un froid de canard.","['Oh, Jiminy. It sure turned cold.']","Holy shit, it&#39;s freezing cold.",idiomatic
"J'avais déjà gaspillé l'argent que j'avais reçu à ma sortie, et avec ce vent, il faisait un froid de canard.","[""I'd already blown the money they gave me. And the north wind was colder than hell.""]","I had already wasted the money I had received when I left, and with this wind, it was freezing cold.",idiomatic
"Il faut souffrir pour être belle, chérie.","['Beauty is pain, baby.']","You have to suffer to be beautiful, darling.",idiomatic
Maman dit qu'il faut souffrir pour etre belle.,['Mommy says beauty is pain.'],Mom says you have to suffer to be beautiful.,idiomatic
Il n'y avait pas un chat dans le coin.,['Not a single person was in sight'],There wasn&#39;t a cat around.,idiomatic
Il n'y a pas un chat ici !,"[""There's no one in here!""]",There is not a cat here!,idiomatic
Nous jetons l'argent par les fenêtres.,"[""We're throwing all our dough in""]",We throw money away.,idiomatic
Ta mère jette l'argent par les fenêtres.,['Your mother is squandering money.'],Your mother throws the money out the window.,idiomatic
Je ne veux pas jeter le bébé avec l´eau du bain.,"[""I don't want to throw the baby out with the bathwater.""]",I don&#39;t want to throw the baby out with the bathwater.,idiomatic
On devrait jeter l'éponge. Quoi ?,['I think we should give up.'],We should throw in the towel. What ?,idiomatic
"- Comment ça, vous jetez l'éponge ?","['- What? What do you mean, quitting?']",- How do you throw in the towel?,idiomatic
"- Alors, vous voulez que je jette un coup d'oeil?","['- So, you want me to take a look? - Where?']",- So you want me to take a look?,idiomatic
Je devrais aller jeter un coup d'oeil aux personnes du CMI.,['I should check in with the I.D.C. rep.'],I should go take a look at the people at CMI.,idiomatic
J'arrive à peine à joindre les deux bouts.,"['Okay, I am barely scraping by.']",I can barely make ends meet.,idiomatic
"Écoute, on travaille 70 heures par semaine pour joindre les deux bouts.","['Look, we work 70 hours a week just to keep pace, right?']","Look, we work 70 hours a week to make ends meet.",idiomatic
"Oh, mon gars, les carottes sont cuites.","['Oh, boy, my goose is cooked now.']","Oh, man, the carrots are done.",idiomatic
Les carottes sont cuites et servies. Joli !,['Your goose... is cooked and served.'],Carrots are cooked and served. Attractive !,idiomatic
"Ils remonteront jusqu'à nous, les doigts dans le nez.",['They will read this one with their eyes closed.'],"They will come back to us, fingers in the nose.",idiomatic
"C'est les doigts dans le nez, mec.","[""That's fish in a barrel, dude.""]","It&#39;s hands down, man.",idiomatic
Vous devriez voir comment Will passe les exams les doigts dans le nez.,"['Yes, sir, you ought to see the way Will breezes through these tests.']",You should see how Will passes the exams hands down.,idiomatic
La fin des haricots !,"[""The whole ride's over.""]",The end of the beans!,idiomatic
"- ""La fin des haricots."" - Des haricots latins !","['- ""That\'s how the cookie crumbles."" - ln Latin!']",- &quot;The end of the beans.&quot; - Latin beans!,idiomatic
Ce fut la goutte d'eau qui fit déborder le vase.,['And that pushed me over the edge.'],It was the straw that broke the camel&#39;s back.,idiomatic
"Et bien, c'est la goutte d'eau qui fait déborder le vase.","['Well, that is the last straw.']","Well, that&#39;s the straw that broke the camel&#39;s back.",idiomatic
"""L'habit ne fait pas le moine"".","['""A wolf in sheep\'s clothing.""']",&quot;The clothes do not make the man&quot;.,idiomatic
"- Eh oui, l'habit ne fait pas le moine.","[""Yes, clothes don't make the man.""]","- Yes, the habit does not make the monk.",idiomatic
Je n'aime pas te voir manger sur le pouce.,"['When I see you eat like that, I...']",I don&#39;t like seeing you eat on the go.,idiomatic
J'ai mangé sur le pouce.,['I kinda ate on the run.'],I ate on the go.,idiomatic
"Sans vouloir mettre mon grain de sel, supposons que vous ayez raison et que Drake soit un espion...","[""I don't wanna get too wrapped up in your caper... but let's assume that you're right and Damian Drake is a spy?""]","Without wanting to add my two cents, let&#39;s assume that you are right and that Drake is a spy...",idiomatic
Peut-être que tu pourrais mettre ton grain de sel.,['Maybe you could chip in.'],Maybe you could add your two cents.,idiomatic
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".","[""I'll have sex with him Tuesday and Thursday and he'll be none the wiser.""]",&quot;I will sleep with him on Tuesday and Thursday and he will see nothing but fire.&quot;,idiomatic
On n'y voit que du feu.,['Smoke and mirrors.'],We only see fire.,idiomatic
Mon carburant à moi est parti en fumée.,['My own fuel went up in smoke.'],My own fuel went up in smoke.,idiomatic
"Sinon, je jure que ce petit Ewok va partir en fumée !","['Swear to God, this little ewok is going up in flames!']","Otherwise, I swear this little Ewok will go up in smoke!",idiomatic
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.","[""You know, Dad, the more I think about it, maybe the honey field just isn't right for me.""]","You know, Dad, on second thought, the honey industry is not my cup of tea.",idiomatic
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""","[""It wasn't my cup of tea.""]",As the English say: &quot;It wasn&#39;t my cup of tea.&quot;,idiomatic
"Je passe du coq à l'âne et je suis peut-être indiscrète, mais qu'est-ce que c'est que ce bruit ?","[""Speaking of change of pace, it probably isn't any of my business, but would you mind telling me what that noise is?""]","I go from rooster to donkey and I may be indiscreet, but what is that noise?",idiomatic
J'attends qu'il passe l'arme à gauche.,"[""I'm waiting him out.""]",I wait for him to pass the weapon to the left.,idiomatic
De quoi il héritera quand ses parents passeront l'arme à gauche ?,"[""What's he gonna inherit when his parents croak?""]",What will he inherit when his parents pass the gun on the left?,idiomatic
"A des implications bien au-delà de la sécurité nationale, ...A côté, la guerre froide, c'est du pipi de chat.",['Has implications that go so far beyond national security The cold war seems like a case of the sniffles.'],"Has implications far beyond national security, ...Besides, the Cold War is cat pee.",idiomatic
"Là, c'est tu pipi de chat.","[""This is fuckin' nothin'.""]","There, it&#39;s you cat pee.",idiomatic
Mais c'est du pipi de chat !,['No big deal.'],But it&#39;s cat pee!,idiomatic
"Et ça, c'est du pipi de chat ?","['This, of course, is chopped liver, huh?']",And that&#39;s cat pee?,idiomatic
"Je me démène pour qu'ils soient adoptés, et pleure comme une madeleine quand ils partent.",['I work like fury to get them adopted and then cry like a fool when they go.'],"I fight for them to be adopted, and cry like a madeleine when they leave.",idiomatic
"Oui, je pleurais comme une madeleine, mais j'en ai fini avec les larmes.","[""Yes, I used to weep salt tears about it, but I've done with tears forever, okay?""]","Yes, I cried like a madeleine, but I&#39;m done with the tears.",idiomatic
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.","[""It's starting to rain pretty hard, Jack.""]","I am sure. It&#39;s starting to rain heavily, Jack.",idiomatic
"Cours, il pleut des cordes.","[""Run, it's pouring rain.""]","Run, it&#39;s raining cats and dogs.",idiomatic
Elle ne va plus jamais me reparler si je lui pose un lapin.,"[""She's never gonna talk to me again after standing her up.""]",She&#39;ll never speak to me again if I stand her up.,idiomatic
"Et pour la troisième fois d'affilée, tu m'as posé un lapin.","[""And that's the third time in a row you stood me up.""]","And for the third time in a row, you stood me up.",idiomatic
"Je sais qu'il est ici, et ça me prend la tête.","[""I know that he's over there right now and it's drilling a hole in my brain.""]","I know he&#39;s here, and it&#39;s freaking me out.",idiomatic
Tu me prends la tête quand je bosse là-dessus ?,"[""You come at me when I'm dealing with this shit?""]",Do you bother me when I work on this?,idiomatic
Prends tes cliques et tes claques et va-t'en.,['Pack up your shit and go home.'],Take your clicks and your slaps and leave.,idiomatic
Prendre son courage à deux mains pour dire à Rogelio qu'elle avait fait vœu de chasteté était plus difficile que ce que Xiomara pensait.,['Working up the courage to tell Rogelio about her vow of chastity was proving harder than Xiomara had anticipated.'],Mustering up the courage to tell Rogelio that she had taken a vow of chastity was harder than Xiomara thought.,idiomatic
Mike prit son courage à deux mains pour aller voir son frère.,"[""So Mike sucked it up and went over to his brother's house.""]",Mike mustered up his courage to go see his brother.,idiomatic
Prenez vos jambes à votre cou.,['By all means... run.'],Take your legs to your neck.,idiomatic
- Prends tes jambes à ton cou !,"['Now, run away!']",- Take your legs to your neck!,idiomatic
Elle a pété un câble.,"[""She's kinda freakin' out.""]",She freaked out.,idiomatic
J'ai toujours peur que tu pètes un câble et que tu le tues...,"[""I'm just scared of you going nuts and hurting Uncle Dee.""]",I&#39;m always afraid that you&#39;ll freak out and kill him...,idiomatic
"Oui, mais ce que tu ne réalises pas quand le chat n'est pas là, les souris dansent.","[""Well, what you don't realize is that when the cat's away, the mice will play.""]","Yes, but what you don&#39;t realize when the cat isn&#39;t there, the mice are dancing.",idiomatic
Tu feras ça pour moi quand les poules auront des dents.,"['The day you do this for me, pigs will fly!']",You&#39;ll do this for me when the chickens have teeth.,idiomatic
"Mais, elle sera ravie de vous rappeler, quand les poules auront des dents.","[""But, she'll be happy to return your call, when hell freezes over.""]","But, she will be happy to call you back, when the hens have teeth.",idiomatic
- Je ne suis pas sûr. Il y a quelque chose qui cloche.,"[""-I'm not sure but... something doesn't add up.""]",- I am not sure. There is something wrong.,idiomatic
Il y a quelque chose qui cloche chez moi ?,['Is there something wrong with me?'],Is there something wrong with me?,idiomatic
Tu crois que je raconte des salades ? - C'est ça ?,['Are you calling me a liar?'],Do you think I&#39;m talking shit? - That&#39;s it ?,idiomatic
"Il nous a raconté des salades, puis nous a drogués et enfermés dans un frigo.","['He tells us this crazy story, then he drugs us and locks us in a freezer.']","He told us salads, then drugged us and locked us in a fridge.",idiomatic
Qu'elle ramène sa fraise ici.,['Have her get her ass over here.'],Let her bring her strawberry here.,idiomatic
C'est un peu tard pour que ton vagin ramène sa fraise.,['Bit late in the day for your vagina to chime in.'],It&#39;s a little late for your vagina to bring back its strawberry.,idiomatic
"""Ceux qui rendent l'âme ne se rétablissent jamais.""","['""Those who do die, do never recover. ""']",&quot;Those who give up the ghost never recover.&quot;,idiomatic
"Oui, il vient de rendre l'âme.","['Yeah, he just expired.']","Yes, he just passed away.",idiomatic
"Mais moi, je suis sur le point de rendre l'âme.","[""I'm the one in trouble.""]",But I am about to give up the ghost.,idiomatic
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.","[""Let's get back to our topic, let's talk about your foster parents.""]","Back on topic, let&#39;s talk a bit about your adoptive parents.",idiomatic
"Bien, si l'on pouvais revenir à nos moutons.","['Right, if we could just bring all this to order...']","Well, if we could come back to our sheep.",idiomatic
Ils ont l'air de rouler sur l'or.,['They must be doing very well.'],They seem to be rolling in gold.,idiomatic
"Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or.","['When the public look at me, they see an ambitious, confident woman, destined to rule over millions.']","The public sees in me a woman, ambitious, resolute, predestined to roll on gold.",idiomatic
Nous ne pouvons nous permettre d'être déroutés par un nouveau joueur de flûte dont les intérêts ne sont que de s'en mettre plein les poches.,['We cannot afford to be led astray by a latter-day pied piper whose interests begin and end with lining his own pockets.'],We cannot afford to be confused by a new Pied Piper whose interests are only to line his pockets.,idiomatic
Je veux dire du recel d'armes c'est comme ça qu'ils s' en mettent plein les poches.,"[""Yeah, well, I mean, dealing weapons-- that's how they make the big bucks.""]",I mean harboring weapons is how they line their pockets.,idiomatic
-On va s'envoyer en l'air!,"[""- We're gonna get laid!""]",-We&#39;re going to get laid!,idiomatic
Les gens adoreraient voir ces deux intellos s'envoyer en l'air.,['Come on. People would love to see these two nerds get freaky.'],People would love to see these two nerds get laid.,idiomatic
"Allez, Lois on pourrait s'envoyer en l'air dans le jardin ici.","[""— Come on, Lois Let's get busy, maybe in the garden right here —""]","Come on, Lois, we could get laid in the backyard here.",idiomatic
On ne va pas s'envoyer en l'air dans le lit de ma femme.,"[""I'm not gonna fuck you in my wife's bed.""]",We&#39;re not gonna get laid in my wife&#39;s bed.,idiomatic
Un camion pour remonter le moral des filles qui viennent de se faire larguer.,['A truck that caters to girls who just got dumped.'],A truck to cheer up girls who have just been dumped.,idiomatic
C'est ce que je fais quand je me fais larguer.,"[""That's what I do whenever a guy dumps me.""]",That&#39;s what I do when I get dumped.,idiomatic
Va-t-on se jeter dans la gueule du loup ?,"[""We'll be walking into a trap!""]",Are we going to throw ourselves into the mouth of the wolf?,idiomatic
"Nous on se jette dans la gueule du loup pendant que vous restez là, hors du danger !","[""We're going down... while you all stay up here, out of danger.""]","We throw ourselves into the mouth of the wolf while you stay there, out of danger!",idiomatic
Je me mets sur mon 31 et je vais à un enterrement.,['I put on my best dress... to go to a funeral.'],I put on my 31 and I go to a funeral.,idiomatic
"Il se mettait sur son 31, prenait une valise.","[""He'd get dressed up, pack a suitcase.""]","He put on his 31, took a suitcase.",idiomatic
"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline.","[""Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's.""]","Because it&#39;s not your idea, and Matt is drowning in a glass of water, so it must be Caroline&#39;s.",idiomatic
Cette ville entière se noie dans un verre d'eau.,"[""Whole city's going to hell in a handbasket.""]",This whole town is drowning in a glass of water.,idiomatic
Elle ferait mieux de s'occuper de ses oignons.,['She should tend to her own affairs.'],She better mind her onions.,idiomatic
Dis à ton amant qu'il s'occupe de ses oignons.,['Your lover should stay out of it.'],Tell your lover he minds his business.,idiomatic
Les gens s'occupent de leurs oignons.,['People mind their own business.'],People mind their onions.,idiomatic
J'ai juste pris l'habitude de me serrer la ceinture.,"[""I've just gotten used to packing light.""]",I just got into the habit of tightening my belt.,idiomatic
Les temps sont durs. On doit tous se serrer la ceinture.,"[""Times are tough and we're all having to clamp down.""]",Times are hard. We all have to tighten our belts.,idiomatic
Ça se vend comme des petits pains sur Internet.,"[""They're going crazy on the Internet.""]",It&#39;s selling like hotcakes on the internet.,idiomatic
"Ces brioches ""Loyauté"" se vendent comme des petits pains.","['Those sweet buns marked ""Loyalty"" are selling like hot cakes']",These &quot;Loyalty&quot; buns are selling like hot cakes.,idiomatic
Le livre se vend comme des petits pains.,['The book is selling like hotcakes.'],The book is selling like hotcakes.,idiomatic
"Ça sent le sapin, mec.","['That sucks, dude.']","It smells like fir, man.",idiomatic
"Quand ils sortent, ça sent le sapin.","[""Once they're up, that's it.""]","When they go out, it smells of fir.",idiomatic
Pour notre ami le Bandit Ça sentait le sapin,['And everybody that seen it thought the Bandit was gone'],"For our friend the Bandit, it smelled of fir",idiomatic
"Ça se fait pas sur un coup de tête, réfléchis un peu.","[""People don't do things like that. Just stop and think.""]","It&#39;s not done on a whim, think a little.",idiomatic
On dirait bien que vous n'êtes pas venu ici sur un coup de tête.,"[""I see that you didn't come see us out of some passing emotion.""]",Looks like you didn&#39;t come here on a whim.,idiomatic
J'appelais juste pour vous tenir au courant des nouvelles.,"[""I'm just calling to give you an update.""]",I was just calling to update you on the news.,idiomatic
Histoire que la police nous tienne au courant de l'enquête.,['At least have NYPD keep us in the loop on the investigation.'],History that the police keep us informed of the investigation.,idiomatic
"Non, je ne vais pas tomber dans le panneau pour ça encore.","[""No, I'm not falling for that again.""]","No, I&#39;m not going to fall for that again.",idiomatic
