sent,reference,translation
でも、時々その穴に手を入れ,"But sometimes, he reaches in that hole",But sometimes they put their hands in that hole.
僕のポケットに手を入れて?,Would you mind slipping your hand into my pocket?,"Wait, why don't you put your hand in my pocket?"
手を入れて 携帯を取るんだ,"Get your hands in, get your hands in and get the phone.",Put your hands in the middle. Grab your phone.
君は 言ったね 自分の部屋で窓を開けようとして 手を切ったと,You said that... you cut your hand trying to open a window in your room.,You told me you cut your hand trying to open a window in your room.
- 窓から 手を切らなくても なんとか開けられたよ,Somehow I managed to open it without slicing my hand.,"- You didn't have to cut my hand out the window, but I'm used to it."
その手を切ったのはオレじゃねえ アニキが自分でやったんだ,"I didn't cut off your hand, neither. You did that.",I didn't cut it off. He did it himself.
歌手を加えるのも一案だ,Maybe we should take on a singer.,Wouldn't it be a good idea to add a singer?
頭の後ろ手で両手を合わせて 指を組んで,"Please put your hands behind your head for me, please, lock your fingers.","Put your hands behind your head, interlock your fingers."
手を合わせてくれる?,"Oh! Can you give me five, Marco?",Can you take my hand?
簡単だよ 手を合わせるんだ こんな風に いい?,"It's so easy. Take this hand in my hand. Like this, see?","It's easy. Put your hands together like this, okay?"
タックルするために全部使った 手を回してそいつをタックルするけど...,"All I got to do is tackle him, put my hands around him and tackle him, but...",Every last one I used to tackle it. I'm gonna put my hand on it.
でも、歴史のページの中でごくたまに... ...とんでもない運命が手を差し伸べることがある。,"But in the pages of history, every once in a while, fate reaches out and extends its hand.","But time and again, in the pages of history, there is a great and honorable destiny."
主はその手を広げ あなたを迎え入れます,The Prince of Peace opens his arms to you.,The Lord will spread her hand and welcome you in.
猿の足のように 君の手を 広げて閉じるのが好きだ,"And I love the way your hands open up and close, like monkey paws.",I like to open your hands and close them like a monkey paw.
調べるから両手を広げろ,"You wanna put your arms out to your sides for me, if you would?",Flaten your hands so I can search you.
物を作りたければ 手を汚すものだ,"You want to make things, you got to get your hands dirty.","Now, if you want to make something, get your hands dirty."
外に出て手を汚してもいい,And it's okay to go outside and get your hands dirty.,You can go out there and get your hands dirty.
両手を組んで横たわってた ゾッとしたよ,"She was lying there with her arms crossed, all creepy-like.",I was lying there with my hands crossed. That was creepy.
私達 手を組むべきよ,We should hold hands.,You and I need to work together.
彼女は両手を組んでいた,With her arms crossed.,She's got both hands-folded.
手を結んだまま、,"My hands were still tied behind my back, and I...",You're holding hands.
あいつの足と手を結んで おいておけ、そして先に逃げる それから、警察を呼びその場所を教える,"We'll hog-tie him with duct tape, and we'll dump him out, and hit the road, and I'll call the cops, tell 'em where we left him.","Tie those legs together, and we'll run ahead, and I'll call the police and tell them where she is."
羽を持って生まれたかどうかだ 一生見張ってるつもり?,You're either born with wings or not. _ _,Are you going to keep an eye out for the rest of your life?
足ヒレを持って生まれた!,We were born with flippers.,Born with legs!
全く同じ遺伝子を持って生まれた 2つの生物の違いを研究したくてさ,I need to study the difference between two specimens born into the world with exactly the same genetic material.,I wanted to study the difference between two creatures that were born with exactly the same genes.
日の目を見る為にここへ来た,Came out here for the sunshine.,I came here to see the light of day.
俺を殺すくらい朝飯前か?,Can they kill me before breakfast?,Enough to kill me in the morning?
朝飯前の練習かな,I don't know. A three-hour low-rate technical row before breakfast.,Looking for some practice before breakfast.
多分今日も朝飯前に また誰かを脅した。,He probably threatened someone before breakfast this morning.,Maybe he threatened someone again before breakfast today.
屋根を下ろしてってことか?,Put the top down?,Close the roof?
危険なのは乗客も同じだ しかも人数の桁が違う,So are my passengers. In greater numbers.,"The same passengers might be in danger, but we're way outnumbered."
この件を彼に代わって 棚上げにすることか?,Do you reach things off high shelves for this one?,You want me to put this on the shelf for him?
十分空気が 抜けたと思うが,I think you're aired out enough.,I think we've cleared enough air.
血の気が 抜けちまった。,I have lost a lot of blood.,That's messed up.
喉をまっすぐ ゆっくり慎重に 切り開いている 被害者の瞳から生気が抜けていくのを 観察することができるようにね,"He slits their throats slowly, carefully, so he can watch the life drain out of their eyes.","Her throat's been slit carefully, slowly, so she can observe her vitality slipping out of the eyes of the victim."
普通 空気の取り入れ口は 1つよ 冷たい空気を入れるためには 1つか2つでいい,"There's usually one vent for intake, and then maybe one or two to blow cold air.","Normally, there's only one ceiling vent, one or two fail-safes to your air."
電気を入れてみる。,I got to turn the main power switch back on.,I'm gonna turn the lights on.
新鮮な空気を入れるよ,You want my air? Here. Take mine.,Let's get some fresh air.
全部秘匿されたが 俺は見つけた ケラーは氷山の一角にすぎない,"It was all buried, but I found it, and Keller was just the tip of the iceberg.","They got it all backwards, but I found him. Keller is just the tip of the ice."
〈今日のように 暑い日は―〉 〈機械に油を 注ぐようなもの〉 〈酒の回りも速い〉,Hot day like today too much oil in the machine can cause it to blow a gasket.,"A hot day like today, it's like pouring oil into a machine and it's faster on the bottle."
潤滑油を注ぐためだ,There's always a way to oil everyone's lock.,I think it's used to pour grease.
波に乗るんだ ニューヨーク!,"Surf's up, New York!","Get on the waves, New York!"
最後に彼女を見たのは 3日前だ 夕方 デボンポイントで 波に乗った時だ,I saw Chris three days ago-- sunset patrol at Devon point break.,"The last time I saw her was three days ago, when I was riding the waves at Devon point."
あと1回波に乗ってやめます,I'm gonna catch one last one. Thanks.,One more wave and I'm done.
イエス・キリストの名によって 洗礼を受け...,"Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.",Baptized in Jesus Christ's name...
ビスケイン湾で 洗礼を受ける,He's taking the holy spirit on right there in the waters of the Biscayne Bay.,I'll be baptized in the Bay of Biscaine.
君が留守の間に、私は父から洗礼を受けた,Father consecrated me while you were away.,I was baptized by my father while you were gone.
魔女が家に火を付けた時 私は5歳でした,I was five years old when witches set our house on fire.,"When the witch set our house on fire, I was five years old."
火を付けようぜ,♪ We could start a fire,Let's build a fire.
彼が出たら 葉巻に火を付ける,I will light my cigar when he's coming out.,"When he comes out, I'll light a cigar."
心が熱くなるのを体で感じる,"I'd feel this heat rising inside of me,",I feel my body getting hot.
耳が熱くなり始める 次回に連絡する,I'll be in touch the next time my ear starts burning.,My ears start to get hot. I'll call you.
聞いてくれ 実は 会議中に数回あったんだが 使ってもいない自分の携帯電話が 熱くなるんだ,"Listen, the, um -- the thing is, several times now, in meetings, uh, my phone gets hot even though I haven't used it, you know, like it's been on the whole time,","Listen, I was at a conference a few times, and I didn't use my own phone, and I drank my own phone."
だが 君は... 君は銃に狙いをつけた,But you... you aimed the gun.,But you... you had a shot at the gun.
Cause I'm carefully aimed for the liver 慎重に肝臓に狙いをつけて,First I carefully aim for the liver,Cause I'm carefully Italian for the liver
2インチ高く 狙いをつけられなかったの?,You couldn't have aimed 2 inches higher?,Couldn't hit the target two inches high?
ディグは外で狙いを定めてる,Dig's got a shot lined up outside.,Dig's set her sights outside.
一つの矢の狙いを 定める事ができたのを疑う,I doubt you could aim a single arrow.,I doubt it could control one arrow!
でも 狙いを定めないと,But I have to aim.,But we have to prioritize.
訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ,"It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.","Sometimes an entire trainee's voice is synthesized, other times a two-man band."
(安藤) 今... 切れた電話 吉森先生の声だったような,"The phone got cut off, but the caller sounded like Yoshimori.",I think it was Yoshimori-sensei's voice.
掛けるとスタントン夫人の 生の声ではなく,"Tried reaching Mrs. Stanton by phone, but no one's answering.",It's not Mrs. Stanton's voice.
用を足してくる,I need to send a fax to Cleveland.,I'm gonna go get something else.
男が立ってる,He's right in front of you!,There's a man standing.
驚かすつもりはないが 君の後ろに 変な男が立ってる,"Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.","I'm not trying to scare you, but there's a strange man standing behind you."
よかった どんな反応を すればいいかわからないが いい男になったみたいだ,"Great, I really don't know how to respond to that where I come out looking like a good guy.","Good, 'cause I don't know what to do, but it looks like you're a nice guy."
踊りの師匠のになることも特別なことだ しかし顔のない男になることは― 次元が違う,"To be a dancing master is a special thing, but to be a faceless man-- that is something else entirely.","It's special to be a dancer, but to be the man without a face is a different thing."
そうしたら俺は四半分男になるだけだ,That would make me the Quarterman.,And then I'll be half the man.
目があって気がついたの... ...わたしにとって 意味のある相手だって,"I looked into his eyes, and he looked into mine, and I just felt he had a great deal left to do with his life.",I couldn't help but notice that she meant something to me.
少なくとも 僕はまだ両目がある,"Well, at least I still have my eyes.",At least I still have two eyes.
この目がある,These two eyes... That's it.,I have eyes.
あなたはもう 盲目じゃなくなる,You can't be anymore blind.,You won't be blind anymore.
愛は盲目じゃないけど バカバカしいことは よくある,"Well, love is not blind. It's often pretty stupid.","Love isn't blind, but it's all bollocks."
俺は盲目じゃない,I'm not blind.,I'm not blind.
血が目に入って前が...,I can't see! I got blood in my...,There's blood in my eyes.
(カオル) ライトが目に入っちゃって,The light hit my eye.,The light was in my eye.
太陽が目に入って もっと遠くにいると 勘違いしました,Uh -- the sun was in my eyes and I thought you were a lot further away from me.,I thought the sun was distant.
目に映る唯一の光源は 廊下の窓の光,Gazing at the only light source outside in the corridor.,The only light source I see is the light on the window in the hallway.
目の毒物学 視神経の形態,"""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""","Eye toxicology, optic nerves."
キリストに目を向けなさい リー,"Turns your eyes to Christ, Leigh.","Look to Christ, Lee."
たぶん片目を奪うつもりだ,Probably take out one of her eyes.,Maybe they're going to take his other eye.
すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない,We take your eyes now... and see how long a blind girl can survive in the basement.,Soon I'll take your eyes off a blind woman who can't survive in the basement.
両目を奪われた,They took my eyes.,They took both eyes.
私の目を盗んだ,They took my eyes.,You stole my eyes.
しっかり目を見張るのよ,KEEP YOUR EYES OPEN.,Keep your eyes open.
目を逸らさせる為,"Now if you look here,",I must hide him from you.
目を逸らしちゃいけないの スネイプは瞬きもしなかったわ,"You've got to keep eye contact, and Snape wasn't blinking.",You can't look away. Snape didn't even blink.
朝目を開く瞬間,"Mornings, in the moment I woke up...",The moment you wake up in the morning
目を開いて まだ使えるわ,"You open the eyes, they still work.",Open your eyes. It's still functional.
両目を開いてしっかり見るんだ,"When you're aiming, Casey, always keep both eyes open.",Keep both eyes open and take a good look.
ゲートに穴をあけて 通信を確立するんだ そうしたら設計図が送信できる,You've got to tell them to blow a hole in the shield gate so we can transmit the plans,Make a hole in the gate and find a line of communication so we can transmit the plans.
頭に穴をあけてもう一人死んだかも,"We risk losing another by drilling through his head,",Maybe the other one died with a hole in her head.
我々は敵編隊に穴をあける,We will drill a hole through this swarm!,We get a hole in the enemy squad.
夜中に穴を埋め 建てつづけた,"Worked by night, filled the hole, and kept building.",She buried a hole in the night and kept building.
鉛筆を持ち 太い線を引く それから細い線,"You know, you take a pencil, and you make a dark line... then you make a light line.","You hold a pencil, you draw thick lines, and then one thin lines."
時計台のてっぺんから 電線を引いて 2本の電柱の間に このように張る,"We run industrial-strength electrical cable from the top of the clock tower down, suspending it over the street between these two lampposts.",Pull the wire from the top of the clock to the clock tower and fix it this way between the two casings.
どっちが別名だ 君はお父さんのリストに 線を引いて消した,Which is another name you crossed off your dad's list.,You crossed the line off your father's list.
じゃないと俺は無職だ またモトクロスのレースに戻っちゃう でも犯罪がない世界のためなら全部捨てる,"If it wasn't, I'd be out of a job, but I'd give it up tomorrow to live in a world without crime.","Or I lose my job again, back in Motorolacross, but throw it all away for a world without crime."
まったく罪がない?,Wholly without sin?,Innocent?
- フィル、耳が痛いわ,"- Phil, this hurts my ears.","- Phil, my ears hurt."
気圧の変化で 耳が痛いんです,The altitude's building pressure in her ears.,The barometric change made my ear hurt.
耳が痛い!,My ear!,My ears hurt!
これを耳に入れれば 俺からの指示が聞こえる,"Put this in your ear, you'll be able to hear me talking to you the whole time.","If you listen to this, you'll hear my voice."
これを耳に入れろ,Put this in your ear.,Listen to this.
また舌を耳に入れたのかな,What's wrong? Should I put my tongue in your ear now?,Then maybe he hears his tongue again.
人に ものを聞かせたければ 手で肩を叩いてもダメだ,Wanting people to listen... you can't just... tap them on the shoulder anymore.,"If you want to let people waltz in, you can't hit me in the shoulder."
肩を叩かれた者は―,All the soloists I tapped:,And the girls that beat you in the shoulder.
その後 アシスタントのコーチが来て 僕を捕まえた パパが僕の肩を叩いて車に行った 彼は何も言わずに怒ってたかなんかだった,"Then the assistant coach came and got me, and Dad patted me on the shoulder and then went to the car, and he never told me he was angry or anything.","And then my assistant coach came in and caught me, and my daddy knocked me on the shoulder, and he was mad about it and didn't say anything."
それから ドクに会った 俺が会った中で一番の肩を持った学生だったよ,"Then I saw Doc, college kid with one of the best arms I've ever seen.","Then I met Doc, the best student I've ever met."
- 月を背にする,- Put the moon on our stern.,- Turn the moon back.
決して檻に 背を向けるなよ,Don't ever turn your back to the cage.,Don't turn your back on the cage.
妖精たちもあなたに背を向けてきた,Loving fairies climb down your back,The elves walked away from you.
壁に背を向けて立て,Over against that wall-- now.,Turn around and stand facing the wall.
背中を向けて ゆっくりひざをつけ!,Face your back towards me! Slowly drop down to your knees!,Turn around and get down slowly!
このまま背中を向けて走っていれば 全員ペチャンコになる,"If we keep riding with our backs to it, we'll all get squashed flat!","If we keep going like this, we'll all be pissed."
胸に刻まれていたのは エノク文字だった,The Enochian runes that were carved in his chest --,He had an Enoch alphabet carved into his chest.
♪ 鎖が胸を打つ ♪,♪ my chain hits my chest ♪,♪ And a chain hits my chest ♪
胸を痛めてる,Home. Mother's got a bit of a chest cold.,My chest hurts.
僕たちは 空腹を抱え さらに説教を聞くために ラジューの家に向かった,"So, to fill our bellies with food... and ears with more reprimands, we reached Raju's house","We got hungry, went to Raju's house to listen to a lecture."
覚えてる? ぬり絵の時いつも 舌を出してたの,Do you remember how she used to stick her tongue out when she was coloring?,"Remember, I used to stick my tongue out all the time when I painted."
そしてあなたの舌を出す。,And stick your tongue out.,And pull your tongue out.
つまり 今の時代 舌を出したり 泡を立てたり 目立たなきゃ 始まらないの,"I mean, nowadays you've got to... stick your tongue out or point a foam finger at your hoo-ha to get someone to even notice.","I mean, right now, if you don't stick your tongue out and put bubbles in my face, it will never even start."
いいえ、運転免許を取ったばかりだけど、私が舵を取ってるのよ,"No. I just finished driver's ed. Yes, of course, I can steer a ship.","No, I just got my driver's license, but I'm taking care of it."
君が舵を取って、僕が撃つから,"You steer, I'll shoot.","You take the tiller, I'll take the shot."
この肉体は 花を咲かせる為 これらの骨は 木々の根となる為,This flesh to nurture flowers... these bones to be roots of trees.,"This body is for blooming flowers, and these bones are for the roots of the trees."
ママ いいか・・! ・・お茶にしよう,"Mum, look, how about that tea?","Mommy, listen... let's get some tea."
気が変わるまで お茶にするわ,There's a cup of tea if you change your mind.,I'll have a cup of tea until I change my mind.
お茶にする?,Cup of tea?,Do you want some tea?
棺の蓋を開けろ,Get the lid off that coffin.,Open the coffin.
蓋を開ける,Opening up the door.,I'll open the lid.
血液検査とX線よ いい? 蓋を開けた時 息子は・・,"Blood work and an X-ray first, okay? When you opened it up, was he, uh...","Her blood tests and X-rays, okay?"
まだ血が通うてるのはめっけもんじゃて.,You're lucky your blood's still flowing.,That's just not how much blood.
24時間も血が通ってないんだ,It's been without circulation for 24 hours.,I haven't had blood in 24 hours.
あなたの血が通っている,And your blood runs through her veins.,Your blood runs through his veins.
性病かどうか 血を見れば分かると 本気で思ってんの?,Do you really think that you're gonna be able to tell if you have an STD by looking at your blood?,Do you really think finding his blood will tell us if it's a STD?
女は男より血を見るよ,"Well, girls see more blood than boys.",Women see blood more than men.
何故女の子が血を見たら倒れるんだ?,Why would a girl see blood and collapse?,Why would a girl collapse when she sees blood?
話が分かってない,You don't even understand the offer.,You don't know what you're talking about.
衛星からの熱線映像だ 敵は赤くなってる,Thermal imaging from a satellite. The enemy's in red.,Thermal imaging from the satellite. The enemy's blushing.
全てが赤くなった,"Yeah, everything went red.",Everything is infected.
中の煙が赤くなるのは何か忘れてる時よ,The smoke turns red when you've forgotten something.,When the smoke turns red is when you forget something.
それはあなたに2本の足があって 赤ちゃんも居なかったらの 4時間おきに泣く子を ウォーカーの中には,Back when you had two legs and we didn't have a baby crying for walkers every four hours.,"If you had two legs and no baby, you'd cry every four hours in the walkers."
逃げろ 足があるうちにな,Run while you still have legs.,"Run along now, while there's legs."
健康な足があるだろ?,"You've got healthy young legs, haven't you?",Don't you have a healthy leg?
川に足を入れてみる?,Here. Watch where you put your feet.,Do you want to just stick our feet in the river?
封筒には ウサギの足を入れた,So I put my rabbit's foot in that package.,There's a rabbit's foot in the envelope.
それぞれに足を入れろ エリック,"One for each leg, Eric.","Put your legs into each one, Eric."
私が左足を出したら 右足を引いて,"When I go forward on my left, you're back on your right.","When I pull my left leg, pull your right one."
ボートから手や足を出さず 動物に餌を与えないでください,"Keep your hands and feet inside the boat, and don't feed the animals.",Don't yank your hands or legs off the boat or feed the animals.
前足を出して,Get on your front foot.,All right. Empty your paws.
私たちの足を引っ張って止まった,Stop pulling our legs!,They pulled our legs and stopped.
彼らはあなたの足を 引っ張るだけよ,I'm pretty sure they were pulling your leg.,They're just hauling your legs.
手と足を洗うのは何故,Why do you wash your hands and feet like that?,Why did you wash your hands and feet?
