sent,reference,translation
わざと泣かせる為に 赤ちゃんのお尻を叩くんだ,"Well, they spank all little babies 'cause they're trying to get them to cry.",I'm going to punch the baby's ass in the hopes of making him cry.
見通しのいい場所から 目印の山が 見えるはずさ。,"If we find a better spot, I might be able to see the mountains.",You can see the mountain from a good view.
山が見えたぞ,I lead you to the Mountain.,I see the mountains.
幕が開いてすぐに―,"As soon as that curtain opened,","As soon as the door opens,"
アタシ いつもショーの幕が開く前に タバコを吸うから,I always smoke a cigarette before the first show.,I always smoke before the show even starts.
あなたは多くの配当を得た,It created a dividend in the amount of...,You've earned a lot of money.
後ろを見せろ,Mind showing me what's in back?,Let me see your back.
帰り道に息を吐かないで,Don't exhale on the way out.,Don't breathe on your way home.
息を吐いて,Good. And exhale.,Breathe.
(息を吐く),(exhales),(squeaking)
息を吹き返した ばかりでした,"I mean, I was still just trying to breathe.",I just woke up.
(息を呑む),(GASPS),(squeaking)
(息を呑む) こいつ知ってますよ,(gasps) I know that dude.,I know this guy.
アブ ナジールの写真を渡した時 彼は息を呑んでました ほんの数秒間,When you turned over that picture of Abu Nazir... he stopped breathing for a few seconds.,He was breathing when I gave him a picture of Nazir for only a few seconds.
実際に 殆ど我を忘れてた,"Actually, it mostly missed me.","In fact, I almost forgot myself."
拍手が無かったのはアナタのせいでは,It wasn't your fault that they didn't applaud.,It's not your fault I didn't applause.
遺体には手が無い,The body was missing a hand.,There's nothing we can do about the body.
ソイツらの1人は 手がなかった,Roy: One of the guys was missing a hand.,One of them was out of control.
手が焼けるようで、手を顔に当てた,"Felt a burning sensation on my hands, put my hands up to my face.",I put my hands on my face.
さっき、手にしていた 本の事です,"Struwwelpeter, the book that you had in your hand.",It's about the book I was carrying earlier.
手にしてる石は何?,The stone in your hand. What is it?,What rock are you holding?
- なに? - もし仮に指が 3本しか使えなくて そっちの手もないのよ,If you had these three fingers missing on this hand and that hand missing on that hand...,"- If only you could use three fingers, then you'd have no hands."
手を上げて!,"Hands where I can see them, now!",Put your hands up!
手を上げて 今度は下げて,♪ Hands wave up then come down ♪,Put your hands up. Put your hands down.
くだらないと思ってる人は 手を上げて,Who thinks this is silly? Raise your hand.,"If you think it's stupid, put your hands in the air."
あなたの手を伸ばし。,Reach out your hand.,Give me your hand.
瞬間を捕らえようと 手を伸ばす,♪ Who's reachin' out to capture a moment?,I reach out to catch a moment.
手を伸ばすが、棘(とげ)に刺される 3滴の血が滴り,"Reaching for it, she pricked her finger and three drops of blood fell.","He reaches, but he's been stabbed by a beard, three drops of blood."
でも、時々その穴に手を入れ,"But sometimes, he reaches in that hole",But sometimes I put my hands in that hole.
僕のポケットに手を入れて?,Would you mind slipping your hand into my pocket?,Put your hand in my pocket?
手を入れて 携帯を取るんだ,"Get your hands in, get your hands in and get the phone.",Put your hands in it and take your phone.
君は 言ったね 自分の部屋で窓を開けようとして 手を切ったと,You said that... you cut your hand trying to open a window in your room.,You said you cut your hand to open a window in your room.
- 窓から 手を切らなくても なんとか開けられたよ,Somehow I managed to open it without slicing my hand.,- You didn't have to cut your hand out of the window to get it open.
その手を切ったのはオレじゃねえ アニキが自分でやったんだ,"I didn't cut off your hand, neither. You did that.",I didn't cut that hand. My brother did.
歌手を加えるのも一案だ,Maybe we should take on a singer.,It's a good idea to add a singer.
頭の後ろ手で両手を合わせて 指を組んで,"Please put your hands behind your head for me, please, lock your fingers.","Put your hands behind your head, put your fingers together."
手を合わせてくれる?,"Oh! Can you give me five, Marco?",Can you put your hands together?
簡単だよ 手を合わせるんだ こんな風に いい?,"It's so easy. Take this hand in my hand. Like this, see?","It's easy. Put your hands together, like this, okay?"
タックルするために全部使った 手を回してそいつをタックルするけど...,"All I got to do is tackle him, put my hands around him and tackle him, but...","I've spent all I've got to do to pick it up, and I'm gonna do it with my hands."
でも、歴史のページの中でごくたまに... ...とんでもない運命が手を差し伸べることがある。,"But in the pages of history, every once in a while, fate reaches out and extends its hand.",But sometimes in the pages of history a terrible fate reaches out.
主はその手を広げ あなたを迎え入れます,The Prince of Peace opens his arms to you.,Lord will spread his hand and welcome you.
猿の足のように 君の手を 広げて閉じるのが好きだ,"And I love the way your hands open up and close, like monkey paws.",I like to open your hand and close it like a monkey's leg.
調べるから両手を広げろ,"You wanna put your arms out to your sides for me, if you would?",I want to see what you can do with your hands.
物を作りたければ 手を汚すものだ,"You want to make things, you got to get your hands dirty.","If you want to make something, you have to get your hands dirty."
外に出て手を汚してもいい,And it's okay to go outside and get your hands dirty.,You can go outside and get your hands dirty.
両手を組んで横たわってた ゾッとしたよ,"She was lying there with her arms crossed, all creepy-like.",I was lying there with my hands laid. That was creepy.
私達 手を組むべきよ,We should hold hands.,We have to work together.
彼女は両手を組んでいた,With her arms crossed.,She was holding hands.
手を結んだまま、,"My hands were still tied behind my back, and I...",Keep your hands tied.
あいつの足と手を結んで おいておけ、そして先に逃げる それから、警察を呼びその場所を教える,"We'll hog-tie him with duct tape, and we'll dump him out, and hit the road, and I'll call the cops, tell 'em where we left him.","Put your hands on his legs, leave him alone, and I'll get the hell out of here, and I'll call the police and tell them where they are."
羽を持って生まれたかどうかだ 一生見張ってるつもり?,You're either born with wings or not. _ _,"Either she was born with feathers, or she's gonna keep an eye out for the rest of her life."
足ヒレを持って生まれた!,We were born with flippers.,I was born with a leg!
全く同じ遺伝子を持って生まれた 2つの生物の違いを研究したくてさ,I need to study the difference between two specimens born into the world with exactly the same genetic material.,I was born with the exact same gene to study the difference between two creatures.
日の目を見る為にここへ来た,Came out here for the sunshine.,I came here to see the light of day.
俺を殺すくらい朝飯前か?,Can they kill me before breakfast?,Before you kill me in the morning?
朝飯前の練習かな,I don't know. A three-hour low-rate technical row before breakfast.,Maybe it's just a little practice before breakfast.
多分今日も朝飯前に また誰かを脅した。,He probably threatened someone before breakfast this morning.,Probably threatened someone again before breakfast today.
屋根を下ろしてってことか?,Put the top down?,You want me to put the roof down?
危険なのは乗客も同じだ しかも人数の桁が違う,So are my passengers. In greater numbers.,"It's dangerous for the passengers, too, but it's a different number of people."
この件を彼に代わって 棚上げにすることか?,Do you reach things off high shelves for this one?,You want me to put this on the shelf on behalf of him?
十分空気が 抜けたと思うが,I think you're aired out enough.,I think we've had enough air.
血の気が 抜けちまった。,I have lost a lot of blood.,I feel like I'm out of blood.
喉をまっすぐ ゆっくり慎重に 切り開いている 被害者の瞳から生気が抜けていくのを 観察することができるようにね,"He slits their throats slowly, carefully, so he can watch the life drain out of their eyes.","He's going to cut his throat gently, slowly, so that he can observe the distraction from the victim's eyes."
普通 空気の取り入れ口は 1つよ 冷たい空気を入れるためには 1つか2つでいい,"There's usually one vent for intake, and then maybe one or two to blow cold air.","There's only one way to get some air in, just one or two."
電気を入れてみる。,I got to turn the main power switch back on.,I'll put the electricity in.
新鮮な空気を入れるよ,You want my air? Here. Take mine.,I'll get you some air.
全部秘匿されたが 俺は見つけた ケラーは氷山の一角にすぎない,"It was all buried, but I found it, and Keller was just the tip of the iceberg.","The whole thing was compromised, but I found him. Hell, Heller is just the tip of the iceberg."
〈今日のように 暑い日は―〉 〈機械に油を 注ぐようなもの〉 〈酒の回りも速い〉,Hot day like today too much oil in the machine can cause it to blow a gasket.,"Like today, when it's hot, it's like pouring oil on a machine, and it's like drinking fast."
潤滑油を注ぐためだ,There's always a way to oil everyone's lock.,It's about pouring gasoline.
波に乗るんだ ニューヨーク!,"Surf's up, New York!","Get on the waves, New York!"
最後に彼女を見たのは 3日前だ 夕方 デボンポイントで 波に乗った時だ,I saw Chris three days ago-- sunset patrol at Devon point break.,"The last time I saw her was three days ago, when I was riding a wave at Devon point."
あと1回波に乗ってやめます,I'm gonna catch one last one. Thanks.,One more wave and I'm done.
イエス・キリストの名によって 洗礼を受け...,"Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.",Baptized in the name of Jesus Christ...
ビスケイン湾で 洗礼を受ける,He's taking the holy spirit on right there in the waters of the Biscayne Bay.,I'm going to be baptized in the Bay of Biばin.
君が留守の間に、私は父から洗礼を受けた,Father consecrated me while you were away.,I was baptized by my father while you were away.
魔女が家に火を付けた時 私は5歳でした,I was five years old when witches set our house on fire.,I was five years old when the witches set my house on fire.
火を付けようぜ,♪ We could start a fire,Let's light it up.
彼が出たら 葉巻に火を付ける,I will light my cigar when he's coming out.,"When he comes out, I'll light the cigars."
心が熱くなるのを体で感じる,"I'd feel this heat rising inside of me,",It's like my body feels my heart getting hot.
耳が熱くなり始める 次回に連絡する,I'll be in touch the next time my ear starts burning.,I'll call you next time.
聞いてくれ 実は 会議中に数回あったんだが 使ってもいない自分の携帯電話が 熱くなるんだ,"Listen, the, um -- the thing is, several times now, in meetings, uh, my phone gets hot even though I haven't used it, you know, like it's been on the whole time,","Listen, I was at a conference a few times, but my phone doesn't even turn on itself."
だが 君は... 君は銃に狙いをつけた,But you... you aimed the gun.,But you... you got a target on the gun.
Cause I'm carefully aimed for the liver 慎重に肝臓に狙いをつけて,First I carefully aim for the liver,Cause I'm carefully aimed for the liver
2インチ高く 狙いをつけられなかったの?,You couldn't have aimed 2 inches higher?,You couldn't get a target two inches high?
ディグは外で狙いを定めてる,Dig's got a shot lined up outside.,Dig's got a target on the outside.
一つの矢の狙いを 定める事ができたのを疑う,I doubt you could aim a single arrow.,I doubt you could have set an arrow aim.
でも 狙いを定めないと,But I have to aim.,But we have to set a target.
訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ,"It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.","Sometimes the voices of all the trainees, sometimes they're all the same, and sometimes they're just the two of them, and they're using their servers here."
(安藤) 今... 切れた電話 吉森先生の声だったような,"The phone got cut off, but the caller sounded like Yoshimori.",The call that just went off sounded like Yoshimori Sensei's voice.
掛けるとスタントン夫人の 生の声ではなく,"Tried reaching Mrs. Stanton by phone, but no one's answering.",It's not Mrs. Stanton's voice.
用を足してくる,I need to send a fax to Cleveland.,I'm gonna go get something else.
男が立ってる,He's right in front of you!,There's a man standing there.
驚かすつもりはないが 君の後ろに 変な男が立ってる,"Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.","I don't mean to surprise you, but there's a strange man standing behind you."
よかった どんな反応を すればいいかわからないが いい男になったみたいだ,"Great, I really don't know how to respond to that where I come out looking like a good guy.","Good. I don't know how to react, but he's become a good man."
踊りの師匠のになることも特別なことだ しかし顔のない男になることは― 次元が違う,"To be a dancing master is a special thing, but to be a faceless man-- that is something else entirely.","Being a dancing master is a special thing, but being a man without a face is a different thing."
そうしたら俺は四半分男になるだけだ,That would make me the Quarterman.,And then I'll be a half-man.
目があって気がついたの... ...わたしにとって 意味のある相手だって,"I looked into his eyes, and he looked into mine, and I just felt he had a great deal left to do with his life.",I realized with my eyes that it meant a lot to me.
少なくとも 僕はまだ両目がある,"Well, at least I still have my eyes.",At least I still have two eyes.
この目がある,These two eyes... That's it.,I have these eyes.
あなたはもう 盲目じゃなくなる,You can't be anymore blind.,You won't be blind anymore.
愛は盲目じゃないけど バカバカしいことは よくある,"Well, love is not blind. It's often pretty stupid.","Love isn't blind, but it's not the most ridiculous thing."
俺は盲目じゃない,I'm not blind.,I'm not blind.
血が目に入って前が...,I can't see! I got blood in my...,There's blood in my eyes.
(カオル) ライトが目に入っちゃって,The light hit my eye.,I saw a light.
太陽が目に入って もっと遠くにいると 勘違いしました,Uh -- the sun was in my eyes and I thought you were a lot further away from me.,"I thought the sun was in my eyes, but I thought it was far away."
目に映る唯一の光源は 廊下の窓の光,Gazing at the only light source outside in the corridor.,The only source of light you see is the light from the window in the hallway.
目の毒物学 視神経の形態,"""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""","Eye toxicology, eye nerves."
キリストに目を向けなさい リー,"Turns your eyes to Christ, Leigh.","Look to Christ, Lee."
たぶん片目を奪うつもりだ,Probably take out one of her eyes.,Maybe they're going to take out one eye.
すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない,We take your eyes now... and see how long a blind girl can survive in the basement.,"Soon, a blind woman will not survive in the basement."
両目を奪われた,They took my eyes.,They took both eyes.
私の目を盗んだ,They took my eyes.,You stole my eyes.
しっかり目を見張るのよ,KEEP YOUR EYES OPEN.,Keep your eyes peeled.
目を逸らさせる為,"Now if you look here,",I'm just trying to get him to look away.
目を逸らしちゃいけないの スネイプは瞬きもしなかったわ,"You've got to keep eye contact, and Snape wasn't blinking.",You mustn't look away. Snape didn't even blink.
朝目を開く瞬間,"Mornings, in the moment I woke up...",The moment you open your eyes
目を開いて まだ使えるわ,"You open the eyes, they still work.",Open your eyes. You can still use it.
両目を開いてしっかり見るんだ,"When you're aiming, Casey, always keep both eyes open.",Keep your eyes open and keep your eyes open.
ゲートに穴をあけて 通信を確立するんだ そうしたら設計図が送信できる,You've got to tell them to blow a hole in the shield gate so we can transmit the plans,We need to drill holes in the gates and secure a communication so we can transmit the plans.
頭に穴をあけてもう一人死んだかも,"We risk losing another by drilling through his head,",Maybe the other one died with a hole in his head.
我々は敵編隊に穴をあける,We will drill a hole through this swarm!,We'll blow holes in the enemy squad.
夜中に穴を埋め 建てつづけた,"Worked by night, filled the hole, and kept building.",Buried a hole in the night and kept building.
鉛筆を持ち 太い線を引く それから細い線,"You know, you take a pencil, and you make a dark line... then you make a light line.","He carries a pencil, pulls a thick line, and then there's a thin line."
時計台のてっぺんから 電線を引いて 2本の電柱の間に このように張る,"We run industrial-strength electrical cable from the top of the clock tower down, suspending it over the street between these two lampposts.","Pull the wire from the top of the clock to put it between the two pillars, like this."
どっちが別名だ 君はお父さんのリストに 線を引いて消した,Which is another name you crossed off your dad's list.,You crossed a line on your father's list.
じゃないと俺は無職だ またモトクロスのレースに戻っちゃう でも犯罪がない世界のためなら全部捨てる,"If it wasn't, I'd be out of a job, but I'd give it up tomorrow to live in a world without crime.","Otherwise, I'm out of work and I'm going to go back to being a cop, but I'm throwing away everything in a world where there's no crime."
まったく罪がない?,Wholly without sin?,Not guilty at all?
- フィル、耳が痛いわ,"- Phil, this hurts my ears.","- Phil, my ears hurt."
気圧の変化で 耳が痛いんです,The altitude's building pressure in her ears.,My ears hurt because of the change in pressure.
耳が痛い!,My ear!,My ears hurt!
これを耳に入れれば 俺からの指示が聞こえる,"Put this in your ear, you'll be able to hear me talking to you the whole time.","If you hear this, you'll hear what I'm telling you."
これを耳に入れろ,Put this in your ear.,Listen to this.
また舌を耳に入れたのかな,What's wrong? Should I put my tongue in your ear now?,I wonder if I've heard your tongue again.
人に ものを聞かせたければ 手で肩を叩いてもダメだ,Wanting people to listen... you can't just... tap them on the shoulder anymore.,"If you want people to hear something, you can't hit your shoulders with your hands."
肩を叩かれた者は―,All the soloists I tapped:,The one who was struck in the shoulder...
その後 アシスタントのコーチが来て 僕を捕まえた パパが僕の肩を叩いて車に行った 彼は何も言わずに怒ってたかなんかだった,"Then the assistant coach came and got me, and Dad patted me on the shoulder and then went to the car, and he never told me he was angry or anything.","And then my assistant coach came by and grabbed me, and he went to the car, hit me over the shoulder, and he was angry or something."
それから ドクに会った 俺が会った中で一番の肩を持った学生だったよ,"Then I saw Doc, college kid with one of the best arms I've ever seen.",Then I met Doc. He's the best student I've ever met.
- 月を背にする,- Put the moon on our stern.,- It's backing the moon.
決して檻に 背を向けるなよ,Don't ever turn your back to the cage.,Don't ever turn your back into a cage.
妖精たちもあなたに背を向けてきた,Loving fairies climb down your back,The fairies turned their backs on you.
壁に背を向けて立て,Over against that wall-- now.,Turn your backs on the wall and stand.
背中を向けて ゆっくりひざをつけ!,Face your back towards me! Slowly drop down to your knees!,Turn your backs and get down slowly!
このまま背中を向けて走っていれば 全員ペチャンコになる,"If we keep riding with our backs to it, we'll all get squashed flat!","If we keep going like this with our backs on, we'll all wind up dead."
胸に刻まれていたのは エノク文字だった,The Enochian runes that were carved in his chest --,It was the Enochian into her chest.
♪ 鎖が胸を打つ ♪,♪ my chain hits my chest ♪,♪ The chain hits the chest ♪
胸を痛めてる,Home. Mother's got a bit of a chest cold.,You're hurting my chest.
僕たちは 空腹を抱え さらに説教を聞くために ラジューの家に向かった,"So, to fill our bellies with food... and ears with more reprimands, we reached Raju's house",We went to Raju's house to listen to a sermon.
覚えてる? ぬり絵の時いつも 舌を出してたの,Do you remember how she used to stick her tongue out when she was coloring?,"Remember, I used to use my tongue all the time when I painted?"
そしてあなたの舌を出す。,And stick your tongue out.,And get your tongue out.
つまり 今の時代 舌を出したり 泡を立てたり 目立たなきゃ 始まらないの,"I mean, nowadays you've got to... stick your tongue out or point a foam finger at your hoo-ha to get someone to even notice.","I mean, in these times, you have to put your tongue out, put your bubble out, and get out of the way."
いいえ、運転免許を取ったばかりだけど、私が舵を取ってるのよ,"No. I just finished driver's ed. Yes, of course, I can steer a ship.","No, I just got my driver's license, but I'm taking care of it."
君が舵を取って、僕が撃つから,"You steer, I'll shoot.","You take the wheel, I'll shoot."
この肉体は 花を咲かせる為 これらの骨は 木々の根となる為,This flesh to nurture flowers... these bones to be roots of trees.,These bones are for the flowers to bloom and these bones for the roots of the trees.
ママ いいか・・! ・・お茶にしよう,"Mum, look, how about that tea?","Mom, come on, let's get some tea."
気が変わるまで お茶にするわ,There's a cup of tea if you change your mind.,I'm gonna make some tea till I change my mind.
お茶にする?,Cup of tea?,Do you want some tea?
棺の蓋を開けろ,Get the lid off that coffin.,Open the casket.
蓋を開ける,Opening up the door.,I'm going to open it.
血液検査とX線よ いい? 蓋を開けた時 息子は・・,"Blood work and an X-ray first, okay? When you opened it up, was he, uh...","blood tests and X-rays, okay?"
まだ血が通うてるのはめっけもんじゃて.,You're lucky your blood's still flowing.,It's not like there's still blood.
24時間も血が通ってないんだ,It's been without circulation for 24 hours.,I haven't had blood in 24 hours.
あなたの血が通っている,And your blood runs through her veins.,Your blood runs through it.
性病かどうか 血を見れば分かると 本気で思ってんの?,Do you really think that you're gonna be able to tell if you have an STD by looking at your blood?,Do you really think you could tell from the blood?
女は男より血を見るよ,"Well, girls see more blood than boys.",Women see more blood than men.
何故女の子が血を見たら倒れるんだ?,Why would a girl see blood and collapse?,Why would a girl fall when she sees blood?
話が分かってない,You don't even understand the offer.,You don't know what you're talking about.
衛星からの熱線映像だ 敵は赤くなってる,Thermal imaging from a satellite. The enemy's in red.,Thermal footage from the satellite. The enemy is turning red.
全てが赤くなった,"Yeah, everything went red.",Everything's red.
中の煙が赤くなるのは何か忘れてる時よ,The smoke turns red when you've forgotten something.,It's when the smoke turns red.
それはあなたに2本の足があって 赤ちゃんも居なかったらの 4時間おきに泣く子を ウォーカーの中には,Back when you had two legs and we didn't have a baby crying for walkers every four hours.,"If you had two legs, if you hadn't had a baby, you'd have a baby who cries every four hours inside a walker."
逃げろ 足があるうちにな,Run while you still have legs.,"Run, while you still have your legs."
健康な足があるだろ?,"You've got healthy young legs, haven't you?","You have a healthy leg, right?"
川に足を入れてみる?,Here. Watch where you put your feet.,Do you want to put your feet in the river?
封筒には ウサギの足を入れた,So I put my rabbit's foot in that package.,I put rabbit's legs in the envelope.
それぞれに足を入れろ エリック,"One for each leg, Eric.","Put your legs in each one, Erik."
私が左足を出したら 右足を引いて,"When I go forward on my left, you're back on your right.","When I pull my left leg, pull my right leg."
ボートから手や足を出さず 動物に餌を与えないでください,"Keep your hands and feet inside the boat, and don't feed the animals.",Keep your hands and legs off the boat and don't feed the animals.
前足を出して,Get on your front foot.,Get your legs out of the way.
私たちの足を引っ張って止まった,Stop pulling our legs!,He pulled our legs and stopped.
彼らはあなたの足を 引っ張るだけよ,I'm pretty sure they were pulling your leg.,They'll just pull your legs.
手と足を洗うのは何故,Why do you wash your hands and feet like that?,Why wash your hands and feet?
