source,references,hypothesis,type
それが　癌みたいに主人を 食い荒らしていったの,['It ate him up like a cancer.'],It devoured my master like cancer,literal
人を食うことが 気色悪いのは分かる,"[""I know it's pretty damn weird to eat people.""]",I know eating people is disgusting,literal
人を食う木箱の怪物,['Things coming out of crates and eating people?'],man-eating crate monster,literal
仮面を被っていた,['Said they were masked.'],was wearing a mask,literal
男は仮面を被っていた,['Men wore masks.'],the man wore a mask,literal
彼女との仲を裂き,"[""You just want to scare me so I'll split!""]",break up with her,literal
こんどはその借りを 返してもらうこととしますか,['It holds fair now you return the favour.'],Shall we ask you to return the debt this time?,literal
ラニスターは必ず借りを返す,['The Lannisters pay their debts.'],The Lannisters always pay their debts,literal
信じてないよね？ 借りを返すべき 存在なんて,"[""You don't really think there's someone out there holding my I.O.U.""]","You don&#39;t believe me, do you? An existence that should pay its debts",literal
もう少し先が見える,['Just a little further.'],I can see a little further ahead,literal
行き先が見えてるから,"[""Cause I know where I'd be going.""]",Because I can see my destination,literal
先が見えた,['I see daylight.'],I could see ahead,literal
先を読んで,['Read on.'],read ahead,literal
※冷たくならないって素敵よね。,"['It must be nice, never getting cold.']",*It&#39;s nice not to get cold.,literal
天候が変わって冷たくなった,['The weather has turned cold'],The weather changed and it became cold,literal
何か食べてください 食べ物は冷たくなっています,['Have something to eat. The food is getting cold.'],please eat something the food is getting cold,literal
割に合わない投資は嫌いだ,['I hate bad investments.'],I hate bad investments,literal
割に合うなら良いけど・・ 進んで,['I hope it turns out to be worth the expense.'],"It&#39;s fine if it&#39;s worth it, but go ahead",literal
今すぐ電力を付けなきゃ,"[""We've got to get the power back on now.""]",I need to turn on the power now,literal
[電力を落とす],['[electricity powering down]'],[power down],literal
我々が電力を落としたんです,['We cut your power.'],we cut the power,literal
身動きが取れなかった,['And I was tangled in...'],I couldn&#39;t move,literal
今、2台の車に囲まれて 身動きが取れない,"[""We're about ready to be boxed in by two cars.""]",Now I&#39;m surrounded by two cars and I can&#39;t move,literal
身動きが取れない,"[""They've got us pinned in.""]",unable to move,literal
他の飛行機とは勝手が違うから。,"[""This isn't like other planes.""]",Because it&#39;s different than other planes.,literal
外とは勝手が違うが 心配するな,"[""Don't be alarmed. You will notice that things work differently here.""]","It&#39;s different from outside, but don&#39;t worry",literal
英国とは勝手が違うでしょ？,"[""Yes, well, I'm sure things are very different in England.""]","It&#39;s different from the UK, isn&#39;t it?",literal
至福なるこの飲み物を 口にすれば 煩悩のない 永遠の命を得られる,['One sip of this heavenly brew will give ever-lasting life... free from mortal suffering and desire.'],"If you drink this blissful drink, you will have eternal life free from afflictions.",literal
コーヒーにタバコと コカの葉しか口にしなくて,"[""He's been on a diet of coffee, tobacco, and coca leaves.""]",I only drank tobacco and coca leaves for my coffee,literal
ヒトラーは三千年のドイツ帝国を口にする。 だが、１ヶ月も軍隊を養えない。,"['Hitler speaks of a 1,000-year Reich, but he cannot feed his armies for a month.']","Hitler talks about a 3,000 year old German Empire. But I can&#39;t feed my army for a month.",literal
"口を開いて ""あー""って言って","['Open your mouth. Say, ""Ah.""']",Open your mouth and say &quot;ah&quot;,literal
口を開いたら、,"['If you open your mouth,']",when you open your mouth,literal
その口を開くんだ,['Open your damn mouth.'],open that mouth,literal
右から左,['Right one over the left.'],right to left,literal
レポートによると 右から左への軌道ね,['The directionality on the report showed a right-to-left trajectory.'],"According to reports, it&#39;s a right-to-left trajectory.",literal
"姓も名もない""ドクター""だ　いつの時代も","['No first name, no last name, just the Doctor. Always the Doctor.']","A &quot;Doctor&quot; with no surname or name, no matter what era",literal
名もなき者,['You have no name.'],nameless,literal
以前　彼らはあなたを 名もなき男と呼んでいた,['They used to call you the Man with No Name.'],They used to call you a man without a name.,literal
イサドラ・ダンカンから名を取った 84カラットのダイヤだよ,"['84 carats, named for Isadora Duncan.']",An 84 carat diamond named after Isadora Duncan.,literal
やり方を心得ていれば 新しい名を取るより大変ではない,['No harder than taking a new name if you know the way.'],It&#39;s not harder than taking a new name if you know how,literal
トーマスと名付けたいわ 祖父の名を取って,['I want to name him Thomas after my grandfather.'],"I&#39;d like to name him Thomas, after my grandfather&#39;s name.",literal
"""木も成長するときに軟らかく－"" ""渇き固くなるのは死ぬときなのだ""","[""When a tree is growing, it's tender and fragile, but when it's dry and hard, it dies.""]",&quot;A tree softens as it grows&quot;,literal
手足が動かせなくなり 筋肉がセメントのように 固くなり 静脈が氷のように感じる,"['You lose control over your limbs, the muscles harden into cement, and it feels like ice in your veins.']","Limbs can&#39;t move, muscles hard as cement, veins feel like ice",literal
呼び鈴が 固くなったでしょ?,['Then why did your doorbells get so hard?'],Did the doorbell get stiff?,literal
数千人の超人が地に落ちて どこから手をつければ良いやら,"['Thousands of superpowered dicks touching down, and we got no idea where to start.']",Thousands of superhumans fall to the ground Where should I start,literal
旗は遂に地に落ちた,['The banner toppled and fell to the Earth'],The flag finally fell to the ground,literal
魔法使いが地下に潜る前 まだ魔女狩りがあったころ,"['It was before wizards went underground, when we were still being hunted by Muggles.']","Before the wizards went underground, when there were still witch hunts",literal
山は越えられん 地下に潜ろう,['We cannot pass over a mountain. Let us go under it.'],"We can&#39;t climb mountains, let&#39;s go underground",literal
そいつが地下に潜ったんだ,['And it dove down there. Down underground.'],It went underground,literal
お前たちが勝手に壁を作って自分のものにしたんだ,['You lot came along and just put up a big wall and said it was yours.'],You guys made a wall on your own and made it your own,literal
我らの先祖がギリシャから 運ばれた石でこの壁を作った,"['Our ancestors built this wall, using ancient stones from the bosom of Greece herself.']",Our ancestors built this wall out of stones brought from Greece.,literal
父親は 遮断壁を作って 外で死んだそうだ,"['He died outside, when he was making the barrier.']",I heard my father built a barrier and died outside.,literal
"""良い実を結ばぬ木は、どんな木でも 切り倒され、火に投げ込まれる""","['""every tree that no bringeth forth good fruit is hewn down and cast into the fire.""']",&quot;Any tree that does not bear good fruit is cut down and thrown into the fire&quot;,literal
私たちの花が咲く... そして我々は実を結ぶ。,['Our flowers blossom... and we bear fruit.'],Our flowers bloom...and we bear fruit.,literal
"いのちの木があり １２種の実を結び その実は毎月実っていた ""","['""which bears 12 manner of fruit and yielded her fruit every month.""']","There was a tree of life, and it bore twelve kinds of fruit, and its fruit grew every month.&quot;",literal
- テレルはお尻を叩かれてる,"[""- Terrell is gettin' his ass beat.""]",- Terrell gets spanked,literal
私のお尻を叩いた？,['And then they spanked me?'],did you hit my butt?,literal
わざと泣かせる為に 赤ちゃんのお尻を叩くんだ,"[""Well, they spank all little babies 'cause they're trying to get them to cry.""]",Slap your baby on the bottom to make him cry,literal
見通しのいい場所から 目印の山が　見えるはずさ。,"['If we find a better spot, I might be able to see the mountains.']",You should be able to see the landmark mountain from a vantage point.,literal
山が見えたぞ,['I lead you to the Mountain.'],I saw a mountain,literal
幕が開いてすぐに―,"['As soon as that curtain opened,']",As soon as the curtain opens-,literal
アタシ　いつもショーの幕が開く前に タバコを吸うから,['I always smoke a cigarette before the first show.'],Because I always smoke before the show starts,literal
あなたは多くの配当を得た,['It created a dividend in the amount of...'],you got a lot of dividends,literal
後ろを見せろ,"[""Mind showing me what's in back?""]",show me your back,literal
帰り道に息を吐かないで,"[""Don't exhale on the way out.""]",don&#39;t hold your breath on the way home,literal
息を吐いて,['Good. And exhale.'],exhale,literal
（息を吐く）,['(exhales)'],(take a breath),literal
息を吹き返した ばかりでした,"['I mean, I was still just trying to breathe.']",I just got my breath back,literal
（息を呑む）,['(GASPS)'],(gasps),literal
(息を呑む) こいつ知ってますよ,['(gasps) I know that dude.'],(gasps) I know this guy,literal
アブ ナジールの写真を渡した時 彼は息を呑んでました ほんの数秒間,['When you turned over that picture of Abu Nazir... he stopped breathing for a few seconds.'],"When I gave him a picture of Abu Nazir, he gasped for just a few seconds.",literal
実際に　殆ど我を忘れてた,"['Actually, it mostly missed me.']",I almost lost myself in fact,literal
拍手が無かったのはアナタのせいでは,"[""It wasn't your fault that they didn't applaud.""]",It&#39;s your fault that there was no applause,literal
遺体には手が無い,['The body was missing a hand.'],corpses have no hands,literal
ソイツらの1人は 手がなかった,['Roy: One of the guys was missing a hand.'],One of them had no hands,literal
手が焼けるようで、手を顔に当てた,"['Felt a burning sensation on my hands, put my hands up to my face.']","My hand felt like it was burning, so I put my hand on my face",literal
さっき、手にしていた 本の事です,"['Struwwelpeter, the book that you had in your hand.']",It&#39;s about the book I was holding in my hand a while ago.,literal
手にしてる石は何？,['The stone in your hand. What is it?'],what stone do you have?,literal
- なに？ - もし仮に指が　3本しか使えなくて そっちの手もないのよ,['If you had these three fingers missing on this hand and that hand missing on that hand...'],- what? - If you can only use 3 fingers and you don&#39;t have that hand,literal
手を上げて！,"['Hands where I can see them, now!']",Raise the hand!,literal
手を上げて　今度は下げて,['♪ Hands wave up then come down ♪'],Raise your hand and lower it this time,literal
くだらないと思ってる人は 手を上げて,['Who thinks this is silly? Raise your hand.'],Raise your hand if you think it&#39;s silly,literal
あなたの手を伸ばし。,['Reach out your hand.'],reach out your hand,literal
瞬間を捕らえようと 手を伸ばす,"[""♪ Who's reachin' out to capture a moment?""]",Reaching out to catch the moment,literal
手を伸ばすが、棘（とげ）に刺される 3滴の血が滴り,"['Reaching for it, she pricked her finger and three drops of blood fell.']","I reach out, but a thorn pricks me, and three drops of blood drip",literal
でも、時々その穴に手を入れ,"['But sometimes, he reaches in that hole']",But sometimes I put my hand in that hole,literal
僕のポケットに手を入れて?,['Would you mind slipping your hand into my pocket?'],put your hand in my pocket,literal
手を入れて 携帯を取るんだ,"['Get your hands in, get your hands in and get the phone.']",put your hand in and take your phone,literal
君は　言ったね 自分の部屋で窓を開けようとして 手を切ったと,['You said that... you cut your hand trying to open a window in your room.'],You said you cut your hand trying to open the window in your room,literal
- 窓から 手を切らなくても なんとか開けられたよ,['Somehow I managed to open it without slicing my hand.'],- I managed to open the window without cutting my hand.,literal
その手を切ったのはオレじゃねえ アニキが自分でやったんだ,"[""I didn't cut off your hand, neither. You did that.""]","It wasn&#39;t me who cut that hand, Aniki did it himself",literal
歌手を加えるのも一案だ,['Maybe we should take on a singer.'],Adding a singer is also a good idea.,literal
頭の後ろ手で両手を合わせて 指を組んで,"['Please put your hands behind your head for me, please, lock your fingers.']",Put your hands behind your head and put your fingers together,literal
手を合わせてくれる？,"['Oh! Can you give me five, Marco?']",Can you put your hands together?,literal
簡単だよ　手を合わせるんだ こんな風に　いい?,"[""It's so easy. Take this hand in my hand. Like this, see?""]","It&#39;s easy, put your hands together like this, okay?",literal
タックルするために全部使った 手を回してそいつをタックルするけど...,"['All I got to do is tackle him, put my hands around him and tackle him, but...']","I used it all to tackle him, I turn my hand to tackle him, but...",literal
でも、歴史のページの中でごくたまに... ...とんでもない運命が手を差し伸べることがある。,"['But in the pages of history, every once in a while, fate reaches out and extends its hand.']",But once in a while in the pages of history... ...a terrible fate reaches out.,literal
主はその手を広げ あなたを迎え入れます,['The Prince of Peace opens his arms to you.'],The Lord will open his hand to welcome you,literal
猿の足のように　君の手を 広げて閉じるのが好きだ,"['And I love the way your hands open up and close, like monkey paws.']",I like to spread and close your hands like monkey feet,literal
調べるから両手を広げろ,"['You wanna put your arms out to your sides for me, if you would?']","I&#39;ll check it out, so open your hands",literal
物を作りたければ 手を汚すものだ,"['You want to make things, you got to get your hands dirty.']","If you want to make things, you gotta get your hands dirty",literal
外に出て手を汚してもいい,"[""And it's okay to go outside and get your hands dirty.""]",You can go out and get your hands dirty,literal
両手を組んで横たわってた ゾッとしたよ,"['She was lying there with her arms crossed, all creepy-like.']","I was lying with my hands folded, I was horrified",literal
私達　手を組むべきよ,['We should hold hands.'],we should join hands,literal
彼女は両手を組んでいた,['With her arms crossed.'],she folded her hands,literal
手を結んだまま、,"['My hands were still tied behind my back, and I...']",With our hands tied,literal
あいつの足と手を結んで おいておけ、そして先に逃げる それから、警察を呼びその場所を教える,"[""We'll hog-tie him with duct tape, and we'll dump him out, and hit the road, and I'll call the cops, tell 'em where we left him.""]",Keep his hands and feet tied and run away first Then call the police and tell them where they are,literal
羽を持って生まれたかどうかだ 一生見張ってるつもり？,"[""You're either born with wings or not. _ _""]",Was I born with wings?,literal
足ヒレを持って生まれた！,['We were born with flippers.'],Born with fins!,literal
全く同じ遺伝子を持って生まれた ２つの生物の違いを研究したくてさ,['I need to study the difference between two specimens born into the world with exactly the same genetic material.'],I wanted to study the differences between two organisms born with exactly the same genes.,literal
日の目を見る為にここへ来た,['Came out here for the sunshine.'],came here to see the light of day,literal
俺を殺すくらい朝飯前か？,['Can they kill me before breakfast?'],Is it too early to kill me?,literal
朝飯前の練習かな,"[""I don't know. A three-hour low-rate technical row before breakfast.""]",practice before breakfast,literal
多分今日も朝飯前に また誰かを脅した。,['He probably threatened someone before breakfast this morning.'],I probably threatened someone before breakfast again today.,literal
屋根を下ろしてってことか?,['Put the top down?'],You mean take the roof down?,literal
危険なのは乗客も同じだ しかも人数の桁が違う,['So are my passengers. In greater numbers.'],"The danger is the same for the passengers, and the number of people is different",literal
この件を彼に代わって　棚上げにすることか？,['Do you reach things off high shelves for this one?'],Shelving this matter for him?,literal
十分空気が 抜けたと思うが,"[""I think you're aired out enough.""]",I think I&#39;ve let enough air out.,literal
血の気が　抜けちまった。,['I have lost a lot of blood.'],I&#39;ve run out of blood.,literal
喉をまっすぐ　ゆっくり慎重に 切り開いている 被害者の瞳から生気が抜けていくのを 観察することができるようにね,"['He slits their throats slowly, carefully, so he can watch the life drain out of their eyes.']",Slowly and carefully opening the throat straight so that you can observe the life draining from the victim&#39;s eyes.,literal
普通　空気の取り入れ口は　１つよ 冷たい空気を入れるためには １つか２つでいい,"[""There's usually one vent for intake, and then maybe one or two to blow cold air.""]","Normally you have one air intake, one or two for cool air.",literal
電気を入れてみる。,['I got to turn the main power switch back on.'],Try turning it on.,literal
新鮮な空気を入れるよ,['You want my air? Here. Take mine.'],let&#39;s get some fresh air,literal
全部秘匿されたが 俺は見つけた ケラーは氷山の一角にすぎない,"['It was all buried, but I found it, and Keller was just the tip of the iceberg.']","It&#39;s all hidden, but I found it, Keller&#39;s just the tip of the iceberg.",literal
〈今日のように 暑い日は―〉 〈機械に油を 注ぐようなもの〉 〈酒の回りも速い〉,['Hot day like today too much oil in the machine can cause it to blow a gasket.'],&lt;On a hot day like today-&gt; &lt;It&#39;s like pouring oil into a machine&gt; &lt;Alcohol circulates quickly&gt;,literal
潤滑油を注ぐためだ,"[""There's always a way to oil everyone's lock.""]",It&#39;s for lubricating,literal
波に乗るんだ ニューヨーク！,"[""Surf's up, New York!""]","Ride the waves, New York!",literal
最後に彼女を見たのは 3日前だ 夕方 デボンポイントで 波に乗った時だ,['I saw Chris three days ago-- sunset patrol at Devon point break.'],The last time I saw her was three days ago when I was catching a wave at Devon Point in the evening.,literal
あと１回波に乗ってやめます,"[""I'm gonna catch one last one. Thanks.""]",I&#39;ll ride the wave one more time and stop,literal
イエス・キリストの名によって 洗礼を受け...,"['Ye have prayed that our Lord, Jesus Christ, would vouchsafe to receive her.']",Baptized in the name of Jesus Christ...,literal
ビスケイン湾で 洗礼を受ける,"[""He's taking the holy spirit on right there in the waters of the Biscayne Bay.""]",Baptized in Biscayne Bay,literal
君が留守の間に、私は父から洗礼を受けた,['Father consecrated me while you were away.'],I was baptized by my father while you were away.,literal
魔女が家に火を付けた時 私は5歳でした,['I was five years old when witches set our house on fire.'],I was five years old when the witch set the house on fire.,literal
火を付けようぜ,['♪ We could start a fire'],let&#39;s light the fire,literal
彼が出たら　葉巻に火を付ける,"[""I will light my cigar when he's coming out.""]",Light a cigar when he comes out,literal
心が熱くなるのを体で感じる,"[""I'd feel this heat rising inside of me,""]",I feel my heart heat up,literal
耳が熱くなり始める 次回に連絡する,"[""I'll be in touch the next time my ear starts burning.""]",My ears start to get hot I&#39;ll call you next time,literal
聞いてくれ　実は 会議中に数回あったんだが 使ってもいない自分の携帯電話が 熱くなるんだ,"[""Listen, the, um -- the thing is, several times now, in meetings, uh, my phone gets hot even though I haven't used it, you know, like it's been on the whole time,""]","Listen, it actually happened a few times during a meeting that my cell phone got hot when I wasn&#39;t even using it.",literal
だが　君は... 君は銃に狙いをつけた,['But you... you aimed the gun.'],But you... you aimed your gun,literal
Cause I'm carefully aimed for the liver 慎重に肝臓に狙いをつけて,['First I carefully aim for the liver'],Cause I&#39;m carefully aimed for the liver,literal
2インチ高く 狙いをつけられなかったの？,"[""You couldn't have aimed 2 inches higher?""]",You couldn&#39;t aim two inches higher?,literal
ディグは外で狙いを定めてる,"[""Dig's got a shot lined up outside.""]",Digg is taking aim outside,literal
一つの矢の狙いを 定める事ができたのを疑う,['I doubt you could aim a single arrow.'],I doubt that I was able to set the target of one arrow.,literal
でも　狙いを定めないと,['But I have to aim.'],But if you don&#39;t set your sights,literal
訓練生の声が 合成されてる 全員の場合もあるし 2人だけの時もある 合成には ここのサーバーを使ってるわ,"[""It's our voices braided together, sometimes all of us, sometimes two of us, and they're running through a server here inside this building.""]","The voices of the trainees are synthesized. Sometimes it&#39;s all of them, sometimes it&#39;s just the two of us. We use our server for the synthesis.",literal
（安藤） 今... 切れた電話 吉森先生の声だったような,"['The phone got cut off, but the caller sounded like Yoshimori.']","(Ando) Just now... the phone has hung up, it seems like it was Yoshimori-sensei&#39;s voice",literal
掛けるとスタントン夫人の 生の声ではなく,"[""Tried reaching Mrs. Stanton by phone, but no one's answering.""]","When you hang it, it&#39;s not Mrs. Stanton&#39;s real voice.",literal
用を足してくる,['I need to send a fax to Cleveland.'],come to need,literal
男が立ってる,"[""He's right in front of you!""]",a man is standing,literal
驚かすつもりはないが 君の後ろに 変な男が立ってる,"[""Um, I don't want to alarm you right now, but there's a fucking creepy dude standing right behind you.""]","I don&#39;t mean to surprise you, but there&#39;s a strange man standing behind you.",literal
よかった　どんな反応を すればいいかわからないが いい男になったみたいだ,"[""Great, I really don't know how to respond to that where I come out looking like a good guy.""]","I&#39;m glad I don&#39;t know how to react, but he seems to have become a good man.",literal
踊りの師匠のになることも特別なことだ しかし顔のない男になることは― 次元が違う,"['To be a dancing master is a special thing, but to be a faceless man-- that is something else entirely.']","Becoming a dance master is special, but being a faceless man is a different dimension.",literal
そうしたら俺は四半分男になるだけだ,['That would make me the Quarterman.'],Then I&#39;ll just be a quarter man,literal
目があって気がついたの... ...わたしにとって 意味のある相手だって,"['I looked into his eyes, and he looked into mine, and I just felt he had a great deal left to do with his life.']",I realized it was because of his eyes... ...that he means something to me,literal
少なくとも　僕はまだ両目がある,"['Well, at least I still have my eyes.']",at least i still have two eyes,literal
この目がある,"[""These two eyes... That's it.""]",I have this eye,literal
あなたはもう 盲目じゃなくなる,"[""You can't be anymore blind.""]",you are no longer blind,literal
愛は盲目じゃないけど バカバカしいことは　よくある,"[""Well, love is not blind. It's often pretty stupid.""]","Love isn&#39;t blind, but it&#39;s often silly",literal
俺は盲目じゃない,"[""I'm not blind.""]",i&#39;m not blind,literal
血が目に入って前が...,"[""I can't see! I got blood in my...""]",Blood in my eyes and the front...,literal
（カオル） ライトが目に入っちゃって,['The light hit my eye.'],(Kaoru) The light got into my eyes,literal
太陽が目に入って もっと遠くにいると 勘違いしました,['Uh -- the sun was in my eyes and I thought you were a lot further away from me.'],"When the sun came into my eyes, I mistakenly thought it was farther away.",literal
目に映る唯一の光源は 廊下の窓の光,['Gazing at the only light source outside in the corridor.'],The only light source I see is the light from the corridor window,literal
目の毒物学 視神経の形態,"['""Toxicology of the Eye."" ""Morphology of the Optic Nerve.""']",Toxicology of the eye. Morphology of the optic nerve.,literal
キリストに目を向けなさい　リー,"['Turns your eyes to Christ, Leigh.']",Look to Christ Lee,literal
たぶん片目を奪うつもりだ,['Probably take out one of her eyes.'],Maybe I&#39;m going to steal one eye,literal
すぐに、君の目を奪う 盲目の女が地下で 生存することは出来ない,['We take your eyes now... and see how long a blind girl can survive in the basement.'],I&#39;ll take your eyes off you soon Blind women can&#39;t survive underground,literal
両目を奪われた,['They took my eyes.'],deprived of both eyes,literal
私の目を盗んだ,['They took my eyes.'],stole my eyes,literal
しっかり目を見張るのよ,['KEEP YOUR EYES OPEN.'],Keep your eyes open,literal
目を逸らさせる為,"['Now if you look here,']",to turn a blind eye,literal
目を逸らしちゃいけないの スネイプは瞬きもしなかったわ,"[""You've got to keep eye contact, and Snape wasn't blinking.""]","Don&#39;t look away, Snape didn&#39;t even blink",literal
朝目を開く瞬間,"['Mornings, in the moment I woke up...']",The moment you open your eyes in the morning,literal
目を開いて　まだ使えるわ,"['You open the eyes, they still work.']",I can still use it with my eyes open,literal
両目を開いてしっかり見るんだ,"[""When you're aiming, Casey, always keep both eyes open.""]",Open your eyes and see,literal
ゲートに穴をあけて 通信を確立するんだ そうしたら設計図が送信できる,"[""You've got to tell them to blow a hole in the shield gate so we can transmit the plans""]","We&#39;ll punch a hole in the gate, establish communication, and then we can send the blueprints.",literal
頭に穴をあけてもう一人死んだかも,"['We risk losing another by drilling through his head,']",Another person may have died from a hole in the head,literal
我々は敵編隊に穴をあける,['We will drill a hole through this swarm!'],we pierce the enemy formation,literal
夜中に穴を埋め 建てつづけた,"['Worked by night, filled the hole, and kept building.']",I filled the hole in the middle of the night and continued to build,literal
鉛筆を持ち　太い線を引く それから細い線,"['You know, you take a pencil, and you make a dark line... then you make a light line.']","Take a pencil and draw a thick line, then a thin line",literal
時計台のてっぺんから 電線を引いて 2本の電柱の間に このように張る,"['We run industrial-strength electrical cable from the top of the clock tower down, suspending it over the street between these two lampposts.']",Pull a wire from the top of the clock tower and stretch it between the two utility poles like this,literal
どっちが別名だ 君はお父さんのリストに 線を引いて消した,"[""Which is another name you crossed off your dad's list.""]",Which is your alias? You crossed out your father&#39;s list.,literal
じゃないと俺は無職だ またモトクロスのレースに戻っちゃう でも犯罪がない世界のためなら全部捨てる,"[""If it wasn't, I'd be out of a job, but I'd give it up tomorrow to live in a world without crime.""]",Or I&#39;m unemployed I&#39;m going back to racing motocross But I&#39;m throwing it all away for a world without crime,literal
まったく罪がない？,['Wholly without sin?'],Not guilty at all?,literal
- フィル、耳が痛いわ,"['- Phil, this hurts my ears.']","- Phil, my ears hurt.",literal
気圧の変化で 耳が痛いんです,"[""The altitude's building pressure in her ears.""]",My ears hurt because of the change in air pressure.,literal
耳が痛い！,['My ear!'],My ears hurt!,literal
これを耳に入れれば 俺からの指示が聞こえる,"[""Put this in your ear, you'll be able to hear me talking to you the whole time.""]","If you put this in your ear, you&#39;ll hear instructions from me",literal
これを耳に入れろ,['Put this in your ear.'],put this in your ear,literal
また舌を耳に入れたのかな,"[""What's wrong? Should I put my tongue in your ear now?""]",I wonder if I put my tongue in my ear again,literal
人に　ものを聞かせたければ 手で肩を叩いてもダメだ,"[""Wanting people to listen... you can't just... tap them on the shoulder anymore.""]","If you want people to listen to you, you can&#39;t tap them on the shoulder.",literal
肩を叩かれた者は―,['All the soloists I tapped:'],Those who were tapped on the shoulder—,literal
その後　アシスタントのコーチが来て 僕を捕まえた パパが僕の肩を叩いて車に行った 彼は何も言わずに怒ってたかなんかだった,"['Then the assistant coach came and got me, and Dad patted me on the shoulder and then went to the car, and he never told me he was angry or anything.']",Then my assistant coach came and grabbed me Papa tapped me on the shoulder and went to the car He didn&#39;t say a word and he was kind of angry,literal
それから　ドクに会った 俺が会った中で一番の肩を持った学生だったよ,"[""Then I saw Doc, college kid with one of the best arms I've ever seen.""]","And then I met Doc, the smartest student I&#39;ve ever met.",literal
- 月を背にする,['- Put the moon on our stern.'],- back to the moon,literal
決して檻に 背を向けるなよ,"[""Don't ever turn your back to the cage.""]",Never turn your back on the cage,literal
妖精たちもあなたに背を向けてきた,['Loving fairies climb down your back'],Even the fairies have turned their backs on you,literal
壁に背を向けて立て,['Over against that wall-- now.'],stand with your back against the wall,literal
背中を向けて ゆっくりひざをつけ！,['Face your back towards me! Slowly drop down to your knees!'],Turn your back and slowly kneel down!,literal
このまま背中を向けて走っていれば 全員ペチャンコになる,"[""If we keep riding with our backs to it, we'll all get squashed flat!""]","If we keep running with our backs turned, we&#39;ll all be flat",literal
胸に刻まれていたのは エノク文字だった,['The Enochian runes that were carved in his chest --'],Enochian letters were engraved on the chest,literal
♪　鎖が胸を打つ　♪,['♪ my chain hits my chest ♪'],♪ Chains hit my chest ♪,literal
胸を痛めてる,"[""Home. Mother's got a bit of a chest cold.""]",my chest hurts,literal
僕たちは 空腹を抱え さらに説教を聞くために ラジューの家に向かった,"[""So, to fill our bellies with food... and ears with more reprimands, we reached Raju's house""]",We went to Raju&#39;s house with hunger to hear more sermons.,literal
覚えてる？ ぬり絵の時いつも 舌を出してたの,['Do you remember how she used to stick her tongue out when she was coloring?'],remember? I used to stick my tongue out when I was coloring,literal
そしてあなたの舌を出す。,['And stick your tongue out.'],and stick out your tongue.,literal
