source,references,hypothesis,type
奴を見て... 奴の 大きくて かわいい目を見て... 答えてくれよ,"['Look into his eyes those big, pretty eyes and tell me yes or no.']","Look at him... Look at his big, pretty eyes... Answer me",idiomatic
まわりの連中は　いい迷惑だな 自分が間違ってることを 君は決して認めない,"['You know, it must be very difficult for people around you, the fact you can never admit to being wrong.']",People around you are such a nuisance You never admit you&#39;re wrong,idiomatic
患者さん　いい迷惑だな。,['What a nuisance it must be for the patient.'],"Patient, that&#39;s a big nuisance.",idiomatic
彼はいい顔をしないわ,"[""I'd tell him myself, but he wouldn't understand.""]",he doesn&#39;t look good,idiomatic
いい子になるのも・・,['I was free.'],Be a good boy...,idiomatic
あなたは走り続けた　スー いい子になりたくてね 大学生になるのを夢見て そして理想のボーイフレンドと 素晴らしいプロムを,"[""You kept running, Sue, little Suze, because you've been dreaming about senior year and the perfect boyfriend and the perfect prom your whole goddamned life.""]","You kept running, Sue, wanting to be a good girl, dreaming of college, and a perfect boyfriend, and a great prom.",idiomatic
では いい子になるのよ,"['Now remember, Pinocchio, be a good boy.']",Then be a good boy,idiomatic
問題児だったけど― いざという時は勇敢だった,"['He was a real handful... but when it came down to it, he was very brave.']","I was a problem child, but I was brave when it came down to it.",idiomatic
いざという時が来たら― 君はどのくらいで ラボを引き継げるかな,"['If push came to shove, I was wondering how soon you might be able to take over the lab yourself.']",When the time comes- how soon will you be able to take over the lab?,idiomatic
いざという時　やり返す,"[""I'm going out like I came in: screaming and kicking.""]",when the time comes,idiomatic
おじゃんになった,"['Mm. Now, that blows.']",I became an old man,idiomatic
ほぉ　お世辞でも嬉しいな,"[""Whoa. Well, I'm flattered.""]",I&#39;m happy to be flattered,idiomatic
お先真っ暗だな 勝手にやってろ,"[""'Cause you just blew the best thing you had going for you.""]","It&#39;s dark ahead, do whatever you want",idiomatic
- お安い御用,"[""- You're welcome.""]",- Easy task,idiomatic
あなたが勝って― お山の大将になったら―,"[""And once you've won, once you're king of the mountain,""]",If you win and become the captain of the mountain,idiomatic
お手の物ね,"[""You're so good with him.""]",it&#39;s your thing,idiomatic
反対尋問で陪審員は 銃はお手の物だった事が判りますし,['So on cross-examination the jury could hear about how well he handled a gun?'],"On cross-examination, the jury finds that guns were a no-brainer.",idiomatic
お手上げね,['Allergies. Nothing you can do.'],Hands up,idiomatic
お手上げだよ,['I wish to hell we did.'],Hands up,idiomatic
あぁ　基本的なことはね 君にはお手上げだろ,"['Yeah, I got the basics. Wow. You are so in over your head.']","Oh, the basics, you can&#39;t help it",idiomatic
とんだところでお目に掛かったな,"[""- It's great to see you, Leslie!""]",I saw you in the middle of nowhere,idiomatic
すこし戸惑われたかもしれませんが お目に掛かれて大変光栄です,"[""I'm very pleased, if slightly puzzled, to make your acquaintance.""]","You may have been a little confused, but it&#39;s a great honor to meet you.",idiomatic
礼はする、またお目に掛かろう 近いうちにな,"[""I'm gonna make a problem for you. I'm gonna be seeing you again, real soon.""]","Thank you, see you soon",idiomatic
私たちにお誂え向きの仕事だわ,"[""So we've got our work cut out for us.""]",It&#39;s a custom job for us.,idiomatic
お誂え向きだわ,"[""We're not going to get a better window.""]",It&#39;s custom-made,idiomatic
財務長官だったんだよ お門違いどころか,"[""I was the US Treasury Secretary. I'm in some position to make that call.""]",I was the Secretary of the Treasury.,idiomatic
そもそも、お門違いだし,"[""'Cause you shouldn't be, anyway.""]","In the first place, it&#39;s the wrong gate",idiomatic
身分の違い 願うのは　お門違い,"[""Because you'd be barking up the wrong beanstalk.""]","Differences in status, what I wish for is the wrong gate",idiomatic
あいつ等のおべっかで 満足しました？ Kiss your(my) ass おべっかを使う、誰々のゴマをする,['Did they kiss your ass to your satisfaction?'],Are you satisfied with their flattery? Kiss your (my) ass,idiomatic
かっとなって言っただけだよ,"[""Listen, I'm sure your sister didn't mean what she said.""]",I just said it out of anger,idiomatic
きまりが悪かったか？,['You embarrassed about me?'],Were you embarrassed?,idiomatic
ひどくきまりが悪かったよ たった５分間なのに,['It was fucking embarrassing. It was only for five minutes.'],I was so embarrassed. It&#39;s only been five minutes.,idiomatic
きまりが悪いわ,"[""It's embarrassing.""]",I&#39;m embarrassed,idiomatic
始めた事の けじめを付けたいよ,"[""I'll finish what I started.""]",I want to draw a line on what I started,idiomatic
おい　けりを付けたくないなら やめろ？,"[""Hey, don't start this if you don't want to finish it.""]","If you don&#39;t want to give up, why don&#39;t you?",idiomatic
しょうもない酔っぱらいが,['You fucking drunk.'],A hopeless drunk,idiomatic
しょうもない男と 関係を持ったんだ,['Hooked up with this guy. He was no good. His name was...'],I had an affair with a stupid man,idiomatic
- トレントしょうもないやつだ,['Trent was a dick.'],- Trent,idiomatic
だが そうは問屋が卸さない,"[""I just don't get it, Spock.""]",But wholesalers don&#39;t sell that,idiomatic
笑顏も見せてくれないし 直ぐそっぽを向くし,"['Never give me a smile, or even a shrug.']","You won&#39;t even show me your smile, and you&#39;ll just turn away",idiomatic
その手は食わないわ,"[""Oh, no, I'm not falling for that.""]",I won&#39;t eat that hand,idiomatic
その手は食わない,"[""I know what you're doing.""]",don&#39;t eat that hand,idiomatic
もうその手は食わないわ,"[""I'm not falling for this shit.""]",I won&#39;t eat that hand anymore,idiomatic
それはそれは、ほれぼれすること 目元が引き立って素晴らしいことね,"['Okay. Well, you look adorable. It really brings out your eyes.']","That&#39;s it, it&#39;s admirable.",idiomatic
めっちゃ うれしかった それは それは普通にうれしかった 俺は,"['-Yeah, it made me super happy. It made me happy.']","I was really happy, that was normal, I was happy",idiomatic
前回までのFringe... そ知らぬ顔で 成りすましたせいでしょ,"[""Just because you walked in my shoes, don't you think that you know me.""]",Fringe until the last time... It&#39;s because you pretended to be someone you don&#39;t know,idiomatic
そ知らぬ顔で 私の人生を奪ったせいでしょ,"[""Just because you walked in my shoes don't you think for a moment that you know me.""]",It&#39;s because you stole my life with an ignorant face,idiomatic
知られたら あなたは、ただでは済まないのよ,"[""The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,""]","If you know, you&#39;re not free",idiomatic
ちゃんちゃら　おかしいよ,['That was a stupid idea.'],it&#39;s funny,idiomatic
ちょっかいを出してるんじゃないよ,"[""I'm not bothering them none.""]",I&#39;m not messing with you,idiomatic
オオカミにちょっかいを出すと 群れでやって来るぜ さっきの仕返しだ,"['Guess nobody told you, if you mess with the wolf, you get the fangs.']","If you mess with the wolves, they&#39;ll come in packs. It&#39;s revenge.",idiomatic
ちょっかいを出したくなかったけど,"[""I didn't mean to interfere, you know. Silly girl.""]",I didn&#39;t want to mess with you,idiomatic
デイブ　目に付く女全てに ちょっかいを出すのはやめてくれないか?,"['Dave, would you quit bothering every girl you see?']","Dave, can you stop messing with every girl you see?",idiomatic
ちょっとした金,"['A little money. No, sorry.']",a little money,idiomatic
より汁気の多い料理を作れるし、 ちょっとした見栄えと演出も 料理に加えられる。,['It creates a more succulent dish and adds a little theatricality to dinner.'],"You can make dishes with more juiciness, and add a bit of presentation and presentation to your dishes.",idiomatic
私が冒険中 ちょっとした相棒を得るなら それは 感情や 気まぐれからではありません 多くの素晴らしい資質を 持っているということです,"['If I burden myself with a little helpmate during my adventures, this is not out of sentiment or caprice, it is that he has many fine qualities of his own that he has overlooked in his obsession with me.']","If I get a little sidekick on my adventures, it&#39;s not out of emotion or whim, it&#39;s that he has many wonderful qualities.",idiomatic
もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,['What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?'],What if I offered to lend a helping hand in exchange for your Klaus problem and a little piece of material?,idiomatic
とてもじゃないが,"[""No, he's taking it pretty hard.""]",not very,idiomatic
とどのつまりだな　ジョン 我々が心と頭を奉げる対象とは 一人の男ではなく　理想なのだよ,"['Ultimately, John, we owe our hearts and our minds not to any one man but to an idea, and that idea is under threat.']","After all, John, we don&#39;t give our hearts and heads to a man, but to an ideal.",idiomatic
とどのつまりは 殺されるってのに,"['And you are en route to getting yourself killed,']",And in the end I&#39;ll be killed,idiomatic
とどのつまりはな,"['Eventually, yeah.']",the end of the line,idiomatic
ない知恵を絞ってね,"['You know, in case you got displaced.']",Squeeze out the wisdom you don&#39;t have,idiomatic
そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,"[""And you're hiding out here until things cool down because you know it.""]",And you&#39;re hiding in Coco until it cools down. because you know it,idiomatic
あんたは見てみぬ振りで 満足だっただろうが あんたには口がある,"[""You were more than happy to turn a blind eye, but... you're not dumb.""]","You would have been happy to turn a blind eye, but you have a mouth.",idiomatic
見て見ぬ振りをしています ただ...,['I stay out of the way.'],I&#39;m just turning a blind eye...,idiomatic
見て見ぬ振りをした,['You just looked the other way.'],pretended not to see,idiomatic
今から起きることは 見るに堪えない,"[""What's about to happen is gonna be hard to watch.""]",I can&#39;t bear to see what will happen from now on,idiomatic
見るに堪えないわ,"[""I can't watch.""]",I can&#39;t bear to see,idiomatic
見るに堪えなかった？,['Was it painful to see?'],Couldn&#39;t you see?,idiomatic
見るに忍びないか？,"[""Can't stand the sight of a little blood?""]",Can you bear to see it?,idiomatic
よく言うよ,['He pressed you. Come on.'],well said,idiomatic
生徒と寝といて よく言うな,['Says the teacher who sleeps with his students.'],sleep with the students,idiomatic
盗んだ女の分際で よく言うわ,"[""That's pretty rich coming from the woman who stole Alex to begin with.""]",I often say that in the sense of a woman who stole,idiomatic
"彼の ""アキレス腱"" だ",['His Achilles heel.'],his &quot;Achilles heel&quot;,idiomatic
良いニュースは 彼女のアキレス腱は,"[""Yes, the good news, she may have her own Achilles' heel.""]",The good news is her Achilles heel,idiomatic
"私の ""アキレス腱""",['My Achilles heel.'],my &quot;Achilles heel&quot;,idiomatic
アンテナを張ってればドクターはあちこち登場する,"['If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.']","If you put up the antenna, the doctor will appear here and there",idiomatic
オブラートに包んで言おうとしたんだ,"[""I'm just- - I'm just trying to wrap my mind around it.""]",I tried to wrap it in oblate and say,idiomatic
社長、これ以下の表現はオブラートに包む方が,"[""Mr. Reid, do you understand that's kind of hitting it delicately?""]","President, it&#39;s better to wrap the following expression in oblate",idiomatic
君たち　キャフリーは　我々より４時間も前に 有利なスタートを切ったことを忘れるな,"['Gentlemen, might I remind you that Caffrey has a four-hour head start?']","Remember, you guys, Caffrey got a head start four hours ahead of us.",idiomatic
新しいスタートを切り　古いしがらみも絶った,"['Fresh start, no old ties.']",I made a new start and cut off old ties,idiomatic
いつか 君の復帰する日が 来ることを願おう 初めから　支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"['And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.']","Let&#39;s hope the day will come when you&#39;ll be able to make a comeback someday.You won&#39;t be able to be a manager from the beginning, but make a fresh start and restore trust.",idiomatic
ベッドの下に潜む怪物に スポットを当ててるだけさ,"[""We're shining a light on the monster under the bed.""]",Just spotlighting the monsters lurking under the bed,idiomatic
でも スポットライトを 浴びることになれば―,"[""But Kate... you're stepping into the spotlight now.""]",But when it comes to being in the spotlight-,idiomatic
スポットライトを浴びたいが パートナーが必要さ,['I guess I crave the spotlight. All I need is a proper partner.'],"I want the spotlight, but I need a partner",idiomatic
特に公衆のスポットライトを浴びる のが好きな人物はね,['Especially one who enjoys the public spotlight so much.'],especially someone who likes to be in the public spotlight,idiomatic
タオルを投げる選択肢はない 私たちにあるのは ２つの道だ,['But seeing as throwing in the towel is not an option that leaves us with a total of two choices.'],"There&#39;s no option to throw in the towel, we have two paths.",idiomatic
全てについてタオルを投げちゃうかな,"[""Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.""]",I might throw in the towel about everything,idiomatic
タオルを投げる,"[""- So I'm gonna call the fight.""]",throw in the towel,idiomatic
私を縛ってたテープを切るから,['He said he would cut me free.'],I&#39;ll cut the tape that binds me,idiomatic
意外とミーハーなんだよなあ,"['You are pretty oldfashioned, despite your looks.']",You&#39;re surprisingly fanboy,idiomatic
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ｡,"[""Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.""]","Saeko is a fanboy and jumps at new things, but she is severe when it comes to products.",idiomatic
案外ミーハーなんだよね,"[""She's oldfashioned despite her looks, right?""]",You&#39;re unexpectedly fanboy,idiomatic
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ　ちょっ...,['I plan to delve deeply into the rotten politics at university hospitals.'],I&#39;ll take a sharp look at the rotten hospital politics of the university hospital. Hey hey...,idiomatic
ダビデ像が無事だと？ ... モナリザの微笑みは？,"[""Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?""]",You think the statue of David is safe? ... Mona Lisa&#39;s smile?,idiomatic
ユリイカ！,['Eureka!'],Eureka!,idiomatic
一種のユートピアの創造さ つまり...,['I sort of created a utopian society where we all sort of...'],"A kind of utopian creation, that is...",idiomatic
私達は夢中でユートピアを作ったよ,"['We were jamming, man, building utopia.']",We built a utopia on a whim,idiomatic
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,['We are among those whose fate is a poison We are constantly utopia ...'],We are among those who are doomed to carry poison. Always utopian...,idiomatic
それでもあんた　有罪にしたい？ なにがなんでも彼女に犯罪者のレッテルを貼りたい,['You still want to stamp a mark of conviction on her?'],Still want to convict you? I want to label her as a criminal no matter what,idiomatic
あんたは レッテルを貼ってるだけだ,['These are all labels. You just label everything.'],you&#39;re just labeling,idiomatic
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"[""It took a while to get up and running, but Rome wasn't built in a day.""]","Took me a while to get it off the ground, but Rome wasn&#39;t built in a day",idiomatic
情報部の幹部は いつも一か八かなんです,"[""Intelligence officers usually hedge their bets. It's...""]",Executives in the intelligence department are always in a high stakes situation.,idiomatic
一か八かだが シスコと私でやってみる,"[""It's a bit of a hail mary, But Cisco and I are going to give it a try.""]","It&#39;s high or low, Cisco and I will try.",idiomatic
一か八かしかない,"[""Risk is all I've got left.""]",it&#39;s a matter of chance,idiomatic
一つ間違えれば殺される,"['One mistake, I die.']",One mistake and you&#39;ll be killed,idiomatic
一つ間違えば大勢の命が,"['We make one mistake, thousands of people die.']",One mistake and many lives,idiomatic
年に１度 コウノトリが一堂に会する,"['Once a year, storks come together for one thing. Storkcon!']",The storks meet once a year,idiomatic
一寸先は闇だな,"[""So, I've been thinking about those thousand razors.""]",One inch ahead is darkness,idiomatic
一寸先は闇だ,"[""You're dying the death of a thousand razors up there and you don't even know it.""]",One inch ahead is darkness,idiomatic
一寸先は闇だ つらい毎日だったよ,"[""I don't know. I don't know what happened. Tough couple of days.""]","Darkness is just an inch ahead, it was a tough day",idiomatic
気付かれたら 全員が一巻の終わりよ,"[""Because if they see you coming, we're all dead.""]","If you notice it, everyone will end the first volume",idiomatic
一巻の終わり,"[""But if Torus gets the ARQ... they'll be unstoppable.""]",end of round,idiomatic
一巻の終わりだな,['We are so dead.'],It&#39;s the end of round one,idiomatic
一本取られたな、中尉。,"['Fair point, Lieutenant.']","You got one, Lieutenant.",idiomatic
一本取られた,"[""- She's got you there.""]",one was taken,idiomatic
一本取られたようですな,['You win.'],It seems that one was taken,idiomatic
一杯食わせやがったな！,['You swindled me!'],I didn&#39;t let you eat one!,idiomatic
ああ　一杯食わされた だが　失敗した,"['Yeah, you took your shot, but you missed.']","Oh, I was forced to eat one, but I failed.",idiomatic
一杯食わされたな,['You should have seen your face.'],I was fed up,idiomatic
お人よし過ぎた だから一杯食わされた,"[""I've been gullible, all right, letting him make a fool of me.""]","I was too nice, so I was forced to eat one",idiomatic
当然彼も一枚噛んでる,['Of course he was involved.'],Of course he chews one too,idiomatic
いや　お前は一筋縄では行かない,"['No, nothing with you is easy.']",no you&#39;re not going anywhere,idiomatic
- 奴は　一筋縄では行かないからな,"[""- He's not playing with a straight bat?""]",- He&#39;s not easy.,idiomatic
ええ 彼はもっと上手に対処すべきだ でも　彼は友人で 彼の為にひと肌脱ぐつもりだ,"[""But he's my friend, and I'm gonna bat for him.""]","Yeah, he should do better, but he&#39;s a friend",idiomatic
私が持ってきた情報は 一刻を争うものです,['The Intel that I brought back is time sensitive.'],The information I brought to you is time sensitive.,idiomatic
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,['but it was a race against time. it was all for naught.'],"It was a time-sensitive situation, so I apologize for the delay in reporting (Asano).",idiomatic
一刻を争ってる,"[""Father, they don't have a lot of time.""]",fighting for every moment,idiomatic
どう　一口乗らない？,"['So, what do you say?']",Why don&#39;t you take a bite?,idiomatic
僕も　今度 一席　設けるから。,"[""I'd love to meet him sometime. I will.""]",I&#39;ll set up a seat next time too.,idiomatic
今夜は特別だ、まず一張羅に着替えろ,['You have a feast tonight. First change your clothes.'],"Tonight&#39;s special, first change into ichibara",idiomatic
彼の一張羅の上着だぞ,['He only wears that one damn jacket.'],It&#39;s his one-of-a-kind jacket,idiomatic
（逮捕に一役買ったので 俺達の違法行為は見逃されたのだ）,['But since we led the cops to Harken they ultimately agreed to let our other offenses slide.'],(Our misconduct was overlooked because we played a part in the arrest.),idiomatic
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"['Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.']","Jane&#39;s a trouble maker to us, you can help clean it up.",idiomatic
私が君の記憶に一役買うとしたら？,['What if I help your memory?'],What if I play a role in your memory?,idiomatic
大丈夫 一息入れて　落ち着いて,['Okay. Just breathe and relax.'],okay take a breather calm down,idiomatic
俺達が　一息入れるころ 船はダイヤを乗せて　パリに向かう,"['When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.']","When we take a breather, the ship heads for Paris with diamonds on board",idiomatic
- 一息入れろよ、マイク,"['- Get some ice cream, Mike.']","- Take a breather, Mike",idiomatic
僕は今日１日　この２３人の前容疑者の 一言一句漏らさず 一挙手一投足から　無意識な反応まで 観察し続けていた,"['I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.']","All day today, I have been observing every single word of these 23 former suspects, from their every move to their unconscious reactions.",idiomatic
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,['There has been massive digging activity out there and they undoubtedly monitor our every move.'],There&#39;s a lot of drilling going on outside the area -- we&#39;re being watched every move.,idiomatic
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"[""I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.""]","For you who just got back to work, it can be emotionally unstable and I&#39;m watching your every move to those above you.",idiomatic
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,"[""We'll move into the asteroid field... and we'll have a couple of surprises for him.""]","Hold on, we&#39;re entering the asteroid belt",idiomatic
自殺行為だ アンナに一泡吹かせてやりたいが,"[""It's a suicide mission.""]",It&#39;s a suicidal act.,idiomatic
配置についた 一泡吹かせてやる,"[""We're on point, ready to give them some of their own medicine.""]",I&#39;ll blow a bubble about the arrangement,idiomatic
- アルフォンには一目置かれている - おう　そうか？,['I saw Alphonse respected me back there.'],- Alphonse has a lot of respect for you.,idiomatic
彼はお前を一目置いている,['He sees something in you.'],he looks at you,idiomatic
皆が一目置いてる NYの私立学校関係者も,['That sort of thing means something to people in private schools in New York City.'],Everyone&#39;s respected private school officials in NY,idiomatic
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",['The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.'],"The &quot;church goes to great lengths to treat every conceivable&quot; medical treatment, but psychological explanations are scoffed at before the exorcism.",idiomatic
一笑に付され 自分の首を絞めるだけだ,"[""They'd laugh at the truth, and I'd have my head in a noose.""]",I&#39;ll just be laughed at and strangle myself,idiomatic
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,['I never had a problem with your people... until they became a part of this rebellion.'],I never got into trouble with you guys until I was part of the rebellion.,idiomatic
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,['I am proud to be part of this mission in the great patriotic war.'],I am proud to be a part of the great Patriotic War.,idiomatic
近づく為に一芝居打つよ,"[""I want to get close to Latimer. And I'll need a cover story.""]",I&#39;ll play a play to get closer,idiomatic
彼は一言もなく 何週間も行方をくらましたんです,['He has been gone for weeks.. Not a single word.'],He disappeared for weeks without a word.,idiomatic
一言もなく死亡しました,['And did not live to tell about it.'],died without a word,idiomatic
私に一言も無く？,['Without telling me?'],No word for me?,idiomatic
うん　三度目の正直ね,"['Yeah, maybe three times is a charm.']",yeah third time honesty,idiomatic
- 三度目の正直か？,"['""Third time\'s a charm?""']",- Honest for the third time?,idiomatic
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,"[""The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.""]",The ministers will stand on the podium at the party convention and appeal for the arrest of the culprit.,idiomatic
そこの上げたり下げたりしている人,"[""Well? What's your vote?""]",people raising and lowering there,idiomatic
実験の成功の為 私は上手に出るしかなかった,"['For the experience to succeed. I had to get the upper hand,']","For the success of the experiment, I had no choice but to do well.",idiomatic
CIAの一つ上手を行きたいの？ そうだ CIAの現状を暴露したい,"[""Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.""]","Want to be one step ahead of the CIA? That&#39;s right, I want to expose the current situation of the CIA.",idiomatic
真剣にやれ 下手すると怪我するぞ,"[""Take this serious, because you can get hurt if you're not strong enough, okay?""]","Take it seriously, you&#39;ll get hurt if you don&#39;t",idiomatic
下手すると 誰かの人生を台無しに,"[""If I fuck up I can ruin somebody's whole life.""]","If done poorly, it can ruin someone&#39;s life",idiomatic
今､上手くいってますが下手をすると終わりです,"[""Now, we walk in there like this, with this, we're done.""]","I&#39;m doing well now, but if I don&#39;t do well, it&#39;s over",idiomatic
真剣に言ってる 下手をすると これから20年は監獄だぞ,"[""Preston, if you're not careful, you're going to spend 20 years in prison.""]",I&#39;m serious.,idiomatic
あの高さじゃ不幸中の幸いだった,"['Not bad, considering the height.']",That height was a blessing in misfortune,idiomatic
"""それを知られてないのは 不幸中の幸いだ""","[""Yeah, well, I'm glad they don't know that.""]",&quot;It&#39;s a blessing in misfortune that you don&#39;t know that.&quot;,idiomatic
それでも不幸中の幸いだ,"[""We're lucky they got out when they did.""]",Still luck in misfortune,idiomatic
花火は不発に終わり 最悪の事態に,"[""Only Fitzpatrick didn't explode, it was far worse than that.""]",The fireworks end in a misfire and the worst situation,idiomatic
だが不発に終わった,"[""That's the only reason why I'm still here.""]",but it failed,idiomatic
不肖の父親だがやらない,"[""Look, I'm not the world's best dad, but I would never do that.""]","I&#39;m an unprofessional father, but I won&#39;t do it",idiomatic
息子の不興を買うのが怖いんでしょ？,"[""Terrified of displeasing him, aren't you? I know how my son can be.""]",Aren&#39;t you afraid of disappointing your son?,idiomatic
掛けて 悲しむべき事に 世に出る前に死んだ,"['Sadly, fredrick died without ever being published.']","Sadly, he died before he came out into the world",idiomatic
この写真が世に出たら ＤＥＡは終わりだ,"[""The DEA's worst nightmare is that face out in public.""]","When this photo gets out, the DEA will be over.",idiomatic
君が怒る必要は　無い これが世の習いって　やつだ,['Maybe angry is just the way of the world.'],There&#39;s no need for you to get angry. This is the way the world works.,idiomatic
栄光は長子のもの それが世の習いだが,"[""You're the elder, you reap the glory. This is the way of the world.""]","Glory belongs to the firstborn, but that is the way of the world",idiomatic
世も末だ,['Even for the apocalypse.'],the end of the world,idiomatic
俺がこんな事をするとは 世も末だ,"['Of all the horrible things I have had to do in the apocalypse,']",It&#39;s the end of the world for me to do this,idiomatic
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,['What is the world coming to when smugglers must vouch for the honor of kings?'],It&#39;s the end of the world that such honorable kings have business with couriers.,idiomatic
悲劇にも 若くしてこの世を去った...,['...who was snuffed out... tragically early.'],"Tragically, he left this world at a young age...",idiomatic
全員笑いで息を詰まらせるまで この世を去るつもりはない,"[""And I'll not leave this world until they all choke on that laughter.""]",I&#39;m not leaving this world until we&#39;re all choking with laughter,idiomatic
何年も前に世を去った,['Lost for many years.'],passed away many years ago,idiomatic
ほんとに世話が焼ける人,['Your uselessness is epic.'],really caring person,idiomatic
来年　僕はずっと家にいる 世話が焼けて ママも大変だ,"[""I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.""]","Next year, I&#39;ll be at home all the time.",idiomatic
ポッポちゃんは　世話が焼ける,['You must admit she works hard with those chicken feathers!'],Poppo-chan is very caring,idiomatic
俺は人の世話になったことない 自分のことは自分でする,"[""I've always paid my way. You know I send what I can.""]","I&#39;ve never been taken care of by anyone, I&#39;m my own",idiomatic
残りを昔世話になった遺伝学の教授に送ったの,['I sent on to my old genetics professor.'],I sent the rest to my old genetics professor.,idiomatic
世話を焼いてくれんでも 自分で出来る,"[""Why must you always mother-hen me? I'm quite capable of looking after myself.""]","Even if you take care of me, I can do it myself",idiomatic
レノックス･ヒル病院前です ヴァン･ルーンとの合併が 世間を騒がせてますが,"['Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.']","It&#39;s in front of Lenox Hill Hospital, where the merger with Van Loon is causing a stir.",idiomatic
ああ　だが　あの銃は両刃の剣だ,"[""Yeah, the gun's a double-edged sword, kind of.""]","Ah, but that gun is a double-edged sword.",idiomatic
歯止めとして働きますが 両刃の剣です,"[""Besides, he's hot.""]","It works as a brake, but it&#39;s a double-edged sword.",idiomatic
ダンスフロアでは 両手に花で踊つたものだ,['On the dance floor I used to dance with girls on each arm.'],On the dance floor I used to dance with flowers in my hands,idiomatic
