contains_idioms,text,original_text
あっ と いう 間,"I mean, Pepe, you know, kids they see through things and, at the end of the day, they know who's been around...",物事を見通して 一日の最後には あっという間に成長し...
あっ と いう 間,Ghostface comes in and bang!,あっという間に　殺される！
あっ と いう 間,"I know. This semester, like, totally flew by.",今学期は あっという間だった
あっ と いう 間,"Yeah, it didn't take long. There was too many people.",あっという間だった 人数も多すぎた
あっ と いう 間,"But don't despair, it will pass... ..and no doubt more quickly than it should.",だが その気持も・・・ あっという間に忘れるさ
あっ と いう 間,I won't feel a thing.,死ぬのは あっという間さ
あっ と いう 間,I'm a kind of nervous. Feels it's all happening so quickly.,全てがあっという間で・・・
あっ と いう 間,"Life's like a ball game, you got to take a swing at whatever comes along before you wake up and find it's the ninth innings.",人生って 野球と同じ... どんな球でも バット振らなきゃ あっという間に9回よ
あっ と いう 間,"Happened so quick, I didn't really see anything.",あっという間の事で 何も分からなかった
あっ と いう 間,Have you forgotten her so quickly?,あっという間に彼女を忘れてる
あっ と いう 間,It didn't take you long to make yourself at home in L.A.,あっという間に 「法務官」 ロスに馴染んだみたいだな
あっ と いう 間,What happened tonight took place in just a matter of seconds but people will be talking about it for years to come.,あっという間の 出来事でしたが... 語り継がれるでしょう
あっ と いう 間,It happened so fast.,あっという間だった
あっ と いう 間,Not long enough.,あっという間でした
あっ と いう 間,"Flash is the fastest guy in there. If you need something done, he's on it.",フラッシュは仕事が一番早いんだ 何でもあっという間に終わる
あっ と いう 間,Those flats next to Pine Creek flood fast.,パインクリーク沿いのアパートは あっという間に浸水した
あっ と いう 間,"- Aye, it will only take a jiffy!",当たり前ですあっという間です こっちだ
あっ と いう 間,"It all happened so fast, you know?",あっという間の出来事
あっ と いう 間,But everything is going so smoothly.,この分だと あっという間に終わっちゃうね
あっ と いう 間,Yeah. Time's going by.,そう　あっという間ね
あっ と いう 間,Do you know the latest rumor they've conjured up in their fear-induced delirium?,あっという間に我が兵に恐怖の妄想を広めた、 最近の噂を知っておるか？
あっ と いう 間,I'm sure Madam Pomfrey will fix it in a heartbeat.,マダム・ポンフリーなら あっという間に治してくれるわ
あっ と いう 間,Nothing.,あっという間
あっ と いう 間,You just gotta live your life. It goes by so fast. It's like a whisper.,自分の人生を生きろ あっという間に過ぎてしまう
あっ と いう 間,Did it go by quickly for you?,（美咲）あっという間だった？
あっ と いう 間,"But ice melts very fast in the desert, so that block couldn't have been moved very far from the start.",でも氷は　砂漠では　あっという間に融ける だから　その氷は　最初から　それほど 遠い場所にあったわけじゃない
あっ と いう 間,It was too quick. Fire was here too quick.,あっという間に 消防署がすぐに到着した
あっ と いう 間,"If you blind a soldier for a single second in the middle of a fight, he dies.",戦闘行動中の部隊は あっという間に壊滅する
あっ と いう 間,And they come and they go and I just watch him until he's gone.,あっという間だった 逃げるのを見てただけ
あっ と いう 間,I ran out of food very quickly today.,今日はあっという間に 食料が底をついた
あっ と いう 間,Doctor Mixter have you stitched up in no time.,先生ならあっという間よ
あっ と いう 間,"As cold as this water is, it'll be quick.",水が冷たいから あっという間だ
あっ と いう 間,"While I kept going around thinking it's enough if the people who understand it do so, in the blink of an eye, the shop was falling apart.",分かる人にだけ 分かってもらえば いいなんて 言ってたら あっという間に 店が つぶれちまう｡
あっ と いう 間,"Cheap and meaningless, maybe, but not time-consuming.",安いが あっという間だぞ
あっ と いう 間,"Oh, for us, it could be quite a long time, but... for you, it will seem like no time at all.",我々には長い時間だが― 君にはあっという間だ
あっ と いう 間,CHERYL: Just seemed like it happened so fast.,あっという間のことだったわ
あっ と いう 間,That's like really fast.,あっという間だよ。
あっ と いう 間,We are moments away!,あっという間だぞ！
"あっ と いう 間,取る に 足る ない","Look, look, it was fleeting, inconsequential.",ほら　ほら　あっという間に過ぎ去る 取るに足らないことだ
あっ と 言う せる,"If this really is your last chance, we need to find you something spectacular.",もしこれが本当に最後のチャンスなら、 何かあっと言わせるようなものを見つけないと。
あっ と 言う せる,You're just trying to make me say something nice.,- 違うんだ - あっと言わせたくて
あっ と 言う 間,Tomorrow night is gonna be over before you know it.,一晩なんて あっと言う間だわ
あっ と 言う 間,You'll get there sooner than you think.,君もいずれ あっと言う間だよ
あっ と 言う 間,In a heartbeat,あっと言う間だ
あっ と 言う 間,Both delighted with the quick success of this new partnership which has brought Yamura his first Grand Prix victory after two years of flying.,この新しいパートナーシップの早い成功を 互いに喜んでいます あっと言う間の２年、ヤムラに 最初のＧＰ勝利をもたらしました
あっ と 言う 間,He'll melt the flesh off your bones in the blink of an eye.,炎よ あっと言う間に 骨まで燃え尽きる
いい よう だ する,"I promise thee, you'll need not leave to serve the Tildens nor any family else.",奉公に行かなくていいようにする
いい よう だ する,"Well, that's right. If this continues, it will only benefit Yoshimori.",（哲希） プハーッ そりゃそうだ このまんまだと うちのクラスは 吉森のいいようにされちまうね
いい 年 を する て,"- Look, it's sweeping the floor.",いい年をして 鏡なんか覗き込みやがって これは父ちゃんにだ
いい 年 を する て,Jesus Christ! I was just thinking of a new cap.,あんたこそいい年をして
いい 気味,Bet she's real happy with herself.,いい気味だと思ってるだろ
いい 気味,Crying like a sucky baby.,いい気味だね
いい 気味,I'm still not talking to you.,いい気味よね
いい 気味,Enough! They've had their fun!,勝手なまねをした罰だ いい気味だ
いい 気味,"For Ivan Alexeyevich, may he rest in peace, the bastard!",あいつを殺したからよ いい気味だ
いい 気味,- That felt good.,いい気味だわ
いい 気味,"-Not too happy at all, Merry.",- 全くいい気味だな メリー
いい 目 が 出る,"CROUPIER: All right, boys. Come on, now.",さあさあ いい目が出でてくれよ
いい 目 を みる,"Look into his eyes those big, pretty eyes and tell me yes or no.",奴を見て... 奴の 大きくて かわいい目を見て... 答えてくれよ
いい 迷惑 だ,And that ain't right. That's all I'm saying.,いい迷惑なんだ
いい 迷惑 だ,"You know, it must be very difficult for people around you, the fact you can never admit to being wrong.",まわりの連中は　いい迷惑だな 自分が間違ってることを 君は決して認めない
いい 迷惑 だ,What a nuisance it must be for the patient.,患者さん　いい迷惑だな。
いい 迷惑 だ,isn't it?,でも いい迷惑ですよね
いい 迷惑 だ,I am extremely inconvenienced by all this as well.,５億損失の全ての原因だった というわけですね？ 私としても まったく いい迷惑です
いい 迷惑 だ,"She's not welcome here, and neither are you.",彼女は、いい迷惑だ 君もいい迷惑だ
いい 顔 を する ない,"I'd tell him myself, but he wouldn't understand.",彼はいい顔をしないわ
いい子 に なる,"You kept running, Sue, little Suze, because you've been dreaming about senior year and the perfect boyfriend and the perfect prom your whole goddamned life.",あなたは走り続けた　スー いい子になりたくてね 大学生になるのを夢見て そして理想のボーイフレンドと 素晴らしいプロムを
いい子 に なる,I'll do anything you want.,いい子になるから
いい子 に なる,I was free.,いい子になるのも・・
いい子 に なる,"Now remember, Pinocchio, be a good boy.",では いい子になるのよ
いざ と いう 時,"He was a real handful... but when it came down to it, he was very brave.",問題児だったけど― いざという時は勇敢だった
いざ と いう 時,-Why would push come to shove?,いざという時とは？
いざ と いう 時,"When the chips are down, we choose life over loved ones, every time.",いざという時人間は 愛する者より自分の命を選ぶ
いざ と いう 時,Take this. It will give you the edge you need.,いざという時 切り札になる
いざ と いう 時,I'm going out like I came in: screaming and kicking.,いざという時　やり返す
いざ と いう 時,In case of emergencies,いざという時のためだ
いざ と いう 時,That makes it hard to get at the stuff that matters.,いざという時 役に立たない
いざ と いう 時,"You turned, in your hour of need, to the world's oldest profession.",いざという時　君は 世界最古の職業を始めた
いざ と いう 時,"and well, I wanted to be prepared.",いざという時のためにね
いざ と いう 時,"If push came to shove, I was wondering how soon you might be able to take over the lab yourself.",いざという時が来たら― 君はどのくらいで ラボを引き継げるかな
える ほど,He's not important enough to remember his name?,彼の名前は憶えるほど重要ではないと?
える ほど,No witch would be strong enough to cast this spell alone.,どの魔女もこの呪文を 使えるほど強くない
える ほど,First prize is a weekend getaway to Big Bear and the more tickets we buy the better chance we have of winning!,ビッグ・ベアーと週末旅行 買えほどあたる確率が増える
える ほど,Preparations are ready! You can leave anytime.,それは悪かったな｡ でも考えれば考えるほど→
える ほど,"And depending on the viscosity, it's not as dangerous",粘性によっては... 人が考えるほど... −危険ではないんだ。
える ほど,With unbridled passion.,情熱で燃えるほど
える ほど,So they grow to fill available space.,愛情を与えれば与えるほど いくらでも大きくなる
える ほど,"But the day I get turned down by a hooker when I got good, hard-earned cash to pay her with... well... there's only so much a man can take.",今度は娼婦に断られる 助ｪ払えるほど 金を持ってても それじゃあ...
える ほど,It doesn't have to withstand close scrutiny.,厳重な検査に耐えるほどの精巧さは 必要無い
える ほど,If I could figure out how to make these kerosene refrigerators cheap enough so poor people could afford them.,この冷蔵庫をー 貧しい人も買えるほど 安く作れたら
える ほど,"You park yourself behind the computer, and you change the world keystroke by keystroke.",君はコンピューターを駆使し 世界を変えるほどの
える ほど,Her dragons might not be as invulnerable as some think.,皆が考えるほど ドラゴンは無敵ではないかもしれない
える ほど,We're not rich enough to take care of a shut-in!,うちは 引きこもりを 養えるほど 裕福じゃねえぞ！
える ほど,"The more time that I spent in our world, the more I could feel myself slipping away from this one.",この世界で 過ごす時間が増えるほど 架空の彼から 離れていくように感じられた
える ほど,To the point of such complicity,思えるほどに
える ほど,"The more I think about it, the more I realize",考えれば考えるほど、そう思うわね
える ほど,"When the drone mates with the queen, his ejaculation is so explosive it's audible to the human ear.",雄蜂が女王蜂と交尾するとき、 その射精の勢いは 人間の耳にも聞こえるほど 爆発的だ。
える ほど,"No,right,'cause bad stuff like this doesn't happen.",そう　こんな悪い状況は　人が考えるほどには
える ほど,"~ As the gourmets among you will tell you, of course",♪ 美食家も　唸るほどよ ♪
える ほど,"And the faster reactants, i. e., explosives, and fulminative mercury is a prime example of that, the faster they undergo change, the more violent the explosion.",その大きさは 反応の速さに比例する 爆発しやすい物に 雷酸水銀がある 急激な変化を与えるほど―
える ほど,I think these clowns are lucky to have you.,君のせいで周りが 間抜けに見えるほどね
える ほど,I cannot wait to show you that I'm twice the man that you think I am.,見違えるほど 元気だと見せるのが待ち切れない
える ほど,"The more I think about being over there,",向こうにいた時の事を 考えれば　考えるほど...
える ほど,"The more I think about that, the angrier I get.",考えれば考えるほど 怒りがこみあげる
える ほど,"The more I gave, the more she craved, until...",与えれば与えるほど より多く欲しがるようになって ついに...
える ほど,"The more I think about it, the more I'm starting to believe that your analysis of the San Joaquin killer may be wrong.",考えれば考えるほど サンワーキン殺人犯についての あなたの分析は　間違ってると 思えてならないね
える ほど,"As the years passed, Adaline credited her unchanging appearance to a combination of a healthy diet, exercise, heredity, and good luck.",歳月を経るに従って アデラインの信用は不変になった その容姿は食事療法の 賜物に見えるほどだった 運動　遺伝　幸運
える ほど,We are not so naive that we think that all of us live.,私たちは彼らが考えるほど 神経質ではない
える ほど,I suppose in a way it was far worse.,飢えるほど貧しかった からじゃなく
える ほど,"Millisecond for a supercomputer like this, it's almost like forever to us.",スーパーコンピューターは千分の1秒でも 永遠に思えるほどです
える ほど,"I mean, we're talking enough to power all of Central City.",セントラルシティを まかなえるほどのパワーだ
える ほど,"Because I don't want to play anymore. All it does is make you care too much. And the more you care, the more you have to lose.",大切なものが増えるほど 失った時がつらくなる
える ほど,Miracles that can change fate do not arrive quickly.,運命を変えるほどの大きな奇跡は 早々訪れない
える ほど,You're not as scary as you think.,あなたが、考えるほど 恐ろしくない。
える ほど,He was a serpent who grew so large he could encircle the earth and swallow his own tail.,彼は　地球を一周して 自分の尾を咥えるほど 大きく成長したヘビ
える ほど,"My grandfather said that even with all the noise from the storm that night, you could hear 'em screaming for help.",うちのじいさんが言ってた あの晩は　嵐のすさまじい物音が 響いていたが それでも　乗員が助けを求める叫び声が 聞こえるほどだったと
える ほど,"I wasn't strong enough to save you, Mom.",僕は母さんを救えるほど 強くなかった
える ほど,"The bigger that number gets, the more it frightens me, because I know all it takes is one drink to go back to zero.",数が増えるほど怖くなる 一杯でゼロに戻るからだ
える ほど,Give them the greatest gifts of all... powers beyond imagination... and they may think they're meant to rule the world.,想像を超えるほどの 偉大な力を授けられた者は 世界を支配できると考える
える ほど,"The more he acquires, the greater his wealth and power.",情報を得れば得るほど 富と権力は拡大していくんだ
える ほど,"I hardly think we know each other well enough for that, princess.",いや、からかえるほどには 親しくありません
える ほど,"If the fire is small it's hard to get warm, but the bigger the fire is, the warmer it is.",弱い火では難しい 火が強く燃えるほど 暖かさも増す
える ほど,This team's only been in Formula 1 racing for two years and so far the car's not been reliable enough to win a Grand Prix.,２年目のシーズンを迎える このチームは... これまでGPでの勝利を得るほど、 信頼性は高くありませんでした
える ほど,I don't think it's different enough to be called a new product.,新作って 言えるほどの 新しさは ないと思う｡
える ほど,The kid is not as dumb as you think.,あのガキは君が考えるほど 馬鹿ではない
える ほど,Neither of us controls our stories well enough to get anything from exposing the other's misdeeds.,我々は互いに 事態を思うようにはコントロールできない、 相手の悪行を暴いて何かを得るほどには。
える ほど,It was just enough to slow his heart to the point where you'd think that he was dead.,死んだように見えるほど 脈拍を遅くした
える ほど,So Theresa's staying for dinner?,"""今は見違えるほど上品で 美しい白鳥なのです"" テレサも 夕食を一緒に？"
える ほど,Horrors that make cholera seem tame.,この話が楽園だと思えるほどの 惨劇に
える ほど,"The more I think about it,",考えれば考えるほど
える ほど,Apparently he can buy Delaware. We also found his arrival in the party footage the publicist sent over.,彼はデラウェア州を 買えるほどの金持ちのようです 広報が送ってきたパーティーの映像に
える ほど,Enough to buy me a new head?,新しい首を買えるほどの褒美か？
える ほど,Certainly not as many as you may help.,確かに　お前が救えるほど 多くはない
える ほど,"Big, life-changing secrets?",人生を変えるほどの
える ほど,More than just a piece of meat.,肉を超えるほどのウマさ
"える ほど,手 を 加える","The more you change things, the quicker the projections start to converge them.",君が手を加えるほど、ここの人たちは 君の周りに集まってくる
お じゃん に なる,"Mm. Now, that blows.",おじゃんになった
お 世辞 だ も,"Whoa. Well, I'm flattered.",ほぉ　お世辞でも嬉しいな
お 先真っ 暗,'Cause you just blew the best thing you had going for you.,お先真っ暗だな 勝手にやってろ
お 呼ぶ だ ない,We are not needed.,俺達はお呼びじゃ無い
お 呼ぶ だ ない,"But sorry, its a cooking show, not ""The Biggest Loser"".",でもこれ料理番組なの。 デブはお呼びじゃない
お 呼ぶ だ ない,Never even seen you?,お呼びでない、とな？
お 呼ぶ だ ない,And he didn't invite me.,お呼びじゃないでしょ
お 呼ぶ だ ない,He hasn't called.,彼 お呼びじゃないわ
お 呼ぶ だ ない,And you're not welcome!,お呼びじゃないんだよ！
お 呼ぶ だ ない,I know I'm not wanted.,"""私はお呼びじゃ無い"" それは分かる"
お 呼ぶ だ ない,No cavalry comin'?,騎兵隊はお呼びでないか？ そうだ
お 安い 御 用,- You're welcome.,- お安い御用
お 山 の 大将,"And once you've won, once you're king of the mountain,",あなたが勝って― お山の大将になったら―
お 手 の 物,You're so good with him.,お手の物ね
お 手 の 物,- Has been known to happen.,このくらいはお手の物さ
お 手 の 物,"And I think you'll find a way 'cause I think you know your way around men, don't you?",男の扱いはお手の物だもんな？
お 手 の 物,I used to be so good at these things.,お手の物じゃないか...
お 手 の 物,So on cross-examination the jury could hear about how well he handled a gun?,反対尋問で陪審員は 銃はお手の物だった事が判りますし
お 手上げ,Seriously! What is wrong with you three?,今回はマジでお手上げだ
お 手上げ,The water flooded the area.,水浸しで 鑑識も お手上げです
お 手上げ,It's over my head.,お手上げだわ
お 手上げ,Same engineers that sent you two here?,そのエンジニアがお手上げなんだろう
お 手上げ,The child's story doesn't corroborate. What can I do?,証拠が無い お手上げだ
お 手上げ,I don't know what we would've done if you hadn't come back to help us.,あなたが助けに来てくれなかったら 私達みんなお手上げだったわ
お 手上げ,It's common to omit certain information on difficult cases in order to clear a path in the world for those stuck in the weeds.,異なるケースで一定の情報を 省略するのはありがちなことです； それは色々な問題がお手上げになる中で、 解決への道筋を明らかにする為です。
お 手上げ,We can't buy clay. We can't buy steel. We can't buy anything.,粘土も鋼板も買えないので お手上げです
お 手上げ,It's amazing how little I know about this part.,これは分からん　お手上げだ
お 手上げ,Our hands are tied.,もうお手上げよ
お 手上げ,"Then when everything went tits up,",すべてがお手上げに なってしまって
お 手上げ,"It's out of my hands, Carrie.",お手上げだ、キャリー
お 手上げ,"There's only so much I can do, sir, when you give the world's press your home address.",自宅の住所を公表されたら お手上げです
お 手上げ,I just don't know what to do with them.,彼らにはお手上げだわ
お 手上げ,No such luck.,お手上げだ
お 手上げ,I don't know what to do.,お手上げよ
お 手上げ,"The fact is, I'm all out of ideas. But I could still do math.",お手上げだ でも算数は まだできた
お 手上げ,Even these guys don't understand it.,彼らだってお手上げなのに
お 手上げ,"No, this thing could show up anytime, anywhere, and we'd have no idea.",いつどこにでも現れることができるのね お手上げよ
お 手上げ,You know what's messed up?,これが全て お手上げだ？
お 手上げ,"Yeah, I got the basics. Wow. You are so in over your head.",あぁ　基本的なことはね 君にはお手上げだろ
お 手上げ,"But once again, law enforcement is baffled, leaving everyone to wonder, who is this mysterious hero?",又しても警察は お手上げです- 謎のヒーローは誰か？
お 手上げ,How is it I got stuck being the office monkey?,どうして お手上げ状態なの?
お 手上げ,I wish to hell we did.,お手上げだよ
お 手上げ,- That is not the issue.,お手上げなんだ
お 手上げ,"The re-entry's not working, I don't know what to do!",再突入ができない お手上げだ！
お 手上げ,I don't know who's giving it to him.,ぼくにはお手上げです チョーと私も　成果はなしよ
お 手上げ,No way. No fucking way.,""" だめだ お手上げだ """
お 手上げ,"Honest to God, Joy, I don't know how to fix this.",全く　お手上げだ
お 手上げ,Allergies. Nothing you can do.,お手上げね
お 手上げ,- No this time we really fucked up.,- 今回はマジでお手上げだ
お 手上げ,What does that tell us?,何だって言うの？ お手上げだわ
お 手上げ,I'm gonna have to insist that you hold the hell up.,とにかく後にしろ お手上げ状態に なるだけだ
お 手上げ,"Well, I don't know what to do about this arlington business, I'm sorry.",アーリントンの件は お手上げだ
お 手上げ,"Right from the beginning, his own lawyer knew, and you could see it.",お手上げだってことはな
お 手上げ,Dr. Stevens couldn't revive him.,スティーブンス先生も お手上げだった
お 手上げ,My life sucks so much ass. And it's all because of your fucking V.,俺の人生 もうお手上げだ 全部Ｖのせいだ
お 手上げ,"If anyone gets pinned down, we need to make sure that they have plenty of ammo.",お手上げ状態にならによう より多くの弾丸を持っておくんだ
お 手上げ,"Which is too bad, because if they did, they'd know how sorry I am.",お手上げだ 謝罪も聞いてくれないんだ
お 手上げ,I takes real leadership to pick something you`re clueless about.,私は貴方がお手上げの何かを選定して 真のリーダーシップをとります
お 目 に 掛かる,"I'm very pleased, if slightly puzzled, to make your acquaintance.",すこし戸惑われたかもしれませんが お目に掛かれて大変光栄です
お 目 に 掛かる,"- It's great to see you, Leslie!",とんだところでお目に掛かったな
お 目 に 掛かる,"It's good to see you, ladies, up this early in the morning.",お目に掛かれて光栄ですよ、お嬢様方 こんな朝っぱらからですが.
お 目 に 掛かる,"I'm gonna make a problem for you. I'm gonna be seeing you again, real soon.",礼はする、またお目に掛かろう 近いうちにな
お 目 に 掛ける,"What you're about to see will astound your very senses and harrow... yes, harrow your souls.",これからお目に掛けるものは あなたの肝をつぶし 魂を
お 誂え向き,So we've got our work cut out for us.,私たちにお誂え向きの仕事だわ
お 誂え向き,We're not going to get a better window.,お誂え向きだわ
お 迎える が 来る,"Your ride's here, pal. Take him.",お迎えが来ましたよ
お 迎える が 来る,"One of these days, you'll have to get your ass on a wagon and stay there.",そろそろ、あんたにゃお迎えが来る頃なんだから
お 門違い,I was the US Treasury Secretary. I'm in some position to make that call.,財務長官だったんだよ お門違いどころか
お 門違い,"Sir, I honestly don't think you're in any position to make that call.",いえ それはお門違いでは？
お 門違い,Because you'd be barking up the wrong beanstalk.,身分の違い 願うのは　お門違い
お 門違い,That hate and misplaced anger was part of our beliefs.,その憎悪とお門違いの怒りが 信条の一部だったからだ
お 門違い,Take care how you betray your only friend among the gods!,友人である　わしを罵るのはお門違いだ
お 門違い,But it's unfair to blame Camille and the others.,だがカミールを責めるのは お門違いだ
お 門違い,"'Cause you shouldn't be, anyway.",そもそも、お門違いだし
お 門違い,"I'm afraid you have been sidetracked, provided it is true that somebody made an attempt on your life?",私はお門違いですよ あなたが狙われてるのが 事実としても...
お 門違い,"We don't want to, if that's what you're thinking.",我々だと思っているのなら それはお門違いだ
おべっ か を 使う,Did they kiss your ass to your satisfaction?,あいつ等のおべっかで 満足しました？ Kiss your(my) ass おべっかを使う、誰々のゴマをする
かっと なる,"Listen, I'm sure your sister didn't mean what she said.",かっとなって言っただけだよ
きまり が 悪い,"Well, that's completely embarrassing.",すごくきまりが悪いわね
きまり が 悪い,It was fucking embarrassing. It was only for five minutes.,ひどくきまりが悪かったよ たった５分間なのに
きまり が 悪い,It's embarrassing.,きまりが悪いわ
きまり が 悪い,You embarrassed about me?,きまりが悪かったか？
きまり が 悪い,- I'm so embarrassed.,- すっごくきまりが悪いわ・・・
きまり が 悪い,It's very embarrassing for me.,きまりが悪いな
きまり が 悪い,"I could truly be myself without being ashamed, without being embarrassed.",本当の自分になれた 恥じることなく きまりが悪くもなく
きまり が 悪い,It's true. I'm embarrassed.,本当だ　きまりが悪い
けじめ を 付ける,I'll finish what I started.,始めた事の けじめを付けたいよ
けり を 付ける,"Hey, don't start this if you don't want to finish it.",おい　けりを付けたくないなら やめろ？
しょう も ない,I know what I'm doing. Okay? Look.,自分のことはわかってる しょうもない質問をしてみろよ
しょう も ない,It's all phony melodrama and lifeless acting.,しょうもないメロドラマで
しょう も ない,Trent was a dick.,- トレントしょうもないやつだ
しょう も ない,"You're under arrest, Marianne Thorn, for the murder of Jonas Siedel.",ソーンさん　ジョナス殺害の 容疑で逮捕します そんなしょうもない証拠で？
しょう も ない,He likes to keep an eye on his mad sibling.,しょうもない弟を見張れって
しょう も ない,Hooked up with this guy. He was no good. His name was...,しょうもない男と 関係を持ったんだ
しょう も ない,You're crazy.,しょうもないわね
しょう も ない,You fucking drunk.,しょうもない酔っぱらいが
しょう も ない,Don't. He was a shitty bomb-maker.,しょうもない爆弾屋だ
しょう も ない,Fucking genius.,しょうもないこと思いつきやがって
しょう も ない,"I don't know, I mean, it's not even about the past, you know.",今となっては しょうもない事さ
しょう も ない,"Every time I invite you into the house, you make up some lame-ass excuse.",ウチに誘えば しょうも無い理由を付けて断る
そう は 問屋 が 卸さ ない,"I just don't get it, Spock.",だが そうは問屋が卸さない
そこ へ 行く と,Do we have to go there?,それは　あそこへ行く ということか？
そこ へ 行く と,- Texas? - He said he was going to Texas.,そこへ行くと言ってた
そっぽ を 向く,"Never give me a smile, or even a shrug.",笑顏も見せてくれないし 直ぐそっぽを向くし
その 手 は 食う ない,I know what you're doing.,その手は食わない
その 手 は 食う ない,"Oh, no, I'm not falling for that.",その手は食わないわ
その 手 は 食う ない,I'm not falling for this shit.,もうその手は食わないわ
それ は それ は,That's the way it's always been.,それはそれは常にされています方法です。
それ は それ は,That's quite admirable of you.,それはそれは ご立派な心掛けで
それ は それ は,I'm flattered...,それはそれはどうも
それ は それ は,Thank you.,それはそれは。
それ は それ は,"Well, I'll go along with that...",それはそれは。 是非とも協力しましょう...
それ は それ は,"Well, praise the Lord and hallelujah. We are delivered.",それはそれは 神に感謝しないとな 救われたぞ
それ は それ は,It's our Fourth Mistress! Please wait...,それはそれは　四奥様でしたか お待ちを　お待ちを
それ は それ は,"Okay. Well, you look adorable. It really brings out your eyes.",それはそれは、ほれぼれすること 目元が引き立って素晴らしいことね
それ は それ は,"That's really cool, David.",それはそれは本当カッコいいこと...
それ は それ は,isn't it?,それはそれは、非常に飛躍されていないのですか？
それ は それ は,No way.,それは それは
それ は それ は,"Oh, forgive me, your highness.",それはそれは 失礼いたしました、陛下
それ は それ は,"-Yeah, it made me super happy. It made me happy.",めっちゃ うれしかった それは それは普通にうれしかった 俺は
それ は それ は,Oh man. I love you.,おお それはそれは
それ は それ は,That's... That's awkward.,それはそれは
それ は それ は,"That's-- that's good, right?",それは それは良かった - クソ
そ知ら ぬ 顔,"Just because you walked in my shoes, don't you think that you know me.",前回までのFringe... そ知らぬ顔で 成りすましたせいでしょ
そ知ら ぬ 顔,Just because you walked in my shoes don't you think for a moment that you know me.,そ知らぬ顔で 私の人生を奪ったせいでしょ
ただ で は 済む ない,"The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,",知られたら あなたは、ただでは済まないのよ
ちゃん ちゃら おかしい,That was a stupid idea.,ちゃんちゃら　おかしいよ
ちょっかい を 出す,"I just told him that if he bothers you again,",また君にちょっかいを出したら
ちょっかい を 出す,"Besides, you never let what happened with Greg and I affect our friendship and I'm not gonna let a little pass affect it either.",私とグレッグも過去にあったけど 私も ちょっかいを出したりは しないから
ちょっかい を 出す,Has the cancer found its way into your brain?,がんが脳みそに ちょっかいを出したか？
ちょっかい を 出す,I'm not bothering them none.,ちょっかいを出してるんじゃないよ
ちょっかい を 出す,I'm just messing with ya.,ちょっかいを出してるだけさ
ちょっかい を 出す,"I didn't mean to interfere, you know. Silly girl.",ちょっかいを出したくなかったけど
