contains_idioms,text,original_text
aller droit à le but,"I know your time's precious, so I'll get to the point.","Je sais que votre temps est précieux, donc je vais aller droit au but."
aller droit à le but,"I can't believe this, you go right for the jugular, don't you?","Je ne peux y croire. Vous allez droit au but, n'est-ce pas?"
aller droit à le but,"You get right to it, don't you?",Vous allez droit au but.
aller droit à le but,- You read a lot of his stuff?,- J'aime qu'il aille droit au but.
aller droit à le but,"All right, mom, let's just cut to the chase, and then maybe we can salvage rebecca's birthday party, please?","Bon, maman. Allons droit au but et essayons de sauver l'anniversaire de Rebecca."
aller droit à le but,"Amber, I'm just going to go ahead and cut to chase here.","Amber, je vais aller droit au but."
aller droit à le but,May I suggest that we dispense with the amenities and go directly to your patio.,Allons droit au but et passons au jardin.
aller droit à le but,"Obviously, we have a lot to discuss, so I think we should just jump in.","Nous avons beaucoup à nous dire, allons droit au but."
aller droit à le but,"Get to the point, Spock, if there is one.","Allez droit au but, s'il y en a un."
aller droit à le but,-Yeah? -Let's broach the elephant in the room. -Right?,Allons droit au but.
aller droit à le but,I thought you were getting to the point.,"C'est aller droit au but, ça ?"
aller droit à le but,"Norma, maybe just cut to the point.","Normal, allez droit au but."
aller droit à le but,I didn't wanna bullshit him.,J'allai droit au but.
aller droit à le but,"So, what say we get to it?","Donc, si on allait droit au but ?"
aller droit à le but,Just get them together and give it to them straight.,"Réunissez-les, et allez droit au but."
aller droit à le but,Let that be. Talk about cash. Money.,"Allons droit au but, parlons argent."
aller droit à le but,"You jump right in, don't you?",Vous allez droit au but. Moi aussi.
aller droit à le but,"- All of our music is really so symbolic rather than direct to the point, you know...",Elle va droit au but.
aller droit à le but,"No, I want to get right to the point and get the hell out of here.","Non, je veux aller droit au but et me tailler d'ici au plus vite."
"aller droit à le but,en avoir marre",'Cause you know I'm here to take that call,J'en ai marre de jouer au chat et à la souris. J'ai Faith pour ça. Allons droit au but.
aller se faire cuire un œuf,Let's go make some omelets!,On va se faire cuire un œuf !
aller se faire cuire un œuf,"But I'm going with Gina's ""suck an egg"" idea.","Mais je suis d'accord avec l'idée de Gina ""D'aller se faire cuire un œuf."""
aller se faire cuire un œuf,This year she can go... Blow a balloon.,"Cette année, elle peut aller se faire cuire un œuf."
aller se faire cuire un œuf,I told him to go fly a kite.,Je lui ai dit d'aller se faire cuire un oeuf.
aller se faire cuire un œuf,"And as for Mrs. Marko, I should tell her to go fry an egg.","Pour ce qui est de Mme Marko, dites-lui d'aller se faire cuire un oeuf."
appeler un chat un chat,We're going to call a spade a dirty spade.,Nous appellerons un chat un chat.
appeler un chat un chat,"L""ve always called a spade a spade!",J'ai toujours appelé un chat un chat!
appeler un chat un chat,If it walks like a duck...,J'appelle un chat un chat...
appeler un chat un chat,Let's call a spade a spade.,Appelons un chat un chat.
appeler un chat un chat,"I just call it like I see it, babe.",J'appelle un chat un chat.
appeler un chat un chat,"PC crap, nothing can be called what it is.",C'est ne pas appeler un chat un chat.
appeler un chat un chat,"- Let's call a spade a shovel, mate.","- Appelons un chat un chat, mon pote."
appeler un chat un chat,Why not call a spade a spade?,Pourquoi ne pas appeler un chat un chat ?
appeler un chat un chat,Let's call a spade a spade,Appelons un chat un chat
appeler un chat un chat,"See if we can keep this thing going without calling it what it really is, huh?",Pour voir si on peut continuer sans appeler un chat un chat.
appeler un chat un chat,Let's call a spade a spade.,"- On appelle un chat un chat, un chien un chien. OK?"
appeler un chat un chat,A good nurse has to be straight to the point.,Si vous voulez devenir une bonne infirmière vous devez appeler un chat un chat.
appeler un chat un chat,But I can still call a spade a spade.,Mais je peux encore appeler un chat un chat.
appeler un chat un chat,"Janet, it is time to call a flake a flake and a spade a spade.",Appelons un chat un chat : Doug est un fuyard.
appeler un chat un chat,I was simply calling a spade a spade.,J'ai simplement appelé un chat un chat.
appeler un chat un chat,"Well, let's just call it what it is.","Bien, appelons un chat un chat."
appeler un chat un chat,"There I am prepared to call a spade a spade, as a warning to present and future generations.","Je suis prêt à appeler un chat un chat, pour dissuader les générations d'aujourd'hui et de demain."
appeler un chat un chat,"You know me, I call a spade a spade.",Tu me connais : J'appelle un chat un chat.
appeler un chat un chat,"I find if you call a spade a spade, you'll generally get a favorable response.","Si on appelle un chat un chat, on obtient des résultats."
appeler un chat un chat,"Well, let's call a spade a spade, shall we?","Eh bien, appelons un chat un chat, si possible ?"
appeler un chat un chat,My method is based partly on calling a spade a spade.,Elle consiste à appeler un chat un chat.
appeler un chat un chat,"Let's just call it what it is, right?","Appelons un chat un chat, d'accord ?"
appeler un chat un chat,But let's call it what it really is.,Mais appelons un chat un chat.
appeler un chat un chat,"- What? Now, look, Louisa, let's call a spade a spade.",Appelons un chat un chat!
appeler un chat un chat,Let's cut the bullshit and call this for what it is.,Arrêtez les conneries et appelez un chat un chat.
appeler un chat un chat,I'm just not used to this... whatever it is.,D'appeler un chat un chat
appeler un chat un chat,"Well now, let's be, let's call a spade a spade.","Attendez, soyons... Appelons un chat un chat."
appeler un chat un chat,"Look, Charlie, let's just call a spade a spade.","Écoute, Charlie, Appelons un chat un chat."
appeler un chat un chat,Say it like it is!,"Mais alors, appelons un chat un chat."
appeler un chat un chat,"I mean, let's call it what it was.","Je veux dire, appelons un chat un chat."
appeler un chat un chat,"Oh let's see, because I call a cat a cat?","Oh, voyons, Parce que j'appelle un chat un chat."
appeler un chat un chat,Why don't you try calling things by their name for once?,"Appelez un chat un chat, pour une fois."
appeler un chat un chat,"Why don't you just call it what it is, okay?",Appelez un chat un chat.
appeler un chat un chat,"It's what a pamphlet is supposed to be, straightforward, no beating about the bush.","C'est un pamphlet, direct, qui appelle un chat un chat."
appeler un chat un chat,-A fact is a fact.,Appeler un chat un chat.
appeler un chat un chat,"""Call a spade a spade,"" and all that ordeal.","""Appelons un chat un chat"" et tout ce qui suit."
appeler un chat un chat,- If the shoe fits...,- Il faut appeler un chat un chat.
appeler un chat un chat,"The house behindmejust explodedinto flames and, to put it bluntly, all hell is breaking loose.","Derrière moi, une maison vient de s'embraser. Et, pour appeler un chat un chat, c'est l'enfer."
appeler un chat un chat,I just used a crude word... A spade's a spade.,"Moi, j'appelle un chat un chat."
appeler un chat un chat,"Let me just put the shit on out there, OK?",Faut appeler un chat un chat.
appeler un chat un chat,It's like calling a spade a spade.,II faut appeler un chat un chat.
arriver comme un cheveu sur le soupe,Vanessa turned up at an awkward moment.,Vanessa est arrivée comme un cheveu sur la soupe.
arriver comme un cheveu sur le soupe,It's rather remiss of me to intrude on you like this... but I really felt I should break the news to you personally.,"J'arrive comme un cheveu sur la soupe, mais j'ai pensé que je devais venir vous annoncer la nouvelle, personnellement."
arriver comme un cheveu sur le soupe,"It's just a bolt out of the fucking blue, that's all.","Ça arrive comme un cheveu sur la soupe, c'est tout."
avoir de le pain sur le planche,I've got a lot on my plate and um...,J'ai du pain sur la planche...
avoir de le pain sur le planche,"Got your plate full there, Harold.","Tu as du pain sur la planche, Harold."
avoir de le pain sur le planche,Lotta irons in the fire.,J'ai du pain sur la planche.
avoir de le pain sur le planche,You have a job to do.,Tu as du pain sur la planche.
avoir de le pain sur le planche,"Got a pretty full plate right now, huh?","Tu as du pain sur la planche, hein ?"
avoir de le pain sur le planche,"- I guess you have your work cut out for you, don't you, Alex?","- Je pense que tu as du pain sur la planche, n'est-ce pas, Alex ?"
avoir de le pain sur le planche,- Constance... - At least somebody else sees I've got my work cut out for me.,Au moins quelqu'un d'autre voit que j'ai du pain sur la planche.
avoir de le pain sur le planche,"From the moment Simon Lamb walked into the station, I knew we had our work cut out.","Au moment où Simon Lamb est entré, j'ai su qu'on aurait du pain sur la planche."
avoir de le pain sur le planche,"Then I hope you've got a lot of time to do some thinking in the next few days, because you got some work to do.","J'espère que t'auras du temps pour réfléchir, car tu as du pain sur la planche."
avoir de le pain sur le planche,I'm sure they were dealing with a lot.,Je suis sûre qu'ils ont eu du pain sur la planche.
avoir de le pain sur le planche,"I've got work to do here, and you are getting in my way.","J'ai du pain sur la planche, et vous êtes sur mon chemin."
avoir de le pain sur le planche,"Now, like I said, I got a lot of work to do.",Je le répète : j'ai du pain sur la planche.
avoir de le pain sur le planche,"All right, come on, I really got work to do now.","J'ai du pain sur la planche, là."
avoir de le pain sur le planche,There's a lot of work needs doing.,Tu as du pain sur la planche !
avoir de le pain sur le planche,You've got a lot on your plate.,"Non, tu as du pain sur la planche."
avoir de le pain sur le planche,I was worried we'd suddenly have work on our hands.,J'ai subitement cru que nous aurions du pain sur la planche.
avoir de le pain sur le planche,I've got a lot on my plate just now... and I'm feeling less than my full fucking self.,J'ai du pain sur la planche et je ne me sens pas tout à fait moi-même.
avoir de le pain sur le planche,"Well, Jackie, you got a job cut out for you.","Jackie, t'as du pain sur la planche."
avoir de le pain sur le planche,"Well, uh, you sound like you got a lot on your plate, so...",On dirait que tu as du pain sur la planche alors...
avoir de le pain sur le planche,Got work to do.,T'as du pain sur la planche ?
avoir de le pain sur le planche,"I certainly have my work cut out for me, don't I?","J'ai du pain sur la planche, n'est-ce pas ?"
avoir de le pain sur le planche,"El Paso, you got your work cut out for you, baby.","EI Paso, tu as du pain sur la planche."
avoir de le pain sur le planche,"Look, I know you have a lot on your plate, but my parents can't stand you, and my cousin is...","Ecoute, je sais que tu as du pain sur la planche, mais mes parents ne peuvent pas te supporter et mon cousin est..."
avoir de le pain sur le planche,But first you got this in front of you.,Mais tu as du pain sur la planche.
avoir de le pain sur le planche,"Now get going, brother. You have a lot of work to do.","Va, mon frère, tu as du pain sur la planche."
avoir de le pain sur le planche,"I know I've got my work cut out for me, but with your help, I know one thing. Now.","J'ai du pain sur la planche, mais... avec votre aide, je sais une chose:"
avoir de le pain sur le planche,You got your hands full over there.,Tu as du pain sur la planche la.
avoir de le pain sur le planche,"Hey, sorry, Kenny. Guess you got your work cut out for you.","Désolé, mais tu as du pain sur la planche."
avoir de le pain sur le planche,There's still so much to do.,J'ai du pain sur la planche :
avoir de le pain sur le planche,We know you got a steaming pile on your plate.,On sait que tu as du pain sur la planche.
avoir de le pain sur le planche,"Well, you have your work cut out for you, Peter.","Eh bien, tu as du pain sur la planche."
avoir de le pain sur le planche,"Come on, you've got work to do!","Allez, tu as du pain sur la planche !"
avoir de le pain sur le planche,"For whoever takes his place, those are gigantic shoes to fill.",Celui qui le remplacera aura du pain sur la planche.
avoir de le pain sur le planche,But I'm serious. You're not quite there yet but maybe I've been dismissing you too easily over the years.,"Sérieusement, tu as du pain sur la planche, mais je t'ai sous-estimée."
avoir de le pain sur le planche,"Okay, well, it looks like you have your work cut out for you, so good luck.","On dirait que tu as du pain sur la planche, alors bonne chance."
avoir de le pain sur le planche,You've got a lotta work ahead of you.,T'as du pain sur la planche.
avoir de le pain sur le planche,I think I have a little work to do.,Je crois que j'ai du pain sur la planche.
avoir de le pain sur le planche,"You, on the other hand, have a rotten job to do.","Toi, par contre, tu as du pain sur la planche."
avoir deux main gauche,Some comfort this is!,Le confort... - Tu as deux mains gauches.
avoir deux main gauche,You got hands like bricks!,Tu as deux mains gauches !
avoir deux main gauche,"I would do it myself, but I am all thumbs. Yeah, I'm sorry about that.","Je le ferais bien moi-même, mais j'ai deux mains gauches."
avoir deux main gauche,"Yes, and I I have 2 left hands.","Oui, et j'ai deux mains gauche."
avoir deux main gauche,I think I have two left hands.,Je dois avoir deux mains gauches.
avoir deux main gauche,"Oh, Sally, you are fingers and thumbs tonight.","Sally, tu as deux mains gauches ce soir."
avoir deux main gauche,Mechanically retarded would be closer to the truth.,J'ai deux mains gauches.
avoir deux main gauche,Sanil couldn't close a door with two hands and an arm.,Sanil a deux mains gauches.
avoir deux main gauche,You can barely hold one thing in each hand.,Tu as deux mains gauches.
avoir deux main gauche,You're a spiller.,Tu as deux mains gauches!
avoir deux main gauche,I seem to be all butterfingers today.,J'ai deux mains gauche aujourd'hui.
avoir deux main gauche,- How about tonight? I can't. I'm busy.,A croire qu'elle a deux mains gauches!
avoir deux main gauche,"Poor excuse for a man, even a waiter, as far as I'm concerned.",Il a deux mains gauches et il n'est même pas foutu de s'occuper de moi.
avoir deux main gauche,Sometimes I'm just all thumbs.,"Parfois, j'ai deux mains gauches."
avoir deux main gauche,Have you got two left hands?,Tu as deux mains gauches?
avoir deux main gauche,"The dear boy is all thumbs, just like his poor father.","Ce cher garçon est comme son père, il a deux mains gauches."
avoir deux main gauche,He's got no hands.,Il a deux mains gauches.
avoir deux main gauche,I kind of have two left hands.,- J'ai deux mains gauches.
avoir le banane,"Before we start, are you all ready to jam?","Bon. Avant de commencer, est-ce que vous avez la banane ?"
avoir le banane,I'll go bananas.,j'aurai la banane.
avoir le banane,The isotope centrifuge went bananas.,La centrifugeuse d'isotopes a la banane.
avoir le banane,Jakey'll go bananas.,Il va avoir la banane !
avoir le banane,"I've still got it, pal.",J'ai la banane.
avoir le banane,"If you want ice cream, go nuts.",Je veux que tu aies la banane.
avoir le banane,I can't help but smile when I'm around her.,J'ai la banane quand je suis avec elle.
avoir le banane,I got the banana.,J'ai eu la banane !
avoir le banane,Banana cream's the first to go.,La creme a la banane est la première a partir.
avoir le banane,"A year from now, you're going to adopt a kid and you're going to have a big fat smile on your face.","D'ici un an, tu auras adopté un bébé et tu auras la banane."
avoir le banane,"Yeah, they'll go bananas for that one.",Ils vont avoir la banane.
avoir le banane,People have to be happy that you've arrived.,Les gens doivent avoir la banane en te voyant.
avoir le cafard,"""I've got the blues for you.","""J'ai le cafard à cause de toi."
avoir le cafard,I was lonely. I wanted to say something in my own language.,J'avais le cafard et j'ai dit quelque chose dans ma langue.
avoir le cafard,After Finney and I split up I was pretty blue,"Après mon divorce, j'avais le cafard."
avoir le cafard,"The weather's terrible, the guests are miserable and more and more people are leaving Risa every day.","Le temps est abominable, les gens ont le cafard et sont de plus en plus nombreux à quitter Risa."
avoir le cafard,- We miss you!,On a le cafard !
avoir le cafard,Are you unhappy?,Qu'y a-t-il ? Tu as le cafard ?
avoir le cafard,I'm depressed.,J'ai le cafard maintenant.
avoir le cafard,This place gives me the creeps on Sunday.,Tu as le cafard ? Je déteste les dimanches ici.
avoir le cafard,"I was alone, I felt down","J'étais seul, j'avais le cafard."
avoir le cafard,I've been feeling kind of blue lately.,"J'ai le cafard, en ce moment."
avoir le cafard,If I ever feel lonely I'll look at this disfiguring scar and think of you.,Et si j'ai le cafard... je n'aurai qu'à regarder cette cicatrice pour penser à toi.
avoir le cafard,"Come on, Hol. I'm broken up.","Ecoute, j'ai le cafard."
avoir le cafard,I got somethin' that'll cheer you up.,Vous avez le cafard?
avoir le cafard,"""Well, you may feel low and you might not be able to create a play right now...","""Tu as le cafard..."
avoir le cafard,"I was doing great, then out of the blue, it snuck up on me.",Je me sentais bien et c'est arrivé comme ça. J'ai eu le cafard.
avoir le cafard,- You look glum.,- Vous semblez avoir le cafard.
avoir le cafard,Streets Are Uneven,Les rues ne sont pas sûres quand on a le cafard.
avoir le cafard,I got to this point because I had the blues.,En arriver là parce qu'on a le cafard.
avoir le cafard,- We call it the blues.,"- Toi aussi, tu as le cafard?"
avoir le cafard,"When I get bummed out, I take my shirt off because the bad feelings make me feel sweaty.","Quand j'ai le cafard, j'enlève ma chemise parce que les mauvaises pensées me font suer."
avoir le cafard,"Funny, here I was down in the dumps, disgusted with everything. - And then you came along and...","C'est drôle, j'avais le cafard, puis vous êtes arrivée, et..."
avoir le cafard,"- I've got the blues, Jen.","- J'ai le cafard, Jen."
avoir le cafard,♪ You'll feel blue ♪,♪Tu auras le cafard♪
avoir le cafard,"There are days when guys have the blues, then they talk.","Il y a des jours où les gars ont le cafard, alors ils parlent."
avoir le cafard,"After I married, I felt a little unhappy.","Après mon mariage, j'ai eu le cafard."
avoir le cafard,We all got the miseries in here. All of us.,Tout le monde ici a le cafard.
avoir le cafard,"""I'm here feeling blue""","""J'ai le cafard ici"""
avoir le cafard,Really?,tu n'as pas l'air d'avoir le cafard.
avoir le cafard,I play this piece when I'm sad. I pretend I'm a ballerina.,"Quand j'ai le cafard, je le mets, et je danse comme une ballerine."
avoir le cafard,"I also packed your paintings of our best time together, just in case you get lonely.","J'ai aussi mis des peintures de nous deux, au cas ou tu aurais le cafard."
avoir le cafard,"Today, everybody has the blues.","- aujourd'hui, tout le monde a le cafard."
avoir le cafard,♪ You'll feel blue ♪,Tu auras le cafard
avoir le cafard,So what makes this place a good place to go when you're feeling down?,Pourquoi vous sentez-vous bien ici quand vous avez le cafard ?
avoir le cafard,I feel so bad.,J'ai le cafard.
avoir le cafard,When you're feeling in the dumps,Quand tu as le cafard
avoir le cafard,Englishmen tell it when they're feeling down in the mouth.,Les Anglais racontent cette histoire quand ils ont le cafard.
avoir le cafard,Are you homesick?,T'as le cafard?
avoir le cafard,I'm so bored.,J'ai le cafard...
avoir le cafard,You know who has the right to be melancholy? We Italians!,"C'est nous, les Italiens qui devrions avoir le cafard."
avoir le cafard,I'm homesick.,j'ai le cafard.
avoir le cafard,I've got the you-don't-want-to-stay-with-me blues,Tu veux pas jouer avec moi. J'ai le cafard
avoir le cafard,"I came because I was in a bad mood, get it?",J'y vais parce que j'ai le cafard. D'accord ?
avoir le cafard,"Am I blue, Am I blue",J'ai le cafard J'ai le cafard
avoir le cafard,"Be a good girl, Ann, no matter how lonesome.",Sois sage. Même si t'as le cafard.
avoir le cafard,I've had the blues...,J'ai le cafard
avoir le cafard,Think I should pull off a fine smile and forget my pain?,Tu crois que je devrais sourire et ne plus avoir le cafard ?
avoir le cafard,His language has changed.,"Il a le cafard, il parle comme avant moi."
avoir le cafard,"- ""Even the parrot's got the blues...""","- ""Même le perroquet a le cafard."""
avoir le cafard,- Your mom told me you were upset.,Ta mère m'a dit que t'avais le cafard.
avoir le cafard,"I swear, it is impossible to feel bad about anything when I'm around him.",C'est impossible d'avoir le cafard quand il est là.
avoir le cafard,Greg has been coming by my place and I just... I've been feeling so miserable at home.,Greg est venu me harceler et j'ai le cafard toute seule.
avoir le cafard,"And I want you to know, that ifyou ever need anything, you're feeling bad in any way or you just need to talk, then I'm there for you.","Vous devez savoir qu'en cas de besoin si vous avez le cafard ou envie de parler, je suis là."
avoir le cafard,"I understand you're feeling a little homesick, but it's 3:00 in the morning.",- Je comprends que t'aies le cafard. Il est 3 heures du matin.
avoir le cafard,"I was in the dumps, and then Uncle Charlie came and everything changed.","J'avais le cafard, et puis Oncle Charlie est arrivé... et tout a changé."
avoir le cafard,You start taking pills because you're unhappy,On commence à prendre des comprimés parce qu'on a le cafard.
avoir le cafard,"-Yeah, yeah.","Oui, c'est juste que j'ai le cafard le vendredi."
avoir le cafard,"That day, I had the blues.","- Ià, j'avais le cafard..."
avoir le cafard,"You know, Mitch, all of a sudden, I'm very depressed.","Tu sais, Mitch, tout à coup, j'ai le cafard."
avoir le cafard,Sometimes I get these itches.,"Parfois, j'ai le cafard."
avoir le cafard,I haven't been lonely.,Je n'ai pas eu le cafard...
avoir le cafard,Down in the dumps.,J'avais le cafard.
avoir le cafard,Bésame.,- J'ai le cafard.
avoir le cafard,Lt'll make you feel badly.,Tu auras le cafard.
avoir le cafard,I've been in kind of a funk.,"J'ai le cafard, ce matin."
avoir le cafard,"And since he died, I've been feeling down.","Et depuis sa mort, j'ai le cafard."
avoir le cafard,I've got the you-don't-want-to-play-with-me blues,Tu veux pas jouer avec moi J'ai le cafard
avoir le cafard,"When my uncle goes to sea, it's because he has the blues.","-Quand mon oncle part en mer, c'est qu'il a le cafard."
