contains_idioms,text,original_text
auki,"Three, tear paper open.","Kolme, repikää paperi auki."
auki,(humming) What?,Tämä ei saa olla auki.
auki,"All right, get back, I gotta kick the door down.",Astukaa taaksepäin. Minun on potkaistava ovi auki.
auki,"I, personally, would have cut my wrists.",Minä olisin viiltänyt ranteet auki.
auki,- 2-9-7-8.,AUKI
auki,You know... wild man.,Täytyy pitää silmät auki.
auki,- Online.,- Yhteys auki.
auki,Uh-uh. And spit it out!,Monttu auki!
auki,"- Cut her open, bitch.","Leikkaa se auki, narttu."
auki,"Keep your eye out, there´s a guy over there that used to be a woman.",Pidä silmäsi auki. Tuo tyyppi tuolla oli ennen nainen.
auki,I-I think... I think you should wear it down.,- Sinun pitäisi pitää hiukset auki.
auki,It's Dick Roman. Turn on CNN.,Laita telkkari auki.
auki,"Yeah, if you cut their bellies a little bit... the vultures will come swooping down at, like, 35 miles an hour.","Jos niiden mahan viiltää auki, korppikotkat lentävät tänne nopeudella 56 km/t."
auki,What Bassam said in the square?,- Näitkö tämän? Mitä Bassam sanoi aukiolla?
auki,- He's claiming a possible 10-31. - It's open.,- Ovi on auki.
auki,Just trying to cut me open.,Yritit vain leikata minut auki!
auki,"Can I come too, or you wanna roll a window down for me?",Voinko minäkin tulla vai veivaatko vain ikkunaa auki?
auki,"Well, that was before he let you crack your head open.",- Se oli ennen kuin mursit pääsi auki.
auki,Driver roll down your window.,"Kuljettaja, ikkuna auki. Kädet näkyviin"
auki,"I'll cut my throat to bring him back, Dad.","Viiltäisin kurkkuni auki, jos se toisi hänet takaisin, isä."
auki,I'll re-suture.,Ovet auki.
auki,His throat was ripped out. What?,- Hänen kurkkunsa oli revitty auki.
auki,"When I arrived in the clearing, I found you'd caught up with him first and had overreacted.","Päästyäni aukiolle, huomasin, että olit saanut hänet kiinni ensin ja ylireagoinut."
auki,"I died with my eyes open, saw the masters who pull our strings.","Minä kuolin silmät auki ja näin herrat, jotka ohjailevat meitä."
auki,I want to be completely broke in the next four secds.,Haluan olla täysin perse auki neljässä sekunnissa.
auki,Open.,Tule sisään. Auki.
auki,"- I have to see Jack. Okay. My marriage is in trouble, We're going broke, and I..",On tavattava Jack.Avioliitto rakoilee ja olemme aivan auki.
auki,"Ms. Bracken, as long as your client remains a person of interest in the murder of Karen Lloyd and one of my men, we will investigate any and all possibilities.","Niin kauan kuin päämiestänne epäillään osallisuudesta- -Karen Lloydin ja yhden oman mieheni murhaan, kaikki tutkintalinjat ovat auki."
auki,"Details surrounding the intricate system of gas lines that run beneath the square are still forthcoming, but the majority of those lines date back to the Soviet era and have not been updated in at least...","Yksityiskohtia monimutkaisesta kaasuputkijärjestelmästä, joka kulkee aukion alla, ei ole vielä saatu, mutta suurin osa verkostosta on Neuvostoliiton aikaista, eikä sitä ole huollettu ainakaan..."
auki,- Yeah. Aunt Flo's in doggy town.,- Hana on auki koirakylässä.
auki,COMPUTERIZED VOICE: Front door ajar.,Etuovi on auki.
auki,"Missing your button, Mr Billy.","Nappinne on auki, herra Billy."
auki,Any chance you can pop the sunroof? Yeah. Uh-huh.,–Saatko kattoikkunan auki?
auki,You owe me 420 bucks for the last one.,Olet minulle 420 taalaa auki edellisestä.
auki,"Okay, I'm broke, man.",Olen persauki.
auki,"Is that bacon I smell, or did somebody fall asleep with the curtains up?","Pekoniko täällä haisee, vai nukahtiko joku verhot auki?"
auki,"You remember Daddy did the testing? You make sure the passageway is clear, and you...","Muistatko kun isi teki sen testin, ilmakulkutiet ovat auki ja sinä..."
auki,"Okay... no, wait, wait wait!",- Odota. Vetoketjusi on auki.
auki,"Eyes open, inmate.",Silmät auki.
auki,"Doctor, you come with me back to the glade.",Me palaamme metsäaukiolle.
auki,Shredders. The police and DEA use these to blow locks.,Poliisi räjäyttää näillä paukuilla lukot auki.
auki,You've been antsy all night. I think I left the freezer door at Scavo's open.,- Taisin jättää pakastimen oven auki ravintolassa.
auki,His abdomen's been slit open.,Hänen vatsalaukkunsa on viilletty auki.
auki,And more cran-tastic. Don't ever leave my door open like that again.,Älä enää koskaan jätä oveani auki.
auki,"A week before she slit her wrists and died at home, you raped her.",Raiskasit hänet viikko ennen kuin hän viilsi ranteensa auki.
auki,They dug up the corner of Jackson and Main...,Jacksonin ja Mainin kulma on kaivettu auki.
auki,Now get out there and keep your snake eyes open for you know who.,"Häivy nyt, ja pidä silmäsi auki, tiedät kenen varalta."
auki,"Now, the account's open a week,... ..Jackie puts Ned's cheque in.","Tili on auki viikon, ja Jackie tallettaa shekin sinne."
auki,"The Supercor, it's still open.",- Supermarket on yhä auki.
auki,Yeah.,- Leikataanko hänet auki?
auki,"Arthur, if you are able to draw the sword from the stone... and prove to me you truly are the sole king of Camelot... I will make love to you right here in the clearing.","Arthur, jos pystyt vetämään miekan kivestä ja todistamaan, että olet Camelotin ainoa kuningas, rakastelen kanssasi heti tällä aukiolla."
auki,"He was, and then Stefan ripped his throat out.",- Hän olikin. Sitten Stefan repi hänen kurkkunsa auki.
auki,"Let go of the knob, and I'll let you in.","Päästä irti nupista, niin saan oven auki."
auki,"When you did that spell to send Vicki Donovan away, she wedged the door wide open.","Kun teit loitsun, lähettääksesi Vicki Donovanin pois... Hän sai oven täysin auki."
auki,"If you ever again take one peso of mine, I'll cut your throat from ear to ear.","Jos viet minulta pesonkin, leikkaan kurkkusi auki korvasta korvaan."
auki,(Sighs) What if I said I needed to find out about a patient who'd slashed his own throat down here?,"Tarvitsen tietoja potilaasta, joka viilsi täällä kurkunsa auki."
auki,I'm-I'm not tripping. H-His eyes were open.,Hänen silmänsä olivat auki.
auki,The forum in the opera house in the city of the gods on Kobol.,Oopperatalon aukio ja Jumalten kaupunki... Kobolilla.
auki,?,Hän jätti kassakaapin auki.
auki,"Well, your robe's open... so yeah.","- Kylpytakkisi on auki, joten kyllä voi."
auki,"Once I cut into her, I need you to force the incision open.","-Kun leikkaan, pidä haava väkisin auki."
auki,Tell him how to tap the keg.,Kerro hänelle kuinka oluttynnyrin saa auki.
auki,He was the one who slit my boy's throat.,Hän viilsi poikani kurkun auki.
auki,- He'll rip your guts out! - What a--,Se repii vatsasi auki!
auki,I sent some unis over to the mausoleum and the door was open.,Hautakammiolle lähettämäni joukot sanoivat oven olleen auki.
auki,- You gotta kick it open! - Gotta kick it open!,Ovi pitää potkaista auki!
"auki,hevonen karata","Oh, Captain, don't look now, but your barn door's open and your cows are getting out.","Kapteeni, älkää katsoko, mutta tallinne ovet ovat auki ja hevoset karkaavat."
"auki,hevonen karata",I forgot to close the gate last night. The horses are gone!,"Portti jäi auki, hevoset karkasivat."
"auki,olla hukassa","I only want you to know that if you feel like you're under water, if you need to talk, my door is open.","Jos tunnet olevasi hukassa, - jos haluat puhua, oveni on auki."
"auki,persaukinen",Your clients. You mean the bleeding-heart feminists who don't pay the bills?,Sinun asiakkaitasi eli persaukisia feministejä.
"auki,persaukinen",You don't want to go home broke once John makes this shot.,"Et halua mennä kotiin persaukisena, kun John lyö tämän lyönnin."
"auki,persaukinen",Women are always complaining about something.,"""Senkin persaukinen runkku."""
"auki,persaukinen",How's a guy that's so broke afford a $1500 handgun?,Miten persaukisella olisi varaa 1 500 dollarin aseeseen?
"auki,persaukinen",Plus we're shit broke.,Lisäksi olemme persaukisia.
"auki,persaukinen","Shit, I been without it so long that if I had it, I'd appreciate it.","Oon ollut niin kauan persaukinen, että osaisin arvostaa rahaa."
"auki,persaukinen","I ain't got a pot to piss in, or a window to throw it out of.",Olen persaukinen ja aivan rahaton.
"auki,persaukinen","You're broke, all right?","- Olet persaukinen, eikö niin?"
"auki,persaukinen",Ah! They're not gonna pay you.,"- Et saa rahaa, olen persaukinen!"
"auki,persaukinen",I'm flat broke and Mac is going to fire me.,Olen persaukinen ja Mac aikoo erottaa minut.
"auki,persaukinen",I hate to live with a bunch of broke-ass people.,Vihaan asua persaukisten ihmisten kanssa.
"auki,persaukinen",I'm utterly assholed.,Olen totaalisen persaukinen.
"auki,persaukinen",It's not like your broke ass ever has any money to give me.,"Kyse on siitä, että sinulla persaukisella ei ole koskaan antaa rahaa minulle."
"auki,persaukinen",I get it. I was hustling my ass off in this town as a broke PA for 11 years before I made something of myself.,"Olin persaukinen assari 11 vuotta, ennen kuin menestyin."
"auki,persaukinen",We're all broke.,Olemme kaikki persaukisia.
"auki,persaukinen","Maybe that was wrong, but I was broke, and that's what I did.","Ehkä se oli väärin, mutta olin persaukinen."
"auki,persaukinen",- I can't afford more. - Broke-ass guitar player.,- Persaukinen kitaristi.
"auki,persaukinen",- I mean bankrupt. I like this term.,- Persaukinen.
"auki,persaukinen",Like they ain't never been broke before.,Kuin he eivät olisi ennen olleet persaukisia.
"auki,persaukinen","My son is dying, I'm broke.","Poikani on kuolemaisillaan, olen persaukinen."
"auki,persaukinen","Either they don't like him, or the rumors are true--",-Joko he eivät pidä hänestä tai firma on persaukinen.
"auki,persaukinen",You come up with something in this broke-ass city.,Yritä sinä jotain tässä persaukisessa kaupungissa.
"auki,persaukinen","- It can't happen, I'm shit broke.","- Hyvä, olenkin persaukinen."
"auki,persaukinen","We didn't make it here, and now we're broke!","Ensin emme päässeet tänne, ja nyt olemme persaukisia!"
"auki,persaukinen","I know I've been too broke to do as much for you as your mom, But I didn't want you to go off to college without a car.","- Tiedän että olen ollut liian persaukinen tehdäkseni vuoksesi - yhtä paljon kuin äitisi, mutten halunnut sinun lähtevän collegeen ilman autoa."
"auki,persaukinen","I'm so broke, man.",Olen ihan persaukinen.
"auki,persaukinen","As for me, I was still a virgin, single and broke.","Ja minä, olin edelleen neitsyt, sinkku ja persaukinen."
"auki,persaukinen","Man, this broke-ass prison will never replace 'em.",Tämä persaukinen vankila ei hanki uusia tilalle.
"auki,persaukinen","June 30, 1966, the day I was born in Cumberland Hospital in the republic of Brooklyn, New York.","Se oli hienoa, kun oli persaukinen."
"auki,persaukinen","Broke ass, huh?",Minäkö persaukinen?
"auki,persaukinen",I'm an Olympic champion and I'm fucking broke.,Olen olympiavoittaja ja ihan persaukinen.
"auki,persaukinen",I was flat broke.,Olin aivan persaukinen.
"auki,persaukinen","You see, Bernie, the thing is... we're kind of strapped.","Bernie, asia on niin, että me ollaan ihan persaukisia."
"auki,persaukinen",I just ended up dead broke.,Päädyin persaukiseksi.
"auki,persaukinen",But he was always broke.,Mutta hän oli aina persaukinen.
"auki,persaukinen",And we're not inviting Doug 'cause he's broke?,"Emmekö kutsu Dougia, koska hän on persaukinen?"
"auki,persaukinen",I'm broke.,Kaiken lisäksi olen persaukinen.
"auki,persaukinen",I am flat broke.,Olen aivan persaukinen.
"auki,persaukinen",I've got the stink of broke all over me.,-Haisen persaukiselle. -Ja kaikki on Clete Reedin syytä.
"auki,persaukinen",Nope. Flat broke.,"- Ei, olen ihan persaukinen."
"auki,persaukinen",He needs more than a deadbeat mother.,Olet persaukinen ja aina poissa.
"auki,persaukinen",Tremaine wants 30 million for the device.,Tremaine haluaa 30 miljoonaa siitä. - Kaupunki on melkein persaukinen.
"auki,persaukinen","Now, what I'm looking for is a particular kind of Frenchie, namely one who is transparently of noble blood but also short on cash.","Etsin tietynlaista ranskista, nimittäin sellaista, - joka on selvästi siniverinen, mutta myös persaukinen"
"auki,persaukinen","Lucy, I don't have any money. It's not for me.",Olen persaukinen.
"auki,persaukinen",So I guess I am your BFF-- your broke friend forever.,Joten taidan olla paras kaverisi--- persaukinen kaverisi.
"auki,persaukinen",I know she and Dad were broke.,Tiedän että hän ja isä olivat persaukisia.
"auki,persaukinen",I'm totally broke! Oh God,Olen ihan persaukinen!
"auki,persaukinen",What's broke-ass Randy Newman's take on it?,Mitä persaukinen Randy Newman ajattelee asiasta?
"auki,persaukinen","I'm pissed that I'm broke, but it was worth the money to be here.","Olen suuttunut, että olen aivan persaukinen, mutta onhan tämä ollut rahan arvoista."
"auki,persaukinen","So to recap we smell like turds, we have no car, no Jimmy Wilson and I'm broke.","Eli yhteenveto, - haisemme paskalle, meillä ei ole autoa, ei Jimmy Wilsonia. Ja olen persaukinen."
"auki,persaukinen",Where do I put these?,Millä persaukisten kakarat resentiä ostaa venäläisen tilalle?
"auki,persaukinen","I'll sell your clothes, leave you here naked and bleeding without money.",Myyn vaatteesi ja jätän sinut tänne persaukisena.
"auki,persaukinen",I got out of jail and I was just as broke and fucked up as everyone else.,Pääsin vankilasta yhtä persaukisena ja paskana kuin muutkin.
"auki,persaukinen","You saw my apartment, man, I'm broke as shit.",Näit asuntoni. Olen persaukinen.
"auki,persaukinen","I'm broke, dad.","- Olen persaukinen, isä."
"auki,persaukinen",They cleaned us out.,Meidät putsattiin persaukiseksi.
"auki,persaukinen",We're broke!,Älä hätäile. Ollaan persaukisia!
"auki,persaukinen","- Don't be stupid, you're broke.",- Olet persaukinen.
"auki,persaukinen",I don't want bums in here.,Persaukiset ei kelpaa.
"auki,persaukinen","You're broke, and you've got all these judgmental assholes everywhere. Exactly.","Olet persaukinen, ja ihmiset tuomitsevat tällaisen."
"auki,persaukinen",- I'm very good.,- Olen erittäin hyvä - ja täysin persaukinen.
"auki,persaukinen","We moved to London. We had no money, and our prospects were as two poorly paid teachers.",Muutimme persaukisina Lontooseen - ja meitä odotti tulevaisuus huonosti palkattuina opettajina.
"auki,persaukinen","And if I lose mine, all three of us are out on our asses.","Ja jos minä menetän omani, - me kaikki olemme persaukisia."
"auki,persaukinen",I'd be either out of a job or out of pocket.,Olisin joko ilman työtä tai persaukinen.
"auki,persaukinen",The school is broke.,Koulu on persaukinen.
"auki,persaukinen","""I don't give a shit, because I'm broke.","En välitä, koska olen persaukinen."
"auki,persaukinen","I'm broke, I need the money.",Olen persaukinen. Tarvitsen rahat.
"auki,persaukinen",I'm ass-broke and empty-handed.,Olen persaukinen ja tyhjäkätinen.
"auki,persaukinen",It's not my fault I'm broke.,"- Taasko? - Ei ole syyni, että olen persaukinen."
"auki,persaukinen",Just a weak-ass mayor of a broke-ass city.,Pelkkä persaukisen kaupungin heikko pormestari.
"auki,persaukinen","As it happens, I'm broke.",Oon persaukinen.
"auki,persaukinen","Well, if I ever cleaned it up, I might find out that we're both broke, you know?","Jos alan kunnostaa paikkaa, olemme pian molemmat persaukisia."
"auki,persaukinen",We're broke.,Olemme persaukisia.
"auki,persaukinen","Man, I'm so damn broke.",Olen niin persaukinen.
"auki,persaukinen","We can all pretend like we're here because we care about the future generation and blah, blah, blah, but let's face it, we're all fucking broke.","Voimme kaikki teeskennellä, että huolehdimme täällä tulevista sukupolvista. Totta puhuen olemme vain persaukisia."
"auki,persaukinen",You as broke as I am.,Olet yhtä persaukinen kuin minäkin.
"auki,rysä päältä",I caught you stealing a bunch of coins out of the fountain at Logan Circle.,Mainitse yksikin toinen kummallisuus. Jäit kiinni rysän päältä varastaessasi kolikoita Loganin aukion lähteestä.
"auki,takki auki",- Leave it open.,- Jätä takki auki.
"auki,takki auki",Open up!,Takki auki.
"auki,takki auki",The bank account is empty.,Nyt on sitte tili tyhjänä ja takki auki.
"auki,takki auki",–Open your jacket!,- Takki auki!
"auki,takki auki","My boss comes out of the bathroom with his robe open,",Isäntä kuljeskelee kotona kylpytakki auki.
"auki,takki auki","No, no, no, no!",Jätä takki auki.
"auki,takki auki","I got there, Yvette, I walked in, she was standing in the hallway looking wild, robe open, no gown, breasts hanging, just looking wild.","Kun saavuin, hän seisoi käytävällä aamutakki auki ja näytti villiltä."
"auki,takki auki",The woman hasn't tied her robe in 20 years. Suddenly she's not decent?,"Hänellä on ollut kylpytakki auki 30 vuotta, mutta nyt hän ei ole säädyllinen."
"auki,vaihe",Can i help you? I have taken a wrong turn somewhere and can't find a gas station that is open.,"- Olen ajanut väärään suuntaan jossain vaiheessa, - enkä löydä huoltoasemaa, joka olisi auki."
"auki,vaihe","""Wich will be opened around the clock to aid in the transition""","""Jotka ovat auki kellon ympäri auttamassa siirtymä vaiheessa"""
"auki,vaihe",We'd need a phaser to blast it open.,Tarvitsisimme vaiheisen räjäyttääksemme sen auki.
"auki,vaihe",It's anybody's fight at this point.,Tässä vaiheessa pelin tulos on vielä täysin auki.
"auki,vaihe","We're in a very limited Phase 2 efficacy trial, but one of the participants has dropped out, ****","Yksi kakkosvaiheen osallistujista jättäytyi pois, joten paikka on auki."
"auki,vaihe","Maybe not today, maybe not tomorrow, but at some point I'm gonna rip open up your throat, and you're gonna die.","En ehkä tänään tai huomenna, mutta jossain vaiheessa revin kurkkusi auki, ja sitten sinä kuolet."
"auki,vaihe","If you wish to remain open, you will attend a one day seminar exploring the 32 steps of proper hand sanitation.","Jos haluatte pysyä auki, osallistut päiväseminaariin jossa esitellään käsienpesun 32 vaihetta."
"auki,vaihe","And by the time you pry your fingers open, they're just, like, pyramids of powder, basically.","Ja siinä vaiheessa, kun kampeaa sormensa auki, pallot ovat muuttuneet jauhepyramideiksi."
auko pää,"Yes, we do have to and don't be so cheeky! Do you hear me, Davey?",Äläkä yhtään ala aukoa päätäsi.
auko pää,Plenty of air in that old mine. Comes in from them ventilating shafts.,Tuuletusaukoista pääsee ilmaa kaivokseen.
auko pää,I hardly said anything. Only that lunch break was over.,Sanoin vain että tauko päättyi...
auko pää,Who the fuck do you think you are coming in here mouthing off at my mates?,Mitä sä tuut tänne aukoon päätäs?
auko pää,"Okay, break's over.","Selvä, tauko päättyi."
auko pää,Break's over!,Tauko päättyi.
auko pää,"Jack, Ernie, terribly sorry to interrupt your tea break, but we've had a call out, category A1.","Teetauko päättyi, saimme hälytyksen. Missä?"
auko pää,- Break's over. - Wait!,- Tauko päättyi.
auko pää,"All right, boys. Break's over!",Tauko päättyy.
auko pää,It's all for talking shit to him. - I'll see you later.,Pitikin aukoa päätä.
auko pää,You don't get a bitch pass just 'cause you're old.,"Ette saa aukoa päätänne minulle vain siksi, että olette vanhoja."
auko pää,Break time's over.,- Ei siltä vaikuta. - Tauko päättyi.
auko pää,"Look at this guy, talking back to me.",Kehtaatko aukoa päätäsi minulle?
auko pää,"All right, recess is over. Let's go!",Tauko päättyi!
auko pää,[chuckles] Break was over a half hour ago.,Tauko päättyi puoli tuntia sitten.
auko pää,"All right, well, my break's over, so I'm gonna - take off.","- Taukoni päättyi, joten minun täytyy lähteä..."
auko pää,"So, uh.. My... My lunch break's nearly up.",Lounastaukoni päättyy.
auko pää,The cease-fire ends in two minutes!,Tulitauko päättyy kahden minuutin päästä!
auko pää,"Ladybird, the cease-fire ends in a moment!","Ladybird, tulitauko päättyy aivan kohta!"
auko pää,He tells me to fuck off all the time!,-Hän ei arastele aukoa päätään!
auko pää,-Palm Sunday's over.,- Erätauko päättyi.
auko pää,"With our break over, we got back on the road.",Tauon päätyttyä palasimme tien päälle.
auko pää,You let an animal talk like that? No wonder we've got trouble in our prisons.,"Ei ihme, että on ongelmia, kun annat tuon elukan aukoa päätään tuolla lailla."
auko pää,Smoke break ended 10 minutes ago!,Tupakkatauko päättyi kymmenen minuuttia sitten.
ei hätä olla tämä näköinen,"It looks worse than it is, it's just that we have a particular house style.","Ei hätä ole tämän näköinen, mutta käytämme tiettyä tyyliä."
ei hätä olla tämä näköinen,-Yeah. Don't worry about it.,Ei hätä ole tämän näköinen.
ei hätä olla tämä näköinen,Just hang tight. It's not that bad.,"Odota, ei hätä ole tämän näköinen."
ei kauan nokka tuhista,The DNA testing is a piece of cake.,No DNA:ssa ei kauan nokka tuhise.
