source,references,hypothesis,type
Et je n'ai pas eu l'occasion de t'en parler parce qu'on avait d'autres chats à fouetter.,"[""And I didn't get a chance to tell you because we had bigger fish to fry.""]",And I didn't get a chance to tell you about it because we had other things to worry about.,idiomatic
"Pour le moment, on a d'autres chats à fouetter.","['But right now, we got bigger fish to fry.']","For the moment, we have other things to worry about.",idiomatic
J'ai dû avoir un chat dans la gorge.,"[""Must've been a frog in my throat.""]",I must have had a cat in my throat.,idiomatic
- Vous avez un chat dans la gorge ! - Oui.,"[""- You've got a frog in your throat.""]",- You have a cat in your throat! - Yes.,idiomatic
"Quand je dis son prénom, c'est comme si j'avais un chat dans la gorge.","[""It's easy to pronounce. Every time I try to say her name, I get a hairball.""]","When I say her name, it's like having a cat in my throat.",idiomatic
"Je sais pas, j'ai eu un coup de foudre.","[""I don't know, it was love at first sight.""]","I don't know, it was love at first sight.",idiomatic
Je n'ai pas eu de coup de foudre depuis Sean Cassidy.,"[""I haven't had a crush since Sean Cassidy. No way.""]",I haven't had a crush since Sean Cassidy.,idiomatic
Tavares n'aurait pas témoigné car il avait une peur bleue de Donovan.,"[""Tavares wouldn't testify because he was scared stiff of Donovan.""]",Tavares would not testify because he was scared to death of Donovan.,idiomatic
Il a une peur bleue de vous.,"[""He's afraid of you.""]",He is scared to death of you.,idiomatic
"Et tu le sais, il faut battre le fer tant qu'il est chaud.","['And you know, you have to strike while the iron is hot.']","And you know, you have to strike while the iron is hot.",idiomatic
"Ils veulent le capital sur la publicité produite par le Post, nous devons battre le fer tant qu'il est chaud.","[""They want to capitalize on the publicity from The Post, so we have to strike while the iron's hot.""]","They want the capital on the advertising produced by the Post, we must strike while the iron is hot.",idiomatic
Quelle était l'entreprise pour laquelle David Clarke blanchissait de l'argent ?,['And what was the name of the organization you believe David Clarke was laundering money for?'],What was the business that David Clarke was laundering money for?,idiomatic
Vous blanchissez de l'argent pour lui.,['You launder money for him.'],You launder money for him.,idiomatic
Elle a commencé à boire comme un trou.,['She started a drinking binge.'],She started drinking like a fish.,idiomatic
Vous avez dû boire comme des trous.,['How much did you drink?'],You must have been drinking like crazy.,idiomatic
"Donc, ce n'est pas tes oignons, ok?","[""That mean, it's none of your business, right?""]","So, it's none of your business, okay?",idiomatic
"Ce ne sont pas mes oignons, bien sûr, mais maintenant que Victor en a un","[""It's not my business, of course, but now that Victor has one--""]","It's none of my business, of course, but now that Victor has one",idiomatic
On cherche la petite bête?,"[""Lookin' for some loopholes, huh?""]",Looking for the little beast?,idiomatic
"Ah, Veronica... C'est ce qui s'appelle chercher la petite bête.","['Ah, Veronica... this is really grasping at straws.']","Ah, Veronica... This is what is called looking for the little beast.",idiomatic
J'ai eu un vrai coup de foudre.,['It was love at first sight.'],I fell in love with it at first sight.,idiomatic
C'est un coup de foudre. C'est inoffensif.,"[""It's a crush.It's harmless.""]",It's love at first sight. It's harmless.,idiomatic
"Mais Carthagène, ça coûte les yeux de la tête.","[""But I'll tell you, Cartagena is really expensive.""]","But Cartagena, it costs the eyes of the head.",idiomatic
"Tu sais, les deux enfants sont à St Margaret maintenant, et ça nous coûte les yeux de la tête.","[""You know, both kids are at St. Margaret's now, and that costs an arm and a leg.""]","You know, both kids are in St. Margaret's now, and it's costing us an arm and a leg.",idiomatic
- J'arrive pas à dormir. Je crève la dalle. Regarde sur quoi je tombe.,"[""I can't sleep because I'm starving and look what's on TV.""]",- I can't sleep. I'm starving. Look what I'm walking into.,idiomatic
"Ouais, je crève la dalle.","[""Yeah, I'm freaking starving.""]","Yeah, I'm starving.",idiomatic
Il a donné sa langue au chat.,"[""Seems the cat got Watts's tongue.""]",He gave his tongue to the cat.,idiomatic
- Je donne ma langue au chat.,['- I give up.'],- I give my tongue to the cat.,idiomatic
"J'en ai marre, marre de Napoléon Quatorze.","[""And I'm sick of it, Aeryn! I'm sick of Napoleon the Fourteenth,""]","I'm fed up, fed up with Napoleon Fourteen.",idiomatic
J'en avais marre de tes âneries.,"['Lister, I did that because I was sick of you annoying me.']",I was tired of your nonsense.,idiomatic
J'en ai ras-le-bol. Pas vous ?,"[""I'm sick and tired of this.""]",I'm sick of it. Aren't you?,idiomatic
J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.,['I am sick as hell of you constantly making a mess Of this house and having to clean up after you.'],I'm tired of you always making a mess and me having to clean it up afterwards.,idiomatic
J'en ai ras le bol! Ho!,"[""I'm sick and tired of ...""]",I'm sick of it! Ho!,idiomatic
J'en ai ras le bol de ce travail.,"[""I can't stand this job anymore.""]",I'm sick of this job.,idiomatic
Et je n'en ai rien à cirer.,"[""And I don't give a damn.""]",And I don't care.,idiomatic
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!","[""And I don't even care if you're telling me a bunch of lies.""]","And even if you're laughing at me right now, I don't give a shit!",idiomatic
"Chéri, je croyais que tu en avais rien à faire de cet arbre.","[""Honey, I thought you didn't care about the tree.""]","Honey, I thought you didn't care about this tree.",idiomatic
Mais je n'en ai rien à faire [br]de ces détails!,['Those are careless details!'],But I don't care about these details!,idiomatic
"Votre argent et vos amis puissants, j'en ai rien à foutre, Gartley.","[""Hey, all your powerful friends and all your money don't mean shit to me, Gartley.""]","I don't give a shit about your money or your powerful friends, Gartley.",idiomatic
"De toute façon, j'en ai rien à foutre.","[""I don't care what the hell you're doing.""]","Anyway, I don't give a shit.",idiomatic
Pourquoi t'en fais tout un fromage ?,['Why are you making such a big fuss over it?'],Why are you making such a big deal about it?,idiomatic
Je sais pas pourquoi elle en fait tout un fromage.,"[""I don't know why she's making such a big deal out of a wedding.""]",I don't know why she's making such a big deal about it.,idiomatic
"Ce serait à lui de m'écouter, pour en prendre de la graine.","[""L... I don't have all the answers. But maybe he should listen to me more and learn a little.""]","It would be up to him to listen to me, to learn from me.",idiomatic
Tu aurais pu en prendre de la graine.,"[""You could have followed others' lead.""]",You could have learned from them.,idiomatic
"Eh bien, au risque d'enfoncer une porte ouverte, c'est fini.","[""Well, at the risk of stating the obvious, it's over.""]","Well, at the risk of pushing a door open, it's over.",idiomatic
C'est comme si j'enfonçais une porte ouverte encore et encore.,"[""But that's just stating the obvious over and over.""]",It's like I'm kicking a door open over and over again.,idiomatic
"Fais gaffe Lindsey, surveille-les bien.","[""Watch them, Lindsey. Keep an eye on 'em.""]","Watch out Lindsey, keep an eye on them.",idiomatic
"Fais gaffe, l'oiseau !","['Whoa, bird! Watch out for the...']","Watch out, bird!",idiomatic
J'aimerais qu'ils arrêtent de faire les andouilles.,['[groans] I wish these kids would stop acting up.'],I wish they'd stop messing around.,idiomatic
"Si les enfants font les andouilles, on peut leur mettre une gifle.","[""If the kid's misbehaving behind you, you can reach and whack him.""]","If the kids are being silly, we can slap them.",idiomatic
Écoute. Fais la grasse matinée.,['Well... you better sleep late this morning.'],Listen up. Sleep in.,idiomatic
"Eh bien, si c'est uniquement celà, tu peus faire la grasse matinée demain.","[""Well, if that's all it is, you can sleep late tomorrow.""]","Well, if that's all it is, you can sleep in tomorrow.",idiomatic
Je fais le pont du 4 Juillet. Je resterai 3 jours.,"[""Yeah, I'm taking the 4th off, so I'll be there for three days.""]",I am doing the 4th of July bridge. I will stay 3 days.,idiomatic
Je croyais pouvoir continuer à faire la sourde oreille.,['I guess I thought I could just go on not caring.'],I thought I could continue to turn a deaf ear.,idiomatic
"Au moins avant, elle pouvait faire la sourde oreille aux cris.","['At least before, she could tune out the crying.']","At least before, she could tune out the screams.",idiomatic
Combien de temps vas-tu encore me faire la tête ?,"['All right, how long are you gonna stay mad at me?']",How much longer are you going to pout at me?,idiomatic
Est-ce que tu me fais la tête?,['Is this supposed to be the silent treatment?'],Are you giving me the cold shoulder?,idiomatic
Il m'a fait une queue de poisson.,['- He cut in on me.'],He gave me a fishtail.,idiomatic
Ce type m'a fait une queue de poisson.,['The guy cut me off. What was I supposed to do?'],This guy gave me a hard time.,idiomatic
Ça ferait un tabac.,"[""I'm sure it'd be really popular.""]",It would be a hit.,idiomatic
Ça ferait un tabac !,['People would love it!'],It would be a hit!,idiomatic
"22 personnes qui filent à l'anglaise, tu t'imagines ?","[""You don't want 22 people skipping all in one day, do you? - Of course not, but...""]","22 people running around, can you imagine?",idiomatic
Je vais filer à l'anglaise pour ne pas gâcher la fête.,"[""I thought I'd just sneak away quietly. I don't want to spoil the party.""]",I'm going to run away to not spoil the party.,idiomatic
"Sapristi, il fait un froid de canard.","['Oh, Jiminy. It sure turned cold.']","Boy, it's cold as hell.",idiomatic
"J'avais déjà gaspillé l'argent que j'avais reçu à ma sortie, et avec ce vent, il faisait un froid de canard.","[""I'd already blown the money they gave me. And the north wind was colder than hell.""]","I had already wasted the money I had received on my way out, and with this wind, it was freezing cold.",idiomatic
"Il faut souffrir pour être belle, chérie.","['Beauty is pain, baby.']","You have to suffer to be beautiful, honey.",idiomatic
Maman dit qu'il faut souffrir pour etre belle.,['Mommy says beauty is pain.'],Mom says you have to suffer to be beautiful.,idiomatic
Il n'y avait pas un chat dans le coin.,['Not a single person was in sight'],There wasn't a cat around.,idiomatic
Il n'y a pas un chat ici !,"[""There's no one in here!""]",There is not a cat here!,idiomatic
Nous jetons l'argent par les fenêtres.,"[""We're throwing all our dough in""]",We are throwing money away.,idiomatic
Ta mère jette l'argent par les fenêtres.,['Your mother is squandering money.'],Your mother throws money around.,idiomatic
Je ne veux pas jeter le bébé avec l´eau du bain.,"[""I don't want to throw the baby out with the bathwater.""]",I don't want to throw the baby out with the bathwater.,idiomatic
On devrait jeter l'éponge. Quoi ?,['I think we should give up.'],We should throw in the towel. What?,idiomatic
"- Comment ça, vous jetez l'éponge ?","['- What? What do you mean, quitting?']",- What do you mean you're throwing in the towel?,idiomatic
"- Alors, vous voulez que je jette un coup d'oeil?","['- So, you want me to take a look? - Where?']","- So, you want me to take a look?",idiomatic
Je devrais aller jeter un coup d'oeil aux personnes du CMI.,['I should check in with the I.D.C. rep.'],I should go take a look at the CMI people.,idiomatic
J'arrive à peine à joindre les deux bouts.,"['Okay, I am barely scraping by.']",I can barely make ends meet.,idiomatic
"Écoute, on travaille 70 heures par semaine pour joindre les deux bouts.","['Look, we work 70 hours a week just to keep pace, right?']","Look, we work 70 hours a week to make ends meet.",idiomatic
"Oh, mon gars, les carottes sont cuites.","['Oh, boy, my goose is cooked now.']","Oh boy, the carrots are cooked.",idiomatic
Les carottes sont cuites et servies. Joli !,['Your goose... is cooked and served.'],The carrots are cooked and served. Nice!,idiomatic
"Ils remonteront jusqu'à nous, les doigts dans le nez.",['They will read this one with their eyes closed.'],"They will come up to us, with their fingers in our noses.",idiomatic
"C'est les doigts dans le nez, mec.","[""That's fish in a barrel, dude.""]","That's fingers down, man.",idiomatic
Vous devriez voir comment Will passe les exams les doigts dans le nez.,"['Yes, sir, you ought to see the way Will breezes through these tests.']",You should see how Will passes exams with his fingers in his nose.,idiomatic
La fin des haricots !,"[""The whole ride's over.""]",The end of the beans!,idiomatic
"- ""La fin des haricots."" - Des haricots latins !","['- ""That\'s how the cookie crumbles."" - ln Latin!']","- ""The end of the beans."" - Latin beans!",idiomatic
Ce fut la goutte d'eau qui fit déborder le vase.,['And that pushed me over the edge.'],This was the last straw.,idiomatic
"Et bien, c'est la goutte d'eau qui fait déborder le vase.","['Well, that is the last straw.']","Well, that's the last straw.",idiomatic
"""L'habit ne fait pas le moine"".","['""A wolf in sheep\'s clothing.""']","""Clothes don't make the man"".",idiomatic
"- Eh oui, l'habit ne fait pas le moine.","[""Yes, clothes don't make the man.""]","- Yes, the clothes don't make the man.",idiomatic
Je n'aime pas te voir manger sur le pouce.,"['When I see you eat like that, I...']",I don't like to see you eating on the run.,idiomatic
J'ai mangé sur le pouce.,['I kinda ate on the run.'],I ate on the run.,idiomatic
"Sans vouloir mettre mon grain de sel, supposons que vous ayez raison et que Drake soit un espion...","[""I don't wanna get too wrapped up in your caper... but let's assume that you're right and Damian Drake is a spy?""]","Not to put too fine a point on it, but let's assume you're right and Drake is a spy...",idiomatic
Peut-être que tu pourrais mettre ton grain de sel.,['Maybe you could chip in.'],Maybe you could put in your two cents.,idiomatic
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".","[""I'll have sex with him Tuesday and Thursday and he'll be none the wiser.""]","""I'll have sex with him on Tuesday and Thursday and he won't even notice.""",idiomatic
On n'y voit que du feu.,['Smoke and mirrors.'],We can't see anything but fire.,idiomatic
Mon carburant à moi est parti en fumée.,['My own fuel went up in smoke.'],My own fuel went up in smoke.,idiomatic
"Sinon, je jure que ce petit Ewok va partir en fumée !","['Swear to God, this little ewok is going up in flames!']","If not, I swear this little Ewok will go up in smoke!",idiomatic
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.","[""You know, Dad, the more I think about it, maybe the honey field just isn't right for me.""]","You know, Dad, come to think of it, the honey industry is not my cup of tea.",idiomatic
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""","[""It wasn't my cup of tea.""]","As the English say, ""It wasn't my cup of tea.""",idiomatic
"Je passe du coq à l'âne et je suis peut-être indiscrète, mais qu'est-ce que c'est que ce bruit ?","[""Speaking of change of pace, it probably isn't any of my business, but would you mind telling me what that noise is?""]","I'm going back and forth and maybe I'm prying, but what's that noise?",idiomatic
J'attends qu'il passe l'arme à gauche.,"[""I'm waiting him out.""]",I'm waiting for him to pass the gun.,idiomatic
De quoi il héritera quand ses parents passeront l'arme à gauche ?,"[""What's he gonna inherit when his parents croak?""]",What will he inherit when his parents pass away?,idiomatic
"A des implications bien au-delà de la sécurité nationale, ...A côté, la guerre froide, c'est du pipi de chat.",['Has implications that go so far beyond national security The cold war seems like a case of the sniffles.'],"Has implications far beyond national security, ...Next to that, the Cold War is just a lot of hot air.",idiomatic
"Là, c'est tu pipi de chat.","[""This is fuckin' nothin'.""]",Now you're just being facetious.,idiomatic
Mais c'est du pipi de chat !,['No big deal.'],But that's just cat's-paw!,idiomatic
"Et ça, c'est du pipi de chat ?","['This, of course, is chopped liver, huh?']",And that's cat's-paw?,idiomatic
"Je me démène pour qu'ils soient adoptés, et pleure comme une madeleine quand ils partent.",['I work like fury to get them adopted and then cry like a fool when they go.'],"I struggle to get them adopted, and cry like crazy when they leave.",idiomatic
"Oui, je pleurais comme une madeleine, mais j'en ai fini avec les larmes.","[""Yes, I used to weep salt tears about it, but I've done with tears forever, okay?""]","Yes, I was crying my eyes out, but I'm done with the tears.",idiomatic
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.","[""It's starting to rain pretty hard, Jack.""]","I'm sure it is. It's starting to rain cats and dogs, Jack.",idiomatic
"Cours, il pleut des cordes.","[""Run, it's pouring rain.""]","Run, it's raining cats and dogs.",idiomatic
Elle ne va plus jamais me reparler si je lui pose un lapin.,"[""She's never gonna talk to me again after standing her up.""]",She'll never talk to me again if I stand her up.,idiomatic
"Et pour la troisième fois d'affilée, tu m'as posé un lapin.","[""And that's the third time in a row you stood me up.""]","And for the third time in a row, you stood me up.",idiomatic
"Je sais qu'il est ici, et ça me prend la tête.","[""I know that he's over there right now and it's drilling a hole in my brain.""]","I know he's here, and it's getting to me.",idiomatic
Tu me prends la tête quand je bosse là-dessus ?,"[""You come at me when I'm dealing with this shit?""]",Do you get on my nerves when I work on this?,idiomatic
Prends tes cliques et tes claques et va-t'en.,['Pack up your shit and go home.'],Take your cliques and your slaps and go away.,idiomatic
Prendre son courage à deux mains pour dire à Rogelio qu'elle avait fait vœu de chasteté était plus difficile que ce que Xiomara pensait.,['Working up the courage to tell Rogelio about her vow of chastity was proving harder than Xiomara had anticipated.'],Getting up the courage to tell Rogelio that she had taken a vow of chastity was more difficult than Xiomara thought.,idiomatic
Mike prit son courage à deux mains pour aller voir son frère.,"[""So Mike sucked it up and went over to his brother's house.""]",Mike plucked up the courage to go to his brother.,idiomatic
Prenez vos jambes à votre cou.,['By all means... run.'],Grab your legs.,idiomatic
- Prends tes jambes à ton cou !,"['Now, run away!']",- Take your legs to your neck!,idiomatic
Elle a pété un câble.,"[""She's kinda freakin' out.""]",She went crazy.,idiomatic
J'ai toujours peur que tu pètes un câble et que tu le tues...,"[""I'm just scared of you going nuts and hurting Uncle Dee.""]",I'm always afraid you'll go crazy and kill him...,idiomatic
"Oui, mais ce que tu ne réalises pas quand le chat n'est pas là, les souris dansent.","[""Well, what you don't realize is that when the cat's away, the mice will play.""]","Yes, but what you don't realize when the cat's not around, the mice are dancing.",idiomatic
Tu feras ça pour moi quand les poules auront des dents.,"['The day you do this for me, pigs will fly!']",You'll do that for me when the chickens have teeth.,idiomatic
"Mais, elle sera ravie de vous rappeler, quand les poules auront des dents.","[""But, she'll be happy to return your call, when hell freezes over.""]","But, she will be happy to call you back, when the chickens have teeth.",idiomatic
- Je ne suis pas sûr. Il y a quelque chose qui cloche.,"[""-I'm not sure but... something doesn't add up.""]",- I'm not sure. There is something wrong.,idiomatic
Il y a quelque chose qui cloche chez moi ?,['Is there something wrong with me?'],Is there something wrong with me?,idiomatic
Tu crois que je raconte des salades ? - C'est ça ?,['Are you calling me a liar?'],You think I'm bullshitting? - Is that it?,idiomatic
"Il nous a raconté des salades, puis nous a drogués et enfermés dans un frigo.","['He tells us this crazy story, then he drugs us and locks us in a freezer.']","He told us a bunch of crap, then drugged us and locked us in a fridge.",idiomatic
Qu'elle ramène sa fraise ici.,['Have her get her ass over here.'],Let her bring her stuff here.,idiomatic
C'est un peu tard pour que ton vagin ramène sa fraise.,['Bit late in the day for your vagina to chime in.'],It's a little late for your vagina to get its act together.,idiomatic
"""Ceux qui rendent l'âme ne se rétablissent jamais.""","['""Those who do die, do never recover. ""']","""Those who give up the ghost never recover.""",idiomatic
"Oui, il vient de rendre l'âme.","['Yeah, he just expired.']","Yes, it has just given up the ghost.",idiomatic
"Mais moi, je suis sur le point de rendre l'âme.","[""I'm the one in trouble.""]",But I'm about to give up the ghost.,idiomatic
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.","[""Let's get back to our topic, let's talk about your foster parents.""]","Let's get back to the point, let's talk about your adoptive parents.",idiomatic
"Bien, si l'on pouvais revenir à nos moutons.","['Right, if we could just bring all this to order...']","Well, if we could return to our sheep.",idiomatic
Ils ont l'air de rouler sur l'or.,['They must be doing very well.'],They seem to be rolling in gold.,idiomatic
"Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or.","['When the public look at me, they see an ambitious, confident woman, destined to rule over millions.']","The public sees in me a woman, ambitious, determined, predestined to roll in gold.",idiomatic
Nous ne pouvons nous permettre d'être déroutés par un nouveau joueur de flûte dont les intérêts ne sont que de s'en mettre plein les poches.,['We cannot afford to be led astray by a latter-day pied piper whose interests begin and end with lining his own pockets.'],We cannot afford to be confused by a new Pied Piper whose only interest is to line his pockets.,idiomatic
Je veux dire du recel d'armes c'est comme ça qu'ils s' en mettent plein les poches.,"[""Yeah, well, I mean, dealing weapons-- that's how they make the big bucks.""]","I mean arms trafficking, that's how they make money.",idiomatic
-On va s'envoyer en l'air!,"[""- We're gonna get laid!""]",-Let's get laid!,idiomatic
Les gens adoreraient voir ces deux intellos s'envoyer en l'air.,['Come on. People would love to see these two nerds get freaky.'],People would love to see these two nerds having sex.,idiomatic
"Allez, Lois on pourrait s'envoyer en l'air dans le jardin ici.","[""— Come on, Lois Let's get busy, maybe in the garden right here —""]","Come on, Lois we could get laid in the garden here.",idiomatic
On ne va pas s'envoyer en l'air dans le lit de ma femme.,"[""I'm not gonna fuck you in my wife's bed.""]",We're not going to have sex in my wife's bed.,idiomatic
Un camion pour remonter le moral des filles qui viennent de se faire larguer.,['A truck that caters to girls who just got dumped.'],A truck to cheer up girls who have just been dumped.,idiomatic
C'est ce que je fais quand je me fais larguer.,"[""That's what I do whenever a guy dumps me.""]",That's what I do when I get dumped.,idiomatic
Va-t-on se jeter dans la gueule du loup ?,"[""We'll be walking into a trap!""]",Are we going to throw ourselves into the lion's den?,idiomatic
"Nous on se jette dans la gueule du loup pendant que vous restez là, hors du danger !","[""We're going down... while you all stay up here, out of danger.""]","We'll jump into the lion's den while you stay there, out of danger!",idiomatic
Je me mets sur mon 31 et je vais à un enterrement.,['I put on my best dress... to go to a funeral.'],I dress up and go to a funeral.,idiomatic
"Il se mettait sur son 31, prenait une valise.","[""He'd get dressed up, pack a suitcase.""]","He would dress up, take a suitcase.",idiomatic
"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline.","[""Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's.""]","Because it's not your idea, and Matt is drowning in a glass of water, so it must be Caroline's.",idiomatic
Cette ville entière se noie dans un verre d'eau.,"[""Whole city's going to hell in a handbasket.""]",This entire city is drowning in a glass of water.,idiomatic
Elle ferait mieux de s'occuper de ses oignons.,['She should tend to her own affairs.'],She'd better mind her own business.,idiomatic
Dis à ton amant qu'il s'occupe de ses oignons.,['Your lover should stay out of it.'],Tell your lover to mind his own business.,idiomatic
Les gens s'occupent de leurs oignons.,['People mind their own business.'],People mind their own business.,idiomatic
J'ai juste pris l'habitude de me serrer la ceinture.,"[""I've just gotten used to packing light.""]",I just got into the habit of tightening my belt.,idiomatic
Les temps sont durs. On doit tous se serrer la ceinture.,"[""Times are tough and we're all having to clamp down.""]",Times are tough. We all have to tighten our belts.,idiomatic
Ça se vend comme des petits pains sur Internet.,"[""They're going crazy on the Internet.""]",It sells like hotcakes on the Internet.,idiomatic
"Ces brioches ""Loyauté"" se vendent comme des petits pains.","['Those sweet buns marked ""Loyalty"" are selling like hot cakes']","These ""Loyalty"" buns are selling like hotcakes.",idiomatic
Le livre se vend comme des petits pains.,['The book is selling like hotcakes.'],The book is selling like hotcakes.,idiomatic
"Ça sent le sapin, mec.","['That sucks, dude.']","It smells like a tree, man.",idiomatic
"Quand ils sortent, ça sent le sapin.","[""Once they're up, that's it.""]","When they come out, it smells like a tree.",idiomatic
Pour notre ami le Bandit Ça sentait le sapin,['And everybody that seen it thought the Bandit was gone'],For our friend the Bandit It felt like a tree,idiomatic
"Ça se fait pas sur un coup de tête, réfléchis un peu.","[""People don't do things like that. Just stop and think.""]","It's not something you do on a whim, think about it.",idiomatic
On dirait bien que vous n'êtes pas venu ici sur un coup de tête.,"[""I see that you didn't come see us out of some passing emotion.""]",It looks like you didn't come here on a whim.,idiomatic
J'appelais juste pour vous tenir au courant des nouvelles.,"[""I'm just calling to give you an update.""]",I was just calling to give you an update.,idiomatic
Histoire que la police nous tienne au courant de l'enquête.,['At least have NYPD keep us in the loop on the investigation.'],So that the police can keep us informed of the investigation.,idiomatic
"Non, je ne vais pas tomber dans le panneau pour ça encore.","[""No, I'm not falling for that again.""]","No, I'm not going to fall for that again.",idiomatic
Penses-tu vraiment que je vais tomber dans le panneau ?,['You really think you can goad me into doing a trick like that?'],Do you really think I'm going to fall for that?,idiomatic
Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes.,['The only break I get is when she holds her breath and passes out.'],My only break is when she holds her breath and passes out.,idiomatic
"oh, non, non, je tombe dans les pommes a la vue d'un vagin.","['Oh, no, no, I faint at the sight of vagina.']","oh, no, no, I pass out at the sight of a vagina.",idiomatic
Ma cliente est prête à tourner la page.,['My client is ready to put this behind her.'],My client is ready to move on.,idiomatic
Non... Tournons la page.,"[""Now it's just time to let go.""]",No... Let's turn the page.,idiomatic
