source,references,hypothesis,type
"Nous voulons contribuer aux domaines de pointe , et nous voulons le faire autrement .","['We want to be in the forefront fields , and we want to do it differently .']","We want to contribute to the leading fields, and we want to do it differently.",random
"Au 20ème siècle , nous avons vu le développement indépendant de deux grands thèmes en science .","['In the 20th century , we saw the independent development of two big themes in science .']","In the 20th century, we have seen the independent development of two major themes in science.",random
"Et elle a fait un passage très bas , à quelques centaines de kilomètres au-dessus de la surface .","['So it made a very low pass , just a few hundred kilometers above the surface .']","And it made a very low pass, a few hundred kilometers above the surface.",random
"Et là , c&apos; est une image des atomes dans l&apos; atmosphère du Soleil absorbant la lumière .","['And now , this is a picture of atoms in the Sun &apos;s atmosphere absorbing light .']",And this is an image of the atoms in the atmosphere of the Sun absorbing light.,random
Qu&apos; arrive t-il lorsqu&apos; on tient une étoile qui est juste à la limite de cette masse ?,['What happens when you have a star that &apos;s right on the edge of that mass ?'],What happens when you hold a star that is just at the limit of this mass?,random
Et il n&apos; y avait pas de carbone ou d&apos; oxygène dans l&apos; univers durant la première génération d&apos; étoiles .,['And there was no carbon and oxygen in the universe throughout the first generation of stars .'],And there was no carbon or oxygen in the universe during the first generation of stars.,random
Et le noyau de ces acteurs clés sont des groupes qui représentent des intérêts différents à l&apos; intérieur des pays .,['And the core of these key actors are groups who represent different interests inside countries .'],And the core of these key players are groups that represent different interests within countries.,random
"Et il m&apos; a dit que , « On peut gagner militairement , monsieur le ministre .","['And he told me that , &quot; &quot; This can be won militarily , minister .']","And he said to me, ""We can win militarily, Minister.",random
"Mais maintenant , alors que nous nous préparons à dialoguer , nous réalisons combien nous en savons peu .","['But now , as we prepare to talk , we understand how little we know .']","But now, as we prepare to dialogue, we realize how little we know.",random
Et vous n&apos; avez pas à être d&apos; accord quand vous vous asseyez avec la partie adverse .,['And you don &apos;t have to agree when you sit down with the other side .'],And you don't have to agree when you sit down with the other side.,random
"Nos sociétés occidentales modernes sont plus complexes que par le passé , dans ces temps de migration .","['Our modern Western societies are more complex than before , in this time of migration .']","Our modern western societies are more complex than in the past, in these times of migration.",random
"Avec cette architecture par soustraction , ces yaodongs sont construits à l&apos; intérieur du sol .","['Through this architecture by subtraction , these yaodongs are built literally inside of the soil .']","With this architecture by subtraction, these yaodongs are built inside the ground.",random
"Mais je pense que , en tant que communauté , nous avons encore beaucoup à apprendre .","['But I think , as a community , we still have a lot to learn .']","But I think that, as a community, we still have a lot to learn.",random
Il associe le produit au genre de vie que les gens veulent avoir .,['It is associated that product with a kind of life that people want to live .'],He associates the product with the kind of life people want to live.,random
"Donc même si c&apos; est une entreprise internationale , ils prennent une approche très locale .","['So even though it &apos;s a global company , they take a very local approach .']","So even though it is an international company, they take a very local approach.",random
Mais ils ne se sont pas arrêté là . Ils l&apos; ont localisé en 18 langages .,"['Well , they didn &apos;t stop there — they localized it into 18 different languages .']",But they didn't stop there. They have localized it in 18 languages.,random
Ce ne sonne pas comme &quot; &quot; Drapeau dans le vent &quot; &quot; à mon avis .,['It doesn &apos;t sound anything like &quot; &quot; Wavin &apos; Flag &quot; &quot; to me .'],It doesn't sound like a flag in the wind to me.,random
Un état du nord de l&apos; Inde a été jusqu&apos; à associer les toilettes à faire la cour .,['One state in Northern India has gone so far as to link toilets to courtship .'],One state in northern India has gone so far as to associate toilets with courtship.,random
Et je heureuse de vous dire que seulement une autre personne dans cette région a eu la polio .,['And I &apos;m happy to say only one other person in that area got polio .'],And I'm happy to say that only one other person in this area has had polio.,random
Alors nous allons être à cours d&apos; argent pour la polio d&apos; ici l&apos; été prochain .,"['So by next summer , we &apos;re sighted to run out of money on polio .']",So we're going to run out of money for polio by next summer.,random
"Ensuite , vous n&apos; avez plus besoin de rien pour contrôler votre voiture , sauf d&apos; y penser .","['Then you don &apos;t need anything to control the car , except thinking about it .']",Then you don't need anything to control your car except to think about it.,random
"Quand Henry Ford lança , il y a tout juste 100 ans , le modèle T.","['And Henry Ford , just about 100 years ago , started cranking out Model Ts .']",When Henry Ford launched the Model T just 100 years ago.,random
"Ceux-ci sont tout à fait différents , et ils sont hors de portée de la diplomatie moderne .","['These are quite different , and they are outside the grasp of modern diplomacy .']","These are quite different, and they are beyond the reach of modern diplomacy.",random
"Et nous , donc , nous avons un problème , parce qu&apos; ils échappent à la diplomatie traditionnelle .","['And we , therefore , have a problem , because they escape traditional diplomacy .']","And we, therefore, have a problem, because they escape traditional diplomacy.",random
"Et mon pays se fie à sa sécurité grâce à l&apos; alliance militaire , ceci est clair .","['And my country relies on its security through military alliance , that &apos;s clear .']","And my country relies on its security through the military alliance, this is clear.",random
Cependant nous avons toujours un déficit important dans le traitement et la compréhension des conflits modernes .,['But still we have a large deficit in dealing with and understanding modern conflict .'],"However, we still have a significant deficit in the treatment and understanding of modern conflicts.",random
"Et donc , les forces armées sont nécessaires , mais l&apos; armée n&apos; est pas la solution au problème .","['Now again , the military is necessary , but the military is no problem-solver .']","And so, the armed forces are necessary, but the army is not the solution to the problem.",random
"Mais si vous ne dialoguez pas , vous ne pouvez pas entrer en contact avec l&apos; autre .","['But if you don &apos;t talk , you can &apos;t engage the other side .']","But if you don't dialogue, you can't get in touch with the other.",random
"Et je pense que la communauté internationale aurait dit , « Qu&apos; à cela ne tienne .","['And I think the international community would have said , &quot; &quot; Fair enough .']","And I think that the international community would have said, ""That's not the point.",random
"Un autre endroit que j&apos; aimerais partager avec vous est là où se trouvent les Zabbalîn , au Caire .",['Another place I &apos;d like to share with you is the Zabbaleen in Cairo .'],Another place I would like to share with you is where the Zabbalin are located in Cairo.,random
"En fait , quand je voyage dans le monde en développement , Coca semble omniprésent .","['In fact , when I travel to the developing world , Coke feels ubiquitous .']","In fact, when I travel in the developing world, Coke seems ubiquitous.",random
Et je crois qu&apos; il y a vraiment trois choses que nous pouvons apprendre de Coca-Cola .,['And I think there are really three things we can take away from Coca-Cola .'],And I think there are really three things we can learn from Coca-Cola.,random
Il y a maintenant près de 3.000 de ces centres en Afrique qui emploient environ 15.000 personnes .,"['There are now some 3,000 of these centers employing about 15,000 people in Africa .']","There are now nearly 3,000 of these centers in Africa, employing about 15,000 people.",random
Je pense qu&apos; un excellent exemple de ceci est le nouveau programme éthiopien d&apos; extension des soins .,['I think a great example of this is Ethiopia &apos;s new health extension program .'],I think an excellent example of this is the new Ethiopian outreach program.,random
