source,references,hypothesis,contains_idioms,trans_error,human_error,ambiguous,error_type
पढ़ें: 'अंधों में काना राजा' जैसी ही भारतीय अर्थव्यवस्था की स्थिति: राजन,Read | Indian economy like one-eyed king in land of blind: RBIs Rajan,Read: Condition of Indian economy similar to &#39;Blind Mein Kana Raja&#39;: Rajan,अंधों में काना राजा,,,,
अंधों में काना राजा।,"In the land of the blind, the one-eyed man is king.",Kana king in the blind.,अंधों में काना राजा,,,,
"अरुण जेटली ने भारतीय अर्थव्यवस्था को अंधों में काना राजा बताने वाले रिजर्व बैंक के गवर्नर रघुराम राजन के बयान को एक प्रकार से खारिज करते हुए कहा कि शेष दुनिया की तुलना में भारतीय अर्थव्यवस्था की ग्रोथ कहीं बहुत तेज है, वास्तव में, सबसे तेज है।","Finance Minister Arun Jaitley has virtually rebutted RBI Governor Raghuram Rajan's remarks that India is 'one-eyed king in the land of blind' saying compared to the rest of the world, the Indian economy was growing much faster and, in fact, the fastest.","Arun Jaitley, in a way, rejected the statement of Reserve Bank Governor Raghuram Rajan, who described the Indian economy as a king of blinds, saying that the growth of the Indian economy is much faster than the rest of the world, in fact, the fastest.",अंधों में काना राजा,,,,
आरबीआई के गवर्नर रघुराम राजन ने एक साक्षात्कार में भारत को वैश्विक अर्थव्यवस्था में चमकता हुआ बिंदु बताए जाने पर कहा कि ये कुछ ऐसा है जैसे अंधों में काना राजा का मामला होता है।,"With India being often described as the bright spot in the global economy, Reserve Bank Governor Raghuram Rajan sees this as a case of the one-eyed man being king in the land of the blind.",RBI Governor Raghuram Rajan said in an interview that India is a shining point in the global economy and said that it is like the case of the blind in the dark.,अंधों में काना राजा,,,,
आवश्यकता अविष्कार की जननी है.,Necessity is mother of invention.,Necessity is the mother of invention.,आवश्यकता अविष्कार की जननी है,,,,
‘इलाज से परहेज अच्छा है’ स्वर्णिम नियम है और जानवरों के स्वास्थ्य के बारे में विचार करते हुए भी इसे भूलाया नहीं जाना चाहिए।,"Prevention is better than cure, is the golden rule which should always be borne in mind when dealing with animal health.",&#39;Prevention is better than cure&#39; is the golden rule and should not be forgotten even when considering the health of animals.,इलाज से परहेज अच्छा,,,,
इश्क अंधा होता है।,Love is blind.,Love is blind.,इश्क अंधा होता है,,,,
एक पंथ दो काज।,Kill two birds with one stone.,two birds with one stone.,एक पंथ दो काज,,,,
एक हाथ से ताली नहीं बजती।,You can't clap with just one hand.,It takes two to make a quarrel.,एक हाथ से ताली नहीं बजती,,,,
हमारे यहां कहावत है - एक हाथ से ताली नहीं बजती है।,We have a saying that one cannot clap with one hand.,We have a saying here - one hand does not clap.,एक हाथ से ताली नहीं बजती,,,,
एक हाथ से ताली नहीं बजती।,Nobody claps with one hand.,It takes two to make a quarrel.,एक हाथ से ताली नहीं बजती,,,,
किसानों ने समवेत संघर्ष का पहला सबक सीखा कि: एकता में बल है!,Farmers have learnt the first lesson of collective action: unity is strength.,The first lesson the peasants learned of the collective struggle was that: there is strength in unity!,एकता में बल,,,,
एकता में बल है।,In unity lies strength.,There is strength in unity.,एकता में बल,,,,
एकता में बल है और बंटे होने से कमजोरी दिखती है।,Unity brings strength and division exhibits weakness.,There is strength in unity and weakness in being divided.,एकता में बल,,,,
कहते हैं एकता में बल होता है.,In unity lies strength.,It is said that there is strength in unity.,एकता में बल,,,,
एकता में बल है,Unity is strength,there is strength in unity,एकता में बल,,,,
एकता में बल,Strength in unity,strength in unity,एकता में बल,,,,
"इमरान खान के पाकिस्तान का कंगाली में आटा गीला, टेरर फडिंग को लेकर FATF ने किया ब्लैकलिस्ट","Pakistan Blacklisted By FATF, Imran Khan's Sham Terror Crackdown Fails","Imran Khan&#39;s Pakistan&#39;s flour is wet in the pauper, FATF blacklisted for Terror Fading",कंगाली में आटा गीला,,,,
राजनीतिक पार्टियों ने अपनी कमर कसना शुरू कर दी है।,political parties have started pulling their socks up.,Political parties have started tightening their gears.,कमर कसना,,,,
"राज्य में आगामी ग्राम पंचायत,जिलापरिषद और मनपा चुनाव के होने वाले चुनाव के लिए भाजपा ने तैयारियों के बीच कमर कसना शुरू कर दिया है।",The Punjab BJP has started preparations for the next state assembly elections.,"The BJP has started gearing up amidst the preparations for the upcoming Gram Panchayat, Zilla Parishad and Municipal elections in the state.",कमर कसना,,,,
इसके बाद बिहार और पश्चिम बंगाल चुनाव को लेकर भी भाजपा को कमर कसना होगी।,BJP will also emerge victorious in upcoming Assembly elections in Bihar and West Bengal.,"After this, the BJP will also have to gear up for the Bihar and West Bengal elections.",कमर कसना,,,,
बेंगलुरु: भारतीय क्रिकेट टीम के मुख्य कोच अनिल कुंबले ने कमर कसना शुरु कर दी है।,New Delhi: Anil Kumble has resigned as the head coach of the Indian cricket team.,"Bengaluru: The head coach of the Indian cricket team, Anil Kumble has started gearing up.",कमर कसना,,,,
"इनमें काले धन पर एक विशेष जांच दल (एसआईटी) की स्थापना, काला धन अधिनियम पारित करना, विदेशी मुद्रा प्रबंधन अधिनियम (फेमा) एवं धन शोधन निवारण अधिनियम (पीएमएलए) के प्रावधानों को और अधिक कठोर करना, अघोषित आय के स्वैच्छिक खुलासे के लिए विंडो खोलना, आयकर विभाग की कमर कसना, प्रमुख देशों के साथ दोहरे कराधान से बचाव को व्यवस्थित बनाने के करार और अन्य देशों के साथ कॉमन रिपोर्टिंग स्टैंडर्डस (सीआरएस) पर जोर देना आदि शामिल हैं","The government has taken a number of steps, including setting up of a Special Investigation Team (SIT) on Black Money, enacting the Black Money Act, making more stringent the provisions of the Foreign Exchange Management Act (FEMA) and Prevention of Money Laundering Act (PMLA), opening a compliance window for voluntary disclosures, gearing up the income-tax administration, streamlining Double Taxation Avoidance Agreements with key countries, pushing for the Common Reporting Standards (CRS) with other countries","These include setting up of a Special Investigation Team (SIT) on black money, passing the Black Money Act, making the provisions of Foreign Exchange Management Act (FEMA) and Prevention of Money Laundering Act (PMLA) more stringent, for voluntary disclosure of undisclosed income. Opening of windows, gearing up of Income Tax Department, Streamlining Double Taxation Avoidance Agreements with major countries and emphasis on Common Reporting Standards (CRS) with other countries etc.",कमर कसना,,,,
बुनियादी ढांचा वित्त कंपनियों को अक्षय ऊर्जा परियोजनाओं में लगी पूंजी से संपत्ति गुणवत्ता पर पडऩे वाले अतिरिक्त दबाव के लिए कमर कसना पड़ा सकता है।,"Infrastructure finance companies might have to brace for additional pressure on asset quality from exposure to renewable energy (RE) projects, which face rate risks.",Infrastructure finance companies may have to brace for additional pressure on asset quality from capital invested in renewable energy projects.,कमर कसना,,,,
भारतीय क्रिकेट टीम के मुख्य कोच अनिल कुंबले ने कमर कसना शुरु कर दी है।,Anil Kumble has stepped down as Indian cricket teams head coach.,"Anil Kumble, the head coach of the Indian cricket team, has started gearing up.",कमर कसना,,,,
अक्सर शक्तिशाली और अमीर देशों को अपने पंजीनिवेश की सुरक्षा को लेकर आशंका सताती है और तब वे अंतर्राष्ट्रीय कानून का सहारा लेना चाहते हैं।,Powerful and affluent countries are sometimes afraid for the security of their investments and seek the support of international law.,Often powerful and wealthy countries are concerned about the security of their investments and then they seek to resort to international law.,कानून का सहारा लेना,,,,
पौलुस की तरह आज भी यहोवा के साक्षियों को परमेश्‍वर की सेवा करने के अपने हक के लिए कानून का सहारा लेना पड़ा ।,"Like Paul, Jehovahs Witnesses have repeatedly been compelled to engage in legal battles in courts of law in order to preserve their Christian activity.","Like Paul, Jehovah&#39;s Witnesses today had to rely on the law to assert their right to serve God.",कानून का सहारा लेना,,,,
सभी ने सूर्य को घर की मुर्गी दाल बराबर समझ रखा थ।,Everyone had taken the sun for granted.,Everyone had considered the sun as the chicken and pulse of the house.,घर की मुर्गी दाल बराबर,,,,
"""एकबार मूडी के छद्म भेष वाला व्यक्ति कहता है की गौब्लेट ऑफ फायर """"एक अत्यधिक शक्तिशाली जादुई वास्तु"""" है और इसे चकमा देना बहुत ही मुश्किल है, जब तक कि कोई शक्तिशाली कन्फंडस चार्म का प्रयोग न करे.""","""Barty Crouch Jr., masquerading as Professor Moody, stated that the Goblet of Fire was """"an exceptionally powerful magical object"""" and it is very difficult to hoodwink, unless someone uses an exceptionally strong Confundus Charm.""","&quot;Once a person disguised as Moody says that the Goblet of Fire is &quot;an exceedingly powerful magical object&quot; and that it is very difficult to dodge, unless one uses the powerful Confundus Charm.&quot;",चकमा देना,,,,
चकमा देना,lead on,Hoax,चकमा देना,,,,
"और हाँ, कई नौजवान जो कंप्यूटर के मामले में माहिर होते हैं, वे इस तरह के प्रोग्रामों को चकमा देना सीख जाते हैं ।","Some programs can even help prevent children from revealing personal information, such as their name or address.","And yes, many young people who specialize in computers learn to dodge such programs.",चकमा देना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाने के मामले शामिल हैं।","""""""The allegations against the group include defrauding the public sector banks including J&K Bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned medical college as well as hotels of the group for private gain of the promoters,"""" the statement read.""","The charges leveled against the group include defrauding several public sector banks including J&amp;K Bank in connivance with bank officials, depositing unaccounted cash in various bodies of the group and for development of the closed medical college. There are cases of large-scale siphoning of the money taken in group hotels for the personal benefit of the promoters.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The allegations against the group include defrauding the public sector banks including JK bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned Medical College as well as hotels of the Group for private gain of the promoters.","The charges leveled against the group include defrauding several public sector banks including J&amp;K Bank in connivance with bank officials, depositing unaccounted cash in various bodies of the group and for development of the closed medical college. These include large-scale siphoning of the money taken in group hotels for the personal benefit of the promoters.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The main promoter and his family were the managing and controlling trustees of an educational society that ran the now closed Medical College in Punjab. Three batches of students were admitted in the Medical College and fee, inclusive of capitation charges were paid by these students. However, no tax return was ever filed by the society and the evidence gathered in the search strongly suggests that the impugned educational society also violated other regulatory laws","The charges leveled against the group include defrauding several public sector banks including J&amp;K Bank in connivance with bank officials, depositing unaccounted cash in various bodies of the group and for development of the closed medical college. These include large-scale siphoning of the money taken in group hotels for the personal benefit of the promoters.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The allegations against the group include defrauding the public sector banks including J&K bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned Medical College as well as hotels of the Group for private gain of the promoters.","The charges leveled against the group include defrauding several public sector banks including J&amp;K Bank in connivance with bank officials, depositing unaccounted cash in various bodies of the group and for development of the closed medical college. These include large-scale siphoning of the money taken in group hotels for the personal benefit of the promoters.",चूना लगाना,,,,
"""""""वह कहती हैं, """"""""तुर्की में वकील होना और महिला अधिकारों के लिए लड़ने का मतलब है जान पर खेलना.""""""","In Turkey, to be a lawyer, to fight for women's rights, means that you are of course risking your own life.","&quot;&quot;&quot; she says, &quot;&quot;&quot;&quot;Being a lawyer in Turkey and fighting for women&#39;s rights means playing for life.&quot;&quot;&quot;",जान पर खेलना,,,,
जान बची लाखों पाए।,Millions of lives have been saved.,Millions of lives saved.,जान बची लाखों पाए,,,,
"चलो जान बचाएं, जान है तो जहान है.","Lets save lives, Jaan hai toh jahaan hai.","Let&#39;s save life, if there is life then there is a world.",जान है तो जहान है,,,,
कहा जाता हैं कि जान है तो जहान है ।,"In reality, true value is determined by what we perceive to be our greatest need.","It is said that if there is life, then there is a world.",जान है तो जहान है,,,,
"चलो जान बचाते हैं, जान है तो जहान है।","Lets save lives, Jaan hai toh jahaan hai.","Let&#39;s save life, if there is life, then there is a world.",जान है तो जहान है,,,,
"लोगों की जान बचाने- ‘जान है तो जहान है’की तात्कालिक जरूरत से प्रेरित होकरभारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को देश भर में 21 दिनों के सख्त लॉकडाउन का सहारा लिया","Guided by the urgent need to save lives -Jaanhaitoh Jahan hai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country","Inspired by the urgent need to save lives - &#39;Jaan hai to jahan hai&#39;, India resorted to a strict 21-day nationwide lockdown on March 24, 2020, to contain the spread of COVID-19 in the country in its early stages. took",जान है तो जहान है,,,,
"प्रधानमंत्री कार्यालय प्रधानमंत्री श्री नरेन्द्र मोदी ने कोविड-19 से निपटने हेतु आगे की रणनीति तैयार करने के लिए मुख्यमंत्रियों के साथ विचार-विमर्श किया मुख्यमंत्रियों ने लॉकडाउन दो सप्ताह बढ़ाने का सुझाव दिया हैहमारा मंत्र पहले था जान है तो जहान है, लेकिन अब मंत्र है जान भी जहान भी: प्रधानमंत्रीवायरस को फैलने से रोकने के लिए अब तक उठाए गए कदमों के प्रभाव का पता लगाने के लिए अगले 3-4 सप्ताह महत्वपूर्ण हैं: प्रधानमंत्रीप्रधानमंत्री ने कृषि उपज की बिक्री में सुविधा के लिए एपीएमसी कानूनों में संशोधन सहित कृषि और संबद्ध क्षेत्र के लिए विशिष्ट उपाय सुझाएकोविड-19 के खिलाफ हमारी लड़ाई में आरोग्य सेतु एप एक आवश्यक साधन है, जो आगे चलकर यात्रा में सुविधा के लिए ई-पास बन सकता है: प्रधानमंत्रीप्रधानमंत्री ने डॉक्टरों व स्वास्थ्य कर्मियों पर हमलों और पूर्वोत्तर एवं कश्मीर के विद्यार्थियों के साथ दुर्व्यवहार की घटनाओं की निंदा कीप्रधानमंत्री ने आश्वासन दिया कि देश में आवश्यक दवाओं की पर्याप्त आपूर्ति है कालाबाजारी और जमाखोरी के खिलाफ कड़ी कार्रवाई का संदेश दिया प्रधानमंत्री श्री नरेन्द्र मोदी ने आज कोविड-19 से निपटने हेतु आगे की रणनीति तैयार करने के लिए वीडियो कॉन्फ्रेंसिंग के माध्यम से सभी राज्यों के मुख्यमंत्रियों के साथ विचार-विमर्श किया।","Prime Minister's Office PM interacts with CMs to strategize ahead for tackling COVID-19 Chief Ministers suggest extension of Lockdown by two weeksOur mantra earlier was jaan hai to jahaan hai but now is jaan bhi jahaan bhi: PMNext 3-4 weeks critical to determine impact of steps taken till now to curb spread of the virus: PMPM suggests specific measures for agriculture and allied sector including modification of APMC laws to facilitate sale of farm produceAarogya Setu app is an essential tool in our fight against COVID-19, can subsequently act as e-pass to facilitate travel: PMPM condemns attacks on health professionals and incidents of misbehavior with students from North-East and KashmirPM assures that the country has adequate supplies of essential medicines gives a stern message against black marketing and hoarding Prime Minister Shri Narendra Modi today interacted with Chief Ministers of all states via video conferencing to strategize ahead for tackling COVID-19.","Prime Minister&#39;s Office Prime Minister Shri Narendra Modi in consultation with Chief Ministers to prepare further strategy to deal with Kovid-19 The Chief Ministers have suggested to extend the lockdown by two weeks Our mantra was earlier, there is life, but now the mantra is Jaan Bhi Jahan Bhi: PMThe next 3-4 weeks are crucial to ascertain the impact of the steps taken so far to contain the spread of the virus: PMPrime Minister on Agriculture and allied activities including amendments to APMC laws to facilitate sale of agricultural produce Suggest specific measures for the region, Aarogya Setu App is an essential tool in our fight against COVID-19, which can later become an e-pass to facilitate travel: PM PM Modi on attacks on doctors and health workers and students of Northeast and Kashmir Condemns the incidents of misbehavior with the Prime Minister, assured that there is sufficient supply of essential medicines in the country, gave a message of strict action against black marketing and hoarding Prime Minister Shri Narendra Modi today Discussed with the Chief Ministers of all the states through video conferencing to prepare the further strategy to deal with Kovid-19.",जान है तो जहान है,,,,
आपको यह याद रखना होगा कि जान है तो जहान है।,You have to remember that Jaan hai toh Jahaan hai.,"You have to remember that if there is life, there is a world.",जान है तो जहान है,,,,
आखिर जान है तो जहान है।,"At the end of the day, it is life.","After all, there is life, there is a world.",जान है तो जहान है,,,,
"उन्होंने यह रेखांकित किया कि सरकार का मंत्र पहले था जान है तो जहान है, लेकिन अब मंत्र है जान भी जहान भी।",He underlined that the motto of the government earlier was jaan hai to jahaan hai but now is jaan bhi jahaan bhi.,"He underlined that earlier the government&#39;s mantra was life is life, but now the mantra is life too.",जान है तो जहान है,,,,
"""मुख्यमंत्रियों के साथ बातचीत में पीएम मोदी ने कहा, """"जान है तो जहान है, जब मैंने राष्ट्र के नाम सन्देश दिया था, तो प्रारम्भ में बल दिया था कि हर नागरिक की जान बचाने के लिए लॉकडाउन और सोशल डिस्टेंशिंग का पालन बहुत आवश्यक है, देश के अधिकतर लोगों ने बात को समझा और घरों में रहकर दायित्व निभाया।""","""Talking about the lockdown, PM Modi said, """"When I had addressed the nation I had said that to save the life of every citizen, lockdown and social distancing are very important.""","In a conversation with the Chief Ministers, PM Modi said, &quot;Jaan hai toh jahan hai, when I gave a message to the nation, I had initially stressed that it is very important to follow lockdown and social distancing to save the life of every citizen.&quot; Most of the people of the country understood the matter and fulfilled the responsibility by staying at home.",जान है तो जहान है,,,,
"विस्तार से यहां पढ़ें: सख्त कंटेनमेंट और पंजाब में कोविड-19 के रोगियों के स्वास्थ्य में सुधार के लिए सह-रुग्णता के प्रबंधन पर फोकस विस्तार से यहां पढ़ें: पतंजलि आयुर्वेद के कोविड-19 के उपचार से संबंधित दावों पर आयुष मंत्रालय का बयान विस्तार से पढ़ें: आर्थिक गतिविधि में बढ़ोतरी - आर्थिक संकेतकों में सुधार लोगों की जान बचाने- जान है तो जहान हैकी तात्कालिक जरूरत से प्रेरित होकर भारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को 21 दिनों के सख्त लॉकडाउन का सहारा लिया।","Strict containment and focus on managing co-morbids aiding the recovery of COVID-19 patients in Punjab Statement by Ministry of Ayush on claims of PatanjaliAyurved regarding treatment of COVID-19 Increase in Economic Activity-Improvement in Economic Indicators Guided by the urgent need to save lives -JaanhaitohJahanhai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country.","Read in detail here: Strict containment and focus on management of co-morbidities to improve the health of COVID-19 patients in Punjab Read in detail here: Statement of Ministry of AYUSH on Patanjali Ayurved&#39;s claims related to treatment of COVID-19 Detail Read from: Increase in Economic Activity - Improvement in Economic Indicators Save Lives - Lives So Life Inspired by the urgent need of India to contain the spread of COVID-19 in the country in its early stages on March 24, 2020 resorted to a strict 21-day lockdown.",जान है तो जहान है,,,,
"""""""त्योहार के मौसम से संबंधित एक सवाल का जवाब देते हुए मंत्री ने माननीय प्रधानमंत्री के बयान का उल्लेख किया और कहा कि """"""""जान है तो जहान है""""""""""""""","Answering a question related to the festival season, the Minister quoted the Hon.Prime Minister, and stated that Jaan hai to Jahan hai","&quot;&quot; &quot;Responding to a question related to the festival season, the Minister referred to the statement of the Hon&#39;ble Prime Minister and said that &quot;&quot;&quot;&quot;&quot;Jaan hai toh jahan hai&quot;&quot;&quot;&quot;&quot;&quot;",जान है तो जहान है,,,,
