source,references,hypothesis,contains_idioms,trans_error,human_error,ambiguous,error_type
‘इलाज से परहेज अच्छा है’ स्वर्णिम नियम है और जानवरों के स्वास्थ्य के बारे में विचार करते हुए भी इसे भूलाया नहीं जाना चाहिए।,"Prevention is better than cure, is the golden rule which should always be borne in mind when dealing with animal health.",It's better to avoid the risk of infection and to forget it while considering the health of animals.,इलाज से परहेज अच्छा,,,,
इश्क अंधा होता है।,Love is blind.,God is blind.,इश्क अंधा होता है,,,,
एक पंथ दो काज।,Kill two birds with one stone.,A sect two.,एक पंथ दो काज,,,,
एक हाथ से ताली नहीं बजती।,You can't clap with just one hand.,Don't touch one hand.,एक हाथ से ताली नहीं बजती,,,,
हमारे यहां कहावत है - एक हाथ से ताली नहीं बजती है।,We have a saying that one cannot clap with one hand.,We have a saying - a hand doesn't touch it.,एक हाथ से ताली नहीं बजती,,,,
एक हाथ से ताली नहीं बजती।,Nobody claps with one hand.,Don't touch one hand.,एक हाथ से ताली नहीं बजती,,,,
किसानों ने समवेत संघर्ष का पहला सबक सीखा कि: एकता में बल है!,Farmers have learnt the first lesson of collective action: unity is strength.,The farmers learned the first lesson of sympathy: Unity is powerful!,एकता में बल,,,,
एकता में बल है।,In unity lies strength.,Unity is strong.,एकता में बल,,,,
एकता में बल है और बंटे होने से कमजोरी दिखती है।,Unity brings strength and division exhibits weakness.,Unity is strong and is weak by being divided.,एकता में बल,,,,
कहते हैं एकता में बल होता है.,In unity lies strength.,Let's say unity is strong.,एकता में बल,,,,
एकता में बल है,Unity is strength,Unity Has Power,एकता में बल,,,,
एकता में बल,Strength in unity,Strength in Unity,एकता में बल,,,,
"इमरान खान के पाकिस्तान का कंगाली में आटा गीला, टेरर फडिंग को लेकर FATF ने किया ब्लैकलिस्ट","Pakistan Blacklisted By FATF, Imran Khan's Sham Terror Crackdown Fails",GANF has served as a black playlist in Pakistan's poor country of Alexandria.,कंगाली में आटा गीला,,,,
राजनीतिक पार्टियों ने अपनी कमर कसना शुरू कर दी है।,political parties have started pulling their socks up.,political parties have begun to gird their loins.,कमर कसना,,,,
"राज्य में आगामी ग्राम पंचायत,जिलापरिषद और मनपा चुनाव के होने वाले चुनाव के लिए भाजपा ने तैयारियों के बीच कमर कसना शुरू कर दिया है।",The Punjab BJP has started preparations for the next state assembly elections.,"In the state, smiles for the electordiary glaciers, intent on the electordiary choices that will lead to the choice between the grooms.",कमर कसना,,,,
इसके बाद बिहार और पश्चिम बंगाल चुनाव को लेकर भी भाजपा को कमर कसना होगी।,BJP will also emerge victorious in upcoming Assembly elections in Bihar and West Bengal.,"And after this, Bushha and West Bengal will have a belt to embrace Samasah.",कमर कसना,,,,
बेंगलुरु: भारतीय क्रिकेट टीम के मुख्य कोच अनिल कुंबले ने कमर कसना शुरु कर दी है।,New Delhi: Anil Kumble has resigned as the head coach of the Indian cricket team.,Banguur: The chief of Indian cricket team began to wear a belt.,कमर कसना,,,,
"इनमें काले धन पर एक विशेष जांच दल (एसआईटी) की स्थापना, काला धन अधिनियम पारित करना, विदेशी मुद्रा प्रबंधन अधिनियम (फेमा) एवं धन शोधन निवारण अधिनियम (पीएमएलए) के प्रावधानों को और अधिक कठोर करना, अघोषित आय के स्वैच्छिक खुलासे के लिए विंडो खोलना, आयकर विभाग की कमर कसना, प्रमुख देशों के साथ दोहरे कराधान से बचाव को व्यवस्थित बनाने के करार और अन्य देशों के साथ कॉमन रिपोर्टिंग स्टैंडर्डस (सीआरएस) पर जोर देना आदि शामिल हैं","The government has taken a number of steps, including setting up of a Special Investigation Team (SIT) on Black Money, enacting the Black Money Act, making more stringent the provisions of the Foreign Exchange Management Act (FEMA) and Prevention of Money Laundering Act (PMLA), opening a compliance window for voluntary disclosures, gearing up the income-tax administration, streamlining Double Taxation Avoidance Agreements with key countries, pushing for the Common Reporting Standards (CRS) with other countries","A special test team on black riches (SIV), transienting black wealth, changing the foreign currency and converting the skills (pML) into more intense, opening up windows for an endless future, opening up applications willing to open the room, tying with major countries to make possible survival and to report to other countries (RS)",कमर कसना,,,,
बुनियादी ढांचा वित्त कंपनियों को अक्षय ऊर्जा परियोजनाओं में लगी पूंजी से संपत्ति गुणवत्ता पर पडऩे वाले अतिरिक्त दबाव के लिए कमर कसना पड़ा सकता है।,"Infrastructure finance companies might have to brace for additional pressure on asset quality from exposure to renewable energy (RE) projects, which face rate risks.",The basic structure financial companies can have a belt around the property quality that appears to have been given to the axis energy projects.,कमर कसना,,,,
भारतीय क्रिकेट टीम के मुख्य कोच अनिल कुंबले ने कमर कसना शुरु कर दी है।,Anil Kumble has stepped down as Indian cricket teams head coach.,The chief of Indian cricket team has begun to gird himself.,कमर कसना,,,,
अक्सर शक्तिशाली और अमीर देशों को अपने पंजीनिवेश की सुरक्षा को लेकर आशंका सताती है और तब वे अंतर्राष्ट्रीय कानून का सहारा लेना चाहते हैं।,Powerful and affluent countries are sometimes afraid for the security of their investments and seek the support of international law.,"Often powerful and wealthy countries are afraid of the security of their work, and then they want to resort to international law.",कानून का सहारा लेना,,,,
पौलुस की तरह आज भी यहोवा के साक्षियों को परमेश्‍वर की सेवा करने के अपने हक के लिए कानून का सहारा लेना पड़ा ।,"Like Paul, Jehovahs Witnesses have repeatedly been compelled to engage in legal battles in courts of law in order to preserve their Christian activity.","Like Paul, Jehovah's Witnesses today have had to seek legal support for their right to serve God.",कानून का सहारा लेना,,,,
सभी ने सूर्य को घर की मुर्गी दाल बराबर समझ रखा थ।,Everyone had taken the sun for granted.,All held the sun as the chicken of a house.,घर की मुर्गी दाल बराबर,,,,
"""एकबार मूडी के छद्म भेष वाला व्यक्ति कहता है की गौब्लेट ऑफ फायर """"एक अत्यधिक शक्तिशाली जादुई वास्तु"""" है और इसे चकमा देना बहुत ही मुश्किल है, जब तक कि कोई शक्तिशाली कन्फंडस चार्म का प्रयोग न करे.""","""Barty Crouch Jr., masquerading as Professor Moody, stated that the Goblet of Fire was """"an exceptionally powerful magical object"""" and it is very difficult to hoodwink, unless someone uses an exceptionally strong Confundus Charm.""","The person in a mood moody form says, the globble of fire is """"a very powerful magician"" and it's very difficult to use any powerful magnetic field fours.""",चकमा देना,,,,
चकमा देना,lead on,Depicting,चकमा देना,,,,
"और हाँ, कई नौजवान जो कंप्यूटर के मामले में माहिर होते हैं, वे इस तरह के प्रोग्रामों को चकमा देना सीख जाते हैं ।","Some programs can even help prevent children from revealing personal information, such as their name or address.","Of course, many young people who are skilled in computer affairs learn to manipulate these programs.",चकमा देना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाने के मामले शामिल हैं।","""""""The allegations against the group include defrauding the public sector banks including J&K Bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned medical college as well as hotels of the group for private gain of the promoters,"""" the statement read.""","The charges against this group include buggating several banks of the Bank with the bank bank's public bank, collecting cash in different groups of groups without an account-for the development of a medical college.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The allegations against the group include defrauding the public sector banks including JK bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned Medical College as well as hotels of the Group for private gain of the promoters.","The charges against this group include sixty-two banks with bank officials, with several banks of the public territory in general, collecting cash in different groups of groups without an account-for the development of a medical college, and putting money in the hotels for the benefit of personal gain.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The main promoter and his family were the managing and controlling trustees of an educational society that ran the now closed Medical College in Punjab. Three batches of students were admitted in the Medical College and fee, inclusive of capitation charges were paid by these students. However, no tax return was ever filed by the society and the evidence gathered in the search strongly suggests that the impugned educational society also violated other regulatory laws","The charges against this group include sixty-two banks with bank officials, with several banks of the public territory in general, collecting cash in different groups of groups without an account-for the development of a medical college, and putting money in the hotels for the benefit of personal gain.",चूना लगाना,,,,
"इस समूह के खिलाफ लगाए गए आरोपों में बैंक अधिकारियों के साथ साठगांठ कर जेएंडके बैंक सहित सार्वजनिक क्षेत्र के कई बैंकों को चूना लगाना, समूह के विभिन्न निकायों में बगैर लेखा-जोखा वाली नकद राशि जमा करना और बंद किए गए मेडिकल कॉलेज के विकास के लिए ली गई धनराशि को प्रमोटरों के निजी लाभ के लिए समूह के होटलों में बड़े पैमाने पर लगाना शामिल हैं।","The allegations against the group include defrauding the public sector banks including J&K bank in connivance with the bank officials, unexplained cash deposits in the group entities and large scale diversion of funds taken for development of the impugned Medical College as well as hotels of the Group for private gain of the promoters.","The charges against this group include sixty-two banks with bank officials, with several banks of the public territory in general, collecting cash in different groups of groups without an account-for the development of a medical college, and putting money in the hotels for the benefit of personal gain.",चूना लगाना,,,,
"""""""वह कहती हैं, """"""""तुर्की में वकील होना और महिला अधिकारों के लिए लड़ने का मतलब है जान पर खेलना.""""""","In Turkey, to be a lawyer, to fight for women's rights, means that you are of course risking your own life.","""She says """" She says, """"to be a lawyer in Turku and fight for female rights,"" means to play on the life.""",जान पर खेलना,,,,
जान बची लाखों पाए।,Millions of lives have been saved.,Saved by millions.,जान बची लाखों पाए,,,,
"चलो जान बचाएं, जान है तो जहान है.","Lets save lives, Jaan hai toh jahaan hai.","Let's save lives, life is then the world.",जान है तो जहान है,,,,
कहा जाता हैं कि जान है तो जहान है ।,"In reality, true value is determined by what we perceive to be our greatest need.",It is said that there is a world that exists.,जान है तो जहान है,,,,
"चलो जान बचाते हैं, जान है तो जहान है।","Lets save lives, Jaan hai toh jahaan hai.","Let's save life, it's life.",जान है तो जहान है,,,,
"लोगों की जान बचाने- ‘जान है तो जहान है’की तात्कालिक जरूरत से प्रेरित होकरभारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को देश भर में 21 दिनों के सख्त लॉकडाउन का सहारा लिया","Guided by the urgent need to save lives -Jaanhaitoh Jahan hai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country","The life-sanity of the people is so inspiring that the Sovereign Lord of the universe was moved by the immediate need to stop the expansion of the country under its very early stages, March 24, 2020, to rely on the strict lockup of 21 days throughout the country.",जान है तो जहान है,,,,
"प्रधानमंत्री कार्यालय प्रधानमंत्री श्री नरेन्द्र मोदी ने कोविड-19 से निपटने हेतु आगे की रणनीति तैयार करने के लिए मुख्यमंत्रियों के साथ विचार-विमर्श किया मुख्यमंत्रियों ने लॉकडाउन दो सप्ताह बढ़ाने का सुझाव दिया हैहमारा मंत्र पहले था जान है तो जहान है, लेकिन अब मंत्र है जान भी जहान भी: प्रधानमंत्रीवायरस को फैलने से रोकने के लिए अब तक उठाए गए कदमों के प्रभाव का पता लगाने के लिए अगले 3-4 सप्ताह महत्वपूर्ण हैं: प्रधानमंत्रीप्रधानमंत्री ने कृषि उपज की बिक्री में सुविधा के लिए एपीएमसी कानूनों में संशोधन सहित कृषि और संबद्ध क्षेत्र के लिए विशिष्ट उपाय सुझाएकोविड-19 के खिलाफ हमारी लड़ाई में आरोग्य सेतु एप एक आवश्यक साधन है, जो आगे चलकर यात्रा में सुविधा के लिए ई-पास बन सकता है: प्रधानमंत्रीप्रधानमंत्री ने डॉक्टरों व स्वास्थ्य कर्मियों पर हमलों और पूर्वोत्तर एवं कश्मीर के विद्यार्थियों के साथ दुर्व्यवहार की घटनाओं की निंदा कीप्रधानमंत्री ने आश्वासन दिया कि देश में आवश्यक दवाओं की पर्याप्त आपूर्ति है कालाबाजारी और जमाखोरी के खिलाफ कड़ी कार्रवाई का संदेश दिया प्रधानमंत्री श्री नरेन्द्र मोदी ने आज कोविड-19 से निपटने हेतु आगे की रणनीति तैयार करने के लिए वीडियो कॉन्फ्रेंसिंग के माध्यम से सभी राज्यों के मुख्यमंत्रियों के साथ विचार-विमर्श किया।","Prime Minister's Office PM interacts with CMs to strategize ahead for tackling COVID-19 Chief Ministers suggest extension of Lockdown by two weeksOur mantra earlier was jaan hai to jahaan hai but now is jaan bhi jahaan bhi: PMNext 3-4 weeks critical to determine impact of steps taken till now to curb spread of the virus: PMPM suggests specific measures for agriculture and allied sector including modification of APMC laws to facilitate sale of farm produceAarogya Setu app is an essential tool in our fight against COVID-19, can subsequently act as e-pass to facilitate travel: PMPM condemns attacks on health professionals and incidents of misbehavior with students from North-East and KashmirPM assures that the country has adequate supplies of essential medicines gives a stern message against black marketing and hoarding Prime Minister Shri Narendra Modi today interacted with Chief Ministers of all states via video conferencing to strategize ahead for tackling COVID-19.","The prime minister Mr. Nerende Modi has suggested that the principals with the intention of producing the co-19 advance strategy have suggested building up the lock-up two weeks ago. We have already known so, but the world is also the best thing to take action against prime intelligence.",जान है तो जहान है,,,,
आपको यह याद रखना होगा कि जान है तो जहान है।,You have to remember that Jaan hai toh Jahaan hai.,You have to remember that life is real.,जान है तो जहान है,,,,
आखिर जान है तो जहान है।,"At the end of the day, it is life.","After all, it's the world.",जान है तो जहान है,,,,
"उन्होंने यह रेखांकित किया कि सरकार का मंत्र पहले था जान है तो जहान है, लेकिन अब मंत्र है जान भी जहान भी।",He underlined that the motto of the government earlier was jaan hai to jahaan hai but now is jaan bhi jahaan bhi.,"They suggest that the government knew that there was a magic spell before, but now it's also the pure Soul.",जान है तो जहान है,,,,
"""मुख्यमंत्रियों के साथ बातचीत में पीएम मोदी ने कहा, """"जान है तो जहान है, जब मैंने राष्ट्र के नाम सन्देश दिया था, तो प्रारम्भ में बल दिया था कि हर नागरिक की जान बचाने के लिए लॉकडाउन और सोशल डिस्टेंशिंग का पालन बहुत आवश्यक है, देश के अधिकतर लोगों ने बात को समझा और घरों में रहकर दायित्व निभाया।""","""Talking about the lockdown, PM Modi said, """"When I had addressed the nation I had said that to save the life of every citizen, lockdown and social distancing are very important.""","""In the conversation with the seniors,"" Moymi said, ""It's the world, when I sent the name of the nation, it was my first duty to get rid of every citizen's life, and to follow social networking. Most of the people in the country understood what was said and held in the houses.""",जान है तो जहान है,,,,
"विस्तार से यहां पढ़ें: सख्त कंटेनमेंट और पंजाब में कोविड-19 के रोगियों के स्वास्थ्य में सुधार के लिए सह-रुग्णता के प्रबंधन पर फोकस विस्तार से यहां पढ़ें: पतंजलि आयुर्वेद के कोविड-19 के उपचार से संबंधित दावों पर आयुष मंत्रालय का बयान विस्तार से पढ़ें: आर्थिक गतिविधि में बढ़ोतरी - आर्थिक संकेतकों में सुधार लोगों की जान बचाने- जान है तो जहान हैकी तात्कालिक जरूरत से प्रेरित होकर भारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को 21 दिनों के सख्त लॉकडाउन का सहारा लिया।","Strict containment and focus on managing co-morbids aiding the recovery of COVID-19 patients in Punjab Statement by Ministry of Ayush on claims of PatanjaliAyurved regarding treatment of COVID-19 Increase in Economic Activity-Improvement in Economic Indicators Guided by the urgent need to save lives -JaanhaitohJahanhai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country.",Read in detail: Read with detail the focus on the care of co-convention in the health care of the sick in Democratic (19).,जान है तो जहान है,,,,
"""""""त्योहार के मौसम से संबंधित एक सवाल का जवाब देते हुए मंत्री ने माननीय प्रधानमंत्री के बयान का उल्लेख किया और कहा कि """"""""जान है तो जहान है""""""""""""""","Answering a question related to the festival season, the Minister quoted the Hon.Prime Minister, and stated that Jaan hai to Jahan hai","""To answer a question related to the weather of Thrier,"" the minister referred to the honored Prime Minister's description and said, ""There's"" so ""the world is""",जान है तो जहान है,,,,
"उन्होंने यह रेखांकित किया कि सरकार का मंत्र पहले था ‘जान है तो जहान है’, लेकिन अब मंत्र है ‘जान भी जहान भी’।",He underlined that the motto of the government earlier was jaan hai to jahaan hai but now is jaan bhi jahaan bhi.,"They suggest that the government had been charmed before, so the universe is the Lord, but now it's even the universe.",जान है तो जहान है,,,,
कहा जाता है कि जान है तो जहान है ।,"It has been said that life is important above all because freedom, liberty, and dignity would be meaningless without it.",It is said that there is a world that exists.,जान है तो जहान है,,,,
"लोगों की जान बचाने- ‘जान है तो जहान है’की तात्कालिक जरूरत से प्रेरित होकर भारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को 21 दिनों के सख्त लॉकडाउन का सहारा लिया","Guided by the urgent need to save lives -JaanhaitohJahanhai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country","The life-sanity of the people is so inspiring that India was moved by the immediate need for India to stop the expansion of the country under its very early stages, on March 24, 2020, to resort to the severest lock of 21 days.",जान है तो जहान है,,,,
आपको याद रखना है- जान है तो जहान है।,You have to remember that Jaan hai toh Jahaan hai.,You need to remember-- she's alive.,जान है तो जहान है,,,,
"वित्त मंत्रालय आर्थिक गतिविधि में बढ़ोतरी - आर्थिक संकेतकों में सुधार न्यूनतम नुकसान के साथ जल्द से जल्द अर्थव्यवस्था को फिर से मजबूत करने के लिए सुविचारित तरीके से सरकार और आरबीआई केतात्कालिक नीतिगत उपायसंरचनात्मक सुधारों और सहायक सामाजिक कल्याण दोनों उपायों के प्रति सरकार की प्रतिबद्धता से ग्रीन शूट्सपर निर्माण में मदद मिलेगीआत्म-निर्भर भारतका संकल्प सभी हितधारकों के सामूहिक प्रयास और एक मजबूत व्यावसायिक भारतीय अर्थव्यवस्था के पुनर्निर्माण में योगदान करने से मजबूत होगा लोगों की जान बचाने- जान है तो जहान हैकी तात्कालिक जरूरत से प्रेरित होकरभारत ने देश में कोविड-19 के प्रसार को उसके प्रारंभिक चरण में ही रोकने के लिए 24 मार्च, 2020 को देश भर में 21 दिनों के सख्त लॉकडाउन का सहारा लिया।","Ministry of Finance Increase in Economic Activity-Improvement in Economic Indicators Prompt Policy measures by Government and RBI in a calibrated manner to reinvigorate the economy at the earliest with minimal damage Commitment of Government towards both structural reforms and supportive social welfare measures will help build on Green Shoots Resolve for Atmanirbhar Bharat will be strengthened with the collective effort of all stakeholders and contribute to rebuilding a strong vibrant Indian economy Guided by the urgent need to save lives -Jaanhaitoh Jahan hai, India resorted to a strict 21 days nationwide lockdown on 24thMarch, 2020 to contain the spread of COVID-19 in its early stages in the country.",Increase in service - economic activity - with limited damage at the financial cursors shortly to rebuild the economy - will be helped by the government and RBI in accordance with both economic solutions and helpful social solutions to both economic solutions.,जान है तो जहान है,,,,
