sent,reference,translation
お手の物ね,You're so good with him.,I used to be so good at it.
反対尋問で陪審員は 銃はお手の物だった事が判りますし,So on cross-examination the jury could hear about how well he handled a gun?,That would make the jury realize the gun was handy.
お手上げね,Allergies. Nothing you can do.,It's over.
お手上げだよ,I wish to hell we did.,It's out of my hands.
あぁ 基本的なことはね 君にはお手上げだろ,"Yeah, I got the basics. Wow. You are so in over your head.","Yeah, the basics. Easy enough for you."
とんだところでお目に掛かったな,"- It's great to see you, Leslie!",Well here we are.
すこし戸惑われたかもしれませんが お目に掛かれて大変光栄です,"I'm very pleased, if slightly puzzled, to make your acquaintance.","It may be a bit confounding, but it's an honor to meet you."
礼はする、またお目に掛かろう 近いうちにな,"I'm gonna make a problem for you. I'm gonna be seeing you again, real soon.",Thanks. I'll see you soon.
私たちにお<unk>え向きの仕事だわ,So we've got our work cut out for us.,It's a job for all of us.
お<unk>え向きだわ,We're not going to get a better window.,That's a good idea.
財務長官だったんだよ お門違いどころか,I was the US Treasury Secretary. I'm in some position to make that call.,He was treasury secretary.
そもそも、お門違いだし,"'Cause you shouldn't be, anyway.",There's been a mistake.
身分の違い 願うのは お門違い,Because you'd be barking up the wrong beanstalk.,I don't think you're in any position to make that call.
あいつ等のおべっかで 満足しました? Kiss your(my) ass おべっかを使う、誰々のゴマをする,Did they kiss your ass to your satisfaction?,Are you satisfied with their ass?
かっとなって言っただけだよ,"Listen, I'm sure your sister didn't mean what she said.",I'm just saying that behind your back.
きまりが悪かったか?,You embarrassed about me?,"I'm sorry, is that bad?"
ひどくきまりが悪かったよ たった5分間なのに,It was fucking embarrassing. It was only for five minutes.,"That was a hell of a mess, considering I've only been here five minutes."
きまりが悪いわ,It's embarrassing.,It's very embarrassing.
始めた事の けじめを付けたいよ,I'll finish what I started.,I want to hurt you for what you started.
おい けりを付けたくないなら やめろ?,"Hey, don't start this if you don't want to finish it.","Hey, if you don't want to finish this, why don't you just stop?"
しょうもない酔っぱらいが,You fucking drunk.,I'm a drunken fellow.
しょうもない男と 関係を持ったんだ,Hooked up with this guy. He was no good. His name was...,I had an affair with the wrong guy.
- トレントしょうもないやつだ,Trent was a dick.,- Impossible man.
だが そうは問屋が卸さない,"I just don't get it, Spock.",But there's no such thing as a bookie.
笑顏も見せてくれないし 直ぐそっぽを向くし,"Never give me a smile, or even a shrug.",She doesn't have a smile on her face.
その手は食わないわ,"Oh, no, I'm not falling for that.",I'm not gonna eat that hand.
その手は食わない,I know what you're doing.,I won't eat that hand.
もうその手は食わないわ,I'm not falling for this shit.,I won't let that happen again.
それはそれは、ほれぼれすること 目元が引き立って素晴らしいことね,"Okay. Well, you look adorable. It really brings out your eyes.",That's-that's a first. It's a triumph. It's amazing.
めっちゃ うれしかった それは それは普通にうれしかった 俺は,"-Yeah, it made me super happy. It made me happy.","I was so happy, it was just normal."
前回までのFringe... そ知らぬ顔で 成りすましたせいでしょ,"Just because you walked in my shoes, don't you think that you know me.",Previously on Fringe...
そ知らぬ顔で 私の人生を奪ったせいでしょ,Just because you walked in my shoes don't you think for a moment that you know me.,Because you took my life with a total strange face.
知られたら あなたは、ただでは済まないのよ,"The point is, if he finds out about this, he's gonna transfer your ass to juneau so fast,","If they find out, you won't be alone."
ちゃんちゃら おかしいよ,That was a stupid idea.,What's wrong with you?
ちょっかいを出してるんじゃないよ,I'm not bothering them none.,I'm not messing with you.
オオカミにちょっかいを出すと 群れでやって来るぜ さっきの仕返しだ,"Guess nobody told you, if you mess with the wolf, you get the fangs.","I swear to God, he's going to come with the wolves all over the place for what he did back there."
ちょっかいを出したくなかったけど,"I didn't mean to interfere, you know. Silly girl.",I didn't want to let you down.
デイブ 目に付く女全てに ちょっかいを出すのはやめてくれないか?,"Dave, would you quit bothering every girl you see?","Dave, why don't you stop poking around with all those ripe honeys?"
ちょっとした金,"A little money. No, sorry.",Just a little bit of money.
より汁気の多い料理を作れるし、 ちょっとした見栄えと演出も 料理に加えられる。,It creates a more succulent dish and adds a little theatricality to dinner.,"I can make something a little more nutty, bit more productional."
私が冒険中 ちょっとした相棒を得るなら それは 感情や 気まぐれからではありません 多くの素晴らしい資質を 持っているということです,"If I burden myself with a little helpmate during my adventures, this is not out of sentiment or caprice, it is that he has many fine qualities of his own that he has overlooked in his obsession with me.","If I could get a bit of a partner during my adventure, it wouldn't have come from feelings or whims, but rather a lot of fine qualities."
もし私が力を貸すと いったらどうかしら 貴方の抱えるクラウス問題と ちょっとしたネタを 引き換えに?,What if I told you that I could help you out with your Klaus problem in exchange for the tiniest bit of gossip?,"Well, what if I could help you in exchange for one last little story about your Klaus problem?"
とてもじゃないが,"No, he's taking it pretty hard.",Not much.
とどのつまりだな ジョン 我々が心と頭を奉げる対象とは 一人の男ではなく 理想なのだよ,"Ultimately, John, we owe our hearts and our minds not to any one man but to an idea, and that idea is under threat.","See, here's the thing, John, that we give our hearts and minds, it's not just one man, it's an ideal."
とどのつまりは 殺されるってのに,"And you are en route to getting yourself killed,",Which means they're gonna kill me.
とどのつまりはな,"Eventually, yeah.",What does that mean?
ない知恵を絞ってね,"You know, in case you got displaced.",That's it. That's how it works.
そして、ほとぼりが冷めるまで、あなたはココに隠れています。 あなたがそれを知っているから。,And you're hiding out here until things cool down because you know it.,And you're hiding here because you know it.
あんたは見てみぬ振りで 満足だっただろうが あんたには口がある,"You were more than happy to turn a blind eye, but... you're not dumb.","I know you like to pretend you're satisfied with your saying something, but you have something to say to me."
見て見ぬ振りをしています ただ...,I stay out of the way.,You're acting like nothing is going on.
見て見ぬ振りをした,You just looked the other way.,Perhaps the thief was looking the other way.
今から起きることは 見るに堪えない,What's about to happen is gonna be hard to watch.,I can't wait to see what happens now.
見るに堪えないわ,I can't watch.,It's embarrassing.
見るに堪えなかった?,Was it painful to see?,Didn't want to see it.
見るに忍びないか?,Can't stand the sight of a little blood?,You don't want to sneak up on me like that.
よく言うよ,He pressed you. Come on.,"-You shut up, skank."
生徒と寝といて よく言うな,Says the teacher who sleeps with his students.,Just sleep with any of your students. Don't ever say that again.
盗んだ女の分際で よく言うわ,That's pretty rich coming from the woman who stole Alex to begin with.,"Anyway, that's what you're supposed to say when you're with the woman who stole it."
"彼の ""アキレス腱"" だ",His Achilles heel.,"That's his little bot out there, Achilles Doug."
良いニュースは 彼女のアキレス腱は,"Yes, the good news, she may have her own Achilles' heel.","The good news is, her boyfriend, Achilles."
"私の ""アキレス腱""",My Achilles heel.,"My work. Achilles, oo-ha-ha."
アンテナを張ってればドクターはあちこち登場する,"If you dig deep enough and keep a lively mind, this Doctor keeps cropping up all over the place.","He figures if we have an antenna, doctors will pop up here and there."
オブラートに包んで言おうとしたんだ,I'm just- - I'm just trying to wrap my mind around it.,That's what I'm trying to tell you.
社長、これ以下の表現はオブラートに包む方が,"Mr. Reid, do you understand that's kind of hitting it delicately?","Mr. President, I suggest you wrap it up in from now on."
君たち キャフリーは 我々より4時間も前に 有利なスタートを切ったことを忘れるな,"Gentlemen, might I remind you that Caffrey has a four-hour head start?",You guys have to remember Caffrey cut a head start four hours before us.
新しいスタートを切り 古いしがらみも絶った,"Fresh start, no old ties.","You've made a new start, and you've given up on the old one."
いつか 君の復帰する日が 来ることを願おう 初めから 支配人とは いかないだろうが 再スタートを切り 信頼を回復しろ,"And one day when all this is ancient history, I hope you can come back, maybe not as a building manager at first, but somewhere where you can start over, earn our trust.","I hope one day you'll come back, and you won't be with the manager the first time, but take a fresh start and win them back."
ベッドの下に潜む怪物に スポットを当ててるだけさ,We're shining a light on the monster under the bed.,I'm just placing a spot on a monster hiding under your bed.
でも スポットライトを 浴びることになれば―,But Kate... you're stepping into the spotlight now.,But if you're gonna come in here and touch the spotlight...
スポットライトを浴びたいが パートナーが必要さ,I guess I crave the spotlight. All I need is a proper partner.,"I want to get a spotlight, but I'm gonna need a partner."
特に公衆のスポットライトを浴びる のが好きな人物はね,Especially one who enjoys the public spotlight so much.,Especially someone who likes the public spotlight.
タオルを投げる選択肢はない 私たちにあるのは 2つの道だ,But seeing as throwing in the towel is not an option that leaves us with a total of two choices.,You don't have a choice throwing towels. We've got two options.
全てについてタオルを投げちゃうかな,Maybe I'll just listen to the universe and... and throw the towel in on the whole thing.,I'm gonna throw a towel over everything.
タオルを投げる,- So I'm gonna call the fight.,I'm throwing towels.
私を縛ってたテープを切るから,He said he would cut me free.,'Cause I'm gonna cut the tape that tied me up.
意外とミーハーなんだよなあ,"You are pretty oldfashioned, despite your looks.","Yeah, you're, like, a Grimm."
紗絵子さんは ミーハーな ノリで 新しいものに 飛び付くけど 商品に対しては シビアだよ。,"Saeko-san jumps at new things like a trendhopper, but she's a harsh judge of products.","Saeko-san's fiercely jumpy about your new creation, but she's transparent about the product."
案外ミーハーなんだよね,"She's oldfashioned despite her looks, right?",I'm sure you're considerate.
大学病院の腐った院内政治に 鋭くメスを入れますよ。 ちょっ ちょっ...,I plan to delve deeply into the rotten politics at university hospitals.,"Wait, wait, wait, wait."
ダビデ像が無事だと? ... モナリザの微笑みは?,"Who would make sure that the Statue of David is still standing, or that Mona Lisa's still smiling?",You think the David statue is safe and the Mona Lisa is smiling?
ユリイカ!,Eureka!,Uriica!
一種のユートピアの創造さ つまり...,I sort of created a utopian society where we all sort of...,"It's some kind of utopi creation, which means..."
私達は夢中でユートピアを作ったよ,"We were jamming, man, building utopia.",We created Utopia enthusiastically.
私たちは毒を持った宿命の人たちの中にい- ます。 常にユートピアです...,We are among those whose fate is a poison We are constantly utopia ...,"We're among the poisonous fates, always the utopia..."
それでもあんた 有罪にしたい? なにがなんでも彼女に犯罪者のレッテルを貼りたい,You still want to stamp a mark of conviction on her?,Do you want her to be guilty of anything?
あんたは レッテルを貼ってるだけだ,These are all labels. You just label everything.,You're just hanging in the label.
起業して軌道に乗るまでかかった、でもローマは一日にしてならずだよ,"It took a while to get up and running, but Rome wasn't built in a day.","It took me a long time to start a business and get going, but Rome wasn't destroyed in a day."
情報部の幹部は いつも一か八かなんです,Intelligence officers usually hedge their bets. It's...,The intelligence community's always wandering around.
一か八かだが シスコと私でやってみる,"It's a bit of a hail mary, But Cisco and I are going to give it a try.",I'm going to try it with Cisco and I.
一か八かしかない,Risk is all I've got left.,There's only one way to find out.
一つ間違えれば殺される,"One mistake, I die.","You do one thing wrong, they'll kill you."
一つ間違えば大勢の命が,"We make one mistake, thousands of people die.","If you're wrong, a lot of people are gonna die."
年に1度 コウノトリが一堂に会する,"Once a year, storks come together for one thing. Storkcon!","Once a year, the storks meet in one place."
一寸先は闇だな,"So, I've been thinking about those thousand razors.","Good to be that way, too."
一寸先は闇だ,You're dying the death of a thousand razors up there and you don't even know it.,"Good to be that way, too."
一寸先は闇だ つらい毎日だったよ,I don't know. I don't know what happened. Tough couple of days.,Good to see you. I've had a hard day.
気付かれたら 全員が一巻の終わりよ,"Because if they see you coming, we're all dead.","If they find out, they are gonna kill us all."
一巻の終わり,But if Torus gets the ARQ... they'll be unstoppable.,That's the end of the road.
一巻の終わりだな,We are so dead.,That's the end of the road.
一本取られたな、中尉。,"Fair point, Lieutenant.","Got one, Lieutenant."
一本取られた,- She's got you there.,They took one.
一本取られたようですな,You win.,Looks like they took one.
一杯食わせやがったな!,You swindled me!,Son of a bitch.
ああ 一杯食わされた だが 失敗した,"Yeah, you took your shot, but you missed.","Yeah, I've been double-crossed, but I failed."
一杯食わされたな,You should have seen your face.,Cheeky bastard.
お人よし過ぎた だから一杯食わされた,"I've been gullible, all right, letting him make a fool of me.",He was too nice to me. That's why I was fooled.
当然彼も一枚噛んでる,Of course he was involved.,Of course he bit one.
いや お前は一筋縄では行かない,"No, nothing with you is easy.","No, you're not gonna wake up as easily as you think you are."
- 奴は 一筋縄では行かないからな,- He's not playing with a straight bat?,- He won't wake up as easily as you think.
ええ 彼はもっと上手に対処すべきだ でも 彼は友人で 彼の為にひと肌脱ぐつもりだ,"But he's my friend, and I'm gonna bat for him.","Yeah, he has to deal with it better, but he's a friend, and I'm gonna take it off for him."
私が持ってきた情報は 一刻を争うものです,The Intel that I brought back is time sensitive.,The information I have brought with me is universal.
一刻を争う事態でしたので 報告が遅れたことはお詫びします (浅野)結局 国税に持っていかれたら 元も子もないですね,but it was a race against time. it was all for naught.,I apologize for the delay in reporting.
一刻を争ってる,"Father, they don't have a lot of time.",Sounds like they've got something going on.
どう 一口乗らない?,"So, what do you say?",How about a drink?
僕も 今度 一席 設けるから。,I'd love to meet him sometime. I will.,I'll have a seat next time.
今夜は特別だ、まず一張羅に着替えろ,You have a feast tonight. First change your clothes.,"Tonight's special. First off, you need to get dressed in silk."
彼の一張羅の上着だぞ,He only wears that one damn jacket.,That's his jacket.
(逮捕に一役買ったので 俺達の違法行為は見逃されたのだ),But since we led the cops to Harken they ultimately agreed to let our other offenses slide.,I bought a part of the arrest and we missed our illegal activity.
ジェーンはオレたちには トラブル メーカーだ 粛正に一役買っても良い,"Now, what befell Jane is very troubling to all of us, and we would like to help you to set it right.",Jane is really a troublemaker to us. It's okay to buy a table at punishment.
私が君の記憶に一役買うとしたら?,What if I help your memory?,What if I buy a part in your imagination?
大丈夫 一息入れて 落ち着いて,Okay. Just breathe and relax.,It's okay. Just take a breath.
俺達が 一息入れるころ 船はダイヤを乗せて パリに向かう,"When we come up for air, that ship will be headed to Paris and the diamond will be gone forever.","By the time we get frustrated, the ship leaves with diamonds and heads to Paris."
- 一息入れろよ、マイク,"- Get some ice cream, Mike.","- Take a breath, Mike."
僕は今日1日 この23人の前容疑者の 一言一句漏らさず 一挙手一投足から 無意識な反応まで 観察し続けていた,"I spent today soaking in every word, every gesture, every involuntary reaction of these 23 former suspects.","I've been watching 23 ex- suspects for a day without leaking a word, down to an unconscious response."
地域外では大規模な掘削活動が 行われていて - -我々は一挙手一投足を見張られている,There has been massive digging activity out there and they undoubtedly monitor our every move.,"An extensive drilling operation is underway outside the region, and we are being watched every step of the way."
仕事に戻ったばかりの 君にしてみれば 情緒が不安定な状態にもなるし 君の一挙手一投足を観察してる 上の奴らに対して,"I understand your precarious emotional state, given you've just gotten your job back, and your sensitivity to the bureaucrats that are watching your every move.","You're just getting back to work, and it's really gonna be unstable, and I'm watching you every step of the way from up there."
つかまってろ 小惑星帯に入るぞ これで一泡吹かせてやる,We'll move into the asteroid field... and we'll have a couple of surprises for him.,"Hang on! We're going into the rocks out there, and I'm going to have your bubble blown away."
自殺行為だ アンナに一泡吹かせてやりたいが,It's a suicide mission.,That's suicide. I'd like Anna to blow a bubble.
配置についた 一泡吹かせてやる,"We're on point, ready to give them some of their own medicine.",I'll give you a bubble in position.
- アルフォンには一目置かれている - おう そうか?,I saw Alphonse respected me back there.,- Alphonse thinks you're overdue.
彼はお前を一目置いている,He sees something in you.,He's keeping an eye on you.
皆が一目置いてる NYの私立学校関係者も,That sort of thing means something to people in private schools in New York City.,We're being hunted by people with connections to private schools in New York.
"""教会は 考えられる限りの"" あらゆる医療に 多大な努力を払っていますが 心理学的な説明は お祓い前には一笑に付されます",The church takes great pains to make sure every conceivable medical or psychological explanation can be ruled out before moving forward.,"Look, the Church has ensured total control of all medical care, but psychological explanations are kept in proportion before they are fedexed."
一笑に付され 自分の首を絞めるだけだ,"They'd laugh at the truth, and I'd have my head in a noose.",Best thing you can do is strangle yourself.
お前達とは問題を起こしたことがなかった 反逆の一翼を担うまではな,I never had a problem with your people... until they became a part of this rebellion.,I've never been in trouble with any of you until I am carrying the wings of treason.
私は偉大な愛国戦争の 一翼を担う事を 誇りに思います,I am proud to be part of this mission in the great patriotic war.,I'm proud to be a pawn in a great patriotic war.
近づく為に一芝居打つよ,I want to get close to Latimer. And I'll need a cover story.,I'm gonna give you a little display to get closer.
彼は一言もなく 何週間も行方をくらましたんです,He has been gone for weeks.. Not a single word.,He's been gone for weeks without a word.
一言もなく死亡しました,And did not live to tell about it.,He died without a word.
私に一言も無く?,Without telling me?,Without saying a word to me?
うん 三度目の正直ね,"Yeah, maybe three times is a charm.",Yeah. Third time's a charm.
- 三度目の正直か?,"""Third time's a charm?""",- Hey. Third time's a charm.
長官たちが 党大会の壇上に立って― 犯人逮捕を アピールするんだぞ,The entire top tier of the Bureau's in town to stand onstage and show the world that we prevailed.,"Secretary General, we're gonna be standing on the stands of, uh, the convention and they're gonna call for the capture of the killer."
そこの上げたり下げたりしている人,Well? What's your vote?,That's who's going up and down.
実験の成功の為 私は上手に出るしかなかった,"For the experience to succeed. I had to get the upper hand,",I had no choice but to succeed in the experiment.
CIAの一つ上手を行きたいの? そうだ CIAの現状を暴露したい,"Yes, I want to expose the CIA for what it's become, but... mainly, I want to catch him.",You want to be one of the c.I.A. agents?
真剣にやれ 下手すると怪我するぞ,"Take this serious, because you can get hurt if you're not strong enough, okay?","Seriously, you're gonna hurt yourself."
下手すると 誰かの人生を台無しに,If I fuck up I can ruin somebody's whole life.,"If you're not careful, you can ruin someone's life."
今、上手くいってますが下手をすると終わりです,"Now, we walk in there like this, with this, we're done.","It's working, but if we're not careful we're doomed."
真剣に言ってる 下手をすると これから20年は監獄だぞ,"Preston, if you're not careful, you're going to spend 20 years in prison.","I'm serious. Because if I'm not careful, I'm going to go to jail for 20 years."
あの高さじゃ不幸中の幸いだった,"Not bad, considering the height.","At that height, it could have been unfortunate."
"""それを知られてないのは 不幸中の幸いだ""","Yeah, well, I'm glad they don't know that.",It's unfortunate that no one knows.
それでも不幸中の幸いだ,We're lucky they got out when they did.,I'm glad this is happening.
花火は不発に終わり 最悪の事態に,"Only Fitzpatrick didn't explode, it was far worse than that.",The fireworks lead to the worst.
だが不発に終わった,That's the only reason why I'm still here.,But it ended badly.
不肖の父親だがやらない,"Look, I'm not the world's best dad, but I would never do that.","He's an offended father, but he won't."
息子の不興を買うのが怖いんでしょ?,"Terrified of displeasing him, aren't you? I know how my son can be.",You're afraid to buy my son's bad luck?
掛けて 悲しむべき事に 世に出る前に死んだ,"Sadly, fredrick died without ever being published.",He died before the rainy season.
この写真が世に出たら DEAは終わりだ,The DEA's worst nightmare is that face out in public.,"If this photo gets out, the DEA will fall."
君が怒る必要は 無い これが世の習いって やつだ,Maybe angry is just the way of the world.,You don't have to be angry. It's the way the world works.
栄光は長子のもの それが世の習いだが,"You're the elder, you reap the glory. This is the way of the world.","""Glory is the firstborn, those are the customs of the world."""
世も末だ,Even for the apocalypse.,It's the apocalypse.
俺がこんな事をするとは 世も末だ,"Of all the horrible things I have had to do in the apocalypse,",This is the fucking end of the world.
そんなに誉れ高き王たちが運び屋に用があるとは世も末だ,What is the world coming to when smugglers must vouch for the honor of kings?,It's the end of the world that makes kings look like cowboys.
悲劇にも 若くしてこの世を去った...,...who was snuffed out... tragically early.,A tragedy that followed me here when I was younger.
全員笑いで息を詰まらせるまで この世を去るつもりはない,And I'll not leave this world until they all choke on that laughter.,I'm not leaving this world without everyone laughing their asses off.
何年も前に世を去った,Lost for many years.,She left this world years ago.
ほんとに世話が焼ける人,Your uselessness is epic.,You really take care of these guys.
来年 僕はずっと家にいる 世話が焼けて ママも大変だ,"I guess I'll just be home, which sucks for you because it's gonna be so hard for you to go through all my stuff.","Hey, you know, next year I'll be home all the time, and... Mommy's in trouble."
ポッポちゃんは 世話が焼ける,You must admit she works hard with those chicken feathers!,That is not true.
俺は人の世話になったことない 自分のことは自分でする,I've always paid my way. You know I send what I can.,I've never taken care of anyone. I can take care of myself.
残りを昔世話になった遺伝学の教授に送ったの,I sent on to my old genetics professor.,I sent the rest to a genetics professor who was old-fashioned.
世話を焼いてくれんでも 自分で出来る,Why must you always mother-hen me? I'm quite capable of looking after myself.,Let me take care of it. I can do it myself.
レノックス・ヒル病院前です ヴァン・ルーンとの合併が 世間を騒がせてますが,"Outside Lenox Hill Hospital today, more twists and turns in the Van Loon-Atwood merger.",The merger with Van Loon is all over the news.
ああ だが あの銃は両刃の剣だ,"Yeah, the gun's a double-edged sword, kind of.","Yeah, but that's a single-edged sword."
歯止めとして働きますが 両刃の剣です,"Besides, he's hot.","May work as containment, but our swords are both blades."
ダンスフロアでは 両手に花で踊つたものだ,On the dance floor I used to dance with girls on each arm.,I was dancing flowers on the dance floor.
だから、私は中に入る チャップルが何を 隠しているのか見つけて下さい,"So, I'll go back in, see what exactly Chapple's hiding.","So, I'm going in. Find out what Chapple's hiding."
さあ 中に入って 何かお口に合う物を探さなくては 文明国から来たお友達にね,"Oh, come inside, and we'll see if we can't get you some food, and some civilized company.","Come on, let's go inside and find something that fits your mouth, your friend from civilization."
じゃあ 気が済んだら― 中に入って貰えるかな?,"Well, now that you have, can I politely invite you to step off my fucking porch?","Well, when you're done, do you think you could come inside?"
注目の的になることは 彼女にとって 荷が重すぎて 悪い仲間の中に入ってしまった,"The attention was too much for her, and she fell in with the wrong crowd.",Being the center of attention was just too much for her to mix up with the wrong crowd.
"このバカは7,8人の ゾンビの真ん中に立ってた","This prick stands right in the mix, while seven or eight of them turn Zeke all at the same time.",This fool was standing in the middle of 179 zombies.
ヴォーゲルはどのように丸くなった How the fuck did that happen ?,How did Vogel come round? How the fuck did that happen?,How the fuck did that happen?
でも、あなたの可愛い娘は九死に一生を得ましたよ。,But your little darling's got nine lives.,But your little girl's earned her life for nine years.
知ってるのは未来の運命 予断を許さない状態 あなたは役割を果たせばいい,"All I know is that the fate of the future hangs in the balance, and you have some role to play.",All I know is the fate of the future that you have some part to play.
銃で撃たれ 予断を許さない状態です,Hancock is in serious condition with multiple gunshot wounds.,He's been shot. Look at him. He doesn't tolerate the calculations.
ナショナル・シティ総合病院にて 昏睡状態で― 予断を許さない状態が続いていますが スーパーガールのタイムリーな 到着が無ければ...,"Willis is currently in a coma at National City General, although her fate would have been much more grim had it not been for the timely arrival of Supergirl...","She's currently in a medically induced coma at National City General Hospital, but unless Supergirl's timely arrival..."
あんな美しい人とは争えない,I cannot vie with such beauty and such sorrow.,I can't fight such a beautiful woman.
りんごは木から離れた所に落ちない (血統は争えない),"The apple doesn't fall far from the tree, my friend.",The apple doesn't fall away from the tree.
血は争えない,Blood runs true.,Blood can't fight.
簡単に事が運ぶとは言ってない,I never told you it was gonna be easy.,I didn't say it was easy.
そう簡単に 事が運ぶわけないじゃない?,"You didn't think that'd be that easy, did you?","I mean, come on, what's so easy?"
シンプルに事が運べば 人間 苦労しないよ,"If things were that simple, no one would ever suffer.","If it's in a simple way, how about a human being?"
ゾーイ・バーンズの 記事によると デュラント上院議員が― カーン退場後の 新たな国務長官候補に...,"Zoe Barnes of the Washington Herald now reporting, quoting a source close to the President, as saying that Senator Catherine Durant will likely be the new nominee for Secretary of State after Michael Kern's withdrawal earlier this week.","According to Zoe Barnes' article, Senator Durant was elected as the new secretary of state after Khan's departure."
この記事によると あなたが ブラック・マウンテン警備 の事件に関わっていたらしい,"Listen, this paper talks about you being in this Black Mountain Security thing.","According to this, you were involved in the Black Mountain Security case."
地方記事によると、スーザン ジョーンズさん、二人の子供の母...,"Locals reported Susan Jones, an American mother of two...","According to a local story, Susan Jones, the mother of two children..."
AV業界の多くの女性は 私生活と仕事を 分けているわ,A lot of the women in the adult film industry completely separate their porn lives from their personal lives.,A lot of women in the porn industry share their private lives and their jobs.
そして、僕は関与を 非難される事を好まない... 人類の大虐殺の罪を、たった一言... それも僕がすでに指摘した サイロンであろう女性の言葉で,And I don't like to be accused of participating in the genocide of the human race based solely on the word of a woman whom I have already indicated to you may well be a Cylon agent.,And I don't like to be accused of involvement in the slaughter of the human race with one word.
""" 事を構えずに済んだ """,We have one chance for peace...,They didn't have to do anything.
シフターが事を起こした後は 俺たちのシマを奪い 侮辱したら,"After what those shifters have done -- chipping away at our territory, insulting us...","After the shifter strikes, he takes our territory, insults us."
ご存知通りです 陛下 老師の責務はご希望通りに事を運ぶだけに及びません 戦時には 助言を申し上げることも責務,"As you know, Your Grace, it is not only the sworn duty of a Maester to carry out the wishes of the house he serves, but also to offer guidance and counsel in times of war.","You know, Your Grace, a Maester's duty isn't just to do what they say, but to advise you in a time of war."
食事を運ぶ者もなく,Nobody to bring her food.,Nobody's carrying the food.
警部 私は頭越しに事を運ぶのは 好みませんし,"Look, captain, I don't like going over anybody's head,","Captain, I don't like to carry things through my head."
さて、捕虜を取らないとすると、 残る選択肢は二つに一つだ,"Now, that leaves two ways we can play this out.","Well, if we don't take captives, there are two choices."
死ぬか生きるか、二つに一つだ,"I am killing us, or saving us.","You can live, or you can die."
