sent,reference,translation
Vain Angela saa kyydin korvessa.,Only Angela could get a ride in the middle of nowhere.,Angela's the only one getting a ride in the middle of nowhere.
Maatilalle korven keskelle.,"Had a farm, middle of nowhere.",A farmhouse in the middle of nowhere.
Emme olleet kuin kaksi marjaa.,Not that Conor and I were peas in a pod.,We weren't exactly peas in a pod.
Vanhempi veljeni sekä suojattini ovat kuin kaksi marjaa.,My older brother and my ward getting along like two peas in a pod.,My older brother and protege are like two peas in a pod.
He olivat kuin kaksi marjaa.,"I figured hey, birds of a feather.",They were like two peas in a pod.
- Olettekin kuin kaksi marjaa.,Makes sense. You're carbon copies of each other.,You're two peas in a pod.
"Sano, kuin kaksi marjaa.",Say two peas in a pod.,Say it like two peas in a pod.
"Kuten Gloria Steinem sanoi - ""Nainen ilman miestä on kuin kala ilman polkupyörää.""","Like Gloria Steinem said, ""A woman without a man is like a fish without a bicycle.""","As Gloria Steinem said, ""A woman without a man is like a fish without a bicycle."""
Kuin seipään niellyt.,"No, not a stuffed fish. A boiled owl.",It's like swallowing a stake.
"Ed, olet kuin seipään niellyt.",Ed... You're like a stick in the mud over here.,"Ed, you've swallowed a stake."
"Olen kuin täi tervassa, riskien ympäröimä.",I'm a fly in the ointment.,"I'm like a puddle in tar, surrounded by risk."
Puolimatkassa Newmar oli jäänyt kuin täi tervaan.,It was now a race for pride.,"Halfway there, Newmar was stuck like a glove."
Herra Tuckeria lainatakseni: Olemme kuin täit tervassa.,"To quote our very own Mr Tucker, it means we're dead in the water.","To quote Mr. Tucker, it's like we're in tar."
Sano että olen sivulla 411 ja etenen kuin täi tervassa.,You can tell him this: I'm on page 411 and I have real problems with it.,"Tell him I'm on page 411, moving as fast as I can."
Sinä olet kuin viilipytty luulin sinunkin salaavan jotain.,But you're so smooth I figured you were hiding something too.,You're cool. I thought you were hiding something too.
- Sinä olet kuin viilipytty!,You look about as stirred up as a cesspool.,You're cool as a cucumber.
Hän on kuin viilipytty.,He always kept his head.,He's cool as a cucumber.
Ja minä pidin pääni kylmänä. Olin kuin viilipytty.,- I had a chill in my back.,And I kept my cool.
Sinä olet varmaan viileä kuin viilipytty.,You're probably cool as a cucumber.,You must be cool as a cucumber.
- Kukkona tunkiolla?,"ARE THE BLOODY COCKS STILL RUNNING THE COOP? AH, TO BE SURE.",- A rooster in a dump?
Et ole enää kukkona tunkiolla.,You ain't king of shit around here no more.,You're not a rooster in a garbage heap anymore.
Hän häärii täällä kukkona tunkiolla.,He rules the roost around here.,He fumbles around here like a rooster.
Darby halusi olla kukkona tunkiolla.,"Darby, he wanted to be the ruler of the world, you know?",Darby wanted to be a rooster in a dump.
On kylmä kuin ryssän helvetissä.,Can't tell you. I'm as cold as a witch's tit.,It's cold as a Russian in hell.
Kylmä kuin ryssän helvetissä.,Colder than a witch's titty out there.,Cold as a Russian in hell.
"Joo, ennen kuin hän käänsi kelkkansa.","Yeah, I knew him once, before he turned his back.","Yeah, before he turned around."
Hän käänsi kelkkansa hiljattain.,"Yes, but she's become one quite recently.",There was a time not long ago when he turned around.
Hän on kääntänyt kelkkansa.,I think she flipped.,He's done a U-turn.
"Puolustan abortteja, mutta käännän kelkan hetkessä, jos voitamme sillä.",But I would go pro-life in a fetal fucking heartbeat if it meant winning. You're suggesting that you would like me to be a hypocrite like Maddox?,"I support abortions, but I'll turn this around in no time if it'll win us the war."
Olen kääntänyt kelkkani.,"I'm all turned around, you know.",I've turned my life around.
Taisin juoda liikaa ja asiat lähtivät lapasesta - ja tein jotain tyhmää.,"Look, I guess I had too much to drink and things got out of control and I did something really bad.","I think I drank too much, and things got out of hand, and I did something stupid."
Hittolainen. - Nyt se lähtee lapasesta.,Now it's starting to just spin out of control.,Damn it.
Mutta veli Marinus - on lähtenyt lapasesta.,But Brother Marinus... has gone out of control.,But Brother Marinus is out of control.
Lähde vetämään täältä.,Get out of here.,Get out of here.
"Selvitä, kuka hänen toimittajansa on, ja lähde vetämään.",Find out who his supplier is and then get out of there. All right?,Find out who his reporter is and get out of here.
Nyt lähti vetämään.,"Oh! Hey, here we go.",Here we go.
Lähtekää vetää täältä.,"All right, get outta here.",Get out of here.
Meidän pitää muutenkin lähtee vetään.,"Yeah, we gotta bounce anyway.",We have to get out of here anyway.
He maksavat itsensä kipeäksi.,"In fact, they'll pay through the nose for it.",They pay for themselves.
"Jos lapsi sattuu sairastumaan, maksat itsesi kipeäksi lääkkeistä.","Yeah, well, Fiona already said if I have the baby, she's throwing me out, so I don't even care if we lose the house.","If a kid gets sick, you pay for the drugs."
"Syyttömiä tuomitaan joskus, vaikka he maksavat itsensä kipeäksi.","There are some people that, no matter how much money they threw at the case, were convicted and shouldn't have been.","Innocent people get convicted sometimes, even when they pay the price."
"Maksoin itseni kipeäksi, mutta Alexis innostuu.",- Oh. Cost me an arm and a leg but Alexis will be thrilled.,"I paid you a lot of money, but Alexis will be thrilled."
Maksoimme itsemme kipeiksi siitä.,- Paid through the nose for it.,We paid you a lot of money for that.
"Oli matti kukkarossa Mutta ei kauan, jos Obama selättää laman.","I couldn't afford much, but not for long, if President Obama ends the recession tonight!",But not for long if Obama defeats war.
Minulla on matti kukkarossa.,I could never be this broke.,I've got a flask in my wallet.
"On matti kukkarossa, pöljä!","We are broke, you dumbass!","I got it in my purse, you moron!"
Omalla kohdallani matti kukkarossa on pieni este.,"Speaking for myself, bone-crushing poverty is something of a stumbling block.","For me, mate, the flask in my purse is a small obstacle."
"Kun tulit Los Angelesiin, sinulla ei ollut muuta, kuin matti kukkarossa.","You show up to L.A., you got nothin' but your ding-dong in your hands.","When you came to L.A., all you had was a flask in your purse."
"- Älä nyt, se on menneen talven lumia.","Come on, that's water under the bridge now.","- Come on, it's water under the bridge."
- Se on menneen talven lumia.,"Detective, that is all water under the bridge now.",It's water under the bridge.
"Buck on menneen talven lumia, kaikki muut tietävät sen.",- Okay. It is over for Buck and everyone knows it but him.,Buck is yesterday's news. Everyone else knows that.
- Vai menneen talven lumia?,Water under the bridge?,Water under the bridge?
Menneen talven lumia. Nyt saksalaiset ja amerikkalaiset ovat ylimpiä ystäviä.,"But that is water under the bridge, now that the Germans and Americans are best friends.","It's water under the bridge, and now the Germans and the Americans are best friends."
"Anteeksi, mutta heroiinia sisältävä kondomi räjähti vatsassani, niin että koko päivä meni pipariksi!","Well, excuse me, Kimmy. But a condom full of heroin exploded in my stomach, so this whole day has been for the birds!","I'm sorry, but a heroin condom exploded in my stomach and my whole day went to shit!"
Suunnitelma kariutui ja meni pipariksi.,The plan just crashed and burned.,"Yeah, well, that didn't work out so well, did it?"
Toinenkin yritys meni pipariksi.,"-Well, from what I can see, He didn't do a better job the second time.",The second attempt turned into a cookie.
Koko homma meni pipariksi! Juokse!,"The whole thing's gone in the crapper, kid!",The whole thing went to shit!
- Ensimmäinen päiväni meni pipariksi.,"First day on the job, I lead us straight into an ambush.",My first day was a disaster.
Se meni putkeen.,- That's right. All the way.,That went really well.
"Jokin ilmiselvästi meni putkeen, koska tienasitte miljoonan.",Obviously it was something because you made a million bucks in two months.,Something obviously went right because you made a million dollars.
"No, jos tämä kaikki menee putkeen niin haluan tehdä sen oikein.","Well, if this all connects, I want to do it right.","Well, if all goes well, I want to do it right."
- Tekoäly menee yli hilseen.,All this A.I. stuff is way out of my league.,The A.I. is way out of line.
Menee yli hilseen. - Olemme tavanneet.,"I'm sorry, am I missing something?",We've met before.
"Tajuan joitain juttuja, mutta osa menee yli hilseen.","I can go along with some things, but... some things make no damn sense.","I get some things, but some of them get out of hand."
Se meni yli hilseen.,It went right over her head.,It's over the top.
Tämä meni yli hilseen.,This is just way over my head.,This has gone too far.
"Päämieheni maksoi häät, ja hänet jätettiin kuin nalli kalliolle.","In this case, my client paid for the wedding and was hung out to dry.","My client paid for the wedding, and they left him high and dry."
Shane jäi kuin nalli kalliolle! Britit voittivat kirkkaasti!,"After our first-innings victory, Jeremy decided that for the second challenge, we should re-run a race we'd first tried against the Germans.",Shane didn't stand a chance.
Et voi jättää toista kuin nallia kalliolle.,But you cannot just leave someone alone like that!,You can't leave anything but a brick on the cliff.
-Selvä. Jätätkö minut nalliksi kalliolle taas?,You gonna leave me sitting on my ass like you did yesterday?,You're gonna leave me hanging on the rocks again?
"Päämieheni maksoi häät, ja hänet jätettiin kuin nalli kalliolle.","In this case, my client paid for the wedding and was hung out to dry.","My client paid for the wedding, and they left him high and dry."
Miten nenänvalkaisu sujuu?,How's the drying out going?,How's the nose whitening going?
"Miten sujuu? -Mikä? No liikunta, tupakkalakko, nenänvalkaisu...","You know: exercise, no smoking, no drinking...",- How's it going?
- Kuka nousi väärällä jalalla tänä aamuna?,Look who didn't get out of bed on the wrong side this morning.,Who got up on the wrong side of the bed this morning?
Nousitko väärällä jalalla sängystä?,Did someone wake up on the wrong side of the bed?,Did you get up on the wrong side of the bed?
Taisi nousta väärällä jalalla tänään.,Talk about getting off on the wrong foot.,Somebody got up on the wrong side of the bed today.
Joskus sitä nousee väärällä jalalla.,You get up on the wrong side of the bed. - You haven't brushed you teeth.,Sometimes you wake up on the wrong side of the bed.
- Nousitko väärällä jalalla?,"- You got up the wrong side, huh?",Did you get up on the wrong side of the bed?
- Hän oikaisi koipensa.,Gave him a break.,- He cut my legs.
Ryhmän päämajassa asiat menevät ojasta allikkoon.,"Back at base, things are going from bad to worse.","When you're at the group headquarters, things get out of hand."
Jouduimmekohan ojasta allikkoon?,"Out of the frying pan; hopefully, not into the fire.",Do you think we got caught in a ditch?
Ojasta allikkoon!,"Out of the frying pan, into the fire.",Out of the frying pan!
Joudutte ojasta allikkoon.,"You go from bad to worse, Colonel.",You're gonna be in a ditch.
Taisimme joutua ojasta allikkoon.,Looks like the fat's not out of the fire yet.,Looks like we got lost in a ditch.
Oletko nähnyt Janen vihaisena? Siinä ovat oksat poissa.,Have you ever seen Jane in full flight?,Have you ever seen Jane angry?
"Steve laulaa oksat pois siitä kansallislaulusta nyt, vai mitä Steve?","Steve's gonna sing the crap out of that national anthem now, aren't you, Steve?","Steve's gonna sing the branches out of that national anthem now, right, Steve?"
Kohta tänne sataa faneja niin että oksat pois.,"Gonna be a lot of fans in here soon, yeah.",It's gonna be raining fans out here soon.
