sent,reference,translation
"Ah, Veronica... C'est ce qui s'appelle chercher la petite bête.","Ah, Veronica... this is really grasping at straws.","Oh, Veronica, that's what it's called."
J'ai eu un vrai coup de foudre.,It was love at first sight.,It was love at first sight.
C'est un coup de foudre. C'est inoffensif.,It's a crush.It's harmless.,It's love at first sight.
"Mais Carthagène, ça coûte les yeux de la tête.","But I'll tell you, Cartagena is really expensive.","But Cartagena, it costs a lot of money."
"Tu sais, les deux enfants sont à St Margaret maintenant, et ça nous coûte les yeux de la tête.","You know, both kids are at St. Margaret's now, and that costs an arm and a leg.","You know, the two kids are in St. Margaret's now, and it's costing us an arm and a leg."
- J'arrive pas à dormir. Je crève la dalle. Regarde sur quoi je tombe.,I can't sleep because I'm starving and look what's on TV.,"I can't sleep, I'm starving."
"Ouais, je crève la dalle.","Yeah, I'm freaking starving.","Yeah, I'm starving."
Il a donné sa langue au chat.,Seems the cat got Watts's tongue.,He gave up his tongue.
- Je donne ma langue au chat.,- I give up.,- I give up.
"J'en ai marre, marre de Napoléon Quatorze.","And I'm sick of it, Aeryn! I'm sick of Napoleon the Fourteenth,","I've had it, I've had it with Napoleon Fourteen."
J'en avais marre de tes âneries.,"Lister, I did that because I was sick of you annoying me.",I was tired of your nonsense.
J'en ai ras-le-bol. Pas vous ?,I'm sick and tired of this.,"I've had enough, haven't you?"
J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.,I am sick as hell of you constantly making a mess Of this house and having to clean up after you.,I'm sick and tired of you always making a mess and I have to clean up afterwards.
J'en ai ras le bol! Ho!,I'm sick and tired of ...,I'm sick of it!
J'en ai ras le bol de ce travail.,I can't stand this job anymore.,I'm sick of this job.
Et je n'en ai rien à cirer.,And I don't give a damn.,And I don't give a shit.
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!",And I don't even care if you're telling me a bunch of lies.,"And even if you're fucking with me right now, I don't give a shit!"
"Chéri, je croyais que tu en avais rien à faire de cet arbre.","Honey, I thought you didn't care about the tree.","Honey, I thought you didn't care about that tree."
Mais je n'en ai rien à faire [br]de ces détails!,Those are careless details!,But I don't care about the details!
"Votre argent et vos amis puissants, j'en ai rien à foutre, Gartley.","Hey, all your powerful friends and all your money don't mean shit to me, Gartley.","I don't give a shit about your money or your powerful friends, Gartley."
"De toute façon, j'en ai rien à foutre.",I don't care what the hell you're doing.,"Anyway, I don't give a shit."
Pourquoi t'en fais tout un fromage ?,Why are you making such a big fuss over it?,Why are you making such a big deal about this?
Je sais pas pourquoi elle en fait tout un fromage.,I don't know why she's making such a big deal out of a wedding.,I don't know why she's making such a big deal about it.
"Ce serait à lui de m'écouter, pour en prendre de la graine.",L... I don't have all the answers. But maybe he should listen to me more and learn a little.,"It would be up to him to listen to me, to learn from it."
Tu aurais pu en prendre de la graine.,You could have followed others' lead.,You could have learned something.
"Eh bien, au risque d'enfoncer une porte ouverte, c'est fini.","Well, at the risk of stating the obvious, it's over.","Well, at the risk of breaking in an open door, it's over."
C'est comme si j'enfonçais une porte ouverte encore et encore.,But that's just stating the obvious over and over.,It's like I'm breaking down an open door over and over again.
"Fais gaffe Lindsey, surveille-les bien.","Watch them, Lindsey. Keep an eye on 'em.","Be careful, Lindsey, keep an eye on them."
"Fais gaffe, l'oiseau !","Whoa, bird! Watch out for the...","Watch out, bird!"
J'aimerais qu'ils arrêtent de faire les andouilles.,[groans] I wish these kids would stop acting up.,I wish they'd stop being stupid.
"Si les enfants font les andouilles, on peut leur mettre une gifle.","If the kid's misbehaving behind you, you can reach and whack him.","You know, if the kids are being stupid, they can get slapped."
Écoute. Fais la grasse matinée.,Well... you better sleep late this morning.,Get some sleep.
"Eh bien, si c'est uniquement celà, tu peus faire la grasse matinée demain.","Well, if that's all it is, you can sleep late tomorrow.","Well, if that's all it is, you can sleep late tomorrow."
Je fais le pont du 4 Juillet. Je resterai 3 jours.,"Yeah, I'm taking the 4th off, so I'll be there for three days.","I'm doing the Fourth of July bridge, so I'll be here for three days."
Je croyais pouvoir continuer à faire la sourde oreille.,I guess I thought I could just go on not caring.,I thought I could keep denying it.
"Au moins avant, elle pouvait faire la sourde oreille aux cris.","At least before, she could tune out the crying.","At least before, she could close her ears to the screams."
Combien de temps vas-tu encore me faire la tête ?,"All right, how long are you gonna stay mad at me?",How much longer are you gonna be mad at me?
Est-ce que tu me fais la tête?,Is this supposed to be the silent treatment?,Are you mad at me?
Il m'a fait une queue de poisson.,- He cut in on me.,He gave me a fish tail.
Ce type m'a fait une queue de poisson.,The guy cut me off. What was I supposed to do?,This guy gave me a fish tail.
Ça ferait un tabac.,I'm sure it'd be really popular.,It'd be a big hit.
Ça ferait un tabac !,People would love it!,It'd be a big hit.
"22 personnes qui filent à l'anglaise, tu t'imagines ?","You don't want 22 people skipping all in one day, do you? - Of course not, but...","22 people sneaking off, can you imagine?"
Je vais filer à l'anglaise pour ne pas gâcher la fête.,I thought I'd just sneak away quietly. I don't want to spoil the party.,I'm gonna sneak out so I don't spoil the party.
"Sapristi, il fait un froid de canard.","Oh, Jiminy. It sure turned cold.","Wow, it's freezing cold."
"J'avais déjà gaspillé l'argent que j'avais reçu à ma sortie, et avec ce vent, il faisait un froid de canard.",I'd already blown the money they gave me. And the north wind was colder than hell.,"I'd already wasted the money I got when I got out, and with this wind, it was cold as hell."
"Il faut souffrir pour être belle, chérie.","Beauty is pain, baby.","You have to suffer to be beautiful, honey."
Maman dit qu'il faut souffrir pour etre belle.,Mommy says beauty is pain.,Mom says you have to suffer to be beautiful.
Il n'y avait pas un chat dans le coin.,Not a single person was in sight,There wasn't a cat around.
Il n'y a pas un chat ici !,There's no one in here!,There's no cat here!
Nous jetons l'argent par les fenêtres.,We're throwing all our dough in,We throw money out the window.
Ta mère jette l'argent par les fenêtres.,Your mother is squandering money.,Your mother's throwing money away.
Je ne veux pas jeter le bébé avec l ́eau du bain.,I don't want to throw the baby out with the bathwater.,I don't want to throw the baby out with the bath water.
On devrait jeter l'éponge. Quoi ?,I think we should give up.,We should throw in the towel.
"- Comment ça, vous jetez l'éponge ?","- What? What do you mean, quitting?","- What do you mean, you're throwing in the towel?"
"- Alors, vous voulez que je jette un coup d'oeil?","- So, you want me to take a look? - Where?","- So, you want me to take a look?"
Je devrais aller jeter un coup d'oeil aux personnes du CMI.,I should check in with the I.D.C. rep.,I should go check on the CDC people.
J'arrive à peine à joindre les deux bouts.,"Okay, I am barely scraping by.",I can barely make ends meet.
"Écoute, on travaille 70 heures par semaine pour joindre les deux bouts.","Look, we work 70 hours a week just to keep pace, right?","Look, we work 70 hours a week to make ends meet."
"Oh, mon gars, les carottes sont cuites.","Oh, boy, my goose is cooked now.","Oh, boy, the carrots are cooked."
Les carottes sont cuites et servies. Joli !,Your goose... is cooked and served.,The carrots are cooked and served.
"Ils remonteront jusqu'à nous, les doigts dans le nez.",They will read this one with their eyes closed.,They'll come up to us with their fingers in their noses.
"C'est les doigts dans le nez, mec.","That's fish in a barrel, dude.","It's a walk in the park, man."
Vous devriez voir comment Will passe les exams les doigts dans le nez.,"Yes, sir, you ought to see the way Will breezes through these tests.",You should see how Will goes through the exams with his fingers up his nose.
La fin des haricots !,The whole ride's over.,The end of the beans!
"- ""La fin des haricots."" - Des haricots latins !","- ""That's how the cookie crumbles."" - ln Latin!",Latin beans!
Ce fut la goutte d'eau qui fit déborder le vase.,And that pushed me over the edge.,It was the last straw.
"Et bien, c'est la goutte d'eau qui fait déborder le vase.","Well, that is the last straw.","Well, that's the last straw."
"""L'habit ne fait pas le moine"".","""A wolf in sheep's clothing.""","""Don't judge a book by its cover."""
"- Eh oui, l'habit ne fait pas le moine.","Yes, clothes don't make the man.","- Yes, clothes don't make the man."
Je n'aime pas te voir manger sur le pouce.,"When I see you eat like that, I...",I don't like to see you eat on your thumb.
J'ai mangé sur le pouce.,I kinda ate on the run.,I ate on my thumb.
"Sans vouloir mettre mon grain de sel, supposons que vous ayez raison et que Drake soit un espion...",I don't wanna get too wrapped up in your caper... but let's assume that you're right and Damian Drake is a spy?,"I don't want to get into it, but let's assume that you're right and Drake is a spy..."
Peut-être que tu pourrais mettre ton grain de sel.,Maybe you could chip in.,Maybe you could put your two cents in it.
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".",I'll have sex with him Tuesday and Thursday and he'll be none the wiser.,"""I'll sleep with him Tuesday and Thursday and he won't even notice."""
On n'y voit que du feu.,Smoke and mirrors.,You can't see a thing.
Mon carburant à moi est parti en fumée.,My own fuel went up in smoke.,My fuel went up in smoke.
"Sinon, je jure que ce petit Ewok va partir en fumée !","Swear to God, this little ewok is going up in flames!","Otherwise, I swear that little Ewok will go up in flames!"
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.","You know, Dad, the more I think about it, maybe the honey field just isn't right for me.","You know, Dad, on second thought, the honey industry is not my cup of tea."
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""",It wasn't my cup of tea.,"As the English say, ""It wasn't my cup of tea."""
"Je passe du coq à l'âne et je suis peut-être indiscrète, mais qu'est-ce que c'est que ce bruit ?","Speaking of change of pace, it probably isn't any of my business, but would you mind telling me what that noise is?","I'm going from rooster to donkey, and I may be prying, but what's that noise?"
J'attends qu'il passe l'arme à gauche.,I'm waiting him out.,I'm waiting for him to drop the gun.
De quoi il héritera quand ses parents passeront l'arme à gauche ?,What's he gonna inherit when his parents croak?,What's he gonna inherit when his parents get off the hook?
"A des implications bien au-delà de la sécurité nationale, ...A côté, la guerre froide, c'est du pipi de chat.",Has implications that go so far beyond national security The cold war seems like a case of the sniffles.,The cold war's a bitch.
"Là, c'est tu pipi de chat.",This is fuckin' nothin'.,That's you cat pee.
Mais c'est du pipi de chat !,No big deal.,But it's cat pee!
"Et ça, c'est du pipi de chat ?","This, of course, is chopped liver, huh?",And this is cat pee?
"Je me démène pour qu'ils soient adoptés, et pleure comme une madeleine quand ils partent.",I work like fury to get them adopted and then cry like a fool when they go.,"I work my ass off to get them adopted, and I cry like a baby when they leave."
"Oui, je pleurais comme une madeleine, mais j'en ai fini avec les larmes.","Yes, I used to weep salt tears about it, but I've done with tears forever, okay?","Yeah, I was crying like a baby, but I'm done crying."
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.","It's starting to rain pretty hard, Jack.","It's starting to rain a lot, Jack."
"Cours, il pleut des cordes.","Run, it's pouring rain.","Run, it's raining hard."
Elle ne va plus jamais me reparler si je lui pose un lapin.,She's never gonna talk to me again after standing her up.,She's never gonna talk to me again if I stand her up.
"Et pour la troisième fois d'affilée, tu m'as posé un lapin.",And that's the third time in a row you stood me up.,"And for the third time in a row, you stood me up."
"Je sais qu'il est ici, et ça me prend la tête.",I know that he's over there right now and it's drilling a hole in my brain.,"I know he's here, and it's pissing me off."
Tu me prends la tête quand je bosse là-dessus ?,You come at me when I'm dealing with this shit?,Do you bite my head off when I'm working on this?
Prends tes cliques et tes claques et va-t'en.,Pack up your shit and go home.,Take your clicks and slaps and walk away.
Prendre son courage à deux mains pour dire à Rogelio qu'elle avait fait vœu de chasteté était plus difficile que ce que Xiomara pensait.,Working up the courage to tell Rogelio about her vow of chastity was proving harder than Xiomara had anticipated.,Taking the courage to tell Rogelio that she took a vow of chastity was harder than Xiomara thought.
Mike prit son courage à deux mains pour aller voir son frère.,So Mike sucked it up and went over to his brother's house.,Mike worked up his nerve to go see his brother.
Prenez vos jambes à votre cou.,By all means... run.,Run like hell.
- Prends tes jambes à ton cou !,"Now, run away!",- Run like hell!
Elle a pété un câble.,She's kinda freakin' out.,She's out of control.
J'ai toujours peur que tu pètes un câble et que tu le tues...,I'm just scared of you going nuts and hurting Uncle Dee.,I'm always worried that you'll go crazy and kill him...
"Oui, mais ce que tu ne réalises pas quand le chat n'est pas là, les souris dansent.","Well, what you don't realize is that when the cat's away, the mice will play.","Yeah, but what you don't realize when the cat's away, the mice are dancing."
Tu feras ça pour moi quand les poules auront des dents.,"The day you do this for me, pigs will fly!",You can do that for me when pigs fly.
"Mais, elle sera ravie de vous rappeler, quand les poules auront des dents.","But, she'll be happy to return your call, when hell freezes over.",But she'll be happy to call you back when pigs fly.
- Je ne suis pas sûr. Il y a quelque chose qui cloche.,-I'm not sure but... something doesn't add up.,Something's not right.
Il y a quelque chose qui cloche chez moi ?,Is there something wrong with me?,Is there something wrong with me?
Tu crois que je raconte des salades ? - C'est ça ?,Are you calling me a liar?,You think I'm full of shit?
"Il nous a raconté des salades, puis nous a drogués et enfermés dans un frigo.","He tells us this crazy story, then he drugs us and locks us in a freezer.","He bullshitted us, then drugged us and locked us in a fridge."
Qu'elle ramène sa fraise ici.,Have her get her ass over here.,Tell her to bring her strawberry here.
C'est un peu tard pour que ton vagin ramène sa fraise.,Bit late in the day for your vagina to chime in.,It's a little late for your vagina to get her strawberry back.
"""Ceux qui rendent l'âme ne se rétablissent jamais.""","""Those who do die, do never recover. ""","""The ones who give up never recover."""
"Oui, il vient de rendre l'âme.","Yeah, he just expired.","Yeah, he just died."
"Mais moi, je suis sur le point de rendre l'âme.",I'm the one in trouble.,But I'm about to die.
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.","Let's get back to our topic, let's talk about your foster parents.",Let's get back to business. Let's talk about your foster parents.
"Bien, si l'on pouvais revenir à nos moutons.","Right, if we could just bring all this to order...","Well, if we could just get back to business."
Ils ont l'air de rouler sur l'or.,They must be doing very well.,They look like they're rolling in money.
"Le public voit en moi une femme, ambitieuse, résolue, prédestinée à rouler sur l'or.","When the public look at me, they see an ambitious, confident woman, destined to rule over millions.","The public sees me as a woman, ambitious, determined, predestined to roll in gold."
Nous ne pouvons nous permettre d'être déroutés par un nouveau joueur de flûte dont les intérêts ne sont que de s'en mettre plein les poches.,We cannot afford to be led astray by a latter-day pied piper whose interests begin and end with lining his own pockets.,We can't afford to be confused by a new flute player whose best interests are just lining their pockets.
Je veux dire du recel d'armes c'est comme ça qu'ils s' en mettent plein les poches.,"Yeah, well, I mean, dealing weapons-- that's how they make the big bucks.","I mean, weapons possession is how they make a lot of money."
-On va s'envoyer en l'air!,- We're gonna get laid!,-We're gonna get laid!
Les gens adoreraient voir ces deux intellos s'envoyer en l'air.,Come on. People would love to see these two nerds get freaky.,People would love to see those two nerds get laid.
"Allez, Lois on pourrait s'envoyer en l'air dans le jardin ici.","— Come on, Lois Let's get busy, maybe in the garden right here —","Come on, Lois, we could have sex in the backyard here."
On ne va pas s'envoyer en l'air dans le lit de ma femme.,I'm not gonna fuck you in my wife's bed.,We're not having sex in my wife's bed.
Un camion pour remonter le moral des filles qui viennent de se faire larguer.,A truck that caters to girls who just got dumped.,A truck to cheer up girls who just got dumped.
C'est ce que je fais quand je me fais larguer.,That's what I do whenever a guy dumps me.,That's what I do when I get dumped.
Va-t-on se jeter dans la gueule du loup ?,We'll be walking into a trap!,Are we going to throw ourselves into the lion's den?
"Nous on se jette dans la gueule du loup pendant que vous restez là, hors du danger !","We're going down... while you all stay up here, out of danger.","We throw ourselves into the lion's den while you stand there, out of danger!"
Je me mets sur mon 31 et je vais à un enterrement.,I put on my best dress... to go to a funeral.,I'm getting all dressed up and going to a funeral.
"Il se mettait sur son 31, prenait une valise.","He'd get dressed up, pack a suitcase.","He'd dress up, take a suitcase."
"Parce que c'est pas ton idée, et Matt se noie dans un verre d'eau, donc ça doit être celle de Caroline.","Because it's not your idea, and Matt can't think his way out of a paper bag, so it must be Caroline's.","Because it's not your idea, and Matt's drowning in a glass of water, so it must be Caroline's."
Cette ville entière se noie dans un verre d'eau.,Whole city's going to hell in a handbasket.,This whole city is drowning in a glass of water.
Elle ferait mieux de s'occuper de ses oignons.,She should tend to her own affairs.,She'd better mind her own business.
Dis à ton amant qu'il s'occupe de ses oignons.,Your lover should stay out of it.,Tell your lover to mind his own business.
Les gens s'occupent de leurs oignons.,People mind their own business.,People mind their own business.
J'ai juste pris l'habitude de me serrer la ceinture.,I've just gotten used to packing light.,I just got used to tightening my belt.
Les temps sont durs. On doit tous se serrer la ceinture.,Times are tough and we're all having to clamp down.,"Times are tough, we all have to tighten our belts."
Ça se vend comme des petits pains sur Internet.,They're going crazy on the Internet.,It sells like hot cakes on the Internet.
"Ces brioches ""Loyauté"" se vendent comme des petits pains.","Those sweet buns marked ""Loyalty"" are selling like hot cakes",These loyalty buns are selling like hot cakes.
Le livre se vend comme des petits pains.,The book is selling like hotcakes.,The book sells like hot cakes.
"Ça sent le sapin, mec.","That sucks, dude.","It smells like a tree, man."
"Quand ils sortent, ça sent le sapin.","Once they're up, that's it.","When they come out, it smells like a tree."
Pour notre ami le Bandit Ça sentait le sapin,And everybody that seen it thought the Bandit was gone,To our friend the Bandit It smelled like a tree
"Ça se fait pas sur un coup de tête, réfléchis un peu.",People don't do things like that. Just stop and think.,It's not something you do on a whim. Think about it.
On dirait bien que vous n'êtes pas venu ici sur un coup de tête.,I see that you didn't come see us out of some passing emotion.,Looks like you didn't come here on a whim.
J'appelais juste pour vous tenir au courant des nouvelles.,I'm just calling to give you an update.,I was just calling to let you know how it goes.
Histoire que la police nous tienne au courant de l'enquête.,At least have NYPD keep us in the loop on the investigation.,So the police can keep us up to speed on the investigation.
"Non, je ne vais pas tomber dans le panneau pour ça encore.","No, I'm not falling for that again.","No, I'm not falling for that again."
Penses-tu vraiment que je vais tomber dans le panneau ?,You really think you can goad me into doing a trick like that?,Do you really think I'm gonna fall for that?
Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes.,The only break I get is when she holds her breath and passes out.,My only break is when she holds her breath and passes out.
"oh, non, non, je tombe dans les pommes a la vue d'un vagin.","Oh, no, no, I faint at the sight of vagina.","Oh, no, no, I faint at the sight of a vagina."
Ma cliente est prête à tourner la page.,My client is ready to put this behind her.,My client is ready to move on.
Non... Tournons la page.,Now it's just time to let go.,No... let's move on.
Ils se féliciteront et tourneront la page.,They'll pat themselves on the back and they'll forget about it.,They'll congratulate each other and move on.
Tu dois tourner la page. Comment ça ?,You have to let it go.,You need to move on.
Ça pourrait tourner au vinaigre en cas de bombardement.,"If they start bombing the place, there's no telling what will happen.",This could get ugly in case of bombing.
"Quand ça tourne au vinaigre, la première réaction est de nier.","They say when something bad happens to you, the first reaction is denial.","When things go wrong, the first reaction is to deny it."
"Tout craché, oui.",Basically.,That's right.
C'est elle tout craché.,Right there.,That's just like her.
Ils l'achetèrent pour une bouchée de pain.,"They step in, they buy it for a pittance.",They bought it for nothing.
"MacGyver, Khan te vendrait pour une bouchée de pain, tu le sais ?","MacGyver, Khan would sell you down for a second cup of coffee, you know?","MacGyver, Khan would sell you out for nothing, you know that?"
- Besoin d'un coup de main ?,Need a hand? Nah.,- Need a hand?
"- Bonjour, un coup de main ?","- Hey ya, may I help you on here ?","- Hello, can I give you a hand?"
Il donne un coup de main avec les fournisseurs et...,"He's uh, helping out, keeping things together with the vendors and...",He's helping out with the suppliers and...
Il y faisait un froid de canard.,Freezing in there.,It was cold as a duck.
"Il doit faire un froid de canard, à Joliet.",I wonder how cold it is in Joliet.,It must be cold as hell in Joliet.
Comme dit le vieux dicton : il ne faut pas vendre la peau de l'ours avant de l'avoir tué.,"I just remembered the old saying, ""Don't count your chickens before they hatch.""","It's like the old saying, you shouldn't sell the skin of a bear before you kill it."
Ne pas vendre la peau de l'ours avant de l'avoir tué.,- No. Cannot sell bearskin before shooting bear.,Don't sell the skin of the bear before you kill it.
à quelque chose malheur est bon.,dark clouds do have silver linings.,Something bad is good.
"Les circonstances sont regrettables, mais à quelque chose malheur est bon.","The circumstances are unfortunate, but each loss brings opportunity.","The circumstances are unfortunate, but something bad is good."
Ça coûtera un bras de les refaire.,It would cost thousands to redo them.,It'll cost you an arm to fix them.
"Oh oui, pour sûr, on peut la guérir. Sauf que ça coûte un bras de lui sauver un oeil.",You know what they charge for an eye?,"Oh, yeah, sure, we can cure her, except it costs an arm to save an eye."
"Je veux dire, trop de travail... pour que ça marche.","I mean, too much work to make it... work.","I mean, too much work... to make it work."
"Après de nombreuses études, on a conclu la même chose que les parents, à savoir que ça marche avec un bon enseignant et que ça ne va pas quand l'enseignant est mauvais.","After lots of studies, we come down to just what most parents believe, and that is a good teacher is what's working and a bad teacher is what's not working.","After a lot of studies, we've come to the same conclusion as parents, to know that it works with a good teacher and that it doesn't work when the teacher's bad."
Chacun fait un truc qui l'aide à être bien dans sa peau.,Everybody has their thing they do that makes them feel better about themselves.,Everyone does something that helps them feel good about themselves.
"T'es inquiète, mais je suis bien dans ma peau, tu voudrais que ça dure.","Rochelle, I know you're concerned right now, but if you knew how I felt, you'd want me to keep feeling this way.","I know you're worried, but I feel good about myself, and you want it to last."
Tu es canon.,You're the sexy one.,You're hot.
"Et au fait, toi aussi t'es canon.","By the way, I think you're hot, too.","And by the way, you're hot, too."
"Soit parce qu'elle est canon soit parce que c'est la seule fille du groupe. Mais dans tous les cas, je suis fou d'elle.","I don't know whether it's 'cause she's hot or maybe it's 'cause she's the only girl around, but... either way, I'm totally smitten.","Either because she's hot or because she's the only girl in the group, but either way, I'm crazy about her."
Voilà pourquoi je suis crevée!,"Well, that's because I'm tired!",That's why I'm tired!
Tu es crevée après ce voyage.,You're tired after all that travelling.,You're tired after this trip.
"Le réveil sonne, vous vous êtes levé tôt, vous êtes crevé, sonné.","So you get up in the morning, you're exhausted, groggy.","The alarm's ringing, you're up early, you're tired, you're stunned."
Je suis dans la lune aujourd'hui.,Wow. I'm a space cadet today.,I'm out of my mind today.
"Tu es dans la lune, Frank!","You weren't there, Frank.","You're in the moon, Frank!"
"Il est en train de le faire, il défonce la porte.","He's doing it, he's breaking down the door.",He's doing it. He's breaking down the door.
"et j'étais en train de me branler. C'est ça que tu veux, ah?",I was under your window and I was jerking off.,"That's what you want, eh?"
"Non, mais on sera les dindons de la farce.","No, but we're farting on our own candle.","No, but we'll be the joke."
- C'est le dindon de la farce.,- It's the classic barnacle.,- He's the joke.
- Vous êtes mal en point.,-You're hurt pretty bad.,- You're in bad shape.
