sent,reference,translation
Näytänkö eilisen teeren pojalta?,What? Do I look like I was born yesterday?,Do I look like I was born yesterday?
Täällähän eletään kuin pellossa.,Nasty motherfuckers. Got no goddamned home-training.,It's like living in a field.
Eihän kukaan pystyisi valvomaan rahankäyttöänne. Voisitte elää kuin pellossa ilman kontrollia.,"You'd be like a pig in a barley field, with no control.","No one would be able to control how you spend your money, you could live in a field without control."
Eukko elää kuin pellossa.,Whoa. Homegirl clearly never met a trashcan.,She's living in a field.
Heitän vain yhden voimisteluliikkeen...,I'll just do one of my gymnastics moves to...,I'm just going to throw one of my gym moves...
Heitämme pikkuisen herjaa.,Come on.,We're just gonna make a little joke.
Minä heitän sinut.,I'll take you.,I'll give you a ride.
Kuka tahansa normaali mies olisi heittänyt veivinsä - mutta ei vain meidän Mick.,"I mean, any normal man would have just turned up his toes and died. But not our Mick.","I mean, any normal guy would have gotten his ass kicked, but it wasn't just our Mick."
"En tahdo odottaa, kunnes joku heittää veivinsä.",I don't wanna wait till some guy croaks.,I don't want to wait until someone's dead.
Pari päivää sitten hän kolaroi moottoritiellä ja heitti veivinsä.,"Couple days ago, he crashed into a semi on the freeway and died.","A couple of days ago, he crashed on the freeway and blew his brains out."
"Kun vanha ystäväni Popov heitti veivinsä, panin salkun hyllylle.","When my old friend Popov died, I put my briefcase on the shelf for good.","When my old friend Popov blew up, I put the briefcase on the shelf."
Mummo heitti veivinsä.,My grandma croaked.,Grandma's dead.
- Heittää lusikka nurkkaan.,- Bit the dust.,- Throw the spoon in the corner.
"Sinun olisi pitänyt ottaa minut mukaan tähän isoon päätökseesi - tavasta, jolla isämme heittää lusikan nurkkaan.",You should have included me in this huge decision you made about how our father's gonna leave this Earth.,You should have taken me on this big decision of yours for the way our father throws the spoon in the corner.
Mbungon elättäjä heitti lusikan nurkkaan. Olemme rikkaita!,"Mbungo's sugar daddy just took a dirt nap, and we're rich!",We're rich!
Koska saatan pian heittää lusikan nurkkaan...,"Seeing as I may be rapping on the door momentarily,",Since I may soon be throwing a spoon in the corner...
Muut onki sitte heittäny lusikan nurkkaan.,All the others have kicked the bucket.,The others have thrown away the spoon.
Nuori mies heittää tikkaa baarissa jumalan selän takana.,"- Young guy, playing darts in a bar in the middle of nowhere. Yeah... yeah, that's him, that's Neal.",A young man throwing darts in a bar in the middle of nowhere.
- Että heität tulevaisuutesi kankkulan kaivoon.,I'm afraid you're gonna throw away your whole future.,I want you to throw your future down the drain.
Joko heität työsi ja perheesi kankkulan kaivoon - tai otat taas elämäsi hallintaan.,"Either throw away everything you've worked for, including your family, or take back control of your life.",You either throw your job and your family down the drain... or you take control of your life again.
Haluatko heittää Kankkulan kaivoon ne rahat?,You want to see that money go out the front door?,You want to throw that money away?
"Hän soitti suurlähetystöön, joka heitti pallon meille.","She contacted the embassy in Kabul, and the deputy chief of mission kicked her over to us.","He called the embassy, and they threw us the ball."
Hevonen karkaa.,Your zipper is open.,The horse is getting away.
Ja että hevosesi karkaavat?,And that the barn door on your ski suit is open?,And that your horses are running away?
- Hevoset karkaa!,"- Your flies, Charlie! - Mm?",The horses are getting away!
Hevosesi karkaavat.,Oops.,Your horses are running away.
- Hevoset karkaavat.,Your pajama thing is a little bit open.,The horses are getting away.
"Onneissaan Ykän lähdöstä, Beatrice hymyilee kuin hangon keksi.","Thrilled that George was leaving, Beatrice beamed like a Cheshire cat,","Congratulations on George's departure, Beatrice smiling like a biscuit."
"Cordy hyppii seinille, kun saa kuulla tästä.","I mean, Cordy is gonna lose it when she finds out...",Cordy's gonna be all over the walls when she hears about this.
"Kuulostaa siltä, että kiinnostaa, koska tuskin muuten hyppisit seinille.","It kind of sounds like you care, Tibby. Otherwise you wouldn't be here freaking out.","Sounds like you're interested, otherwise you wouldn't be jumping off the walls."
Haluatko saada hänet hyppimään seinille?,What do you say? Should we drive him crazy?,You wanna make him jump up on the walls?
"Jos Gaby saa selville, hän hyppii seinille.","You know, if Gaby finds out, she's gonna hit the ceiling.","If Gaby finds out, she'll jump on the walls."
Hän hyppii seinille.,She's bouncing off of the walls. Please. - Dawn.,He's jumping off the walls.
Partiz katosi ihmisten ilmoilta.,"So, Ronnie Partiz now goes deep underground.",She's gone off the grid.
"Tapaat naisen, jos lähdet ihmisten ilmoille. Ymmärrätkö?",You will meet someone if you go out and try to meet people.,You'll meet a woman if you go out in public.
Otetaanpas sinut ihmisten ilmoille.,"Come on, little mate, out you come.",Let's get you out in the open.
Huhun mukaan olet käynyt enemmän ihmisten ilmoilla.,"So, rumor has it, you're getting out more often.",There's a rumor that you've been out more than once.
"Ihmisenä ilman henkilötodistusta, - ei rahaa, ei muistojakaan.",As people with no ID no money no memories do.,"As a human with no ID, no money, no memories."
Bougainvilleläiset tapaavat löytää ulos- pääsyn hämmästyttävän itsepintaisesti,Finding a way out is something the Bougainvillians tend to do with startling regularity.,Bougainvilleians tend to find their way out with astonishing stubbornness.
Tämä herra tahtoo itsepintaisesti puhua rouvan kanssa.,"This gentleman is most insistent upon speaking to her ladyship, sir.",This gentleman is stubborn about talking to her.
Siitä lähtien hän itsepintaisesti ja tehokkaasti - alkoi sepittää teoriaa normaalista kuolemasta.,"Leaving from there, insistent and superficially, it defended the theory of death for natural causes.","And from then on, he was stubbornly and harshly working on the theory of normal death."
Silti sinä itsepintaisesti haluat rakastaa minua.,And yet you're obstinate in your desire to do so.,And yet you're stubborn enough to want to love me.
Onko korvissanne soinut itsepintaisesti?,Have you been hearing a persistent ringing in your ears? Almost an agreeable ringing?,Have you ever heard a stubborn ringing in your ears?
- Jo alkaa lyyti kirjoittamaan.,"- Well, that's more like it.",- That's what I'm talking about.
- No johan alkoi lyyti kirjoittaa.,- Now we're getting someplace.,"Well, that's more like it."
- Jo alkoi lyyti kirjoittaa.,- Now we're getting somewhere.,That's what I'm talking about.
Jo alkoi Lyyti kirjoittaa.,Now we're getting somewhere.,It's time for Lyitti to write.
Jo alkoi lyyti kirjoittaa.,"Well, now you're singing a tune that we may dance to.",That's what I'm talking about.
Sayid oli jumalan selän takana.,Sayid was in the middle of nowhere.,Sayid was in the middle of nowhere.
Me olemme jossakin helvetin methlabrassa jumalan selän takana.,We are stuck in a shed in the middle of lorteland.,We're in a fucking meth lab in the middle of nowhere.
"Sinun pitäisi olla sairaalassa, ei täällä jumalan selän takana.","You're sick, Dad. You should be in a hospital not stuck out here in the middle of nowhere.","You should be in a hospital, not here in the middle of nowhere."
Täällä jumalan selän takana ei ole kyttyyiä.,It's a rowdy place. It's out in the middle of nowhere.,There are no cops in the middle of nowhere.
"Täällä jumalan selän takana, suuri virran kulutus paljastaisi homman FBI: lle.","Out here in the sticks, the Feds are tipped off to high consumption.","Out here in the middle of nowhere, a huge power surge would blow the whistle to the FBI."
"En halua juosten kustua anteeksipyyntöäsi, vaan lupauksen.",I don't want your half-assed apology. I want a promise from you.,I don't want to piss on your apology. I want to piss on your promise.
Sitten juoksette pää kolmantena jalkana luoksemme.,Then you flock to us. Huh?,Then you run with your head on the third leg to us.
He juoksivat pää kolmantena jalkana.,They preferred to run.,They ran with their heads on the third leg.
"Onko järkesi jäässä, Ante?","No, Ante, are you stupid?",Are you out of your mind?
- Onko sulta perkele järki jäässä?,Have you gone mad?,- Do you think your fucking mind's frozen?
Toivottavasti hän onnistuu pysymään kaidalla polulla.,"Now, if only she can strike that happy balance between creative curiosity and criminal trespass.",Let's just hope he keeps his nose clean.
"Että olemme poikenneet kaidalta polulta, jonka Luoja asetti, ja nyt hän laittaa meidät tilille.","That we have departed from the path of righteousness that our lord set out, so now he is holding us to terrible account.","That we've been off the straight and narrow path that God set us on, and now he's putting us on trial."
Useampikin vartija on eksynyt kaidalta polulta.,Um... I show more than a few prison guards that have strayed from the path of righteousness.,More guards have gone off the straight and narrow.
Sinun ansiostasi Kristen jätti huumeet ja palasi kaidalle polulle.,It was your class that got Kristen off the cannabis and onto the right track.,It's because of you that she dropped the drugs and went straight.
Lähden kaidalle polulle.,"I'm giving up the trade, going straight.",I'm going straight.
"Jos selviän, minulla on kana kynittävänä kanssasi.","If I do make it, you and I have unfinished business. Yeah, I know.","If I make it, I got a score to settle with you."
Meillä on kana kynittävänä.,I've got a score to settle with you.,We got a score to settle.
- Sinullakin oli kana kynittävänä.,And then there's your beef with her on top of that.,"You had a score to settle, too."
Minulla on kana kynittävänä.,I have a score to settle.,I got a score to settle.
Minulla on kana kynittävänä kanssasi.,"I've got a bone to pick with you, Detective.",I got a score to settle with you.
1900 dollaria kankkulan kaivoon.,Nineteen hundred dollars down the drain.,"$20,000 down the drain."
250 dollaria meni kankkulan kaivoon.,$250 and we didn't learn a goddamn thing. $250?,Two hundred and fifty dollars went to waste.
Pantavaksi kankkulan kaivoon.,He's asking us to fund a wild goose chase.,To be sucked into the pit of hangovers.
"Johtuu kai siitä, että rahat meni kankkulan kaivoon.","I guess it's having just thrown $200,000 into the toilet.",I guess it's 'cause the money went down the drain.
Siis miljoonien dollarien edestä tavaraa kankkulan kaivoon.,"Now, we're talking about millions of dollars of merchandise down the drain.",That's millions of dollars' worth of stuff down the drain.
Se on aidattu ja keskellä ei-mitään.,I don't know. It's in the middle of nowhere. It's all fenced in.,It's a fence and it's in the middle of nowhere.
Meidän ei pitäisi tehdä tätä keskellä ei-mitään.,We shouldn't do this in the middle of nowhere.,We shouldn't be doing this in the middle of nowhere.
Jos pitää kuolla ennenaikaisesti keskellä ei-mitään teen sen mieluummin sinun kuin muiden kanssa.,"If I have to fall to an untimely death in the middle of nowhere, I'd rather do it with you than anyone else.","If I have to die early in the middle of nowhere, I'd rather do it with you than anyone else."
Aika keskellä ei-mitään malariaklinikaksi.,"It's kind of in the middle of nowhere, isn't it, for a malaria clinic?",Time in the middle of nowhere for a malaria clinic.
"Aina keskellä ei-mitään, salassa.","Always in the middle of nowhere, hiding?","Always in the middle of nowhere, secret."
Vapaaehtoiset ovat kiven alla.,I'm having a tough time finding volunteers.,These volunteers are hard to come by.
Tietyt tiedot ovat kiven alla.,"It's just, some of the information I need, it's like getting blood out of a stone.",Certain information is hard to come by.
Vastaukset olivat kiven alla.,Okay. But he was finding it difficult to get any answers.,The answers were hard to come by.
Hyvät miehet ovat kiven alla.,It is impossible to find a good guy in this city.,Good men are hard to come by.
"Ihan sama minne, kunhan liput ovat kiven alla.",Anything hard to get. I don't give a fuck what. Neither will they.,"I don't care where, as long as the tickets are hard to find."
"Arvasin, että tähän on koira haudattuna.",I knew there was something else in there.,I knew there was a catch.
"Sanoit, että siinä on koira haudattuna.","You said it should come without strings. Well, here it is.",You said there was a catch.
"Anteeksi jos olen hieman skeptien, mutta viimeksi kun liittovaltojen agentti tuli tarjoamaan minulle diiliä, siihen oli koira haudattuna... ja sen koiran oli tarkoitus olla minä.","Now, I'm sorry if I seem a little bit skeptical. But the last time a federal agent came up in here offering me a deal, there was a string attached... that I was supposed to put around my neck.","I'm sorry if I'm a little shy, but the last time a federal agent offered me a deal, there was a dog buried... and that dog was supposed to be me."
- Tuohon taitaa olla koira haudattuna.,"Oh, that compliment sounds like it's got a favor attached to it.",I think there's a catch.
"Luulenpa, että sinulla on koira haudattuna.","McBeal, we need to talk to you. We think you have a donkey on your back.",I think you've got a catch.
Korjaa luusi tänne!,Bring your ass out here!,Get your ass over here!
Meidän on korjattava luumme täältä ja heti.,We need to leave here now! Go!,We need to get our bones out of here now.
Korjaa luusi täältä.,"You get your punk ass out of here, fucking bitch.",Get your ass out of here.
"Korjaa luusi käytävästä, George.","Get out of the god damn hallway, George.","Get your ass out of the hallway, George."
Korjatkaa luunne!,Get going!,Get your bones fixed!
"Maalaistalossa, ihan korvessa.",Ta-da! I'm in a farmhouse that's miles from anywhere.,In a farmhouse in the middle of nowhere.
Olemme kaukana korvessa.,We are away on the boonies here.,We're in the middle of nowhere.
Asut korvessa väärällä nimellä.,You're living in the middle of nowhere under an assumed name. I can help you.,You live in the middle of nowhere under a false name.
Vain Angela saa kyydin korvessa.,Only Angela could get a ride in the middle of nowhere.,Only Angela gets a ride in the middle of nowhere.
Maatilalle korven keskelle.,"Had a farm, middle of nowhere.",A farmhouse in the middle of nowhere.
Emme olleet kuin kaksi marjaa.,Not that Conor and I were peas in a pod.,We weren't just two peas in a pod.
Vanhempi veljeni sekä suojattini ovat kuin kaksi marjaa.,My older brother and my ward getting along like two peas in a pod.,My older brother and my newlywed are like two peas in a pod.
He olivat kuin kaksi marjaa.,"I figured hey, birds of a feather.",They were like two peas in a pod.
- Olettekin kuin kaksi marjaa.,Makes sense. You're carbon copies of each other.,You're like two peas in a pod.
"Sano, kuin kaksi marjaa.",Say two peas in a pod.,Say it like two peas in a pod.
"Kuten Gloria Steinem sanoi - ""Nainen ilman miestä on kuin kala ilman polkupyörää.""","Like Gloria Steinem said, ""A woman without a man is like a fish without a bicycle.""","As Gloria Steinem said, ""A woman without a man is like a fish without a bicycle."""
Kuin seipään niellyt.,"No, not a stuffed fish. A boiled owl.",Like you swallowed a stake.
"Ed, olet kuin seipään niellyt.",Ed... You're like a stick in the mud over here.,"Ed, it's like you swallowed a stake."
"Olen kuin täi tervassa, riskien ympäröimä.",I'm a fly in the ointment.,"It's like I'm on tar, surrounded by risk."
Puolimatkassa Newmar oli jäänyt kuin täi tervaan.,It was now a race for pride.,"Halfway there, Newmar had been left like a doll."
Herra Tuckeria lainatakseni: Olemme kuin täit tervassa.,"To quote our very own Mr Tucker, it means we're dead in the water.","To quote Mr. Tucker, it's like we're on tar."
Sano että olen sivulla 411 ja etenen kuin täi tervassa.,You can tell him this: I'm on page 411 and I have real problems with it.,"Tell him I'm on page 4 11:00, and I'm moving like I'm on tar."
Sinä olet kuin viilipytty luulin sinunkin salaavan jotain.,But you're so smooth I figured you were hiding something too.,You're cool. I thought you were hiding something too.
- Sinä olet kuin viilipytty!,You look about as stirred up as a cesspool.,You're cool as a cucumber!
Hän on kuin viilipytty.,He always kept his head.,He's cool as a cucumber.
Ja minä pidin pääni kylmänä. Olin kuin viilipytty.,- I had a chill in my back.,And I kept my cool.
Sinä olet varmaan viileä kuin viilipytty.,You're probably cool as a cucumber.,You must be cool as a cucumber.
- Kukkona tunkiolla?,"ARE THE BLOODY COCKS STILL RUNNING THE COOP? AH, TO BE SURE.",A rooster in a dump?
Et ole enää kukkona tunkiolla.,You ain't king of shit around here no more.,You're not a rooster in a dump anymore.
Hän häärii täällä kukkona tunkiolla.,He rules the roost around here.,He's hanging around here like a rooster in a dump.
Darby halusi olla kukkona tunkiolla.,"Darby, he wanted to be the ruler of the world, you know?",Darby wanted to be a cockroach in a dump.
On kylmä kuin ryssän helvetissä.,Can't tell you. I'm as cold as a witch's tit.,It's as cold as a Russian in hell.
Kylmä kuin ryssän helvetissä.,Colder than a witch's titty out there.,Cold as a Russian in hell.
"Joo, ennen kuin hän käänsi kelkkansa.","Yeah, I knew him once, before he turned his back.","Yeah, before he turned around."
Hän käänsi kelkkansa hiljattain.,"Yes, but she's become one quite recently.",He turned his back recently.
Hän on kääntänyt kelkkansa.,I think she flipped.,He's turned his back.
"Puolustan abortteja, mutta käännän kelkan hetkessä, jos voitamme sillä.",But I would go pro-life in a fetal fucking heartbeat if it meant winning. You're suggesting that you would like me to be a hypocrite like Maddox?,"I'm defending abortions, but I'll turn the tables on you in no time, if that's what wins."
Olen kääntänyt kelkkani.,"I'm all turned around, you know.",I've turned my back.
Taisin juoda liikaa ja asiat lähtivät lapasesta - ja tein jotain tyhmää.,"Look, I guess I had too much to drink and things got out of control and I did something really bad.","I think I drank too much, and things got out of hand, and I did something stupid."
Hittolainen. - Nyt se lähtee lapasesta.,Now it's starting to just spin out of control.,"Oh, shit."
Mutta veli Marinus - on lähtenyt lapasesta.,But Brother Marinus... has gone out of control.,"But, BrotherNAMEus, he's out of control."
Lähde vetämään täältä.,Get out of here.,Get out of here.
"Selvitä, kuka hänen toimittajansa on, ja lähde vetämään.",Find out who his supplier is and then get out of there. All right?,Find out who his reporter is and get out of here.
Nyt lähti vetämään.,"Oh! Hey, here we go.",Here we go.
Lähtekää vetää täältä.,"All right, get outta here.",Get out of here.
Meidän pitää muutenkin lähtee vetään.,"Yeah, we gotta bounce anyway.",We gotta get out of here anyway.
He maksavat itsensä kipeäksi.,"In fact, they'll pay through the nose for it.",They pay for themselves.
"Jos lapsi sattuu sairastumaan, maksat itsesi kipeäksi lääkkeistä.","Yeah, well, Fiona already said if I have the baby, she's throwing me out, so I don't even care if we lose the house.","If a child happens to get sick, you'll pay for the medicine."
"Syyttömiä tuomitaan joskus, vaikka he maksavat itsensä kipeäksi.","There are some people that, no matter how much money they threw at the case, were convicted and shouldn't have been.","Innocent people get convicted sometimes, even when they pay for it."
"Maksoin itseni kipeäksi, mutta Alexis innostuu.",- Oh. Cost me an arm and a leg but Alexis will be thrilled.,"I paid for it, but Alexis will be thrilled."
Maksoimme itsemme kipeiksi siitä.,- Paid through the nose for it.,We paid our asses off for that.
"Oli matti kukkarossa Mutta ei kauan, jos Obama selättää laman.","I couldn't afford much, but not for long, if President Obama ends the recession tonight!","I've got it in my purse, but it won't be long before he makes it to the top."
Minulla on matti kukkarossa.,I could never be this broke.,I've got a mat in my wallet.
"On matti kukkarossa, pöljä!","We are broke, you dumbass!","I've got it in my purse, you idiot!"
Omalla kohdallani matti kukkarossa on pieni este.,"Speaking for myself, bone-crushing poverty is something of a stumbling block.","In my case, a matt in the purse is a small hurdle."
"Kun tulit Los Angelesiin, sinulla ei ollut muuta, kuin matti kukkarossa.","You show up to L.A., you got nothin' but your ding-dong in your hands.","When you came to L.A., all you had was a mat in your wallet."
"- Älä nyt, se on menneen talven lumia.","Come on, that's water under the bridge now.","- Come on, it's over."
- Se on menneen talven lumia.,"Detective, that is all water under the bridge now.",- It's a thing of the past.
"Buck on menneen talven lumia, kaikki muut tietävät sen.",- Okay. It is over for Buck and everyone knows it but him.,Buck's a dead man. Everybody knows it.
- Vai menneen talven lumia?,Water under the bridge?,"- It's over, huh?"
Menneen talven lumia. Nyt saksalaiset ja amerikkalaiset ovat ylimpiä ystäviä.,"But that is water under the bridge, now that the Germans and Americans are best friends.",Now the Germans and the Americans are the best of friends.
"Anteeksi, mutta heroiinia sisältävä kondomi räjähti vatsassani, niin että koko päivä meni pipariksi!","Well, excuse me, Kimmy. But a condom full of heroin exploded in my stomach, so this whole day has been for the birds!","I'm sorry, but a heroin condom exploded in my stomach, and my whole day turned to cookies!"
Suunnitelma kariutui ja meni pipariksi.,The plan just crashed and burned.,"The plan fell apart, and it turned into a biscuit."
Toinenkin yritys meni pipariksi.,"-Well, from what I can see, He didn't do a better job the second time.",Another attempt turned into a cookies.
Koko homma meni pipariksi! Juokse!,"The whole thing's gone in the crapper, kid!",The whole thing's gone to hell!
- Ensimmäinen päiväni meni pipariksi.,"First day on the job, I lead us straight into an ambush.",- My first day turned out so bad.
Se meni putkeen.,- That's right. All the way.,That went well.
"Jokin ilmiselvästi meni putkeen, koska tienasitte miljoonan.",Obviously it was something because you made a million bucks in two months.,Something obviously went right because you made a million dollars.
"No, jos tämä kaikki menee putkeen niin haluan tehdä sen oikein.","Well, if this all connects, I want to do it right.","Well, if this all goes well, I want to do it right."
- Tekoäly menee yli hilseen.,All this A.I. stuff is way out of my league.,- The A.I. is out of control.
Menee yli hilseen. - Olemme tavanneet.,"I'm sorry, am I missing something?",We've met before.
"Tajuan joitain juttuja, mutta osa menee yli hilseen.","I can go along with some things, but... some things make no damn sense.","I get some things, but some of them go way over my head."
Se meni yli hilseen.,It went right over her head.,It's over the top.
Tämä meni yli hilseen.,This is just way over my head.,This is over the top.
"Päämieheni maksoi häät, ja hänet jätettiin kuin nalli kalliolle.","In this case, my client paid for the wedding and was hung out to dry.","My client paid for the wedding, and they left him on the rocks."
Shane jäi kuin nalli kalliolle! Britit voittivat kirkkaasti!,"After our first-innings victory, Jeremy decided that for the second challenge, we should re-run a race we'd first tried against the Germans.","Shane's on the rocks, and the British win brightly!"
Et voi jättää toista kuin nallia kalliolle.,But you cannot just leave someone alone like that!,You can't leave anything but a bucket on a rock.
-Selvä. Jätätkö minut nalliksi kalliolle taas?,You gonna leave me sitting on my ass like you did yesterday?,You're gonna leave me hanging out on the rocks again?
"Päämieheni maksoi häät, ja hänet jätettiin kuin nalli kalliolle.","In this case, my client paid for the wedding and was hung out to dry.","My client paid for the wedding, and they left him on the rocks."
Miten nenänvalkaisu sujuu?,How's the drying out going?,How's the nose bleach going?
"Miten sujuu? -Mikä? No liikunta, tupakkalakko, nenänvalkaisu...","You know: exercise, no smoking, no drinking...",- How's it going?
- Kuka nousi väärällä jalalla tänä aamuna?,Look who didn't get out of bed on the wrong side this morning.,Who got up on the wrong side of the bed this morning?
Nousitko väärällä jalalla sängystä?,Did someone wake up on the wrong side of the bed?,Did you get up on the wrong side of the bed?
Taisi nousta väärällä jalalla tänään.,Talk about getting off on the wrong foot.,Looks like he got off on the wrong foot today.
Joskus sitä nousee väärällä jalalla.,You get up on the wrong side of the bed. - You haven't brushed you teeth.,Sometimes you get off on the wrong foot.
- Nousitko väärällä jalalla?,"- You got up the wrong side, huh?",Did you get up on the wrong side of the bed?
- Hän oikaisi koipensa.,Gave him a break.,- He cut my legs.
Ryhmän päämajassa asiat menevät ojasta allikkoon.,"Back at base, things are going from bad to worse.","When you're at the group headquarters, things get out of hand."
Jouduimmekohan ojasta allikkoon?,"Out of the frying pan; hopefully, not into the fire.",Do you think we got caught in a ditch?
Ojasta allikkoon!,"Out of the frying pan, into the fire.",From body to body!
Joudutte ojasta allikkoon.,"You go from bad to worse, Colonel.",You're out of a ditch.
Taisimme joutua ojasta allikkoon.,Looks like the fat's not out of the fire yet.,Looks like we're out of a ditch.
Oletko nähnyt Janen vihaisena? Siinä ovat oksat poissa.,Have you ever seen Jane in full flight?,Have you ever seen Jane angry?
"Steve laulaa oksat pois siitä kansallislaulusta nyt, vai mitä Steve?","Steve's gonna sing the crap out of that national anthem now, aren't you, Steve?","Steve's going to sing all the twigs out of that national song now, isn't he, Steve?"
Kohta tänne sataa faneja niin että oksat pois.,"Gonna be a lot of fans in here soon, yeah.",It's gonna rain a lot of fans in here.
