source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"Elle ne connaissait pas de Maxime, mais elle était rouge comme une tomate.","[""Ik don't know any Maxime. Her face red like a tomato.""]","She didn&#39;t know Maxime, but she was as red as a tomato.",idiomatic,"il ne connaître pas de Maxime , mais il être rouge comme un tomate .",['être rouge comme un tomate'],4
T'es rouge comme une tomate.,['Ooh! Your face is red! Like a strawbrerry!'],You&#39;re red as a tomato.,idiomatic,il être rouge comme un tomate .,['être rouge comme un tomate'],4
"Chat échaudé craint l'eau froide, hein ?","['The burned child dreads the fire, eh?']","Scalded cat fears cold water, huh?",idiomatic,"chat échauder craindre le eau froid , hein ?",['chat échauder craindre le eau froid'],3
"Lutter contre ce type, c'est donner de la confiture aux cochons !",['A fight with that guy is like feeding sows to the pigs.'],To fight this guy is to give jam to the pigs!,idiomatic,"lutter contre ce type , ce être donner de le confiture à le cochon !",['donner de le confiture à le cochon'],3
"J'arrive comme un cheveu sur la soupe, mais j'ai pensé que je devais venir vous annoncer la nouvelle, personnellement.","[""It's rather remiss of me to intrude on you like this... but I really felt I should break the news to you personally.""]","I arrive like a hair on the soup, but I thought that I had to come to announce the news to you, personally.",idiomatic,"il arriver comme un cheveu sur le soupe , mais il avoir penser que il devoir venir il annoncer le nouvelle , personnellement .",['arriver comme un cheveu sur le soupe'],3
Tu es rouge comme une pivoine.,['Your face is beet red.'],You are red as a peony.,idiomatic,il être rouge comme un pivoine .,['être rouge comme un pivoine'],3
- T'es rouge comme une pivoine.,['- Totally blushing.'],- You&#39;re red as a peony.,idiomatic,- il être rouge comme un pivoine .,['être rouge comme un pivoine'],3
Il est rouge comme une pivoine.,"[""Look at him, he's red.""]",He is red as a peony.,idiomatic,il être rouge comme un pivoine .,['être rouge comme un pivoine'],3
"Car si vous voulez savoir, De temps en temps je reçois des notes salées !",['But I do want to know about that because I get endless bills to pay!'],"Because if you want to know, From time to time I get salty notes!",idiomatic,"car si il vouloir savoir , de temps en temps il recevoir un note salé !",['recevoir un note salé'],3
"Il va recevoir une note salée, hein ?","[""He'll have some huge bill when he's done, right?""]","He&#39;s gonna get a salty note, huh?",idiomatic,"il aller recevoir un note salé , hein ?",['recevoir un note salé'],3
Et on a reçu une note salée pour la réquisition de photos d'un certain congrès.,['The accounts department received a huge bill for the requisition of photos from some congress.'],And we got a hefty bill for requisitioning photos from a certain convention.,idiomatic,et on avoir recevoir un note salé pour le réquisition de photo de un certain congrès .,['recevoir un note salé'],3
"""Qui vole un oeuf vole un boeuf"" ?","['""A bird in the hand\'s worth two in the bush""?']",&quot;Who steals an egg steals an ox&quot;?,idiomatic,""" qui voler un œuf voler un bœuf "" ?",['qui voler un œuf voler un bœuf'],3
"Qui vole un œuf vole un bœuf. Après la pluie, le beau temps.","['""Half a loaf of bread is better than none.""']",Whoever steals an egg steals an ox. After rain the good weather.,idiomatic,"qui voler un œuf voler un bœuf . après le pluie , le beau temps .",['qui voler un œuf voler un bœuf'],3
"Hier, vous ignoriez son existence. Qui vole un œuf vole un bœuf.","[""Let a man steal an egg, tomorrow he'll steal an ox.""]","Yesterday, you were unaware of its existence. Whoever steals an egg steals an ox.",idiomatic,"hier , il ignorier son existence . qui voler un œuf voler un bœuf .",['qui voler un œuf voler un bœuf'],3
"Ça arrive comme un cheveu sur la soupe, c'est tout.","[""It's just a bolt out of the fucking blue, that's all.""]","It just happens like a hair in the soup, that&#39;s all.",idiomatic,"ça arriver comme un cheveu sur le soupe , ce être tout .",['arriver comme un cheveu sur le soupe'],3
Vanessa est arrivée comme un cheveu sur la soupe.,['Vanessa turned up at an awkward moment.'],Vanessa arrived like a hair in the soup.,idiomatic,Vanessa être arriver comme un cheveu sur le soupe .,['arriver comme un cheveu sur le soupe'],3
Il a un poil dans la main.,"[""That boy is scared of working. He ain't done a lick of work in his life.""]",He has a hair in his hand.,idiomatic,il avoir un poil dans le main .,['avoir un poil dans le main'],3
J'ai mis la charrue avant les boeufs.,['I put the cart before the horse.'],I put the cart before the horse.,idiomatic,il avoir mettre le charrue avant le boeuf .,['mettre le charrue avant le boeuf'],3
"Sans mettre la charrue avant les boeufs, que se passera-t-il, si je réussis?","[""I don't want to get ahead of myself, but if things go my way, what's next?""]","Without putting the cart before the horse, what will happen if I succeed?",idiomatic,"sans mettre le charrue avant le boeuf , que se passer il , si il réussir ?",['mettre le charrue avant le boeuf'],3
"Mais dans votre cas, je pense que ça serait plus sage de mettre la charrue avant les boeufs, si on peut dire.","['But in your case, I think it would be wise to put the cart before the horse,so to speak.']","But in your case, I think it would be wiser to put the cart before the horse, so to speak.",idiomatic,"mais dans son cas , il penser que ça être plus sage de mettre le charrue avant le boeuf , si on pouvoir dire .",['mettre le charrue avant le boeuf'],3
Ça met du piment dans notre vie amoureuse.,['It adds mystery and excitement to our love life.'],It spice up our love life.,idiomatic,ça mettre de le piment dans son vie amoureux .,['mettre de le piment dans son vie'],3
Surtout ceux qui ont un poil dans la main. Ils préfèrent rester assis et manger des fruits.,"[""They're just too idle to work.""]",Especially those who have a hair in their hand. They prefer to sit still and eat fruit.,idiomatic,surtout celui qui avoir un poil dans le main . il préférer rester asseoir et manger un fruit .,['avoir un poil dans le main'],3
Ça met du piment dans ma vie.,['Adds a little excitement to my life.'],It spiced up my life.,idiomatic,ça mettre de le piment dans son vie .,['mettre de le piment dans son vie'],3
"Et toi aussi mon petit Mattis tu pourrais aider, mais tu as un poil dans la main.","['What about you, little Mattis. You could lend a hand too.']","And you too my little Mattis you could help, but you have a hair in your hand.",idiomatic,"et lui aussi son petit mattis il pouvoir aider , mais il avoir un poil dans le main .",['avoir un poil dans le main'],3
"Inutile, ""chat échaudé craint l'eau froide"".","[""They're scared enough as it is.""]","Useless, &quot;scalded cat fears cold water&quot;.",idiomatic,"inutile , "" chat échauder craindre le eau froid "" .",['chat échauder craindre le eau froid'],3
Chat échaudé craint l'eau froide.,['I got burned once and I learned my lesson.'],Scalded cat fears cold water.,idiomatic,chat échauder craindre le eau froid .,['chat échauder craindre le eau froid'],3
Et il a passé sa vie à donner de la confiture aux cochons.,"['And then he spent his whole career ""casting pearls before swine"", He talked like that...']",And he spent his life giving jam to pigs.,idiomatic,et il avoir passer son vie à donner de le confiture à le cochon .,['donner de le confiture à le cochon'],3
"C'est comme donner de la confiture aux cochons, hein ?","['Like throwing pearls to the pigs, eh?']","It&#39;s like giving jam to pigs, isn&#39;t it?",idiomatic,"ce être comme donner de le confiture à le cochon , hein ?",['donner de le confiture à le cochon'],3
Je mets du piment dans vos vies et vous vous plaignez sans cesse.,"['I add a little excitement, a little spice to your lives and all you do is complain.']",I spice up your lives and you complain all the time.,idiomatic,il mettre de le piment dans son vie et il il plaindre sans cesse .,['mettre de le piment dans son vie'],3
