source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"L'habit ne fait pas le moine, pas vrai, les gars ?","[""Sure as shit can't tell a book by its cover, huh, boys?""]","The clothes don&#39;t make the monk, right, guys?",idiomatic,"le habit ne faire pas le moine , pas vrai , le gars ?",['le habit ne faire pas le moine'],18
J'ai dû avoir un chat dans la gorge.,"[""Must've been a frog in my throat.""]",I must have had a spade in my throat.,idiomatic,il avoir devoir avoir un chat dans le gorge .,['avoir un chat dans le gorge'],18
- Vous avez un chat dans la gorge ! - Oui.,"[""- You've got a frog in your throat.""]",- You have a cat in the throat! - Yes.,idiomatic,- il avoir un chat dans le gorge ! - oui .,['avoir un chat dans le gorge'],18
"Quand je dis son prénom, c'est comme si j'avais un chat dans la gorge.","[""It's easy to pronounce. Every time I try to say her name, I get a hairball.""]","When I say his first name, it&#39;s as if I had a cat in the throat.",idiomatic,"quand il dire son prénom , ce être comme si il avoir un chat dans le gorge .",['avoir un chat dans le gorge'],18
L'habit ne fait pas le moine.,"[""Not everything's as it seems""]",The clothes do not make the man.,idiomatic,le habit ne faire pas le moine .,['le habit ne faire pas le moine'],18
Vous avez dû boire comme des trous.,['How much did you drink?'],You must have drunk like holes.,idiomatic,il avoir devoir boire comme un trou .,['boire comme un trou'],17
Elle a commencé à boire comme un trou.,['She started a drinking binge.'],She started drinking like a hole.,idiomatic,il avoir commencer à boire comme un trou .,['boire comme un trou'],17
"""Putain de salope, arrête de boire comme un trou au déjeuner.","[""You shouldn't have drank so much water at lunch!""]","&quot;Damn bitch, stop drinking like a hole at lunch.",idiomatic,""" putain de salope , arrêter de boire comme un trou à le déjeuner .",['boire comme un trou'],17
Ils boivent comme des trous.,"[""They're drinkin' like fishes.""]",They drink like holes.,idiomatic,il boire comme un trou .,['boire comme un trou'],17
Il a commencé à boire comme un trou.,['Started drinking like a fish.'],He started drinking like a hole.,idiomatic,il avoir commencer à boire comme un trou .,['boire comme un trou'],17
"Tu sais, la goutte d'eau qui fait déborder le vase...","[""Did you ever hear about the straw that broke the camel's back?""]","You know, the straw that broke the camel&#39;s back...",idiomatic,"il savoir , le goutte de eau qui faire déborder le vase ...",['le goutte de eau qui faire déborder le vase'],16
"Pour la Fox, c'était la goutte d'eau qui faisait déborder le vase.","['For Fox, this was the final straw.']","For the Fox, it was the straw that broke the camel&#39;s back.",idiomatic,"pour le Fox , ce être le goutte de eau qui faire déborder le vase .",['le goutte de eau qui faire déborder le vase'],16
C'est la goutte d'eau qui fait déborder le vase.,"[""That's the last straw. I'm going over there.""]",It&#39;s the drop of water that makes the vase overflow.,idiomatic,ce être le goutte de eau qui faire déborder le vase .,['le goutte de eau qui faire déborder le vase'],16
"Quand on était petits, on croyait que maman faisait l'andouille.",['Remember when we were kids and we thought mom was just being silly?'],"When we were little, we thought that mom made the andouille.",idiomatic,"quand on être petit , on croire que maman faire le andouille .",['faire le andouille'],16
"Si Eaton les convainc d'être des martyres et d'accepter les 30 jours, les carottes sont cuites.","[""He doesn't have a right to be deaf, so he'll have to listen to what we have to say. First thing, there's nothing in your file about children.""]","If Eaton convinces them to be martyrs and agree to the 30 days, the carrots are done.",idiomatic,"si Eaton le convaincre de être de le martyre et de accepter le 30 jour , le carotte être cuire .",['le carotte être cuire'],16
Il a fait l'andouille et maintenant il en récolte les fruits .,['He acted like a jerk and now he caught it in the butt.'],He made the sausage and now he&#39;s reaping the rewards.,idiomatic,il avoir faire le andouille et maintenant il en récolter le fruit .,['faire le andouille'],16
Pourquoi tu te crois toujours obligé de faire l'andouille ?,['Why do you have to act like an idiot?'],Why do you always think you have to do the andouille?,idiomatic,pourquoi il lui croire toujours obliger de faire le andouille ?,['faire le andouille'],16
Il faut souffrir pour être belle.,"[""And that's a good thing?""]",You must suffer to be beautiful.,idiomatic,il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
Il faut souffrir pour être beau.,"['No pain, no gain.']",One must suffer to be beautiful.,idiomatic,il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
"Vous vous dites, ""Les carottes sont cuites!","['You\'re saying to yourself, ""The jig is up!']","You say to yourself, &quot;The carrots are done!",idiomatic,"il il dire , "" le carotte être cuire !",['le carotte être cuire'],16
Il faut souffrir pour être beau !,['Agony fashion !'],One must suffer to be beautiful !,idiomatic,il falloir souffrir pour être beau !,['il falloir souffrir pour être beau'],16
"""Il faut souffrir pour être beau."" Essayez, ça marche.","[""Beauty Knows No Pain. just try it. It's gotten more ladies through my class...""]","&quot;One must suffer to be beautiful.&quot; Try it, it works.",idiomatic,""" il falloir souffrir pour être beau . "" essayer , ça marcher .","['il falloir souffrir pour être beau', 'ça marcher']",16
J'aimerais qu'ils arrêtent de faire les andouilles.,['[groans] I wish these kids would stop acting up.'],I wish they would stop making andouilles.,idiomatic,il aimerer que il arrêter de faire le andouille .,['faire le andouille'],16
"Et bien, c'est la goutte d'eau qui fait déborder le vase.","['Well, that is the last straw.']","Well, that&#39;s the straw that broke the camel&#39;s back.",idiomatic,"et bien , ce être le goutte de eau qui faire déborder le vase .",['le goutte de eau qui faire déborder le vase'],16
"Si les enfants font les andouilles, on peut leur mettre une gifle.","[""If the kid's misbehaving behind you, you can reach and whack him.""]","If the children make the andouilles, we can give them a slap.",idiomatic,"si le enfant faire le andouille , on pouvoir lui mettre un gifler .",['faire le andouille'],16
"Il faut souffrir pour être belle, chérie.","['Beauty is pain, baby.']","You have to suffer to be beautiful, darling.",idiomatic,"il falloir souffrir pour être beau , chéri .",['il falloir souffrir pour être beau'],16
Maman dit qu'il faut souffrir pour etre belle.,['Mommy says beauty is pain.'],Mom says you have to suffer to be beautiful.,idiomatic,Maman dire que il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
"Oh, mon gars, les carottes sont cuites.","['Oh, boy, my goose is cooked now.']","Oh, man, the carrots are done.",idiomatic,"oh , son gars , le carotte être cuire .",['le carotte être cuire'],16
Ce fut la goutte d'eau qui fit déborder le vase.,['And that pushed me over the edge.'],It was the straw that broke the camel&#39;s back.,idiomatic,ce être le goutte de eau qui faire déborder le vase .,['le goutte de eau qui faire déborder le vase'],16
Les carottes sont cuites et servies. Joli !,['Your goose... is cooked and served.'],Carrots are cooked and served. Attractive !,idiomatic,le carotte être cuire et servir . joli !,['le carotte être cuire'],16
Je me mets sur mon 31 et je vais à un enterrement.,['I put on my best dress... to go to a funeral.'],I put on my 31 and I go to a funeral.,idiomatic,il se mettre sur son 31 et il aller à un enterrement .,['se mettre sur son 31'],13
"Il se mettait sur son 31, prenait une valise.","[""He'd get dressed up, pack a suitcase.""]","He put on his 31, took a suitcase.",idiomatic,"il se mettre sur son 31 , prendre un valise .",['se mettre sur son 31'],13
"Le jour de la fête des Mères, les gens se mettent sur leurs 31.","[""On Mother's Day, people pull out all the stops.""]","On Mother&#39;s Day, people dress up in their 31s.",idiomatic,"le jour de le fête de le Mères , le gens se mettre sur son 31 .",['se mettre sur son 31'],13
Mais je vais essayer de me mettre sur mon 31.,['But I think I might try to dress up.'],But I will try to put on my 31.,idiomatic,mais il aller essayer de se mettre sur son 31 .,['se mettre sur son 31'],13
Je me mettais sur mon 31. On faisait comme si on avait les moyens.,"[""I'd get myself all dressed up, make the dealer believe we could actually afford it.""]",I put on my 31. We acted as if we had the means.,idiomatic,il se mettre sur son 31 . on faire comme si on avoir le moyen .,['se mettre sur son 31'],13
La centrifugeuse d'isotopes a la banane.,['The isotope centrifuge went bananas.'],The Banana Isotope Centrifuge.,idiomatic,le centrifugeuse de isotope avoir le banane .,['avoir le banane'],12
A quelque chose malheur est bon.,['Silver lining for your black cloud.'],Some silver lining.,idiomatic,à quelque chose malheur être bon .,['à quelque chose malheur être bon'],12
"Eh bien, à quelque chose malheur est bon.",['This turned out to be a blessing in disguise.'],"Well, to something misfortune is good.",idiomatic,"eh bien , à quelque chose malheur être bon .",['à quelque chose malheur être bon'],12
"Souvenez-vous: ""A quelque chose malheur est bon.""","['Remember, every cloud has a silver lining.']",Remember: &quot;To something misfortune is good.&quot;,idiomatic,"souvenir il : "" à quelque chose malheur être bon . """,['à quelque chose malheur être bon'],12
j'aurai la banane.,"[""I'll go bananas.""]",I will have the banana.,idiomatic,il avoir le banane .,['avoir le banane'],12
"J'ai la patate, moi !","[""I'm starting to see why!""]",I have the potato!,idiomatic,"il avoir le patate , lui !",['avoir le patate'],12
"O.K., vous avez la patate.",['Fine. You guys rock.'],"OK, you have the potato.",idiomatic,"O.K. , il avoir le patate .",['avoir le patate'],12
"- Ouais, j'avais la patate.","[""You should've seen me.""]","- Yeah, I had the potato.",idiomatic,"- ouais , il avoir le patate .",['avoir le patate'],12
"J'ai la patate, ce matin.","[""I'm on top form today.""]",I have the potato this morning.,idiomatic,"il avoir le patate , ce matin .",['avoir le patate'],12
"Nous, on a la patate !",['We all feel great.'],We have the potato!,idiomatic,"il , on avoir le patate !",['avoir le patate'],12
J'ai la banane quand je suis avec elle.,"[""I can't help but smile when I'm around her.""]",I have the banana when I&#39;m with her.,idiomatic,il avoir le banane quand il être avec il .,['avoir le banane'],12
à quelque chose malheur est bon.,['dark clouds do have silver linings.'],some silver lining.,idiomatic,à quelque chose malheur être bon .,['à quelque chose malheur être bon'],12
"Les circonstances sont regrettables, mais à quelque chose malheur est bon.","['The circumstances are unfortunate, but each loss brings opportunity.']","Circumstances are unfortunate, but misfortune is good for something.",idiomatic,"le circonstance être regrettable , mais à quelque chose malheur être bon .",['à quelque chose malheur être bon'],12
Les gens doivent avoir la banane en te voyant.,"[""People have to be happy that you've arrived.""]",People must be pissed when they see you.,idiomatic,le gens devoir avoir le banane en lui voir .,['avoir le banane'],12
Ils vont avoir la banane.,"[""Yeah, they'll go bananas for that one.""]",They will have the banana.,idiomatic,il aller avoir le banane .,['avoir le banane'],12
