source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
Jusqu'à ce qu'elle rende l'âme.,['Until she passed.'],Until she gave up the ghost.,idiomatic,jusque à ce que il rendre le âme .,['rendre le âme'],145
"Alors, tu as finalement rendu l'âme, Batman?","['I see you finally shuffled off this mortal coil, Batman.']","So you finally gave up the ghost, Batman?",idiomatic,"alors , il avoir finalement rendre le âme , Batman ?",['rendre le âme'],145
"""Ceux qui rendent l'âme ne se rétablissent jamais.""","['""Those who do die, do never recover. ""']","""Those who give up the ghost never recover.""",idiomatic,""" celui qui rendre le âme ne se rétablir jamais . """,['rendre le âme'],145
"Oui, il vient de rendre l'âme.","['Yeah, he just expired.']","Yes, it has just given up the ghost.",idiomatic,"oui , il venir de rendre le âme .",['rendre le âme'],145
"Mais moi, je suis sur le point de rendre l'âme.","[""I'm the one in trouble.""]",But I'm about to give up the ghost.,idiomatic,"mais lui , il être sur le point de rendre le âme .",['rendre le âme'],145
"Écoute, on travaille 70 heures par semaine pour joindre les deux bouts.","['Look, we work 70 hours a week just to keep pace, right?']","Look, we work 70 hours a week to make ends meet.",idiomatic,"écoute , on travailler 70 heure par semaine pour joindre le deux bout .",['joindre le deux bout'],144
J'arrive à peine à joindre les deux bouts.,"['Okay, I am barely scraping by.']",I can barely make ends meet.,idiomatic,il arriver à peine à joindre le deux bout .,['joindre le deux bout'],144
Comment vais-je joindre les deux bouts ?,"['How, how am I going to make ends meet, mmkay?']",How will I make ends meet?,idiomatic,comment aller il joindre le deux bout ?,['joindre le deux bout'],144
"C'est dur de joindre les deux bouts, mais encore plus d'épargner.","[""Breakin' even's hard enough, but getting ahead's impossible.""]","It's hard to make ends meet, but even harder to save.",idiomatic,"ce être dur de joindre le deux bout , mais encore plus de épargner .",['joindre le deux bout'],144
"Le pauvre a eu du mal à joindre les deux bouts, dernièrement.","[""Poor guy's been struggling lately.""]",The poor guy has been struggling to make ends meet lately.,idiomatic,"le pauvre avoir avoir du mal à joindre le deux bout , dernièrement .",['joindre le deux bout'],144
T'es à l'ouest.,"[""You're way off track.""]",You're out of touch.,idiomatic,il être à le ouest .,['être à le ouest'],128
"Tu es à l'ouest, aujourd'hui.","[""You're a million miles away right now.""]",You're out of it today.,idiomatic,"il être à le ouest , aujourd'hui .",['être à le ouest'],128
J'ai l'impression d'être à l'ouest.,['I feel like such a stupid mess.'],I feel like I'm out of it.,idiomatic,il avoir le impression de être à le ouest .,['être à le ouest'],128
Il est à l'ouest !,"[""Aw, he's tripping.""]",It is in the west!,idiomatic,il être à le ouest !,['être à le ouest'],128
"Ouais, j'ai bien entendu mais je préfère oublier ce que tu as dit par ce que t'es à l'ouest.","[""Yeah, I did hear you but I'm going to forget what you said because you're not thinking straight.""]","Yeah, I heard you, but I'd rather forget what you said because you're out of touch.",idiomatic,"ouais , il avoir bien entendre mais il préférer oublier ce que il avoir dire par ce que lui être à le ouest .",['être à le ouest'],128
"Chaque fois que je pense au jour où on s'est rencontré, j'ai la chair de poule.","['Every time I think about the day we met, I just get goosebumps all over again.']","Every time I think about the day we met, I get goosebumps.",idiomatic,"chaque fois que il penser à le jour où on se être rencontrer , il avoir le chair de poule .",['avoir le chair de poule'],126
"J'ai la chair de poule, Andie.","['- This is really creepy, Andie.']","I have goosebumps, Andie.",idiomatic,"il avoir le chair de poule , Andie .",['avoir le chair de poule'],126
J'ai eu la chair de poule toute la nuit.,['So sick.'],I had goosebumps all night.,idiomatic,il avoir avoir le chair de poule tout le nuit .,['avoir le chair de poule'],126
J'en ai la chair de poule.,"['- Gives me the creeps, to be honest. - Yeah.']",I have goosebumps.,idiomatic,il en avoir le chair de poule .,['avoir le chair de poule'],126
"Regarde, j'en ai la chair de poule.","[""Look, I got freakin' goose bumps.""]","Look, I have goosebumps.",idiomatic,"regarder , il en avoir le chair de poule .",['avoir le chair de poule'],126
"Laisse-moi tranquille, j'ai la gueule de bois.","['Oh, leave me alone, I have a hangover.']","Leave me alone, I'm hungover.",idiomatic,"laisse-moi tranquille , il avoir le gueule de bois .",['avoir le gueule de bois'],115
Tu as la gueule de bois.,"[""You're hungover.""]",You're hungover.,idiomatic,il avoir le gueule de bois .,['avoir le gueule de bois'],115
- Bien sûr que j'ai la gueule de bois.,"[""Of course I'm hungover.""]",- Of course I have a hangover.,idiomatic,- bien sûr que il avoir le gueule de bois .,['avoir le gueule de bois'],115
J'ai la gueule de bois par ta faute.,['And I am hung over because of you.'],I'm hungover because of you.,idiomatic,il avoir le gueule de bois par ta faute .,['avoir le gueule de bois'],115
"Là, j'ai la gueule de bois.","[""Now I'm just hung-over.""]",Now I have a hangover.,idiomatic,"là , il avoir le gueule de bois .",['avoir le gueule de bois'],115
T'es une poule mouillée!,['Chicken!'],You're a chicken!,idiomatic,il être un poule mouiller !,['être un poule mouiller'],98
Son père disait que c'était une poule mouillée.,['To think that his father called him a yellow-belly!'],His father said he was a chicken.,idiomatic,son père dire que ce être un poule mouiller .,['être un poule mouiller'],98
C'est une poule mouillée.,"[""He's a yellow coward.""]",It's a chicken.,idiomatic,ce être un poule mouiller .,['être un poule mouiller'],98
J'en ai ras-le-bol de tes phénomènes paranormaux.,"[""You and your supernatural phenomena. You're driving me crazy.""]",I'm sick of your paranormal phenomena.,idiomatic,il en avoir ras-le-bol de son phénomène paranormal .,['en avoir ras-le-bol'],96
Elle en avait ras-le-bol de toi.,['She was sick of you.'],She was sick of you.,idiomatic,il en avoir ras-le-bol de lui .,['en avoir ras-le-bol'],96
J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.,['I am sick as hell of you constantly making a mess Of this house and having to clean up after you.'],I'm tired of you always making a mess and me having to clean it up afterwards.,idiomatic,il en avoir ras-le-bol que il foutre toujours le bordel et que il devoir nettoyer par le suite .,['en avoir ras-le-bol'],96
J'en ai ras-le-bol. Pas vous ?,"[""I'm sick and tired of this.""]",I'm sick of it. Aren't you?,idiomatic,il en avoir ras-le-bol . pas il ?,['en avoir ras-le-bol'],96
J'en ai ras-le-bol de 1973.,"[""I'm bloody sick of 1973.""]",I'm sick of 1973.,idiomatic,il en avoir ras-le-bol de 1973 .,['en avoir ras-le-bol'],96
"Pour le moment, on a d'autres chats à fouetter.","['But right now, we got bigger fish to fry.']","For the moment, we have other things to worry about.",idiomatic,"pour le moment , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
"D'abord, vous êtes tombé dans les pommes.","[""Well, for starters, you're a one-hitter quitter.""]","First, you passed out.",idiomatic,"de abord , il être tomber dans le pomme .",['tomber dans le pomme'],91
"oh, non, non, je tombe dans les pommes a la vue d'un vagin.","['Oh, no, no, I faint at the sight of vagina.']","oh, no, no, I pass out at the sight of a vagina.",idiomatic,"oh , non , non , il tomber dans le pomme à le vue de un vagin .",['tomber dans le pomme'],91
Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes.,['The only break I get is when she holds her breath and passes out.'],My only break is when she holds her breath and passes out.,idiomatic,son seul pause ce être quand il retenir son souffle et tomber dans le pomme .,['tomber dans le pomme'],91
"Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes.","['And bam, I hit this light pole... and just knocked myself out.']","And bam, I hit a streetlight... and passed out.",idiomatic,"et paf , il avoir percuter un réverbère ... et il être tomber dans le pomme .",['tomber dans le pomme'],91
- Non. On a d'autres chats à fouetter.,['We have bigger fish to fry.'],- No. We have other things to worry about.,idiomatic,- non . on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
Il va tomber dans les pommes.,"[""He's going to faint.""]",He'll pass out.,idiomatic,il aller tomber dans le pomme .,['tomber dans le pomme'],91
Et je n'ai pas eu l'occasion de t'en parler parce qu'on avait d'autres chats à fouetter.,"[""And I didn't get a chance to tell you because we had bigger fish to fry.""]",And I didn't get a chance to tell you about it because we had other things to worry about.,idiomatic,et il ne avoir pas avoir le occasion de lui en parler parce que on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"Arrête, on a d'autres chats à fouetter.","['Shut up, focus on the job.']","Stop it, we've got bigger fish to fry.",idiomatic,"arrêter , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
On a d'autres chats à fouetter.,['We got bigger fish to fry.'],We have other things to worry about.,idiomatic,on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
J'ai la dalle.,['I sure am hungry.'],J'ai la dalle.,idiomatic,il avoir le dalle .,['avoir le dalle'],88
"Je suis crevé, j'ai la dalle et la migraine !","[""I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache.""]","I'm tired, I'm hungry and I have a headache!",idiomatic,"il être crever , il avoir le dalle et le migraine !","['avoir le dalle', 'être crever']",88
"Par contre, j'ai la dalle.",['I am starving though.'],"However, I have the slab.",idiomatic,"par contre , il avoir le dalle .",['avoir le dalle'],88
Je fume pour ça. J'ai la dalle.,"[""That's why I wanna smoke, I'm starving.""]",I smoke for it. I'm starving.,idiomatic,il fumer pour ça . il avoir le dalle .,['avoir le dalle'],88
"Super, j'ai la dalle.","[""- Oh, good, 'cause I'm starving.""]","Super, j'ai la dalle.",idiomatic,"super , il avoir le dalle .",['avoir le dalle'],88
"Allez, j'ai la dalle.","[""Come on, I'm starving.""]","Allez, j'ai la dalle.",idiomatic,"aller , il avoir le dalle .",['avoir le dalle'],88
- Anita a le cafard. - Pas de problème.,"[""Anita doesn't want to.""]",- Anita is feeling blue. - No problem.,idiomatic,- Anita avoir le cafard . - pas un problème .,['avoir le cafard'],85
J'avais le cafard et j'ai dit quelque chose dans ma langue.,['I was lonely. I wanted to say something in my own language.'],I was feeling blue and said something in my language.,idiomatic,il avoir le cafard et il avoir dire quelque chose dans son langue .,['avoir le cafard'],85
Tu as le cafard ? Je déteste les dimanches ici.,['This place gives me the creeps on Sunday.'],Are you feeling blue? I hate Sundays here.,idiomatic,il avoir le cafard ? il détester le dimanche ici .,['avoir le cafard'],85
"- Toi aussi, tu as le cafard?",['- We call it the blues.'],- Are you feeling blue too?,idiomatic,"- tout aussi , il avoir le cafard ?",['avoir le cafard'],85
"""J'ai le cafard à cause de toi.","['""I\'ve got the blues for you.']","""I'm feeling blue because of you.",idiomatic,""" il avoir le cafard à cause de lui .",['avoir le cafard'],85
"T'as la pêche, hein ?","[""- You're in great shape!""]","You've got the spirit, right?",idiomatic,"il avoir le pêche , hein ?",['avoir le pêche'],82
Les Rockets ont la pêche...,"[""These Rockets are movin' today.!""]",The Rockets are on a roll...,idiomatic,le Rockets avoir le pêche ...,['avoir le pêche'],82
J'ai la pêche comme c'est pas possible.,"[""My spirit's high as it can be""]",I'm as excited as can be.,idiomatic,il avoir le pêche comme ce être pas possible .,['avoir le pêche'],82
J'ai la pêche à mort.,['Good as hell.'],I'm dead set on fishing.,idiomatic,il avoir le pêche à mort .,['avoir le pêche'],82
"Soudain, t'as la pêche ?","[""Now all of a sudden you're fired up?""]","Suddenly, you're feeling good?",idiomatic,"soudain , lui avoir le pêche ?",['avoir le pêche'],82
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!","[""And I don't even care if you're telling me a bunch of lies.""]","And even if you're laughing at me right now, I don't give a shit!",idiomatic,"eh même si il lui fou de son gueule en ce moment , il en avoir rien à cirer !",['en avoir rien à cirer'],79
Les enflures dehors n'en ont rien à cirer de nous !,"[""Them motherfuckers outside this place don't give a fuck about us.""]",The bastards out there don't give a shit about us!,idiomatic,le enflure dehors ne en avoir rien à cirer de il !,['en avoir rien à cirer'],79
Et je n'en ai rien à cirer.,"[""And I don't give a damn.""]",And I don't care.,idiomatic,et il ne en avoir rien à cirer .,['en avoir rien à cirer'],79
Je vous avais dit qu'elle en avait rien à cirer de moi.,"[""I told you she doesn't give two shits about me.""]",I told you she didn't care about me.,idiomatic,il il avoir dire que il en avoir rien à cirer de lui .,['en avoir rien à cirer'],79
"J'en ai rien à cirer!""","['I don\'t give a goddamn!""']","I don't care!""",idiomatic,"il en avoir rien à cirer ! """,['en avoir rien à cirer'],79
- Ce n'est pas tes oignons.,"[""- Nothing, don't look at it.""]",- It's none of your business.,idiomatic,- ce ne être pas son oignon .,['ce ne être pas son oignon'],76
"Donc, ce n'est pas tes oignons, ok?","[""That mean, it's none of your business, right?""]","So, it's none of your business, okay?",idiomatic,"donc , ce ne être pas son oignon , ok ?",['ce ne être pas son oignon'],76
"Ecoutez, peu importe les sentiments que vous avez eus du vivant de votre ami, ce n'est pas mes oignons.","['Sir, whatever you gentlemen felt for each other when your friend was still alive... is certainly none of my affair.']","Look, whatever feelings you had while your friend was alive are none of my business.",idiomatic,"ecouter , peu importer le sentiment que il avoir avoir de le vivant de son ami , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
"Ce ne sont pas mes oignons, bien sûr, mais maintenant que Victor en a un","[""It's not my business, of course, but now that Victor has one--""]","It's none of my business, of course, but now that Victor has one",idiomatic,"ce ne être pas son oignon , bien sûr , mais maintenant que Victor en avoir un",['ce ne être pas son oignon'],76
"Et ça non plus, ce n'est pas tes oignons.","[""And this isn't any of your business, either.""]",And that's none of your business either.,idiomatic,"et ça non plus , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons.,"[""We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days.""]",We are Matthew McConaughey and Kate Hudson from the romantic comedy How to get dumped in 10 lessons.,idiomatic,il être Matthew McConaughey et Kate Hudson de le comédie romantique comment se faire larguer en 10 leçon .,['se faire larguer'],75
"Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...","['My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...']","My ex-husband Coleman, who dumped me for a younger woman, was just dumped by a younger woman...",idiomatic,"son ex-mari Coleman , qui lui avoir larguer pour un femme plus jeune , venir de se faire larguer par un femme plus jeune ...",['se faire larguer'],75
"""Comment se faire larguer en dix jours ?""",['How to Lose a Guy in Ten Days.'],"""How to get dumped in ten days?""",idiomatic,""" comment se faire larguer en dix jour ? """,['se faire larguer'],75
Un camion pour remonter le moral des filles qui viennent de se faire larguer.,['A truck that caters to girls who just got dumped.'],A truck to cheer up girls who have just been dumped.,idiomatic,un camion pour remonter le moral de le fille qui venir de se faire larguer .,['se faire larguer'],75
C'est ce que je fais quand je me fais larguer.,"[""That's what I do whenever a guy dumps me.""]",That's what I do when I get dumped.,idiomatic,ce être ce que il faire quand il se faire larguer .,['se faire larguer'],75
"Il fabrique des punaises depuis 1888, et les campagnes modernes, c'est pas sa tasse de thé.","[""He's been making thumbtacks since 1888 and he doesn't go for this modern hoopla.""]","He has been making thumbtacks since 1888, and modern campaigns are not his cup of tea.",idiomatic,"il fabriquer un punaise depuis 1888 , et le campagne moderne , ce être pas son tasse de thé .",['pas son tasse de thé'],74
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.","[""You know, Dad, the more I think about it, maybe the honey field just isn't right for me.""]","You know, Dad, come to think of it, the honey industry is not my cup of tea.",idiomatic,"il savoir , papa , tout bien réfléchir , le industrie de le miel , ce être pas son tasse de thé .",['pas son tasse de thé'],74
"Vos films, ne sont pas ma tasse de thé.",['Your movie is not my teacup.'],Your films are not my cup of tea.,idiomatic,"son film , ne être pas son tasse de thé .",['pas son tasse de thé'],74
Le gardiennage n'est pas ma tasse de thé non plus.,"[""Babysitting isn' t my thing either""]",Babysitting is not my cup of tea either.,idiomatic,le gardiennage ne être pas son tasse de thé non plus .,['pas son tasse de thé'],74
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""","[""It wasn't my cup of tea.""]","As the English say, ""It wasn't my cup of tea.""",idiomatic,"comme dire le anglais : "" ce être pas son tasse de thé . """,['pas son tasse de thé'],74
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.","[""It's starting to rain pretty hard, Jack.""]","I'm sure it is. It's starting to rain cats and dogs, Jack.",idiomatic,"il en être sûr . il commencer à pleuvoir un corde , Jack .",['pleuvoir un corde'],72
"Cours, il pleut des cordes.","[""Run, it's pouring rain.""]","Run, it's raining cats and dogs.",idiomatic,"cours , il pleuvoir un corde .",['pleuvoir un corde'],72
"Il est con. Il pleut des cordes, et il veut baiser.","[""He's nuts. lt's raining like hell, and he wants a fuck.""]","He's an idiot. It's raining cats and dogs, and he wants to get laid.",idiomatic,"il être con . il pleuvoir un corde , et il vouloir baiser .",['pleuvoir un corde'],72
Il pleut des cordes.,"[""It's raining cats and dogs.""]",It's raining cats and dogs.,idiomatic,il pleuvoir un corde .,['pleuvoir un corde'],72
"Oui, il pleuvait des cordes.","['Yes, it rained cats and dogs, as you say.']","Yes, it was raining cats and dogs.",idiomatic,"oui , il pleuvoir un corde .",['pleuvoir un corde'],72
Il s'attaquait à une pauvrette qui n'y voyait que du feu.,"[""He was gonna put the hurt on this poor girl who didn't know any better.""]",He was attacking a poor girl who didn't see anything wrong with her.,idiomatic,il se attaquer à un pauvrette qui ne y voir que du feu .,['ne y voir que du feu'],69
Elle n'y verra que du feu.,"[""She's won't notice anything.""]",She will not see anything but fire.,idiomatic,il ne y voir que du feu .,['ne y voir que du feu'],69
"Ils rataient des trucs. Si on était malin, ils n'y voyaient que du feu.","['If a director was subtle enough and clever enough, they got around it.']","They were missing stuff. If we were smart, they didn't see it.",idiomatic,"il rater un truc . si on être malin , il ne y voir que du feu .",['ne y voir que du feu'],69
On n'y voit que du feu.,['Smoke and mirrors.'],We can't see anything but fire.,idiomatic,on ne y voir que du feu .,['ne y voir que du feu'],69
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".","[""I'll have sex with him Tuesday and Thursday and he'll be none the wiser.""]","""I'll have sex with him on Tuesday and Thursday and he won't even notice.""",idiomatic,""" il coucher avec lui mardi et jeudi et il ne y voir que du feu "" .",['ne y voir que du feu'],69
"Tu parleras au conseil, mais il fera la sourde oreille.","['You will go before the council, but your words will fall on deaf ears.']","You will talk to the council, but they will turn a deaf ear.",idiomatic,"il parler à le conseil , mais il faire le sourd oreille .",['faire le sourd oreille'],63
Comment pouvez-vous accepter de faire la sourde oreille à ceux qui souffrent sur une carte ?,"['How convenient that must be for you, to turn a deaf ear to those who suffer behind a line on a map.']",How can you agree to turn a deaf ear to those who suffer on a map?,idiomatic,comment pouvoir il accepter de faire le sourd oreille à celui qui souffrer sur un carte ?,['faire le sourd oreille'],63
Et elle a fait la sourde oreille.,['And she shut me down completely.'],And she turned a deaf ear.,idiomatic,et il avoir faire le sourd oreille .,['faire le sourd oreille'],63
Je croyais pouvoir continuer à faire la sourde oreille.,['I guess I thought I could just go on not caring.'],I thought I could continue to turn a deaf ear.,idiomatic,il croire pouvoir continuer à faire le sourd oreille .,['faire le sourd oreille'],63
"Au moins avant, elle pouvait faire la sourde oreille aux cris.","['At least before, she could tune out the crying.']","At least before, she could tune out the screams.",idiomatic,"à le moins avant , il pouvoir faire le sourd oreille à le cri .",['faire le sourd oreille'],63
Les temps sont durs. On doit tous se serrer la ceinture.,"[""Times are tough and we're all having to clamp down.""]",Times are tough. We all have to tighten our belts.,idiomatic,le temps être dur . on devoir tout se serrer le ceinture .,['se serrer le ceinture'],56
J'ai juste pris l'habitude de me serrer la ceinture.,"[""I've just gotten used to packing light.""]",I just got into the habit of tightening my belt.,idiomatic,il avoir juste prendre le habitude de se serrer le ceinture .,['se serrer le ceinture'],56
On peut se serrer la ceinture.,['We can tighten it up.'],We can tighten our belts.,idiomatic,on pouvoir se serrer le ceinture .,['se serrer le ceinture'],56
"Avec la crise, le directeur financier veut qu'on se serre la ceinture.",['Our CFO feels we need to do some belt-tightening.'],"With the crisis, the CFO wants us to tighten our belts.",idiomatic,"avec le crise , le directeur financier vouloir que on se serrer le ceinture .",['se serrer le ceinture'],56
Il faudra se serrer la ceinture un mois ou deux.,"[""We're just gonna have to suck it up for a couple months.""]",We will have to tighten our belts for a month or two.,idiomatic,il falloir se serrer le ceinture un mois ou deux .,['se serrer le ceinture'],56
"Après ton départ, ça a tourné au vinaigre.",['After you left it turned into a roman circus.'],"After you left, things turned sour.",idiomatic,"après son départ , ça avoir tourner à le vinaigre .",['tourner à le vinaigre'],54
"Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai","[""What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?""]","What happens when the relationship turns sour? Which, let's face it, happens to most of Lorelai's relationships",idiomatic,"que arriver lui il quand le relation tourner à le vinaigre? ce qui , voir le chose en face , arriver à le majorité de le relation de Lorelai",['tourner à le vinaigre'],54
"Vous voyez un rat,Et vous prenez vos jambes a votre cou ?","['You see one rat, turn tail and run?']","You see a rat, and you run away?",idiomatic,"il voir un rat , et il prendre son jambe à son cou ?",['prendre son jambe à son cou'],54
Revenons à nos moutons.,['Let me get down to brass tacks.'],Let's get back to the point.,idiomatic,revenir à son mouton .,['revenir à son mouton'],54
Et vous avez pris vos jambes à votre cou.,['And you ran away as fast as you could.'],And you ran away.,idiomatic,et il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
"Bon, revenons à nos moutons.","['- All right, back to business. - Ho, ho, ho!']","Well, let's get back to the point.",idiomatic,"bon , revenir à son mouton .",['revenir à son mouton'],54
"Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre.","[""OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting.""]","Okay, I listened to what you said, and I didn't want dinner to turn sour.",idiomatic,"okay , il avoir écouter ce que il se dire , et il ne vouloir que le dîner tourner à le vinaigre .",['tourner à le vinaigre'],54
"Fei-yu, abrège. Revenons à nos moutons.","['Shi Yu, just get to the point, can you?']","Fei-yu, shorten. Let's go back to our sheep.",idiomatic,"Fei-yu , abréger . revenir à son mouton .",['revenir à son mouton'],54
J'ai pris mes jambes à mon cou.,['I ran out of here like the place was on fire.'],I took my legs to my neck.,idiomatic,il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
Il n'y avait pas un chat dans le coin.,['Not a single person was in sight'],There wasn't a cat around.,idiomatic,il ne y avoir pas un chat dans le coin .,['il ne y avoir pas un chat'],54
"Quand ça tourne au vinaigre, la première réaction est de nier.","['They say when something bad happens to you, the first reaction is denial.']","When things turn sour, the first reaction is to deny.",idiomatic,"quand ça tourner à le vinaigre , le premier réaction être de nier .",['tourner à le vinaigre'],54
Il n'y a pas un chat ici !,"[""There's no one in here!""]",There is not a cat here!,idiomatic,il ne y avoir pas un chat ici !,['il ne y avoir pas un chat'],54
Ça pourrait tourner au vinaigre en cas de bombardement.,"[""If they start bombing the place, there's no telling what will happen.""]",This could turn into a disaster in the event of a bombing.,idiomatic,ça pouvoir tourner à le vinaigre en cas de bombardement .,['tourner à le vinaigre'],54
Il n'y aura pas un chat à moins que les joueurs ne viennent avec des souris.,"[""The game won't draw flies unless the players bring their horses.""]",There won't be a cat unless the players come with mice.,idiomatic,il ne y avoir pas un chat à moins que le joueur ne venir avec un souris .,['il ne y avoir pas un chat'],54
"Il n'y avait pas un chat, alors j'ai commandé un cocktail.","[""There wasn't a soul to talk to, so I ordered a sidecar.""]","There wasn't a cat, so I ordered a cocktail.",idiomatic,"il ne y avoir pas un chat , alors il avoir commander un cocktail .",['il ne y avoir pas un chat'],54
"À 4h du matin, sur les routes d'Akina il n'y a pas un chat.","[""There's not a soul there at 4 in the morning.""]","At 4 am, on the roads of Akina there is not a cat.",idiomatic,"à 4h de le matin , sur le route de Akina il ne y avoir pas un chat .",['il ne y avoir pas un chat'],54
"Bien, si l'on pouvais revenir à nos moutons.","['Right, if we could just bring all this to order...']","Well, if we could return to our sheep.",idiomatic,"bien , si on pouvoir revenir à son mouton .",['revenir à son mouton'],54
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.","[""Let's get back to our topic, let's talk about your foster parents.""]","Let's get back to the point, let's talk about your adoptive parents.",idiomatic,"revenir à son mouton , parler un peu de son parent adoptif .",['revenir à son mouton'],54
- Prends tes jambes à ton cou !,"['Now, run away!']",- Take your legs to your neck!,idiomatic,- prendre son jambe à son cou !,['prendre son jambe à son cou'],54
Prenez vos jambes à votre cou.,['By all means... run.'],Grab your legs.,idiomatic,prendre son jambe à son cou .,['prendre son jambe à son cou'],54
Je penserais que j'y suis arrivée les doigts dans le nez et je le regretterais.,"[""I'll think I aced it and I'll live to regret it.""]",I'd think I'd gotten there with my fingers in my nose and regret it.,idiomatic,il penser que il y être arriver le doigt dans le nez et il le regretter .,['le doigt dans le nez'],53
"Je te bats les doigts dans le nez. Si c'est que tu veux, d'accord!","[""I could beat you hands down, but if that's what you want, you can have it!""]","I'll beat you to the punch. If that's what you want, fine!",idiomatic,"il lui battre le doigt dans le nez . si ce être que il vouloir , de accord !",['le doigt dans le nez'],53
