source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
Comment vais-je joindre les deux bouts ?,"['How, how am I going to make ends meet, mmkay?']",How am I going to make ends meet?,idiomatic,comment aller il joindre le deux bout ?,['joindre le deux bout'],144
"C'est dur de joindre les deux bouts, mais encore plus d'épargner.","[""Breakin' even's hard enough, but getting ahead's impossible.""]","It&#39;s hard to make ends meet, but even harder to save.",idiomatic,"ce être dur de joindre le deux bout , mais encore plus de épargner .",['joindre le deux bout'],144
"Écoute, on travaille 70 heures par semaine pour joindre les deux bouts.","['Look, we work 70 hours a week just to keep pace, right?']","Look, we work 70 hours a week to make ends meet.",idiomatic,"écoute , on travailler 70 heure par semaine pour joindre le deux bout .",['joindre le deux bout'],144
J'arrive à peine à joindre les deux bouts.,"['Okay, I am barely scraping by.']",I can barely make ends meet.,idiomatic,il arriver à peine à joindre le deux bout .,['joindre le deux bout'],144
T'es à l'ouest.,"[""You're way off track.""]",You are in the west.,idiomatic,il être à le ouest .,['être à le ouest'],128
Il est à l'ouest !,"[""Aw, he's tripping.""]",He&#39;s in the west!,idiomatic,il être à le ouest !,['être à le ouest'],128
"Tu es à l'ouest, aujourd'hui.","[""You're a million miles away right now.""]",You are out west today.,idiomatic,"il être à le ouest , aujourd'hui .",['être à le ouest'],128
J'ai l'impression d'être à l'ouest.,['I feel like such a stupid mess.'],I feel like I&#39;m out west.,idiomatic,il avoir le impression de être à le ouest .,['être à le ouest'],128
"Ouais, j'ai bien entendu mais je préfère oublier ce que tu as dit par ce que t'es à l'ouest.","[""Yeah, I did hear you but I'm going to forget what you said because you're not thinking straight.""]","Yeah, I heard that, but I&#39;d rather forget what you said because you&#39;re out west.",idiomatic,"ouais , il avoir bien entendre mais il préférer oublier ce que il avoir dire par ce que lui être à le ouest .",['être à le ouest'],128
J'ai eu la chair de poule toute la nuit.,['So sick.'],I had goosebumps all night.,idiomatic,il avoir avoir le chair de poule tout le nuit .,['avoir le chair de poule'],126
"Regarde, j'en ai la chair de poule.","[""Look, I got freakin' goose bumps.""]","Look, I got goosebumps.",idiomatic,"regarder , il en avoir le chair de poule .",['avoir le chair de poule'],126
J'en ai la chair de poule.,"['- Gives me the creeps, to be honest. - Yeah.']",I have goose bumps.,idiomatic,il en avoir le chair de poule .,['avoir le chair de poule'],126
"Chaque fois que je pense au jour où on s'est rencontré, j'ai la chair de poule.","['Every time I think about the day we met, I just get goosebumps all over again.']","Every time I think about the day we met, I get goosebumps.",idiomatic,"chaque fois que il penser à le jour où on se être rencontrer , il avoir le chair de poule .",['avoir le chair de poule'],126
"J'ai la chair de poule, Andie.","['- This is really creepy, Andie.']","I have goosebumps, Andie.",idiomatic,"il avoir le chair de poule , Andie .",['avoir le chair de poule'],126
J'ai la gueule de bois par ta faute.,['And I am hung over because of you.'],I&#39;m hungover because of you.,idiomatic,il avoir le gueule de bois par ta faute .,['avoir le gueule de bois'],115
"Là, j'ai la gueule de bois.","[""Now I'm just hung-over.""]","There, I have a hangover.",idiomatic,"là , il avoir le gueule de bois .",['avoir le gueule de bois'],115
"Laisse-moi tranquille, j'ai la gueule de bois.","['Oh, leave me alone, I have a hangover.']","Leave me alone, I&#39;m hungover.",idiomatic,"laisse-moi tranquille , il avoir le gueule de bois .",['avoir le gueule de bois'],115
- Bien sûr que j'ai la gueule de bois.,"[""Of course I'm hungover.""]",- Of course I&#39;m hungover.,idiomatic,- bien sûr que il avoir le gueule de bois .,['avoir le gueule de bois'],115
Tu as la gueule de bois.,"[""You're hungover.""]",You have a hangover.,idiomatic,il avoir le gueule de bois .,['avoir le gueule de bois'],115
T'es une poule mouillée!,['Chicken!'],You are a sissy!,idiomatic,il être un poule mouiller !,['être un poule mouiller'],98
C'est une poule mouillée.,"[""He's a yellow coward.""]",She&#39;s a sissy.,idiomatic,ce être un poule mouiller .,['être un poule mouiller'],98
Son père disait que c'était une poule mouillée.,['To think that his father called him a yellow-belly!'],Her father said she was a wimp.,idiomatic,son père dire que ce être un poule mouiller .,['être un poule mouiller'],98
J'en ai ras-le-bol. Pas vous ?,"[""I'm sick and tired of this.""]",I&#39;m sick of it. Not you ?,idiomatic,il en avoir ras-le-bol . pas il ?,['en avoir ras-le-bol'],96
J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.,['I am sick as hell of you constantly making a mess Of this house and having to clean up after you.'],I&#39;m fed up that you always screw up and I have to clean up afterwards.,idiomatic,il en avoir ras-le-bol que il foutre toujours le bordel et que il devoir nettoyer par le suite .,['en avoir ras-le-bol'],96
J'en ai ras-le-bol de 1973.,"[""I'm bloody sick of 1973.""]",I&#39;m sick of 1973.,idiomatic,il en avoir ras-le-bol de 1973 .,['en avoir ras-le-bol'],96
Elle en avait ras-le-bol de toi.,['She was sick of you.'],She was fed up with you.,idiomatic,il en avoir ras-le-bol de lui .,['en avoir ras-le-bol'],96
J'en ai ras-le-bol de tes phénomènes paranormaux.,"[""You and your supernatural phenomena. You're driving me crazy.""]",I&#39;m fed up with your paranormal phenomena.,idiomatic,il en avoir ras-le-bol de son phénomène paranormal .,['en avoir ras-le-bol'],96
Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes.,['The only break I get is when she holds her breath and passes out.'],My only break is when she holds her breath and passes out.,idiomatic,son seul pause ce être quand il retenir son souffle et tomber dans le pomme .,['tomber dans le pomme'],91
"Arrête, on a d'autres chats à fouetter.","['Shut up, focus on the job.']","Stop, we have other fish to fry.",idiomatic,"arrêter , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
- Non. On a d'autres chats à fouetter.,['We have bigger fish to fry.'],- Nope. We have other fish to fry.,idiomatic,- non . on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
On a d'autres chats à fouetter.,['We got bigger fish to fry.'],We have other fish to fry.,idiomatic,on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes.","['And bam, I hit this light pole... and just knocked myself out.']","And bam, I hit a lamppost... and I passed out.",idiomatic,"et paf , il avoir percuter un réverbère ... et il être tomber dans le pomme .",['tomber dans le pomme'],91
Il va tomber dans les pommes.,"[""He's going to faint.""]",He&#39;s going to pass out.,idiomatic,il aller tomber dans le pomme .,['tomber dans le pomme'],91
Et je n'ai pas eu l'occasion de t'en parler parce qu'on avait d'autres chats à fouetter.,"[""And I didn't get a chance to tell you because we had bigger fish to fry.""]",And I didn&#39;t get a chance to tell you about it because we had other fish to fry.,idiomatic,et il ne avoir pas avoir le occasion de lui en parler parce que on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"D'abord, vous êtes tombé dans les pommes.","[""Well, for starters, you're a one-hitter quitter.""]","First, you passed out.",idiomatic,"de abord , il être tomber dans le pomme .",['tomber dans le pomme'],91
"Pour le moment, on a d'autres chats à fouetter.","['But right now, we got bigger fish to fry.']","For the moment, we have other fish to fry.",idiomatic,"pour le moment , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
"oh, non, non, je tombe dans les pommes a la vue d'un vagin.","['Oh, no, no, I faint at the sight of vagina.']","oh, no, no, I pass out at the sight of a vagina.",idiomatic,"oh , non , non , il tomber dans le pomme à le vue de un vagin .",['tomber dans le pomme'],91
"Super, j'ai la dalle.","[""- Oh, good, 'cause I'm starving.""]","Great, I have the slab.",idiomatic,"super , il avoir le dalle .",['avoir le dalle'],88
Je fume pour ça. J'ai la dalle.,"[""That's why I wanna smoke, I'm starving.""]",I smoke for this. I&#39;m starving.,idiomatic,il fumer pour ça . il avoir le dalle .,['avoir le dalle'],88
"Par contre, j'ai la dalle.",['I am starving though.'],"However, I have the slab.",idiomatic,"par contre , il avoir le dalle .",['avoir le dalle'],88
"Allez, j'ai la dalle.","[""Come on, I'm starving.""]","Come on, I have the slab.",idiomatic,"aller , il avoir le dalle .",['avoir le dalle'],88
J'ai la dalle.,['I sure am hungry.'],I&#39;m starving.,idiomatic,il avoir le dalle .,['avoir le dalle'],88
"""J'ai le cafard à cause de toi.","['""I\'ve got the blues for you.']",&quot;I&#39;m feeling blue because of you.,idiomatic,""" il avoir le cafard à cause de lui .",['avoir le cafard'],85
- Anita a le cafard. - Pas de problème.,"[""Anita doesn't want to.""]",- Anita is blue. - No problem.,idiomatic,- Anita avoir le cafard . - pas un problème .,['avoir le cafard'],85
"- Toi aussi, tu as le cafard?",['- We call it the blues.'],- Do you have a blues too?,idiomatic,"- tout aussi , il avoir le cafard ?",['avoir le cafard'],85
Tu as le cafard ? Je déteste les dimanches ici.,['This place gives me the creeps on Sunday.'],Do you have a cockroach? I hate Sundays here.,idiomatic,il avoir le cafard ? il détester le dimanche ici .,['avoir le cafard'],85
J'avais le cafard et j'ai dit quelque chose dans ma langue.,['I was lonely. I wanted to say something in my own language.'],I felt blue and said something in my language.,idiomatic,il avoir le cafard et il avoir dire quelque chose dans son langue .,['avoir le cafard'],85
"C'est une fille qui a le cafard. Elle en a marre de la guerre, marre d'être seule, à attendre que son homme revienne.","[""It's about a very lonely girl who's sick and tired of war and being left alone.""]","It&#39;s a girl who has the blues. She&#39;s tired of the war, tired of being alone, waiting for her man to come back.",idiomatic,"ce être un fille qui avoir le cafard . il en avoir marre de le guerre , marre de être seul , à attendre que son homme revenir .","['avoir le cafard', 'en avoir marre']",85
Les Rockets ont la pêche...,"[""These Rockets are movin' today.!""]",The Rockets have the fishing...,idiomatic,le Rockets avoir le pêche ...,['avoir le pêche'],82
"J'ai la pêche, ça marche plus vite que j'imaginais.","[""Don't be paranoid. I feel great. Didn't expect the meds to work this quickly.""]","I have fishing, it works faster than I imagined.",idiomatic,"il avoir le pêche , ça marcher plus vite que il imaginer .","['avoir le pêche', 'ça marcher']",82
"Soudain, t'as la pêche ?","[""Now all of a sudden you're fired up?""]","Suddenly, you&#39;re fishing?",idiomatic,"soudain , lui avoir le pêche ?",['avoir le pêche'],82
"T'as la pêche, hein ?","[""- You're in great shape!""]","You have the peach, huh?",idiomatic,"il avoir le pêche , hein ?",['avoir le pêche'],82
J'ai la pêche comme c'est pas possible.,"[""My spirit's high as it can be""]",I have the fishing as it is not possible.,idiomatic,il avoir le pêche comme ce être pas possible .,['avoir le pêche'],82
J'ai la pêche à mort.,['Good as hell.'],I have the peach to death.,idiomatic,il avoir le pêche à mort .,['avoir le pêche'],82
Et je n'en ai rien à cirer.,"[""And I don't give a damn.""]",And I don&#39;t care.,idiomatic,et il ne en avoir rien à cirer .,['en avoir rien à cirer'],79
Les enflures dehors n'en ont rien à cirer de nous !,"[""Them motherfuckers outside this place don't give a fuck about us.""]",The swellings outside don&#39;t give a shit about us!,idiomatic,le enflure dehors ne en avoir rien à cirer de il !,['en avoir rien à cirer'],79
Je vous avais dit qu'elle en avait rien à cirer de moi.,"[""I told you she doesn't give two shits about me.""]",I told you she didn&#39;t care about me.,idiomatic,il il avoir dire que il en avoir rien à cirer de lui .,['en avoir rien à cirer'],79
"Si tu te sens seul, comme si on en a rien à foutre de toi... et que le monde entier en a rien à cirer, moi, je suis là.","[""If you're feeling alone, like nobody in the world cares... and nobody in the fucking world gives a shit, then I'm here.""]","If you feel alone, like we don&#39;t give a fuck about you... and the whole world doesn&#39;t give a damn, I&#39;m here.",idiomatic,"si il lui sentir seul , comme si on en avoir rien à foutrer de lui ... et que le monde entier en avoir rien à cirer , lui , il être là .","['en avoir rien à cirer', 'en avoir rien à foutrer']",79
"J'en ai rien à cirer!""","['I don\'t give a goddamn!""']",I don&#39;t care!&quot;,idiomatic,"il en avoir rien à cirer ! """,['en avoir rien à cirer'],79
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!","[""And I don't even care if you're telling me a bunch of lies.""]","And even if you&#39;re kidding me right now, I don&#39;t give a shit!",idiomatic,"eh même si il lui fou de son gueule en ce moment , il en avoir rien à cirer !",['en avoir rien à cirer'],79
"Ah la vache, j'en ai la chair de poule.",['Oh my God I got goose bumps.'],"Oh damn, I got goosebumps.",idiomatic,"ah le vache , il en avoir le chair de poule .","['ah le vache', 'avoir le chair de poule']",10
