source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"""J'ai le cafard à cause de toi.","['""I\'ve got the blues for you.']",&quot;I&#39;m feeling blue because of you.,idiomatic,""" il avoir le cafard à cause de lui .",['avoir le cafard'],85
"T'as la pêche, hein ?","[""- You're in great shape!""]","You have the peach, huh?",idiomatic,"il avoir le pêche , hein ?",['avoir le pêche'],82
Les Rockets ont la pêche...,"[""These Rockets are movin' today.!""]",The Rockets have the fishing...,idiomatic,le Rockets avoir le pêche ...,['avoir le pêche'],82
J'ai la pêche à mort.,['Good as hell.'],I have the peach to death.,idiomatic,il avoir le pêche à mort .,['avoir le pêche'],82
J'ai la pêche comme c'est pas possible.,"[""My spirit's high as it can be""]",I have the fishing as it is not possible.,idiomatic,il avoir le pêche comme ce être pas possible .,['avoir le pêche'],82
"Soudain, t'as la pêche ?","[""Now all of a sudden you're fired up?""]","Suddenly, you&#39;re fishing?",idiomatic,"soudain , lui avoir le pêche ?",['avoir le pêche'],82
Les enflures dehors n'en ont rien à cirer de nous !,"[""Them motherfuckers outside this place don't give a fuck about us.""]",The swellings outside don&#39;t give a shit about us!,idiomatic,le enflure dehors ne en avoir rien à cirer de il !,['en avoir rien à cirer'],79
Et je n'en ai rien à cirer.,"[""And I don't give a damn.""]",And I don&#39;t care.,idiomatic,et il ne en avoir rien à cirer .,['en avoir rien à cirer'],79
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!","[""And I don't even care if you're telling me a bunch of lies.""]","And even if you&#39;re kidding me right now, I don&#39;t give a shit!",idiomatic,"eh même si il lui fou de son gueule en ce moment , il en avoir rien à cirer !",['en avoir rien à cirer'],79
Je vous avais dit qu'elle en avait rien à cirer de moi.,"[""I told you she doesn't give two shits about me.""]",I told you she didn&#39;t care about me.,idiomatic,il il avoir dire que il en avoir rien à cirer de lui .,['en avoir rien à cirer'],79
"J'en ai rien à cirer!""","['I don\'t give a goddamn!""']",I don&#39;t care!&quot;,idiomatic,"il en avoir rien à cirer ! """,['en avoir rien à cirer'],79
"Si tu te sens seul, comme si on en a rien à foutre de toi... et que le monde entier en a rien à cirer, moi, je suis là.","[""If you're feeling alone, like nobody in the world cares... and nobody in the fucking world gives a shit, then I'm here.""]","If you feel alone, like we don&#39;t give a fuck about you... and the whole world doesn&#39;t give a damn, I&#39;m here.",idiomatic,"si il lui sentir seul , comme si on en avoir rien à foutrer de lui ... et que le monde entier en avoir rien à cirer , lui , il être là .","['en avoir rien à cirer', 'en avoir rien à foutrer']",79
"Donc, ce n'est pas tes oignons, ok?","[""That mean, it's none of your business, right?""]","So it&#39;s none of your business, ok?",idiomatic,"donc , ce ne être pas son oignon , ok ?",['ce ne être pas son oignon'],76
"Ce ne sont pas mes oignons, bien sûr, mais maintenant que Victor en a un","[""It's not my business, of course, but now that Victor has one--""]","Not my onions, of course, but now that Victor has one",idiomatic,"ce ne être pas son oignon , bien sûr , mais maintenant que Victor en avoir un",['ce ne être pas son oignon'],76
"Et ça non plus, ce n'est pas tes oignons.","[""And this isn't any of your business, either.""]",And that&#39;s not your business either.,idiomatic,"et ça non plus , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
- Ce n'est pas tes oignons.,"[""- Nothing, don't look at it.""]",- It&#39;s none of your business.,idiomatic,- ce ne être pas son oignon .,['ce ne être pas son oignon'],76
"Ecoutez, peu importe les sentiments que vous avez eus du vivant de votre ami, ce n'est pas mes oignons.","['Sir, whatever you gentlemen felt for each other when your friend was still alive... is certainly none of my affair.']","Look, whatever feelings you had while your friend was alive, that&#39;s none of my business.",idiomatic,"ecouter , peu importer le sentiment que il avoir avoir de le vivant de son ami , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons.,"[""We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days.""]",We are Matthew McConaughey and Kate Hudson from the romantic comedy How to Get Dumped in 10 Lessons.,idiomatic,il être Matthew McConaughey et Kate Hudson de le comédie romantique comment se faire larguer en 10 leçon .,['se faire larguer'],75
"""Comment se faire larguer en dix jours ?""",['How to Lose a Guy in Ten Days.'],&quot;How to get dumped in ten days?&quot;,idiomatic,""" comment se faire larguer en dix jour ? """,['se faire larguer'],75
"Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...","['My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...']","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...",idiomatic,"son ex-mari Coleman , qui lui avoir larguer pour un femme plus jeune , venir de se faire larguer par un femme plus jeune ...",['se faire larguer'],75
Un camion pour remonter le moral des filles qui viennent de se faire larguer.,['A truck that caters to girls who just got dumped.'],A truck to cheer up girls who have just been dumped.,idiomatic,un camion pour remonter le moral de le fille qui venir de se faire larguer .,['se faire larguer'],75
C'est ce que je fais quand je me fais larguer.,"[""That's what I do whenever a guy dumps me.""]",That&#39;s what I do when I get dumped.,idiomatic,ce être ce que il faire quand il se faire larguer .,['se faire larguer'],75
"Vos films, ne sont pas ma tasse de thé.",['Your movie is not my teacup.'],Your films are not my cup of tea.,idiomatic,"son film , ne être pas son tasse de thé .",['pas son tasse de thé'],74
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""","[""It wasn't my cup of tea.""]",As the English say: &quot;It wasn&#39;t my cup of tea.&quot;,idiomatic,"comme dire le anglais : "" ce être pas son tasse de thé . """,['pas son tasse de thé'],74
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.","[""You know, Dad, the more I think about it, maybe the honey field just isn't right for me.""]","You know, Dad, on second thought, the honey industry is not my cup of tea.",idiomatic,"il savoir , papa , tout bien réfléchir , le industrie de le miel , ce être pas son tasse de thé .",['pas son tasse de thé'],74
Le gardiennage n'est pas ma tasse de thé non plus.,"[""Babysitting isn' t my thing either""]",Babysitting isn&#39;t my cup of tea either.,idiomatic,le gardiennage ne être pas son tasse de thé non plus .,['pas son tasse de thé'],74
"Il fabrique des punaises depuis 1888, et les campagnes modernes, c'est pas sa tasse de thé.","[""He's been making thumbtacks since 1888 and he doesn't go for this modern hoopla.""]","He&#39;s been making thumbtacks since 1888, and the modern countryside isn&#39;t his cup of tea.",idiomatic,"il fabriquer un punaise depuis 1888 , et le campagne moderne , ce être pas son tasse de thé .",['pas son tasse de thé'],74
Il pleut des cordes.,"[""It's raining cats and dogs.""]",Raining cats and dogs.,idiomatic,il pleuvoir un corde .,['pleuvoir un corde'],72
"Il est con. Il pleut des cordes, et il veut baiser.","[""He's nuts. lt's raining like hell, and he wants a fuck.""]","He is dumb. It&#39;s raining cats and dogs, and he wants to fuck.",idiomatic,"il être con . il pleuvoir un corde , et il vouloir baiser .",['pleuvoir un corde'],72
"Oui, il pleuvait des cordes.","['Yes, it rained cats and dogs, as you say.']","Yes, it was raining cats and dogs.",idiomatic,"oui , il pleuvoir un corde .",['pleuvoir un corde'],72
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.","[""It's starting to rain pretty hard, Jack.""]","I am sure. It&#39;s starting to rain heavily, Jack.",idiomatic,"il en être sûr . il commencer à pleuvoir un corde , Jack .",['pleuvoir un corde'],72
"Cours, il pleut des cordes.","[""Run, it's pouring rain.""]","Run, it&#39;s raining cats and dogs.",idiomatic,"cours , il pleuvoir un corde .",['pleuvoir un corde'],72
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".","[""I'll have sex with him Tuesday and Thursday and he'll be none the wiser.""]",&quot;I will sleep with him on Tuesday and Thursday and he will see nothing but fire.&quot;,idiomatic,""" il coucher avec lui mardi et jeudi et il ne y voir que du feu "" .",['ne y voir que du feu'],69
On n'y voit que du feu.,['Smoke and mirrors.'],We only see fire.,idiomatic,on ne y voir que du feu .,['ne y voir que du feu'],69
Il s'attaquait à une pauvrette qui n'y voyait que du feu.,"[""He was gonna put the hurt on this poor girl who didn't know any better.""]",He attacked a poor girl who saw nothing but fire.,idiomatic,il se attaquer à un pauvrette qui ne y voir que du feu .,['ne y voir que du feu'],69
Elle n'y verra que du feu.,"[""She's won't notice anything.""]",She will see nothing but fire.,idiomatic,il ne y voir que du feu .,['ne y voir que du feu'],69
"Ils rataient des trucs. Si on était malin, ils n'y voyaient que du feu.","['If a director was subtle enough and clever enough, they got around it.']","They were missing stuff. If we were smart, they wouldn&#39;t see it.",idiomatic,"il rater un truc . si on être malin , il ne y voir que du feu .",['ne y voir que du feu'],69
Et elle a fait la sourde oreille.,['And she shut me down completely.'],And she turned a deaf ear.,idiomatic,et il avoir faire le sourd oreille .,['faire le sourd oreille'],63
Je croyais pouvoir continuer à faire la sourde oreille.,['I guess I thought I could just go on not caring.'],I thought I could continue to turn a deaf ear.,idiomatic,il croire pouvoir continuer à faire le sourd oreille .,['faire le sourd oreille'],63
"Tu parleras au conseil, mais il fera la sourde oreille.","['You will go before the council, but your words will fall on deaf ears.']","You will talk to the council, but it will turn a deaf ear.",idiomatic,"il parler à le conseil , mais il faire le sourd oreille .",['faire le sourd oreille'],63
"Au moins avant, elle pouvait faire la sourde oreille aux cris.","['At least before, she could tune out the crying.']","At least before, she could turn a deaf ear to the cries.",idiomatic,"à le moins avant , il pouvoir faire le sourd oreille à le cri .",['faire le sourd oreille'],63
Comment pouvez-vous accepter de faire la sourde oreille à ceux qui souffrent sur une carte ?,"['How convenient that must be for you, to turn a deaf ear to those who suffer behind a line on a map.']",How can you agree to turn a deaf ear to those who suffer on a map?,idiomatic,comment pouvoir il accepter de faire le sourd oreille à celui qui souffrer sur un carte ?,['faire le sourd oreille'],63
On peut se serrer la ceinture.,['We can tighten it up.'],We can tighten our belts.,idiomatic,on pouvoir se serrer le ceinture .,['se serrer le ceinture'],56
"Avec la crise, le directeur financier veut qu'on se serre la ceinture.",['Our CFO feels we need to do some belt-tightening.'],"With the crisis, the financial director wants us to tighten our belts.",idiomatic,"avec le crise , le directeur financier vouloir que on se serrer le ceinture .",['se serrer le ceinture'],56
Les temps sont durs. On doit tous se serrer la ceinture.,"[""Times are tough and we're all having to clamp down.""]",Times are hard. We all have to tighten our belts.,idiomatic,le temps être dur . on devoir tout se serrer le ceinture .,['se serrer le ceinture'],56
J'ai juste pris l'habitude de me serrer la ceinture.,"[""I've just gotten used to packing light.""]",I just got into the habit of tightening my belt.,idiomatic,il avoir juste prendre le habitude de se serrer le ceinture .,['se serrer le ceinture'],56
Il faudra se serrer la ceinture un mois ou deux.,"[""We're just gonna have to suck it up for a couple months.""]",We will have to tighten our belts for a month or two.,idiomatic,il falloir se serrer le ceinture un mois ou deux .,['se serrer le ceinture'],56
"Après ton départ, ça a tourné au vinaigre.",['After you left it turned into a roman circus.'],"After you left, things turned sour.",idiomatic,"après son départ , ça avoir tourner à le vinaigre .",['tourner à le vinaigre'],54
"Bien, si l'on pouvais revenir à nos moutons.","['Right, if we could just bring all this to order...']","Well, if we could come back to our sheep.",idiomatic,"bien , si on pouvoir revenir à son mouton .",['revenir à son mouton'],54
"À 4h du matin, sur les routes d'Akina il n'y a pas un chat.","[""There's not a soul there at 4 in the morning.""]","At 4am, on the roads of Akina there is not a cat.",idiomatic,"à 4h de le matin , sur le route de Akina il ne y avoir pas un chat .",['il ne y avoir pas un chat'],54
Revenons à nos moutons.,['Let me get down to brass tacks.'],Back on topic.,idiomatic,revenir à son mouton .,['revenir à son mouton'],54
"Fei-yu, abrège. Revenons à nos moutons.","['Shi Yu, just get to the point, can you?']","Fei-yu, short. Back on topic.",idiomatic,"Fei-yu , abréger . revenir à son mouton .",['revenir à son mouton'],54
"Bon, revenons à nos moutons.","['- All right, back to business. - Ho, ho, ho!']","Ok, let&#39;s go back to what we were saying.",idiomatic,"bon , revenir à son mouton .",['revenir à son mouton'],54
Prenez vos jambes à votre cou.,['By all means... run.'],Take your legs to your neck.,idiomatic,prendre son jambe à son cou .,['prendre son jambe à son cou'],54
Et vous avez pris vos jambes à votre cou.,['And you ran away as fast as you could.'],And you took to your heels.,idiomatic,et il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
J'ai pris mes jambes à mon cou.,['I ran out of here like the place was on fire.'],I took to my heels.,idiomatic,il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
"Vous voyez un rat,Et vous prenez vos jambes a votre cou ?","['You see one rat, turn tail and run?']","You see a rat, And you take your legs around your neck?",idiomatic,"il voir un rat , et il prendre son jambe à son cou ?",['prendre son jambe à son cou'],54
"Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre.","[""OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting.""]","Okay, I listened to what you were telling me, and I didn&#39;t want dinner to go sour.",idiomatic,"okay , il avoir écouter ce que il se dire , et il ne vouloir que le dîner tourner à le vinaigre .",['tourner à le vinaigre'],54
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.","[""Let's get back to our topic, let's talk about your foster parents.""]","Back on topic, let&#39;s talk a bit about your adoptive parents.",idiomatic,"revenir à son mouton , parler un peu de son parent adoptif .",['revenir à son mouton'],54
"Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai","[""What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?""]","What will happen when the relationship turns sour? Which, let&#39;s face it, happens to the majority of Lorelai&#39;s relationships.",idiomatic,"que arriver lui il quand le relation tourner à le vinaigre? ce qui , voir le chose en face , arriver à le majorité de le relation de Lorelai",['tourner à le vinaigre'],54
Votre relation est en train de tourner au vinaigre ?,['Has your relationship reached its inevitable ugly end?'],Is your relationship turning sour?,idiomatic,son relation être en train de tourner à le vinaigre ?,"['tourner à le vinaigre', 'être en train de']",54
Ça pourrait tourner au vinaigre en cas de bombardement.,"[""If they start bombing the place, there's no telling what will happen.""]",It could turn sour in the event of a bombardment.,idiomatic,ça pouvoir tourner à le vinaigre en cas de bombardement .,['tourner à le vinaigre'],54
"Quand ça tourne au vinaigre, la première réaction est de nier.","['They say when something bad happens to you, the first reaction is denial.']","When things turn sour, the first reaction is to deny.",idiomatic,"quand ça tourner à le vinaigre , le premier réaction être de nier .",['tourner à le vinaigre'],54
Il n'y avait pas un chat dans le coin.,['Not a single person was in sight'],There wasn&#39;t a cat around.,idiomatic,il ne y avoir pas un chat dans le coin .,['il ne y avoir pas un chat'],54
Il n'y a pas un chat ici !,"[""There's no one in here!""]",There is not a cat here!,idiomatic,il ne y avoir pas un chat ici !,['il ne y avoir pas un chat'],54
Il n'y aura pas un chat à moins que les joueurs ne viennent avec des souris.,"[""The game won't draw flies unless the players bring their horses.""]",There won&#39;t be a chat unless the players come with mice.,idiomatic,il ne y avoir pas un chat à moins que le joueur ne venir avec un souris .,['il ne y avoir pas un chat'],54
"Il n'y avait pas un chat, alors j'ai commandé un cocktail.","[""There wasn't a soul to talk to, so I ordered a sidecar.""]","There wasn&#39;t a cat, so I ordered a cocktail.",idiomatic,"il ne y avoir pas un chat , alors il avoir commander un cocktail .",['il ne y avoir pas un chat'],54
- Prends tes jambes à ton cou !,"['Now, run away!']",- Take your legs to your neck!,idiomatic,- prendre son jambe à son cou !,['prendre son jambe à son cou'],54
