source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"Même si ça me coûte les yeux de la tête, pour payer ses études, je remercie Dieu de pouvoir encore boire un coup.","[""Considering it costs me an arm and a leg to pay for his education I'm thankful I can afford to drink""]","Even though it costs me an arm and a leg to pay for her education, I thank God that I can still have a drink.",idiomatic,"même si ça se coûter le œil de le tête , pour payer son étude , il remercier Dieu de pouvoir encore boire un coup .","['coûter le œil de le tête', 'boire un coup']",19
"Je le regarde, et Mr Beau-Gosse, ici présent, pleure comme une madeleine.","['I look over, and Pretty Boy here is bawling his eyes out.']","I look at him, and Mr. Handsome, here, is crying his eyes out.",idiomatic,"il le regarder , et monsieur Beau-Gosse , ici présent , pleurer comme un madeleine .",['pleurer comme un madeleine'],19
elle a même pleuré comme une madeleine parce qu'il lui manquait. ce n'est pas comme si je n'avais pas utilisé Hye Ri.,"['Lawyer. His name was Seo-Dong-Gun. Do you know him, by any chance?']",she even cried like a fool because she missed him. it's not like I didn't use Hye Ri.,idiomatic,il avoir même pleurer comme un madeleine parce que il lui manquer . ce ne être pas comme si il ne avoir pas utiliser Hye Ri .,['pleurer comme un madeleine'],19
"Une année, il m'a apporté une Barbie et j'ai pleuré comme une madeleine.",['He brought me a barbie and i bailed my eyes out.'],One year he brought me a Barbie and I cried my eyes out.,idiomatic,"un année , il lui avoir apporter un Barbie et il avoir pleurer comme un madeleine .",['pleurer comme un madeleine'],19
J'avais un chat dans la gorge.,['Just got a frog in my throat.'],I had a cat in my throat.,idiomatic,il avoir un chat dans le gorge .,['avoir un chat dans le gorge'],18
Je dois avoir deux mains gauches.,['I think I have two left hands.'],I must have two left hands.,idiomatic,il devoir avoir deux main gauche .,['avoir deux main gauche'],18
Tu as deux mains gauches !,['You got hands like bricks!'],You have two left hands!,idiomatic,il avoir deux main gauche !,['avoir deux main gauche'],18
L'habit ne fait pas le moine.,"[""Not everything's as it seems""]",Clothes don't make the man.,idiomatic,le habit ne faire pas le moine .,['le habit ne faire pas le moine'],18
- l'habit ne fait pas le moine.,"[""- One man's ceiling is another man's floor.""]",- the clothes don't make the man.,idiomatic,- le habit ne faire pas le moine .,['le habit ne faire pas le moine'],18
"Parfois, j'ai deux mains gauches.","[""Sometimes I'm just all thumbs.""]",Sometimes I have two left hands.,idiomatic,"parfois , il avoir deux main gauche .",['avoir deux main gauche'],18
"L'habit ne fait pas le moine, pas vrai, les gars ?","[""Sure as shit can't tell a book by its cover, huh, boys?""]","Clothes don't make the man, right, guys?",idiomatic,"le habit ne faire pas le moine , pas vrai , le gars ?",['le habit ne faire pas le moine'],18
"- Eh oui, l'habit ne fait pas le moine.","[""Yes, clothes don't make the man.""]","- Yes, the clothes don't make the man.",idiomatic,"- eh oui , le habit ne faire pas le moine .",['le habit ne faire pas le moine'],18
"""L'habit ne fait pas le moine"".","['""A wolf in sheep\'s clothing.""']","""Clothes don't make the man"".",idiomatic,""" le habit ne faire pas le moine "" .",['le habit ne faire pas le moine'],18
Il a un chat dans la gorge.,"[""He's just a little hoarse.""]",He has a cat in his throat.,idiomatic,il avoir un chat dans le gorge .,['avoir un chat dans le gorge'],18
"Quand je dis son prénom, c'est comme si j'avais un chat dans la gorge.","[""It's easy to pronounce. Every time I try to say her name, I get a hairball.""]","When I say her name, it's like having a cat in my throat.",idiomatic,"quand il dire son prénom , ce être comme si il avoir un chat dans le gorge .",['avoir un chat dans le gorge'],18
J'ai dû avoir un chat dans la gorge.,"[""Must've been a frog in my throat.""]",I must have had a cat in my throat.,idiomatic,il avoir devoir avoir un chat dans le gorge .,['avoir un chat dans le gorge'],18
"Sally, tu as deux mains gauches ce soir.","['Oh, Sally, you are fingers and thumbs tonight.']","Sally, you have two left hands tonight.",idiomatic,"Sally , il avoir deux main gauche ce soir .",['avoir deux main gauche'],18
"Je le ferais bien moi-même, mais j'ai deux mains gauches.","[""I would do it myself, but I am all thumbs. Yeah, I'm sorry about that.""]","I would do it myself, but I have two left hands.",idiomatic,"il le faire bien lui-même , mais il avoir deux main gauche .",['avoir deux main gauche'],18
- Vous avez un chat dans la gorge ! - Oui.,"[""- You've got a frog in your throat.""]",- You have a cat in your throat! - Yes.,idiomatic,- il avoir un chat dans le gorge ! - oui .,['avoir un chat dans le gorge'],18
Il a commencé à boire comme un trou.,['Started drinking like a fish.'],He started drinking like a fish.,idiomatic,il avoir commencer à boire comme un trou .,['boire comme un trou'],17
Ils boivent comme des trous.,"[""They're drinkin' like fishes.""]",They drink like holes.,idiomatic,il boire comme un trou .,['boire comme un trou'],17
"""Putain de salope, arrête de boire comme un trou au déjeuner.","[""You shouldn't have drank so much water at lunch!""]","""Fucking bitch, stop drinking like a hole at lunch.",idiomatic,""" putain de salope , arrêter de boire comme un trou à le déjeuner .",['boire comme un trou'],17
Elle a commencé à boire comme un trou.,['She started a drinking binge.'],She started drinking like a fish.,idiomatic,il avoir commencer à boire comme un trou .,['boire comme un trou'],17
Vous avez dû boire comme des trous.,['How much did you drink?'],You must have been drinking like crazy.,idiomatic,il avoir devoir boire comme un trou .,['boire comme un trou'],17
"Si Eaton les convainc d'être des martyres et d'accepter les 30 jours, les carottes sont cuites.","[""He doesn't have a right to be deaf, so he'll have to listen to what we have to say. First thing, there's nothing in your file about children.""]","If Eaton convinces them to be martyrs and accept the 30 days, the carrots are cooked.",idiomatic,"si Eaton le convaincre de être de le martyre et de accepter le 30 jour , le carotte être cuire .",['le carotte être cuire'],16
"Tu sais, la goutte d'eau qui fait déborder le vase...","[""Did you ever hear about the straw that broke the camel's back?""]","You know, the last straw...",idiomatic,"il savoir , le goutte de eau qui faire déborder le vase ...",['le goutte de eau qui faire déborder le vase'],16
"Vous vous dites, ""Les carottes sont cuites!","['You\'re saying to yourself, ""The jig is up!']","You think, ""The carrots are cooked!",idiomatic,"il il dire , "" le carotte être cuire !",['le carotte être cuire'],16
Pourquoi tu te crois toujours obligé de faire l'andouille ?,['Why do you have to act like an idiot?'],Why do you always feel compelled to be a jerk?,idiomatic,pourquoi il lui croire toujours obliger de faire le andouille ?,['faire le andouille'],16
Il faut souffrir pour être beau !,['Agony fashion !'],You have to suffer to be beautiful!,idiomatic,il falloir souffrir pour être beau !,['il falloir souffrir pour être beau'],16
Il faut souffrir pour être beau.,"['No pain, no gain.']",You have to suffer to be beautiful.,idiomatic,il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
C'est la goutte d'eau qui fait déborder le vase.,"[""That's the last straw. I'm going over there.""]",This is the last straw.,idiomatic,ce être le goutte de eau qui faire déborder le vase .,['le goutte de eau qui faire déborder le vase'],16
Il a fait l'andouille et maintenant il en récolte les fruits .,['He acted like a jerk and now he caught it in the butt.'],He made the sausage and now he reaps the benefits.,idiomatic,il avoir faire le andouille et maintenant il en récolter le fruit .,['faire le andouille'],16
"Quand on était petits, on croyait que maman faisait l'andouille.",['Remember when we were kids and we thought mom was just being silly?'],"When we were little, we thought that mom was making the andouille.",idiomatic,"quand on être petit , on croire que maman faire le andouille .",['faire le andouille'],16
"Pour la Fox, c'était la goutte d'eau qui faisait déborder le vase.","['For Fox, this was the final straw.']","For Fox, this was the last straw.",idiomatic,"pour le Fox , ce être le goutte de eau qui faire déborder le vase .",['le goutte de eau qui faire déborder le vase'],16
"Si les enfants font les andouilles, on peut leur mettre une gifle.","[""If the kid's misbehaving behind you, you can reach and whack him.""]","If the kids are being silly, we can slap them.",idiomatic,"si le enfant faire le andouille , on pouvoir lui mettre un gifler .",['faire le andouille'],16
Il faut souffrir pour être belle.,"[""And that's a good thing?""]",You have to suffer to be beautiful.,idiomatic,il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
J'aimerais qu'ils arrêtent de faire les andouilles.,['[groans] I wish these kids would stop acting up.'],I wish they'd stop messing around.,idiomatic,il aimerer que il arrêter de faire le andouille .,['faire le andouille'],16
Maman dit qu'il faut souffrir pour etre belle.,['Mommy says beauty is pain.'],Mom says you have to suffer to be beautiful.,idiomatic,Maman dire que il falloir souffrir pour être beau .,['il falloir souffrir pour être beau'],16
Les carottes sont cuites et servies. Joli !,['Your goose... is cooked and served.'],The carrots are cooked and served. Nice!,idiomatic,le carotte être cuire et servir . joli !,['le carotte être cuire'],16
Ce fut la goutte d'eau qui fit déborder le vase.,['And that pushed me over the edge.'],This was the last straw.,idiomatic,ce être le goutte de eau qui faire déborder le vase .,['le goutte de eau qui faire déborder le vase'],16
"Et bien, c'est la goutte d'eau qui fait déborder le vase.","['Well, that is the last straw.']","Well, that's the last straw.",idiomatic,"et bien , ce être le goutte de eau qui faire déborder le vase .",['le goutte de eau qui faire déborder le vase'],16
"Il faut souffrir pour être belle, chérie.","['Beauty is pain, baby.']","You have to suffer to be beautiful, honey.",idiomatic,"il falloir souffrir pour être beau , chéri .",['il falloir souffrir pour être beau'],16
"Oh, mon gars, les carottes sont cuites.","['Oh, boy, my goose is cooked now.']","Oh boy, the carrots are cooked.",idiomatic,"oh , son gars , le carotte être cuire .",['le carotte être cuire'],16
Je me mettais sur mon 31. On faisait comme si on avait les moyens.,"[""I'd get myself all dressed up, make the dealer believe we could actually afford it.""]",I would dress up. We acted like we had the money.,idiomatic,il se mettre sur son 31 . on faire comme si on avoir le moyen .,['se mettre sur son 31'],13
Je me mets sur mon 31 et je vais à un enterrement.,['I put on my best dress... to go to a funeral.'],I dress up and go to a funeral.,idiomatic,il se mettre sur son 31 et il aller à un enterrement .,['se mettre sur son 31'],13
Mais je vais essayer de me mettre sur mon 31.,['But I think I might try to dress up.'],But I'm going to try to dress up.,idiomatic,mais il aller essayer de se mettre sur son 31 .,['se mettre sur son 31'],13
"Le jour de la fête des Mères, les gens se mettent sur leurs 31.","[""On Mother's Day, people pull out all the stops.""]","On Mother's Day, people dress up.",idiomatic,"le jour de le fête de le Mères , le gens se mettre sur son 31 .",['se mettre sur son 31'],13
"Il se mettait sur son 31, prenait une valise.","[""He'd get dressed up, pack a suitcase.""]","He would dress up, take a suitcase.",idiomatic,"il se mettre sur son 31 , prendre un valise .",['se mettre sur son 31'],13
A quelque chose malheur est bon.,['Silver lining for your black cloud.'],Every cloud has a silver lining.,idiomatic,à quelque chose malheur être bon .,['à quelque chose malheur être bon'],12
"Eh bien, à quelque chose malheur est bon.",['This turned out to be a blessing in disguise.'],"Well, every cloud has a silver lining.",idiomatic,"eh bien , à quelque chose malheur être bon .",['à quelque chose malheur être bon'],12
"J'ai la patate, moi !","[""I'm starting to see why!""]",I'm really excited!,idiomatic,"il avoir le patate , lui !",['avoir le patate'],12
Ils vont avoir la banane.,"[""Yeah, they'll go bananas for that one.""]",They're going to have a banana.,idiomatic,il aller avoir le banane .,['avoir le banane'],12
J'ai la banane quand je suis avec elle.,"[""I can't help but smile when I'm around her.""]",I have a banana when I am with her.,idiomatic,il avoir le banane quand il être avec il .,['avoir le banane'],12
Les gens doivent avoir la banane en te voyant.,"[""People have to be happy that you've arrived.""]",People must have a banana when they see you.,idiomatic,le gens devoir avoir le banane en lui voir .,['avoir le banane'],12
"Souvenez-vous: ""A quelque chose malheur est bon.""","['Remember, every cloud has a silver lining.']","Remember, ""every cloud has a silver lining.""",idiomatic,"souvenir il : "" à quelque chose malheur être bon . """,['à quelque chose malheur être bon'],12
"O.K., vous avez la patate.",['Fine. You guys rock.'],"O.K., you've got the knack.",idiomatic,"O.K. , il avoir le patate .",['avoir le patate'],12
"J'ai la patate, ce matin.","[""I'm on top form today.""]",I'm feeling pretty good this morning.,idiomatic,"il avoir le patate , ce matin .",['avoir le patate'],12
"- Ouais, j'avais la patate.","[""You should've seen me.""]","- Yeah, I had a lot of energy.",idiomatic,"- ouais , il avoir le patate .",['avoir le patate'],12
La centrifugeuse d'isotopes a la banane.,['The isotope centrifuge went bananas.'],The isotope centrifuge has a banana.,idiomatic,le centrifugeuse de isotope avoir le banane .,['avoir le banane'],12
j'aurai la banane.,"[""I'll go bananas.""]",j'aurai la banane.,idiomatic,il avoir le banane .,['avoir le banane'],12
"Nous, on a la patate !",['We all feel great.'],We have the potato!,idiomatic,"il , on avoir le patate !",['avoir le patate'],12
à quelque chose malheur est bon.,['dark clouds do have silver linings.'],every cloud has a silver lining.,idiomatic,à quelque chose malheur être bon .,['à quelque chose malheur être bon'],12
"Les circonstances sont regrettables, mais à quelque chose malheur est bon.","['The circumstances are unfortunate, but each loss brings opportunity.']","The circumstances are unfortunate, but every cloud has a silver lining.",idiomatic,"le circonstance être regrettable , mais à quelque chose malheur être bon .",['à quelque chose malheur être bon'],12
"Ils veulent le capital sur la publicité produite par le Post, nous devons battre le fer tant qu'il est chaud.","[""They want to capitalize on the publicity from The Post, so we have to strike while the iron's hot.""]","They want the capital on the advertising produced by the Post, we must strike while the iron is hot.",idiomatic,"il vouloir le capital sur le publicité produire par le Post , il devoir battre le fer tant que il être chaud .",['battre le fer tant que il être chaud'],11
Il faut battre le fer tant qu'il est chaud.,['You gotta strike while the iron is hot.'],You have to strike while the iron is hot.,idiomatic,il falloir battre le fer tant que il être chaud .,['battre le fer tant que il être chaud'],11
- Battons le fer tant qu'il est chaud!,['Strike while the iron is hot!'],- Let's strike while the iron is hot!,idiomatic,- battre le fer tant que il être chaud !,['battre le fer tant que il être chaud'],11
"Et tu le sais, il faut battre le fer tant qu'il est chaud.","['And you know, you have to strike while the iron is hot.']","And you know, you have to strike while the iron is hot.",idiomatic,"et il le savoir , il falloir battre le fer tant que il être chaud .",['battre le fer tant que il être chaud'],11
Battons le fer tant qu'il est chaud.,['We have to act quickly and seize this opportunity.'],Let's strike while the iron is hot.,idiomatic,battre le fer tant que il être chaud .,['battre le fer tant que il être chaud'],11
Il m'a fait une queue de poisson.,['- He cut in on me.'],He gave me a fishtail.,idiomatic,il lui avoir faire un queue de poisson .,['faire un queue de poisson'],10
"Un jour, un type a fait une queue de poisson à Pinker.","['One time, this guy cuts Pinker off on the highway.']","One day, a guy gave Pinker a hard time.",idiomatic,"un jour , un type avoir faire un queue de poisson à Pinker .",['faire un queue de poisson'],10
Cette stupide bague dont ta famille en fait tout un fromage ?,"['Oh, that stupid ring that your family holds onto like a bunch of hobbits?']",That stupid ring that your family makes such a big deal about?,idiomatic,ce stupide bague dont ta famille en faire tout un fromage ?,['en faire tout un fromage'],10
Il t'a fait une queue de poisson sur l'autoroute.,['He cut you off on the freeway.'],He gave you the slip on the highway.,idiomatic,il lui avoir faire un queue de poisson sur le autoroute .,['faire un queue de poisson'],10
"Ah la vache, c'est le saumon.","[""It's the salmon guy!""]","Oh boy, it's the salmon.",idiomatic,"ah le vache , ce être le saumon .",['ah le vache'],10
Pourquoi est-ce qu'il faut en faire tout un fromage ?,['Why does it have to be such a big deal?'],Why do we have to make a big deal out of it?,idiomatic,pourquoi être ce que il falloir en faire tout un fromage ?,['en faire tout un fromage'],10
Tu m'as fait une queue de poisson.,"['You cut me off, bitch.']",You gave me a fishtail.,idiomatic,il mèr faire un queue de poisson .,['faire un queue de poisson'],10
"Ouais enfin, on va pas en faire tout un fromage.","[""Yeah, well, let's not make a big deal out of it.""]","Yeah well, let's not make a big deal out of it.",idiomatic,"ouais enfin , on aller pas en faire tout un fromage .",['en faire tout un fromage'],10
"Salut. Ah la vache, ils sont costauds, ceux-là.","[""Oh my God, who's winning so far?""]","Hi. Oh boy, they are tough, those ones.",idiomatic,"salut . ah le vache , il être costaud , celui là .",['ah le vache'],10
Ah la vache !,['Holy cow!'],Oh boy!,idiomatic,ah le vache !,['ah le vache'],10
"Ah la vache, j'en ai la chair de poule.",['Oh my God I got goose bumps.'],"Oh boy, I have goosebumps.",idiomatic,"ah le vache , il en avoir le chair de poule .","['ah le vache', 'avoir le chair de poule']",10
Pourquoi t'en fais tout un fromage ?,['Why are you making such a big fuss over it?'],Why are you making such a big deal about it?,idiomatic,pourquoi lui en faire tout un fromage ?,['en faire tout un fromage'],10
Ce type m'a fait une queue de poisson.,['The guy cut me off. What was I supposed to do?'],This guy gave me a hard time.,idiomatic,ce type lui avoir faire un queue de poisson .,['faire un queue de poisson'],10
Je sais pas pourquoi elle en fait tout un fromage.,"[""I don't know why she's making such a big deal out of a wedding.""]",I don't know why she's making such a big deal about it.,idiomatic,il savoir pas pourquoi il en faire tout un fromage .,['en faire tout un fromage'],10
Ah la vache !,['Holy cow!'],Oh boy!,idiomatic,ah le vache !,['ah le vache'],10
Ah la vache!,['- Holy moly.'],Oh my!,idiomatic,ah le vache !,['ah le vache'],10
Et va savoir qui va ramener sa fraise !,"[""Who knows who's gonna be coming along in that time?""]",And who's going to bring in the bacon?,idiomatic,et aller savoir qui aller ramener son fraise !,['ramener son fraise'],9
Qu'elle ramène sa fraise ici.,['Have her get her ass over here.'],Let her bring her stuff here.,idiomatic,que il ramener son fraise ici .,['ramener son fraise'],9
"Bon... s'il ramène sa fraise, ou s'il appelle...","[""So... if he fuckin' shows up or anything, or if he fuckin' calls.""]","Well... if he comes back, or if he calls...",idiomatic,"bon ... si il ramener son fraise , ou si il appeler ...",['ramener son fraise'],9
Warwick a ramené sa fraise.,['Warwick came sniffing around.'],Warwick and shoulders to fraise.,idiomatic,Warwick avoir ramener son fraise .,['ramener son fraise'],9
C'est un peu tard pour que ton vagin ramène sa fraise.,['Bit late in the day for your vagina to chime in.'],It's a little late for your vagina to get its act together.,idiomatic,ce être un peu tard pour que son vagin ramener son fraise .,['ramener son fraise'],9
"Il doit faire un froid de canard, en ce moment.",['Must be cold as hell this time of year.'],It must be freezing cold right now.,idiomatic,"il devoir faire un froid de canard , en ce moment .",['un froid de canard'],7
Un froid de canard.,['Freezing cold.'],A cold of duck.,idiomatic,un froid de canard .,['un froid de canard'],7
- Il y fait un froid de canard.,"[""- Yeah, but it's freezing in there, Dad.""]",- It is freezing cold.,idiomatic,- il y faire un froid de canard .,['un froid de canard'],7
La fin des haricots !,"[""The whole ride's over.""]",The end of the beans!,idiomatic,le fin de le haricot !,['le fin de le haricot'],7
"- ""La fin des haricots."" - Des haricots latins !","['- ""That\'s how the cookie crumbles."" - ln Latin!']","- ""The end of the beans."" - Latin beans!",idiomatic,"- "" le fin de le haricot . "" - un haricot latin !",['le fin de le haricot'],7
Ce n'est pas la fin des haricots.,"[""That's the last straw!""]",This is not the end of the beans.,idiomatic,ce ne être pas le fin de le haricot .,['le fin de le haricot'],7
Je ne veux pas compter nos poussins avant qu'ils éclosent (=vendre la peau de l'ours avant de l'avoir tué),"[""I don't want to count our chickens before they hatch.""]",I don't want to count our chicks before they hatch (=sell the bear skin before killing it),idiomatic,il ne vouloir pas compter son poussin avant que il écloser ( =vendre le peau de le our avant de le avoir tuer ),['vendre le peau de le our avant de le avoir tuer'],7
"Venez, je vais vous montrer qu'il est fou celui qui vend la peau de l'ours avant de l'avoir tué.","['Come, I hope to show you clearly how foolish it is to sell the bearskin while the bear is still alive.']","Come, I will show you that he is crazy who sells the skin of the bear before having killed it.",idiomatic,"venir , il aller il montrer que il être fou celui qui vendre le peau de le our avant de le avoir tuer .",['vendre le peau de le our avant de le avoir tuer'],7
Je crois que c'est la fin des haricots pour le mollusque à moteur.,['Looks like the party is over for the motoring mollusk.'],I think this is the end of the beans for the motorized mollusk.,idiomatic,il croire que ce être le fin de le haricot pour le mollusque à moteur .,"['le fin de le haricot', 'ce être le fin de le haricot']",7
"J'avais déjà gaspillé l'argent que j'avais reçu à ma sortie, et avec ce vent, il faisait un froid de canard.","[""I'd already blown the money they gave me. And the north wind was colder than hell.""]","I had already wasted the money I had received on my way out, and with this wind, it was freezing cold.",idiomatic,"il avoir déjà gaspiller le argent que il avoir recevoir à son sortie , et avec ce vent , il faire un froid de canard .","['il faire un froid de canard', 'un froid de canard']",7
"Sapristi, il fait un froid de canard.","['Oh, Jiminy. It sure turned cold.']","Boy, it's cold as hell.",idiomatic,"Sapristi , il faire un froid de canard .","['il faire un froid de canard', 'un froid de canard']",7
Elle vend la peau de l'ours avant de l'avoir tué.,"[""She's counting her chicks before they're hatched.""]",She sells the skin of the bear before having killed it.,idiomatic,il vendre le peau de le our avant de le avoir tuer .,['vendre le peau de le our avant de le avoir tuer'],7
C'est la fin des haricots.,"[""It's a nail in my coffin.""]",That's the end of the beans.,idiomatic,ce être le fin de le haricot .,"['le fin de le haricot', 'ce être le fin de le haricot']",7
"Il fait un froid de canard, ici.","[""It's freezing here.""]",It's freezing here.,idiomatic,"il faire un froid de canard , ici.","['il faire un froid de canard', 'un froid de canard']",7
Ne pas vendre la peau de l'ours avant de l'avoir tué.,['- No. Cannot sell bearskin before shooting bear.'],Don't sell the bear's skin before you've killed it.,idiomatic,ne pas vendre le peau de le our avant de le avoir tuer .,['vendre le peau de le our avant de le avoir tuer'],7
Ce n'est pas la fin des haricots...,"[""There, there, Esme. It's not the end of the world.""]",This is not the end of the beans...,idiomatic,ce ne être pas le fin de le haricot ...,['le fin de le haricot'],7
C'est pas la fin des haricots.,"[""listen, uh... It's not the end of the world.""]",This is not the end of the beans.,idiomatic,ce être pas le fin de le haricot .,['le fin de le haricot'],7
- Il fait un froid de canard.,"[""- It's freezing cold!""]",- It is freezing cold.,idiomatic,- il faire un froid de canard .,"['il faire un froid de canard', 'un froid de canard']",7
Il fait un froid de canard.,"[""It's colder than a well digger's ass, man.""]",It is freezing cold.,idiomatic,il faire un froid de canard .,"['il faire un froid de canard', 'un froid de canard']",7
Comme dit le vieux dicton : il ne faut pas vendre la peau de l'ours avant de l'avoir tué.,"['I just remembered the old saying, ""Don\'t count your chickens before they hatch.""']",As the old saying goes: don't sell the bear's skin before you've killed it.,idiomatic,comme dire le vieux dicton : il ne falloir pas vendre le peau de le our avant de le avoir tuer .,['vendre le peau de le our avant de le avoir tuer'],7
"Il doit faire un froid de canard, à Joliet.",['I wonder how cold it is in Joliet.'],It must be freezing cold in Joliet.,idiomatic,"il devoir faire un froid de canard , à Joliet .",['un froid de canard'],7
Il y faisait un froid de canard.,['Freezing in there.'],It was freezing cold.,idiomatic,il y faire un froid de canard .,['un froid de canard'],7
- II sent le sapin!,"[""- He knows it's coming!""]",- It smells like a tree!,idiomatic,- II sentir le sapin !,['sentir le sapin'],6
C'est comme si j'enfonçais une porte ouverte encore et encore.,"[""But that's just stating the obvious over and over.""]",It's like I'm kicking a door open over and over again.,idiomatic,ce être comme si il enfoncer un porte ouvrir encore et encore .,['enfoncer un porte ouvrir'],6
Pour notre ami le Bandit Ça sentait le sapin,['And everybody that seen it thought the Bandit was gone'],For our friend the Bandit It felt like a tree,idiomatic,pour son ami le Bandit ça sentir le sapin,['sentir le sapin'],6
"C'est enfoncer une porte ouverte, mais, d'accord...","[""That's sort of a given but, yes.""]","That's an open door, but okay...",idiomatic,"ce être enfoncer un porte ouvrir , mais , de accord ...",['enfoncer un porte ouvrir'],6
Tu enfonces une porte ouverte.,"[""Now you're preaching to the choir.""]",You're kicking in an open door.,idiomatic,il enfoncer un porte ouvrir .,['enfoncer un porte ouvrir'],6
"Eh bien, au risque d'enfoncer une porte ouverte, c'est fini.","[""Well, at the risk of stating the obvious, it's over.""]","Well, at the risk of pushing a door open, it's over.",idiomatic,"eh bien , à le risque de enfoncer un porte ouvrir , ce être finir .",['enfoncer un porte ouvrir'],6
"Quand ils sortent, ça sent le sapin.","[""Once they're up, that's it.""]","When they come out, it smells like a tree.",idiomatic,"quand il sortir , ça sentir le sapin .",['sentir le sapin'],6
"Ça sent le sapin, mec.","['That sucks, dude.']","It smells like a tree, man.",idiomatic,"ça sentir le sapin , mec .",['sentir le sapin'],6
Alors je me prends un râteau. Je suppose.,"[""Wow, so you're turning me down?""]",So I get a rake. I guess.,idiomatic,alors il se prendre un râteau . il supposer .,['se prendre un râteau'],5
"Oh oui, pour sûr, on peut la guérir. Sauf que ça coûte un bras de lui sauver un oeil.",['You know what they charge for an eye?'],"Oh yes, for sure, we can cure her. Except that it costs an arm and a leg to save her eye.",idiomatic,"oh oui , pour sûr , on pouvoir le guérir . sauf que ça coûter un bras de lui sauver un oeil .",['ça coûter un bras'],5
Ça coûtera un bras de les refaire.,['It would cost thousands to redo them.'],It will cost an arm and a leg to redo them.,idiomatic,ça coûter un bras de le refaire .,['ça coûter un bras'],5
