source,hypothesis,references,cond,lemmatized,idioms_in_sents,freq
"J'ai la chair de poule, Andie.
","I got goose bumps, Andie.
","['- This is really creepy, Andie.\n']",1,"il avoir le chair de poule , Andie .",['avoir le chair de poule'],126
"J'ai eu la chair de poule toute la nuit.
","I had goose bumps all night.
",['So sick.\n'],1,il avoir avoir le chair de poule tout le nuit .,['avoir le chair de poule'],126
"J'en ai la chair de poule.
","I got goose bumps.
","['- Gives me the creeps, to be honest. - Yeah.\n']",1,il en avoir le chair de poule .,['avoir le chair de poule'],126
"Regarde, j'en ai la chair de poule.
","Look, I got goose bumps.
","[""Look, I got freakin' goose bumps.\n""]",1,"regarder , il en avoir le chair de poule .",['avoir le chair de poule'],126
"Ah la vache, j'en ai la chair de poule.
","Damn, I got goose bumps.
",['Oh my God I got goose bumps.\n'],1,"ah le vache , il en avoir le chair de poule .","['avoir le chair de poule', 'ah le vache']",126
"Laisse-moi tranquille, j'ai la gueule de bois.
","Leave me alone, I'm hungover.
","['Oh, leave me alone, I have a hangover.\n']",1,"laisse-moi tranquille , il avoir le gueule de bois .",['avoir le gueule de bois'],115
"Tu as la gueule de bois.
","You're hungover.
","[""You're hungover.\n""]",1,il avoir le gueule de bois .,['avoir le gueule de bois'],115
"Là, j'ai la gueule de bois.
","Now I'm hungover.
","[""Now I'm just hung-over.\n""]",1,"là , il avoir le gueule de bois .",['avoir le gueule de bois'],115
"J'ai la gueule de bois par ta faute.
","I'm hungover because of you.
",['And I am hung over because of you.\n'],1,il avoir le gueule de bois par ta faute .,['avoir le gueule de bois'],115
"- Bien sûr que j'ai la gueule de bois.
","- Of course I'm hungover.
","[""Of course I'm hungover.\n""]",1,- bien sûr que il avoir le gueule de bois .,['avoir le gueule de bois'],115
"Son père disait que c'était une poule mouillée.
","His father said he was a coward.
",['To think that his father called him a yellow-belly!\n'],1,son père dire que ce être un poule mouiller .,['être un poule mouiller'],98
"T'es une poule mouillée!
","You're a coward!
",['Chicken!\n'],1,il être un poule mouiller !,['être un poule mouiller'],98
"C'est une poule mouillée.
","He's a coward.
","[""He's a yellow coward.\n""]",1,ce être un poule mouiller .,['être un poule mouiller'],98
"J'en ai ras-le-bol de 1973.
","I'm sick of Uber.
","[""I'm bloody sick of 1973.\n""]",1,il en avoir ras-le-bol de 1973 .,['en avoir ras-le-bol'],96
"J'en ai ras-le-bol de tes phénomènes paranormaux.
","I'm sick of your paranormal phenomenon.
","[""You and your supernatural phenomena. You're driving me crazy.\n""]",1,il en avoir ras-le-bol de son phénomène paranormal .,['en avoir ras-le-bol'],96
"Elle en avait ras-le-bol de toi.
","She was fed up with you.
",['She was sick of you.\n'],1,il en avoir ras-le-bol de lui .,['en avoir ras-le-bol'],96
"J'en ai ras-le-bol que tu foutes toujours le bordel et que je doive nettoyer par la suite.
","I'm sick and tired of you always making a mess and I have to clean up afterwards.
",['I am sick as hell of you constantly making a mess Of this house and having to clean up after you.\n'],1,il en avoir ras-le-bol que il foutre toujours le bordel et que il devoir nettoyer par le suite .,['en avoir ras-le-bol'],96
"J'en ai ras-le-bol. Pas vous ?
","I've had enough, haven't you?
","[""I'm sick and tired of this.\n""]",1,il en avoir ras-le-bol . pas il ?,['en avoir ras-le-bol'],96
"oh, non, non, je tombe dans les pommes a la vue d'un vagin.
","Oh, no, no, I faint at the sight of a vagina.
","['Oh, no, no, I faint at the sight of vagina.\n']",1,"oh , non , non , il tomber dans le pomme à le vue de un vagin .",['tomber dans le pomme'],91
"Ma seule pause c'est quand elle retient son souffle et tombe dans les pommes.
","My only break is when she holds her breath and passes out.
",['The only break I get is when she holds her breath and passes out.\n'],1,son seul pause ce être quand il retenir son souffle et tomber dans le pomme .,['tomber dans le pomme'],91
"D'abord, vous êtes tombé dans les pommes.
","First, you fainted.
","[""Well, for starters, you're a one-hitter quitter.\n""]",1,"de abord , il être tomber dans le pomme .",['tomber dans le pomme'],91
"Pour le moment, on a d'autres chats à fouetter.
","Right now, we got bigger fish to fry.
","['But right now, we got bigger fish to fry.\n']",1,"pour le moment , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
"Il va tomber dans les pommes.
","He's gonna pass out.
","[""He's going to faint.\n""]",1,il aller tomber dans le pomme .,['tomber dans le pomme'],91
"Et je n'ai pas eu l'occasion de t'en parler parce qu'on avait d'autres chats à fouetter.
","And I didn't get a chance to tell you because we had bigger fish to fry.
","[""And I didn't get a chance to tell you because we had bigger fish to fry.\n""]",1,et il ne avoir pas avoir le occasion de lui en parler parce que on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"Et paf, j'ai percuté un réverbère... et je suis tombé dans les pommes.
","Next thing I know, I hit a streetlight... and I blacked out.
","['And bam, I hit this light pole... and just knocked myself out.\n']",1,"et paf , il avoir percuter un réverbère ... et il être tomber dans le pomme .",['tomber dans le pomme'],91
"- Non. On a d'autres chats à fouetter.
","We got bigger fish to fry.
",['We have bigger fish to fry.\n'],1,- non . on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"Arrête, on a d'autres chats à fouetter.
","Come on, we got bigger fish to fry.
","['Shut up, focus on the job.\n']",1,"arrêter , on avoir un autre chat à fouetter .",['avoir un autre chat à fouetter'],91
"On a d'autres chats à fouetter.
","We got bigger fish to fry.
",['We got bigger fish to fry.\n'],1,on avoir un autre chat à fouetter .,['avoir un autre chat à fouetter'],91
"Allez, j'ai la dalle.
","Come on, I'm starving.
","[""Come on, I'm starving.\n""]",1,"aller , il avoir le dalle .",['avoir le dalle'],88
"Je fume pour ça. J'ai la dalle.
","That's why I smoke.
","[""That's why I wanna smoke, I'm starving.\n""]",1,il fumer pour ça . il avoir le dalle .,['avoir le dalle'],88
"Par contre, j'ai la dalle.
","But I'm starving.
",['I am starving though.\n'],1,"par contre , il avoir le dalle .",['avoir le dalle'],88
"Je suis crevé, j'ai la dalle et la migraine !
","I'm tired, I'm starving and I have a headache!
","[""I don't know where the fuck we are and we don't have any water. I'm tired, I'm hungry, and I've got a headache.\n""]",1,"il être crever , il avoir le dalle et le migraine !","['avoir le dalle', 'être crever']",88
"Super, j'ai la dalle.
","Great, I'm starving.
","[""- Oh, good, 'cause I'm starving.\n""]",1,"super , il avoir le dalle .",['avoir le dalle'],88
"J'ai la dalle.
","I'm starving.
",['I sure am hungry.\n'],1,il avoir le dalle .,['avoir le dalle'],88
"J'avais le cafard et j'ai dit quelque chose dans ma langue.
","I was feeling down, and I said something in my tongue.
",['I was lonely. I wanted to say something in my own language.\n'],1,il avoir le cafard et il avoir dire quelque chose dans son langue .,['avoir le cafard'],85
"Tu as le cafard ? Je déteste les dimanches ici.
","I hate Sundays here.
",['This place gives me the creeps on Sunday.\n'],1,il avoir le cafard ? il détester le dimanche ici .,['avoir le cafard'],85
"- Toi aussi, tu as le cafard?
","- Are you unhappy too?
",['- We call it the blues.\n'],1,"- tout aussi , il avoir le cafard ?",['avoir le cafard'],85
"- Anita a le cafard. - Pas de problème.
","- Anita's in a bad mood.
","[""Anita doesn't want to.\n""]",1,- Anita avoir le cafard . - pas un problème .,['avoir le cafard'],85
"""J'ai le cafard à cause de toi.
","""I'm feeling down because of you.
","['""I\'ve got the blues for you.\n']",1,""" il avoir le cafard à cause de lui .",['avoir le cafard'],85
"T'as la pêche, hein ?
","You're looking good, huh?
","[""- You're in great shape!\n""]",1,"il avoir le pêche , hein ?",['avoir le pêche'],82
"Les Rockets ont la pêche...
","The Rockets are all right.
","[""These Rockets are movin' today.!\n""]",1,le Rockets avoir le pêche ...,['avoir le pêche'],82
"J'ai la pêche comme c'est pas possible.
","I'm on fire. I'm on fire.
","[""My spirit's high as it can be\n""]",1,il avoir le pêche comme ce être pas possible .,['avoir le pêche'],82
"J'ai la pêche à mort.
","I'm dying.
",['Good as hell.\n'],1,il avoir le pêche à mort .,['avoir le pêche'],82
"Soudain, t'as la pêche ?
","All of a sudden, you happy?
","[""Now all of a sudden you're fired up?\n""]",1,"soudain , lui avoir le pêche ?",['avoir le pêche'],82
"Les enflures dehors n'en ont rien à cirer de nous !
","The bastards out there don't give a shit about us!
","[""Them motherfuckers outside this place don't give a fuck about us.\n""]",1,le enflure dehors ne en avoir rien à cirer de il !,['en avoir rien à cirer'],79
"Et je n'en ai rien à cirer.
","And I don't give a shit.
","[""And I don't give a damn.\n""]",1,et il ne en avoir rien à cirer .,['en avoir rien à cirer'],79
"Et même si tu te fous de ma gueule en ce moment, j'en ai rien à cirer!
","And even if you're fucking with me right now, I don't give a shit!
","[""And I don't even care if you're telling me a bunch of lies.\n""]",1,"eh même si il lui fou de son gueule en ce moment , il en avoir rien à cirer !",['en avoir rien à cirer'],79
"Je vous avais dit qu'elle en avait rien à cirer de moi.
","I told you she didn't give a shit about me.
","[""I told you she doesn't give two shits about me.\n""]",1,il il avoir dire que il en avoir rien à cirer de lui .,['en avoir rien à cirer'],79
"J'en ai rien à cirer!""
","I don't give a shit!""
","['I don\'t give a goddamn!""\n']",1,"il en avoir rien à cirer ! """,['en avoir rien à cirer'],79
"Et ça non plus, ce n'est pas tes oignons.
","And it's none of your business either.
","[""And this isn't any of your business, either.\n""]",1,"et ça non plus , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
"Donc, ce n'est pas tes oignons, ok?
","So it's none of your business, okay?
","[""That mean, it's none of your business, right?\n""]",1,"donc , ce ne être pas son oignon , ok ?",['ce ne être pas son oignon'],76
"Ecoutez, peu importe les sentiments que vous avez eus du vivant de votre ami, ce n'est pas mes oignons.
","Look, whatever feelings you had while your friend was alive, it's none of my business.
","['Sir, whatever you gentlemen felt for each other when your friend was still alive... is certainly none of my affair.\n']",1,"ecouter , peu importer le sentiment que il avoir avoir de le vivant de son ami , ce ne être pas son oignon .",['ce ne être pas son oignon'],76
"Ce ne sont pas mes oignons, bien sûr, mais maintenant que Victor en a un
","It's none of my business, of course, but now that Victor has one,
","[""It's not my business, of course, but now that Victor has one--\n""]",1,"ce ne être pas son oignon , bien sûr , mais maintenant que Victor en avoir un",['ce ne être pas son oignon'],76
"- Ce n'est pas tes oignons.
","- It's none of your business.
","[""- Nothing, don't look at it.\n""]",1,- ce ne être pas son oignon .,['ce ne être pas son oignon'],76
"Est-ce que je suis en train de me faire larguer ?
","Am I getting dumped?
",['Am I getting dumped?\n'],1,être ce que il être en train de se faire larguer ?,"['se faire larguer', 'être en train de']",75
"""Comment se faire larguer en dix jours ?""
","""How do you get dumped in ten days?""
",['How to Lose a Guy in Ten Days.\n'],1,""" comment se faire larguer en dix jour ? """,['se faire larguer'],75
"Mon ex-mari Coleman, qui m'a largué pour une femme plus jeune, vient de se faire larguer par une femme plus jeune...
","My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...
","['My ex-husband Coleman, who dumped me for a younger woman, just got dumped by a younger woman...\n']",1,"son ex-mari Coleman , qui lui avoir larguer pour un femme plus jeune , venir de se faire larguer par un femme plus jeune ...",['se faire larguer'],75
"Un camion pour remonter le moral des filles qui viennent de se faire larguer.
","A truck to cheer up girls who just got dumped.
",['A truck that caters to girls who just got dumped.\n'],1,un camion pour remonter le moral de le fille qui venir de se faire larguer .,['se faire larguer'],75
"C'est ce que je fais quand je me fais larguer.
","That's what I do when I get dumped.
","[""That's what I do whenever a guy dumps me.\n""]",1,ce être ce que il faire quand il se faire larguer .,['se faire larguer'],75
"Nous sommes Matthew McConaughey et Kate Hudson de la comédie romantique Comment se faire larguer en 10 leçons.
","We're Matthew McConaughey and Kate Hudson from the romantic comedies How To Be dumped in 10 lessons.
","[""We're Matthew McConaughey and Kate Hudson from the classic romantic comedy How to Lose a Guy in 10 Days.\n""]",1,il être Matthew McConaughey et Kate Hudson de le comédie romantique comment se faire larguer en 10 leçon .,['se faire larguer'],75
"Comme disent les Anglais: ""C'était pas ma tasse de thé.""
","As the English say, ""It wasn't my cup of tea.""
","[""It wasn't my cup of tea.\n""]",1,"comme dire le anglais : "" ce être pas son tasse de thé . """,['pas son tasse de thé'],74
"Il fabrique des punaises depuis 1888, et les campagnes modernes, c'est pas sa tasse de thé.
","He's been making bedbugs since 1928, and modern countryside is not his cup of tea.
","[""He's been making thumbtacks since 1888 and he doesn't go for this modern hoopla.\n""]",1,"il fabriquer un punaise depuis 1888 , et le campagne moderne , ce être pas son tasse de thé .",['pas son tasse de thé'],74
"Vos films, ne sont pas ma tasse de thé.
","Your movies, they're not my cup of tea.
",['Your movie is not my teacup.\n'],1,"son film , ne être pas son tasse de thé .",['pas son tasse de thé'],74
"Tu sais, papa, tout bien réfléchi, l'industrie du miel, c'est pas ma tasse de thé.
","You know, Dad, on second thought, the honey industry is not my cup of tea.
","[""You know, Dad, the more I think about it, maybe the honey field just isn't right for me.\n""]",1,"il savoir , papa , tout bien réfléchir , le industrie de le miel , ce être pas son tasse de thé .",['pas son tasse de thé'],74
"Le gardiennage n'est pas ma tasse de thé non plus.
","Gardening isn't my cup of tea either.
","[""Babysitting isn' t my thing either\n""]",1,le gardiennage ne être pas son tasse de thé non plus .,['pas son tasse de thé'],74
"Oui, il pleuvait des cordes.
","Yeah, it was pouring.
","['Yes, it rained cats and dogs, as you say.\n']",1,"oui , il pleuvoir un corde .",['pleuvoir un corde'],72
"Il est con. Il pleut des cordes, et il veut baiser.
","It's raining like hell, and he wants to fuck.
","[""He's nuts. lt's raining like hell, and he wants a fuck.\n""]",1,"il être con . il pleuvoir un corde , et il vouloir baiser .",['pleuvoir un corde'],72
"Il pleut des cordes.
","It's raining like hell.
","[""It's raining cats and dogs.\n""]",1,il pleuvoir un corde .,['pleuvoir un corde'],72
"J'en suis sûre. Il commence à pleuvoir des cordes, Jack.
","It's starting to rain a lot, Jack.
","[""It's starting to rain pretty hard, Jack.\n""]",1,"il en être sûr . il commencer à pleuvoir un corde , Jack .",['pleuvoir un corde'],72
"Cours, il pleut des cordes.
","Run, it's raining hard.
","[""Run, it's pouring rain.\n""]",1,"cours , il pleuvoir un corde .",['pleuvoir un corde'],72
"""Je coucherai avec lui mardi et jeudi et il n'y verra que du feu"".
","""I'll sleep with him Tuesday and Thursday and he won't even notice.""
","[""I'll have sex with him Tuesday and Thursday and he'll be none the wiser.\n""]",1,""" il coucher avec lui mardi et jeudi et il ne y voir que du feu "" .",['ne y voir que du feu'],69
"On n'y voit que du feu.
","You can't see a thing.
",['Smoke and mirrors.\n'],1,on ne y voir que du feu .,['ne y voir que du feu'],69
"Il s'attaquait à une pauvrette qui n'y voyait que du feu.
","He preyed on a poor girl who couldn't see a thing.
","[""He was gonna put the hurt on this poor girl who didn't know any better.\n""]",1,il se attaquer à un pauvrette qui ne y voir que du feu .,['ne y voir que du feu'],69
"Elle n'y verra que du feu.
","She won't know the difference.
","[""She's won't notice anything.\n""]",1,il ne y voir que du feu .,['ne y voir que du feu'],69
"Ils rataient des trucs. Si on était malin, ils n'y voyaient que du feu.
","If you're smart, they don't see a thing.
","['If a director was subtle enough and clever enough, they got around it.\n']",1,"il rater un truc . si on être malin , il ne y voir que du feu .",['ne y voir que du feu'],69
"Et elle a fait la sourde oreille.
","And she didn't listen.
",['And she shut me down completely.\n'],1,et il avoir faire le sourd oreille .,['faire le sourd oreille'],63
"Je croyais pouvoir continuer à faire la sourde oreille.
","I thought I could keep denying it.
",['I guess I thought I could just go on not caring.\n'],1,il croire pouvoir continuer à faire le sourd oreille .,['faire le sourd oreille'],63
"Tu parleras au conseil, mais il fera la sourde oreille.
","You'll talk to the council, but he won't listen.
","['You will go before the council, but your words will fall on deaf ears.\n']",1,"il parler à le conseil , mais il faire le sourd oreille .",['faire le sourd oreille'],63
"Au moins avant, elle pouvait faire la sourde oreille aux cris.
","At least before, she could close her ears to the screams.
","['At least before, she could tune out the crying.\n']",1,"à le moins avant , il pouvoir faire le sourd oreille à le cri .",['faire le sourd oreille'],63
"Comment pouvez-vous accepter de faire la sourde oreille à ceux qui souffrent sur une carte ?
","How can you be so willing to close your ears to those who suffer on a map?
","['How convenient that must be for you, to turn a deaf ear to those who suffer behind a line on a map.\n']",1,comment pouvoir il accepter de faire le sourd oreille à celui qui souffrer sur un carte ?,['faire le sourd oreille'],63
"Il faudra se serrer la ceinture un mois ou deux.
","We'll have to tighten our belts for a month or two.
","[""We're just gonna have to suck it up for a couple months.\n""]",1,il falloir se serrer le ceinture un mois ou deux .,['se serrer le ceinture'],56
"Les temps sont durs. On doit tous se serrer la ceinture.
","Times are tough, we all have to tighten our belts.
","[""Times are tough and we're all having to clamp down.\n""]",1,le temps être dur . on devoir tout se serrer le ceinture .,['se serrer le ceinture'],56
"J'ai juste pris l'habitude de me serrer la ceinture.
","I just got used to tightening my belt.
","[""I've just gotten used to packing light.\n""]",1,il avoir juste prendre le habitude de se serrer le ceinture .,['se serrer le ceinture'],56
"On peut se serrer la ceinture.
","We can tighten our belts.
",['We can tighten it up.\n'],1,on pouvoir se serrer le ceinture .,['se serrer le ceinture'],56
"Avec la crise, le directeur financier veut qu'on se serre la ceinture.
","With the crisis, the C.O. wants us to tighten our belts.
",['Our CFO feels we need to do some belt-tightening.\n'],1,"avec le crise , le directeur financier vouloir que on se serrer le ceinture .",['se serrer le ceinture'],56
"Bon, revenons à nos moutons.
","All right, let's get down to business.
","['- All right, back to business. - Ho, ho, ho!\n']",1,"bon , revenir à son mouton .",['revenir à son mouton'],54
"Fei-yu, abrège. Revenons à nos moutons.
","Let's get down to business.
","['Shi Yu, just get to the point, can you?\n']",1,"Fei-yu , abréger . revenir à son mouton .",['revenir à son mouton'],54
"Prenez vos jambes à votre cou.
","Run like hell.
",['By all means... run.\n'],1,prendre son jambe à son cou .,['prendre son jambe à son cou'],54
"- Prends tes jambes à ton cou !
","- Run like hell!
","['Now, run away!\n']",1,- prendre son jambe à son cou !,['prendre son jambe à son cou'],54
"Revenons à nos moutons, parlons un peu de vos parents adoptifs.
","Let's get back to business. Let's talk about your foster parents.
","[""Let's get back to our topic, let's talk about your foster parents.\n""]",1,"revenir à son mouton , parler un peu de son parent adoptif .",['revenir à son mouton'],54
"Bien, si l'on pouvais revenir à nos moutons.
","Well, if we could just get back to business.
","['Right, if we could just bring all this to order...\n']",1,"bien , si on pouvoir revenir à son mouton .",['revenir à son mouton'],54
"J'ai pris mes jambes à mon cou.
","I ran for my life.
",['I ran out of here like the place was on fire.\n'],1,il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
"Après ton départ, ça a tourné au vinaigre.
","After you left, things went south.
",['After you left it turned into a roman circus.\n'],1,"après son départ , ça avoir tourner à le vinaigre .",['tourner à le vinaigre'],54
"Okay, j'ai écouté ce que tu me disais, et je ne voulais que le diner tourne au vinaigre.
","Okay, I listened to what you were telling me, and I didn't want dinner to turn sour.
","[""OK, I hear what you're saying, and I didn't mean for dinner to devolve into a merger meeting.\n""]",1,"okay , il avoir écouter ce que il se dire , et il ne vouloir que le dîner tourner à le vinaigre .",['tourner à le vinaigre'],54
"Qu'arrivera t'il quand la relation tournera au vinaigre? Ce qui, voyons les choses en face, arrive à la majorité des relations de Lorelai
","Which, face it, happens to the majority of Lorelai's relationships.
","[""What will happen when the relationship goes sour... as, let's face it, most of Lorelai's relationships do?\n""]",1,"que arriver lui il quand le relation tourner à le vinaigre? ce qui , voir le chose en face , arriver à le majorité de le relation de Lorelai",['tourner à le vinaigre'],54
"Votre relation est en train de tourner au vinaigre ?
","Your relationship is falling apart?
",['Has your relationship reached its inevitable ugly end?\n'],1,son relation être en train de tourner à le vinaigre ?,"['tourner à le vinaigre', 'être en train de']",54
"Ça pourrait tourner au vinaigre en cas de bombardement.
","This could get ugly in case of bombing.
","[""If they start bombing the place, there's no telling what will happen.\n""]",1,ça pouvoir tourner à le vinaigre en cas de bombardement .,['tourner à le vinaigre'],54
"Quand ça tourne au vinaigre, la première réaction est de nier.
","When things go wrong, the first reaction is to deny it.
","['They say when something bad happens to you, the first reaction is denial.\n']",1,"quand ça tourner à le vinaigre , le premier réaction être de nier .",['tourner à le vinaigre'],54
"Et vous avez pris vos jambes à votre cou.
","And you took off as fast as you could.
",['And you ran away as fast as you could.\n'],1,et il avoir prendre son jambe à son cou .,['prendre son jambe à son cou'],54
"Revenons à nos moutons.
","Let's get down to business.
",['Let me get down to brass tacks.\n'],1,revenir à son mouton .,['revenir à son mouton'],54
"Vous voyez un rat,Et vous prenez vos jambes a votre cou ?
","You see a rat, and you run like hell?
","['You see one rat, turn tail and run?\n']",1,"il voir un rat , et il prendre son jambe à son cou ?",['prendre son jambe à son cou'],54
"Il n'y a pas un chat ici !
","There's no cat here!
","[""There's no one in here!\n""]",1,il ne y avoir pas un chat ici !,['il ne y avoir pas un chat'],54
"À 4h du matin, sur les routes d'Akina il n'y a pas un chat.
","At 4:00 a.m., on the roads of Ameti, there's not a cat.
","[""There's not a soul there at 4 in the morning.\n""]",1,"à 4h de le matin , sur le route de Akina il ne y avoir pas un chat .",['il ne y avoir pas un chat'],54
"Il n'y avait pas un chat, alors j'ai commandé un cocktail.
","There wasn't a cat, so I ordered a cocktail.
","[""There wasn't a soul to talk to, so I ordered a sidecar.\n""]",1,"il ne y avoir pas un chat , alors il avoir commander un cocktail .",['il ne y avoir pas un chat'],54
"Il n'y aura pas un chat à moins que les joueurs ne viennent avec des souris.
","There won't be a cat unless the players come with mice.
","[""The game won't draw flies unless the players bring their horses.\n""]",1,il ne y avoir pas un chat à moins que le joueur ne venir avec un souris .,['il ne y avoir pas un chat'],54
"Il n'y avait pas un chat dans le coin.
","There wasn't a cat around.
",['Not a single person was in sight\n'],1,il ne y avoir pas un chat dans le coin .,['il ne y avoir pas un chat'],54
"Viens. T'es dans la lune.
","Come on, you're in the clouds.
","[""Come on, you're zoning.\n""]",1,viens . il être dans le lune .,['être dans le lune'],53
"- Stan, Stan, t'es dans la lune, hein.
","- Stan, Stan, you're in the clouds, huh?
","[""-You're a bit out of it, huh?\n""]",1,"- Stan , Stan , lui être dans le lune , hein .",['être dans le lune'],53
"Nous offrons le sacrifice du sang Vous êtes dans la lune ou quoi?
","We offer the sacrifice of blood. Are you in the moon or what?
","[""We're offering blood sacrifice What are you daydreaming for?\n""]",1,il offrir le sacrifice de le sang il être dans le lune ou quoi?,['être dans le lune'],53
"Je suis dans la lune aujourd'hui.
","I'm out of my mind today.
","[""Wow. I'm a space cadet today.\n""]",1,il être dans le lune aujourd'hui .,['être dans le lune'],53
