source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"Il est en train de le faire, il défonce la porte.","[""He's doing it, he's breaking down the door.""]","He's doing it, he's breaking down the door.",idiomatic,"il être en train de le faire , il défoncer le porte .",['être en train de'],25209
La dernière fois que je vous ai vu... vous étiez en train de pleurer comme une madeleine.,['Have you come to talk about marriage?'],The last time I saw you... you were crying your eyes out.,idiomatic,le dernier fois que il il avoir voir ... il être en train de pleurer comme un madeleine .,"['être en train de', 'pleurer comme un madeleine']",25209
Nous sommes en train d'en avoir marre l'un de l'autre.,"[""We're slowly getting sick of each other.""]",We are getting tired of each other.,idiomatic,il être en train de en avoir marrer le un de le autre .,"['être en train de', 'en avoir marre']",25209
"Je sais que tu as besoin d'espace, mais tu ne peux pas en avoir, car Alex est en train de tourner la page.","[""I know you want space, but you can't have space, because Alex might be moving on.""]","I know you need space, but you can't have it because Alex is moving on.",idiomatic,"il savoir que il avoir besoin de espace , mais il ne pouvoir pas en avoir , car Alex être en train de tourner le page .","['être en train de', 'tourner le page']",25209
Tu devrais être en train de t'occuper de Ben I'invalide. II va très bien. Tout Ie monde peut avoir besoin d'un coup de main.,"[""THAT'S HOW IT SOUNDED.""]",You should be looking after Invalid Ben. He's doing just fine. Everybody can use a hand.,idiomatic,il devoir être en train de lui occuper de Ben I' invalide . II aller très bien . tout Ie monde pouvoir avoir besoin de un coup de main .,"['être en train de', 'un coup de main']",25209
"Il bâille, mais pas la suspecte qu'il est en train d'interroger.","[""He yawns, but not the suspect he's questioning.""]","He yawns, but not the suspect he is interrogating.",idiomatic,"il bâiller , mais pas le suspect que il être en train de interroger .",['être en train de'],25209
Tu es crevé. Tu es en train de guérir.,"[""Uh, like...you're tired.""]",You are exhausted. You are healing.,idiomatic,il être crever . il être en train de guérir .,"['être en train de', 'être crever']",25209
"Je ne savais pas que c'était si mal d'épouser quelqu'un que j'aimais, et ne pas ne pas savoir qu'en me mariant avec cette personne dont je suis si amoureuse, que j'étais en train de laisser tomber la communauté Gay toute entière.","[""I didn't know that it was wrong to marry somebody that I was in love with, and I didn't know that by marrying someone I'm very much in love with, I was letting down the entire gay community.""]","I didn't know that it was so wrong to marry someone I loved, and not know that by marrying this person I was so in love with, that I was letting down the entire gay community.",idiomatic,"il ne savoir pas que ce être si mal de épouser quelqu'un que il aimer , et ne pas ne pas savoir que en se marier avec ce personne dont il être si amoureux , que il être en train de laisser tomber le communauté Gay tout entier .",['être en train de'],25209
"Fais gaffe, je suis en train de suturer.","[""Hello. I'm suturing here.""]","Watch out, I'm suturing.",idiomatic,"faire gaffe , il être en train de suturer .","['être en train de', 'faire gaffe']",25209
Elle doit être en train de faire la grasse matinée dans la chambre de Jake.,"[""Uh, gee, I guess she's probably still asleep in jake's room.""]",She must be sleeping in Jake's room.,idiomatic,il devoir être en train de faire le gras matinée dans le chambre de Jake .,"['être en train de', 'faire le gras matinée']",25209
"Imagine combien de gens sont en train de s'envoyer en l'air, mec.","['Imagine how many people out there right now are fucking, man.']","Imagine how many people are getting laid, man.",idiomatic,"imagine combien de gens être en train de se envoyer en le air , mec .","['être en train de', 'se envoyer en le air']",25209
- On devrait être en train de boire un coup.,"['- Yeah, we should be at the bar by now.']",- We should be having a drink.,idiomatic,- on devoir être en train de boire un coup .,"['être en train de', 'boire un coup']",25209
C'était en train de partir en fumée.,['McGEE: It was running on fumes.'],It was going up in smoke.,idiomatic,ce être en train de partir en fumée .,"['être en train de', 'partir en fumée']",25209
Est-ce que je suis en train de me faire larguer ?,['Am I getting dumped?'],Am I being dumped?,idiomatic,être ce que il être en train de se faire larguer ?,"['être en train de', 'se faire larguer']",25209
C'est pas sa mère qui est en train de péter un câble.,"[""It's not his mother who's gone around the bend.""]",It's not his mother who's going crazy.,idiomatic,ce être pas son mère qui être en train de péter un câble .,"['être en train de', 'péter un câble']",25209
Randy est en train de péter un câble là-bas dedans.,"[""Randy's losing his brain in there.""]",Randy is going nuts in there.,idiomatic,Randy être en train de péter un câble là-bas dedans .,"['être en train de', 'péter un câble']",25209
"- Ethan, je suis en train de péter un câble à cause...","[""Ethan, I'm freaking out.""]","- Ethan, I'm going out of my mind because...",idiomatic,"- Ethan , il être en train de péter un câble à cause ...","['être en train de', 'péter un câble']",25209
"""C'est les chiffres, putain, ça marche plus ! Regarde !""","['""It\'s the numbers, fuck, it doesn\'t work anymore!']","""It's the numbers, damn it, it's not working anymore! Look!""",idiomatic,""" ce être le chiffre , putain , ça marcher plus ! regarder ! """,['ça marcher'],12211
"""Il faut souffrir pour être beau."" Essayez, ça marche.","[""Beauty Knows No Pain. just try it. It's gotten more ladies through my class...""]","""You have to suffer to be beautiful."" Try it, it works.",idiomatic,""" il falloir souffrir pour être beau . "" essayer , ça marcher .","['ça marcher', 'il falloir souffrir pour être beau']",12211
"Si ça marche pas, tournez la page.","[""If it doesn't work out, you move on. (chuckles) Mm-hmm.""]","If it doesn't work, turn the page.",idiomatic,"si ça marcher pas , tourner le page .","['ça marcher', 'tourner le page']",12211
Ça marcherait peut-être mieux si tu donnais un coup de main.,['It would be easier if you helped me.'],Maybe it would work better if you helped out.,idiomatic,ça marcher pouvoir être mieux si il donner un coup de main .,"['ça marcher', 'un coup de main']",12211
Ça marche.,['Coming right up.'],It works.,idiomatic,ça marcher .,['ça marcher'],12211
Ca marche pas.,"[""I don't know I can't remember 'cause at that point I zoned out 'cause some real hot fireman came into the bar""]",It doesn't work.,idiomatic,ça marcher pas .,['ça marcher'],12211
"j'envisage de changer de camp. Je vous tiens au courant, je vous dirai si ça marche.","[""It's a question you haven't asked,mikayla,and i'm so surprised.""]",I'm considering switching sides. I'll let you know if it works.,idiomatic,"il envisager de changer un camp . il il tenir à le courant , il il dire si ça marcher .","['ça marcher', 'tenir à le courant']",12211
J'en ai marre qu'ils me mentent. Et je sais que ça marchera jamais.,"[""I'm sick of them lying to me and I know that it's never going to work.""]",I'm tired of them lying to me. And I know it will never work.,idiomatic,il en avoir marrer que il se menter . et il savoir que ça marcher jamais .,"['ça marcher', 'en avoir marre']",12211
"J'ai la pêche, ça marche plus vite que j'imaginais.","[""Don't be paranoid. I feel great. Didn't expect the meds to work this quickly.""]","I'm feeling good, it's going faster than I thought.",idiomatic,"il avoir le pêche , ça marcher plus vite que il imaginer .","['ça marcher', 'avoir le pêche']",12211
"Je veux dire, trop de travail... pour que ça marche.","['I mean, too much work to make it... work.']","I mean, too much work... to make it work.",idiomatic,"il vouloir dire , trop de travail ... pour que ça marcher .",['ça marcher'],12211
"Après de nombreuses études, on a conclu la même chose que les parents, à savoir que ça marche avec un bon enseignant et que ça ne va pas quand l'enseignant est mauvais.","[""After lots of studies, we come down to just what most parents believe, and that is a good teacher is what's working and a bad teacher is what's not working.""]","After many studies, we have concluded the same thing that parents have, that it works with a good teacher and it doesn't work when the teacher is bad.",idiomatic,"après un nombreux étude , on avoir conclure le même chose que le parent , à savoir que ça marcher avec un bon enseignant et que ça ne aller pas quand le enseignant être mauvais .",['ça marcher'],12211
Ça marchera pas. - Faut faire gaffe.,"['What do you think, honey?']",It won't work. - You have to be careful.,idiomatic,ça marcher pas . - falloir faire gaffe .,"['ça marcher', 'faire gaffe']",12211
"C'est une fille qui a le cafard. Elle en a marre de la guerre, marre d'être seule, à attendre que son homme revienne.","[""It's about a very lonely girl who's sick and tired of war and being left alone.""]","She's a girl who's down in the dumps. She is tired of the war, tired of being alone, waiting for her man to come back.",idiomatic,"ce être un fille qui avoir le cafard . il en avoir marre de le guerre , marre de être seul , à attendre que son homme revenir .","['en avoir marre', 'avoir le cafard']",5339
Il adore les sucettes et en a marre d'en tenir six à la fois ?,"[""Maybe he's really into lollipops, and he's tired of housing six at a time?""]",He loves lollipops and is tired of holding six at a time?,idiomatic,il adorer le sucette et en avoir marre de en tenir six à le fois ?,['en avoir marre'],5339
J'en ai marre d'être sous ce soleil... à discutailler avec un aspirant dictateur.,"[""Now, look, I'm tired of hanging around under this sun... playing footsie with a half-pint would-be dictator.""]",I'm tired of being under this sun... chatting with a would-be dictator.,idiomatic,il en avoir marre de être sous ce soleil ... à discutailler avec un aspirant dictateur .,['en avoir marre'],5339
Elle en a marre que je sente l'iodoforme.,['She says I have to stop smelling of iodoform.'],She's tired of me smelling like iodoform.,idiomatic,il en avoir marrer que il sentir le iodoforme .,['en avoir marre'],5339
J'en avais marre de tes âneries.,"['Lister, I did that because I was sick of you annoying me.']",I was tired of your nonsense.,idiomatic,il en avoir marre de son ânerie .,['en avoir marre'],5339
"J'en ai marre, marre de Napoléon Quatorze.","[""And I'm sick of it, Aeryn! I'm sick of Napoleon the Fourteenth,""]","I'm fed up, fed up with Napoleon Fourteen.",idiomatic,"il en avoir marre , marre de Napoléon Quatorze .",['en avoir marre'],5339
Elle donnait un coup de main à la maison et à son père au travail.,['She lends you a helping hand at home and her father at work.'],She helped out around the house and with her father at work.,idiomatic,il donner un coup de main à le maison et à son père à le travail .,['un coup de main'],2509
"Vous êtes tellement doués pour trouver des trucs, peut-être que vous pourriez donner un coup de main à mon équipier.","['You guys are so good at finding things, maybe you could give my partner a hand.']","You guys are so good at finding stuff, maybe you could give my partner a hand.",idiomatic,"il être tellement douer pour trouver un truc , peut-être que il pouvoir donner un coup de main à son équipier .",['un coup de main'],2509
Il donne un coup de main avec les fournisseurs et...,"[""He's uh, helping out, keeping things together with the vendors and...""]",He helps out with the suppliers and...,idiomatic,il donner un coup de main avec le fournisseur et ...,['un coup de main'],2509
- Besoin d'un coup de main ?,['Need a hand? Nah.'],- Need a hand?,idiomatic,- besoin de un coup de main ?,['un coup de main'],2509
"- Bonjour, un coup de main ?","['- Hey ya, may I help you on here\xa0?']","- Hello, do you need a hand?",idiomatic,"- bonjour , un coup de main ?",['un coup de main'],2509
"Fais gaffe oû tu mets les pieds, j'ai tout astiqué.","[""Watch where you're walking, I just mopped here.""]","Be careful where you step, I've polished everything.",idiomatic,"faire gaffe oû il mettre le pied , il avoir tout astiquer .",['faire gaffe'],2227
"- Tous chez Faucelli! - Aux baraques, faites gaffe!","['Back to the sheds, and keep your eyes open!']","- Everyone to Faucelli's! - To the barracks, watch out!",idiomatic,"- tout chez Faucelli! - à le baraque , faire gaffe !",['faire gaffe'],2227
"- À ta place, je ferais gaffe à mon cul.","[""- Lf I was you, I'd watch my ass.""]","- If I were you, I'd watch my ass.",idiomatic,"- à ta place , il faire gaffe à son cul .",['faire gaffe'],2227
"Fais gaffe, l'oiseau !","['Whoa, bird! Watch out for the...']","Watch out, bird!",idiomatic,"faire gaffe , le oiseau !",['faire gaffe'],2227
"Fais gaffe Lindsey, surveille-les bien.","[""Watch them, Lindsey. Keep an eye on 'em.""]","Watch out Lindsey, keep an eye on them.",idiomatic,"faire gaffe Lindsey , surveiller il bien .",['faire gaffe'],2227
"- Alors, vous voulez que je jette un coup d'oeil?","['- So, you want me to take a look? - Where?']","- So, you want me to take a look?",idiomatic,"- alors , il vouloir que il jeter un coup de oeil ?",['jeter un coup de oeil'],1489
Laissez-moi juste jeter un coup d'oeil.,['Just give me one stroll around the foot.'],Let me just take a look.,idiomatic,laisser lui juste jeter un coup de oeil .,['jeter un coup de oeil'],1489
Ça ne vous dérange pas si on jette un coup d'oeil ?,"[""I hope you don't mind if we look around.""]",Do you mind if we take a look around?,idiomatic,ça ne il déranger pas si on jeter un coup de oeil ?,['jeter un coup de oeil'],1489
"Je suis revenu avec des glacières médicales, un conteneur scellé, mais, une fois, j'ai jeté un coup d'oeil.","['I flew back with medical ice chests, coolers sealed up tight, but I got a look once.']","I came back with medical coolers, a sealed container, but, once, I took a look.",idiomatic,"il être revenir avec un glacière médical , un conteneur sceller , mais , un fois , il avoir jeter un coup de oeil .",['jeter un coup de oeil'],1489
Je devrais aller jeter un coup d'oeil aux personnes du CMI.,['I should check in with the I.D.C. rep.'],I should go take a look at the CMI people.,idiomatic,il devoir aller jeter un coup de oeil à le personne de le CMI .,['jeter un coup de oeil'],1489
On jette un coup d'oeil et on te tient au courant.,"[""We'll take a look and get back to you.""]",We'll take a look and let you know.,idiomatic,on jeter un coup de oeil et on lui tenir à le courant .,"['tenir à le courant', 'jeter un coup de oeil']",1377
"C'est une grosse enquête; Le directeur assistant a besoin de savoir qu'il sera tenu au courant sans fioritures, donc...","[""It's a major case; the Assistant Director needs to know he's getting the facts without spin, so...""]","It's a big investigation; the assistant director needs to know that he'll be kept in the loop with no frills, so...",idiomatic,"ce être un gros enquête ; le directeur assistant avoir besoin de savoir que il être tenir à le courant sans fioriture , donc ...",['tenir à le courant'],1377
"Je ne suis pas fou de joie d'entendre ça, mais il faut se tenir au courant.","[""I'm not exactly bursting to hear it either. We've gotta know what's going on.""]","I'm not crazy about hearing this, but it's important to keep up to date.",idiomatic,"il ne être pas fou de joie de entendre ça , mais il falloir se tenir à le courant .",['tenir à le courant'],1377
Histoire que la police nous tienne au courant de l'enquête.,['At least have NYPD keep us in the loop on the investigation.'],So that the police can keep us informed of the investigation.,idiomatic,histoire que le police il tenir à le courant de le enquête .,['tenir à le courant'],1377
J'appelais juste pour vous tenir au courant des nouvelles.,"[""I'm just calling to give you an update.""]",I was just calling to give you an update.,idiomatic,il appeler juste pour il tenir à le courant de le nouvelle .,['tenir à le courant'],1377
"Ils veulent prendre des notes, se tenir au courant, mais si ça leur sautait au visage, ils ne seraient pas responsables.","[""It's like they want to keep tabs on this. They want to stay on top of it, but if it blows up in their faces, then they don't have to take responsibility for it.""]","They want to take notes, keep up to date, but if it blew up in their face, they wouldn't be responsible.",idiomatic,"il vouloir prendre un note , se tenir à le courant , mais si ça lui sauter à le visage , il ne être pas responsable .",['tenir à le courant'],1377
"C'est la faute à personne. Terminé. Tourne la page, j'en ai marre.","[""Move on, because, frankly, I'm sick of hearing about it.""]","It's nobody's fault. No more. Turn the page, I'm done.",idiomatic,"ce être le faute à personne . terminer . tourner le page , il en avoir marrer .","['tourner le page', 'en avoir marre']",1349
Ils se féliciteront et tourneront la page.,"[""They'll pat themselves on the back and they'll forget about it.""]",They will congratulate themselves and move on.,idiomatic,il se féliciter et tourner le page .,['tourner le page'],1349
Vous avez tourné la page.,['Closure.'],You have turned the page.,idiomatic,il avoir tourner le page .,['tourner le page'],1349
Tu dois tourner la page. Comment ça ?,['You have to let it go.'],"You have to turn the page. What do you mean, move on?",idiomatic,il devoir tourner le page . comment ça ?,['tourner le page'],1349
Ma cliente est prête à tourner la page.,['My client is ready to put this behind her.'],My client is ready to move on.,idiomatic,son client être prêt à tourner le page .,['tourner le page'],1349
Non... Tournons la page.,"[""Now it's just time to let go.""]",No... Let's turn the page.,idiomatic,non ... tourner le page .,['tourner le page'],1349
"Si tu te sens seul, comme si on en a rien à foutre de toi... et que le monde entier en a rien à cirer, moi, je suis là.","[""If you're feeling alone, like nobody in the world cares... and nobody in the fucking world gives a shit, then I'm here.""]","If you're feeling lonely, like no one gives a shit about you... and the whole world doesn't care, I'm here.",idiomatic,"si il lui sentir seul , comme si on en avoir rien à foutrer de lui ... et que le monde entier en avoir rien à cirer , lui , il être là .","['en avoir rien à foutrer', 'en avoir rien à cirer']",1002
J'en ai rien à foutre.,"[""I'm not giving you shit.""]",I don't give a shit.,idiomatic,il en avoir rien à foutrer .,['en avoir rien à foutrer'],1002
"Fais ce que tu veux, j'en ai rien à foutre.",['Suit yourself. See if I care.'],"Do what you want, I don't care.",idiomatic,"faire ce que il vouloir , il en avoir rien à foutrer .",['en avoir rien à foutrer'],1002
"""J'en ai rien à foutre de Mozart !"" Parfait !","['""I do not give a shit about Mozart!"" Perfect! Remove.']","""I don't give a shit about Mozart!"" Perfect!",idiomatic,""" il en avoir rien à foutrer de Mozart ! "" parfait !",['en avoir rien à foutrer'],1002
"Votre argent et vos amis puissants, j'en ai rien à foutre, Gartley.","[""Hey, all your powerful friends and all your money don't mean shit to me, Gartley.""]","I don't give a shit about your money or your powerful friends, Gartley.",idiomatic,"son argent et son ami puissant , il en avoir rien à foutrer , Gartley .",['en avoir rien à foutrer'],1002
"Mais je me suis investie pour faire en sorte que ça marche, mais il en avait rien à foutre.","['But I put everything I had into it to make it work, and he could care less.']","But I put a lot of effort into making it work, but he didn't give a shit.",idiomatic,"mais il se être investir pour faire en sorte que ça marcher , mais il en avoir rien à foutrer .","['en avoir rien à foutrer', 'ça marcher']",1002
"Putain, j'en ai rien à foutre! J'en ai marre!","[""Fuck, I don't want to know, I've had enough!""]",I don't give a fuck! I'm sick of it!,idiomatic,"putain , il en avoir rien à foutrer il en avoir marrer !","['en avoir rien à foutrer', 'en avoir marre']",1002
"De toute façon, j'en ai rien à foutre.","[""I don't care what the hell you're doing.""]","Anyway, I don't give a shit.",idiomatic,"de tout façon , il en avoir rien à foutrer .",['en avoir rien à foutrer'],1002
"Je suis crevé, et j'en ai marre de tout ça.","[""I'm just tired and just really tired of all of it.""]","I'm tired, and I'm sick of it all.",idiomatic,"il être crever , et il en avoir marre de tout ça .","['être crever', 'en avoir marre']",798
"- Je suis crevée, j'en ai marre.","[""I'm tired and I'm bored. What are you bored of?""]","- I'm tired, I'm fed up.",idiomatic,"- il être crever , il en avoir marrer .","['être crever', 'en avoir marre']",798
"Tout ce que j'ai à faire, c'est crever la dalle une semaine... et je retrouverai la vie infernale que j'avais avant ?","['So all I gotta do is starve and be miserable for a week, then my life will go back to the normal hell it always was?']",All I have to do is starve for a week... and I'll be back to the hellish life I had before?,idiomatic,"tout ce que il avoir à faire , ce être crever le dalle un semaine ... et il retrouver le vie infernal que il avoir avant ?","['être crever', 'crever le dalle']",798
Ma cliente était crevée.,['My client was wasted.'],My client was exhausted.,idiomatic,son client être crever .,['être crever'],798
Voilà pourquoi je suis crevée!,"[""Well, that's because I'm tired!""]",That's why I'm tired!,idiomatic,voilà pourquoi il être crever !,['être crever'],798
"Le réveil sonne, vous vous êtes levé tôt, vous êtes crevé, sonné.","[""So you get up in the morning, you're exhausted, groggy.""]","The alarm clock rings, you got up early, you're tired, you're exhausted.",idiomatic,"le réveil sonner , il il être lever tôt , il être crever , sonné .",['être crever'],798
Je suis crevé.,"[""Yeah, I'm pretty beat. Well, I need you.""]",I'm exhausted.,idiomatic,il être crever .,['être crever'],798
Tu es crevée après ce voyage.,"[""You're tired after all that travelling.""]",You're exhausted after this trip.,idiomatic,il être crever après ce voyage .,['être crever'],798
"Et au fait, toi aussi t'es canon.","[""By the way, I think you're hot, too.""]","And by the way, you're hot too.",idiomatic,"et à le fait , lui aussi lui être canon .",['être canon'],760
Je parie qu'elle est canon.,"[""Something tells me she's a knockout!""]",I bet she's hot.,idiomatic,il parier que il être canon .,['être canon'],760
Tu es canon.,"[""You're the sexy one.""]",Tu is canon.,idiomatic,il être canon .,['être canon'],760
Il est canon.,['He looks proper lush.'],He's hot.,idiomatic,il être canon .,['être canon'],760
"Soit parce qu'elle est canon soit parce que c'est la seule fille du groupe. Mais dans tous les cas, je suis fou d'elle.","[""I don't know whether it's 'cause she's hot or maybe it's 'cause she's the only girl around, but... either way, I'm totally smitten.""]","Either because she's hot or because she's the only girl in the group. But either way, I'm crazy about her.",idiomatic,"soit parce que il être canon soit parce que ce être le seul fille de le groupe . mais dans tout le cas , il être fou de il .",['être canon'],760
Tu es en train de te prendre la tête.,"[""You're psyching yourself out.""]",You're getting in over your head.,idiomatic,il être en train de lui prendre le tête .,"['prendre le tête', 'être en train de']",694
J'aimerais manger sans qu'on me prenne la tête.,['I would like to eat in peace.'],I'd like to eat without being bothered.,idiomatic,il aimerer manger sans que on se prendre le tête .,['prendre le tête'],694
Il a pris la tête et fonça vers la clôture.,['When he took the lead he fought for the rail.'],He took the lead and ran towards the fence.,idiomatic,il avoir prendre le tête et foncer vers le clôture .,['prendre le tête'],694
"Savage prend la tête pour Angkor ! - Allez, Savage !",['Savage now in the lead for angkor.'],"Savage takes the lead for Angkor! - Come on, Savage!",idiomatic,"Savage prendre le tête pour Angkor ! - aller , Savage !",['prendre le tête'],694
Sarah est en train de te prendre la tête.,"[""Oh, Sarah's got you all up in a tizzy.""]",Sarah is getting on your nerves.,idiomatic,Sarah être en train de lui prendre le tête .,"['prendre le tête', 'être en train de']",694
"Je sais qu'il est ici, et ça me prend la tête.","[""I know that he's over there right now and it's drilling a hole in my brain.""]","I know he's here, and it's getting to me.",idiomatic,"il savoir que il être ici , et ça se prendre le tête .",['prendre le tête'],694
Tu me prends la tête quand je bosse là-dessus ?,"[""You come at me when I'm dealing with this shit?""]",Do you get on my nerves when I work on this?,idiomatic,il se prendre le tête quand il bosser là-dessus ?,['prendre le tête'],694
J'en ai rien a faire de vivre les deux prochaines heures.,"[""Look, I don't care about living through the next two hours.""]",I don't care about living the next two hours.,idiomatic,il en avoir rien à faire de vivre le deux prochain heure .,['en avoir rien à faire'],602
Mais je n'en ai rien à faire [br]de ces détails!,['Those are careless details!'],But I don't care about these details!,idiomatic,mais il ne en avoir rien à faire [ br ] de ce détail !,['en avoir rien à faire'],602
Au lieu de leur rentrer dedans comme si tu n'en avais rien à faire.,"[""Instead of coming across like you don't care.""]",Instead of running into them like you don't care.,idiomatic,à le lieu de lui rentrer dedans comme si il ne en avoir rien à faire .,['en avoir rien à faire'],602
Et la police n'en avait rien à faire.,"[""Stolen. The police couldn't have cared less.""]",And the police didn't care.,idiomatic,et le police ne en avoir rien à faire .,['en avoir rien à faire'],602
"Chéri, je croyais que tu en avais rien à faire de cet arbre.","[""Honey, I thought you didn't care about the tree.""]","Honey, I thought you didn't care about this tree.",idiomatic,"chéri , il croire que il en avoir rien à faire de ce arbre .",['en avoir rien à faire'],602
Deux courtiers sont venus boire un coup.,['A couple of brokers stopped in for spritzers one night.'],Two brokers came for a drink.,idiomatic,deux courtier être venir boire un coup .,['boire un coup'],561
Viens boire un coup ce soir.,"[""Aren't you coming with us?""]",Come for a drink tonight.,idiomatic,venir boire un coup ce soir .,['boire un coup'],561
Millie ne sera pas choquée de voir quelqu'un boire un coup.,"[""Millie won't be shocked to see somebody take a drink.""]",Millie won't be shocked to see someone having a drink.,idiomatic,Millie ne être pas choquer de voir quelqu'un boire un coup .,['boire un coup'],561
J'ai eu un vrai coup de foudre.,['It was love at first sight.'],I fell in love with it at first sight.,idiomatic,il avoir avoir un vrai coup de foudre .,['coup de foudre'],552
Je n'ai pas eu de coup de foudre depuis Sean Cassidy.,"[""I haven't had a crush since Sean Cassidy. No way.""]",I haven't had a crush since Sean Cassidy.,idiomatic,il ne avoir pas avoir un coup de foudre depuis Sean Cassidy .,"['avoir un coup de foudre', 'coup de foudre']",552
C'est un coup de foudre. C'est inoffensif.,"[""It's a crush.It's harmless.""]",It's love at first sight. It's harmless.,idiomatic,ce être un coup de foudre . ce être inoffensif .,['coup de foudre'],552
"Tu crois que cette fille, cette bombasse a vu Éric, elle a flashé, hop, coup de foudre.",['Really? You think that 25-year-old sex bomb saw Eric and suddenly fell in love with him?'],"You think this girl, this hottie saw Eric, she flashed, hop, love at first sight.",idiomatic,"de le croire que ce fille , ce bombasse avoir voir Éric , il avoir flasher , hop , coup de foudre .",['coup de foudre'],552
"Tu as regardé ""Coup de foudre à Notting Hill"" pour moi?",['You watched Notting Hill for me?'],"Did you watch ""Love at first sight in Notting Hill"" for me?",idiomatic,"il avoir regarder "" coup de foudre à Notting Hill "" pour lui",['coup de foudre'],552
"Meg disait à Markayla de ralentir, mais Markayla a eu un coup de foudre.","['Meg kept telling Markayla to slow down, but Markayla was head over heels.']","Meg was telling Markayla to slow down, but Markayla had a blast.",idiomatic,"Meg dire à Markayla de ralentir , mais Markayla avoir avoir un coup de foudre .","['avoir un coup de foudre', 'coup de foudre']",552
Moi aussi. Mais on n'a pas eu de coup de foudre.,"[""So do I, but we didn't love each other at first either.""]",So did I. But we didn't fall in love at first sight.,idiomatic,lui aussi . mais on ne avoir pas avoir un coup de foudre .,"['avoir un coup de foudre', 'coup de foudre']",552
"Avoir un coup de foudre, c'est sentir le véritable amour.","['To experience love at first sight, is to feel true love.']",To fall in love at first sight is to feel true love.,idiomatic,"avoir un coup de foudre , ce être sentir le véritable amour .","['avoir un coup de foudre', 'coup de foudre']",552
"Je sais pas, j'ai eu un coup de foudre.","[""I don't know, it was love at first sight.""]","I don't know, it was love at first sight.",idiomatic,"il savoir pas , il avoir avoir un coup de foudre .","['avoir un coup de foudre', 'coup de foudre']",552
Barbara a eu le coup de foudre en voyant une photo de toi dans People magasine,['Barbara fell enchanted vith you in a picture in People magazine'],Barbara fell in love with you at first sight when she saw a picture of you in People magazine,idiomatic,Barbara avoir avoir le coup de foudre en voir un photo de lui dans People magasine,['coup de foudre'],552
"Et maintenant, une jeune femme qui va droit au but, ma sœur, Roberta Tubbs.","['And now, a young lady who goes to third base faster than Rickey Henderson my sister, Roberta Tubbs.']","And now, a young woman who gets right to the point, my sister, Roberta Tubbs.",idiomatic,"et maintenant , un jeune femme qui aller droit à le but , son sœur , Roberta Tubbs .",['aller droit à le but'],538
"Eh bien, tu es allé droit au but avec celle-la.","['Well, you walked right into that one.']","Well, you got right to the point with that one.",idiomatic,"eh bien , il être aller droit à le but avec celle-la .",['aller droit à le but'],538
"Chéri, il vaut parfois mieux éviter d'aller droit au but.","[""Honey, sometimes it's not the most perfect timing To get straight to the point.""]","Honey, sometimes it's best to avoid getting right to the point.",idiomatic,"chéri , il valoir parfois mieux éviter de aller droit à le but .",['aller droit à le but'],538
