source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
"Il nous a raconté des salades, puis nous a drogués et enfermés dans un frigo.","['He tells us this crazy story, then he drugs us and locks us in a freezer.']","He told us about salads, then drugged us and locked us in a fridge.",idiomatic,"il il avoir raconter un salade , puis il avoir droguer et enfermer dans un frigo .",['raconter un salade'],44
Tu crois que je raconte des salades ? - C'est ça ?,['Are you calling me a liar?'],Do you think I&#39;m talking shit? - That&#39;s it ?,idiomatic,de le croire que il raconter un salade ? - ce être ça ?,['raconter un salade'],44
Mike prit son courage à deux mains pour aller voir son frère.,"[""So Mike sucked it up and went over to his brother's house.""]",Mike mustered up his courage to go see his brother.,idiomatic,Mike prendre son courage à deux main pour aller voir son frère .,['prendre son courage à deux main'],44
Prendre son courage à deux mains pour dire à Rogelio qu'elle avait fait vœu de chasteté était plus difficile que ce que Xiomara pensait.,['Working up the courage to tell Rogelio about her vow of chastity was proving harder than Xiomara had anticipated.'],Mustering up the courage to tell Rogelio that she had taken a vow of chastity was harder than Xiomara thought.,idiomatic,prendre son courage à deux main pour dire à Rogelio que il avoir faire vœu de chasteté être plus difficile que ce que Xiomara penser .,['prendre son courage à deux main'],44
Il est sur son 31.,"[""He's looking sharp!""]",He is on his 31.,idiomatic,il être sur son 31 .,['être sur son 31'],44
- Tu es sur ton 31.,"[""- Whoa, don't you look sharp.""]",- You&#39;re on your 31.,idiomatic,- il être sur son 31 .,['être sur son 31'],44
Ses parents avaient la flemme de l'appeler Bob ?,"['What, his parents were too lazy to come up with, like, Bob?']",His parents were too lazy to call him Bob?,idiomatic,son parent avoir le flemme de le appeler Bob ?,['avoir le flemme'],43
Ses parents avaient la flemme de l'appeler Bob ?,"['What, his parents were too lazy to come up with, like, Bob?']",His parents were too lazy to call him Bob?,idiomatic,son parent avoir le flemme de le appeler Bob ?,['avoir le flemme'],43
J'ai eu la flemme.,"['I got lazy, man, you know.']",I had the laziness.,idiomatic,il avoir avoir le flemme .,['avoir le flemme'],43
J'ai la flemme de lire des sous-titres.,"[""Actually, no. I'm not down for subtitles tonight.""]",I&#39;m too lazy to read subtitles.,idiomatic,il avoir le flemme de lire de le sous-titre .,['avoir le flemme'],43
Je ne sais pas si sortir ou pas. J'ai la flemme...,"[""I don't know if I want to go or if I'm too tired but...""]",I don&#39;t know whether to go out or not. I&#39;m lazy...,idiomatic,il ne savoir pas si sortir ou pas . il avoir le flemme ...,['avoir le flemme'],43
Tu cherches trop à impressionner. Tu as les yeux plus gros que le ventre.,"['You try so hard to impress people, you always bite off more than you can chew.']",You try too hard to impress. Your eyes are bigger than your stomach.,idiomatic,il chercher trop à impressionner . il avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
"Voila ce qui arrive lorsqu'on a les yeux plus gros que le ventre, Pat.","['This is what happens when you get too big for your boots, Pat.']","This is what happens when your eyes are bigger than your stomach, Pat.",idiomatic,"voila ce qui arriver lorsque on avoir le œil plus gros que le ventre , Pat.",['avoir le œil plus gros que le ventre'],42
J'avais les yeux plus gros que le ventre.,['I bit off more than I could chew.'],My eyes were bigger than my stomach.,idiomatic,il avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
"Vous avez les yeux plus gros que le ventre, mon ami.","[""You've bitten off more than you can chew this time, my friend.""]","Your eyes are bigger than your stomach, my friend.",idiomatic,"il avoir le œil plus gros que le ventre , son ami .",['avoir le œil plus gros que le ventre'],42
Elle pense qu'on a les yeux plus gros que le ventre.,['She worries our eyes might be a little bigger than our stomachs.'],She thinks our eyes are bigger than our stomachs.,idiomatic,il penser que on avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
Je crève la dalle.,"['Look, I gotta eat, okay?']",I&#39;m starving.,idiomatic,il crever le dalle .,['crever le dalle'],41
"Une heure après, vous crevez la dalle.","['You go in there and spend 50 and eat for an hour and a half, and a half hour later you´re starving to death.']","An hour later, you burst the slab.",idiomatic,"un heure après , il crever le dalle .",['crever le dalle'],41
Nous appellerons un chat un chat.,"[""We're going to call a spade a dirty spade.""]",We will call a spade a spade.,idiomatic,il appeler un chat un chat .,['appeler un chat un chat'],41
On crève la dalle.,['-We were starving.'],We break the slab.,idiomatic,on crever le dalle .,['crever le dalle'],41
Appelons un chat un chat.,"[""Let's call a spade a spade.""]",Let&#39;s call a spade a spade.,idiomatic,appeler un chat un chat .,['appeler un chat un chat'],41
- J'arrive pas à dormir. Je crève la dalle. Regarde sur quoi je tombe.,"[""I can't sleep because I'm starving and look what's on TV.""]",- I can not sleep. I&#39;m starving. Look what I stumble upon.,idiomatic,- il arriver pas à dormir . il crever le dalle . regarder sur quoi il tomber .,['crever le dalle'],41
"Ouais, je crève la dalle.","[""Yeah, I'm freaking starving.""]","Yeah, I&#39;m breaking the slab.",idiomatic,"ouais , il crever le dalle .",['crever le dalle'],41
"Attendez, soyons... Appelons un chat un chat.","[""Well now, let's be, let's call a spade a spade.""]","Wait, let&#39;s be... Let&#39;s call a spade a spade.",idiomatic,"attendre , soier ... appeler un chat un chat .",['appeler un chat un chat'],41
"Je suis prêt à appeler un chat un chat, pour dissuader les générations d'aujourd'hui et de demain.","['There I am prepared to call a spade a spade, as a warning to present and future generations.']","I am ready to call a spade a spade, to deter the generations of today and tomorrow.",idiomatic,"il être prêt à appeler un chat un chat , pour dissuader le génération de aujourd'hui et de demain .",['appeler un chat un chat'],41
J'appelle un chat un chat...,['If it walks like a duck...'],I call a spade a spade...,idiomatic,il appeler un chat un chat ...,['appeler un chat un chat'],41
J'ai du pain sur la planche.,['Lotta irons in the fire.'],I have cut out.,idiomatic,il avoir de le pain sur le planche .,['avoir de le pain sur le planche'],38
Tu as du pain sur la planche la.,['You got your hands full over there.'],You have your work cut out there.,idiomatic,il avoir de le pain sur le planche le .,['avoir de le pain sur le planche'],38
"Vous savez, les Punjabis ont le coeur sur la main.",['You know we Punjabis are really large-hearted.'],"You know, Punjabis wear their hearts on their sleeves.",idiomatic,"il savoir , le Punjabis avoir le cœur sur le main .",['avoir le cœur sur le main'],38
"Ecoute, je sais que tu as du pain sur la planche, mais mes parents ne peuvent pas te supporter et mon cousin est...","[""Look, I know you have a lot on your plate, but my parents can't stand you, and my cousin is...""]","Look, I know you have your work cut out, but my parents can&#39;t stand you and my cousin is...",idiomatic,"écoute , il savoir que il avoir de le pain sur le planche , mais son parent ne pouvoir pas lui supporter et son cousin être ...",['avoir de le pain sur le planche'],38
"C'est bon, tu peux avoir le coeur sur la main","[""It's okay, you can wear your heart on your sleeve""]","It&#39;s okay, you can have your heart on your sleeve",idiomatic,"ce être bon , il pouvoir avoir le cœur sur le main",['avoir le cœur sur le main'],38
Elle a le coeur sur la main.,"[""She's got a big heart.""]",She has her heart on her sleeve.,idiomatic,il avoir le cœur sur le main .,['avoir le cœur sur le main'],38
Avait le coeur sur la main.,['Wore his heart on his sleeve.'],Had his heart on his sleeve.,idiomatic,avoir le cœur sur le main .,['avoir le cœur sur le main'],38
Tu as du pain sur la planche.,['You have a job to do.'],You have your work cut out.,idiomatic,il avoir de le pain sur le planche .,['avoir de le pain sur le planche'],38
J'ai du pain sur la planche...,"[""I've got a lot on my plate and um...""]",I have cut out...,idiomatic,il avoir de le pain sur le planche ...,['avoir de le pain sur le planche'],38
Mitsuko et Joe ont le cœur sur la main.,['Mitsuko and Joe are open-handed.'],Mitsuko and Joe have their hearts on their sleeves.,idiomatic,Mitsuko et Joe avoir le cœur sur le main .,['avoir le cœur sur le main'],38
