source,references,hypothesis,type,lemmatized,idioms_in_sents,freq
Elle était sur son 31. C'est un peu tôt pour aller en boîte.,"[""She was certainly dressed to impress, but it's a little early for clubbing, isn't it?""]",She was dressed up. It's a little early to go clubbing.,idiomatic,il être sur son 31 . ce être un peu tôt pour aller en boîte .,['être sur son 31'],44
Vous êtes sur votre 31.,"[""You're looking great.""]",You're all dressed up.,idiomatic,il être sur son 31 .,['être sur son 31'],44
Alors elle a pris son courage à deux mains pour faire la fille mature de fac.,['So she dug down deep and did the only thing a mature college woman could do.'],So she plucked up the courage to be the mature college girl.,idiomatic,alors il avoir prendre son courage à deux main pour faire le fille mature de fac .,['prendre son courage à deux main'],44
"Ma maman à moi, elle me pinçait quand je racontais des salades.",['- My mom used to pinch me when I lied.'],My mom used to pinch me when I was talking nonsense.,idiomatic,"son maman à lui , il se pincer quand il raconter un salade .",['raconter un salade'],44
Pourquoi vous êtes sur votre 31 ?,"[""What's with the dress up?""]",Why are you dressed up?,idiomatic,pourquoi il être sur son 31 ?,['être sur son 31'],44
Il est sur son 31.,"[""He's looking sharp!""]",He's all dressed up.,idiomatic,il être sur son 31 .,['être sur son 31'],44
"Quand il est arrivé, j'ai pris mon courage à deux mains pour aborder le sujet.","['When he did arrive, I had the courage to get to the heart of the matter.']","When he arrived, I took my courage in both hands to approach the subject.",idiomatic,"quand il être arriver , il avoir prendre son courage à deux main pour aborder le sujet .",['prendre son courage à deux main'],44
- Tu es sur ton 31.,"[""- Whoa, don't you look sharp.""]",- You're all dressed up.,idiomatic,- il être sur son 31 .,['être sur son 31'],44
Lave tes mains et arrête de raconter des salades.,['Wash your hands and no more bullshit.'],Wash your hands and stop talking nonsense.,idiomatic,laver son main et arrêter de raconter un salade .,['raconter un salade'],44
Ça t'autorise pas à raconter des salades.,"['If I lied,']",That doesn't give you the right to talk nonsense.,idiomatic,ça lui autoriser pas à raconter un salade .,['raconter un salade'],44
Ses parents avaient la flemme de l'appeler Bob ?,"['What, his parents were too lazy to come up with, like, Bob?']",His parents were too lazy to call him Bob?,idiomatic,son parent avoir le flemme de le appeler Bob ?,['avoir le flemme'],43
Ses parents avaient la flemme de l'appeler Bob ?,"['What, his parents were too lazy to come up with, like, Bob?']",His parents were too lazy to call him Bob?,idiomatic,son parent avoir le flemme de le appeler Bob ?,['avoir le flemme'],43
J'ai eu la flemme.,"['I got lazy, man, you know.']",I was lazy.,idiomatic,il avoir avoir le flemme .,['avoir le flemme'],43
J'ai la flemme de lire des sous-titres.,"[""Actually, no. I'm not down for subtitles tonight.""]",I'm lazy to read subtitles.,idiomatic,il avoir le flemme de lire de le sous-titre .,['avoir le flemme'],43
Je ne sais pas si sortir ou pas. J'ai la flemme...,"[""I don't know if I want to go or if I'm too tired but...""]",I don't know whether to go out or not. I'm lazy...,idiomatic,il ne savoir pas si sortir ou pas . il avoir le flemme ...,['avoir le flemme'],43
J'avais les yeux plus gros que le ventre.,['I bit off more than I could chew.'],My eyes were bigger than my stomach.,idiomatic,il avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
"Voila ce qui arrive lorsqu'on a les yeux plus gros que le ventre, Pat.","['This is what happens when you get too big for your boots, Pat.']","This is what happens when your eyes are bigger than your stomach, Pat.",idiomatic,"voila ce qui arriver lorsque on avoir le œil plus gros que le ventre , Pat.",['avoir le œil plus gros que le ventre'],42
"Vous avez les yeux plus gros que le ventre, mon ami.","[""You've bitten off more than you can chew this time, my friend.""]","Your eyes are bigger than your stomach, my friend.",idiomatic,"il avoir le œil plus gros que le ventre , son ami .",['avoir le œil plus gros que le ventre'],42
Elle pense qu'on a les yeux plus gros que le ventre.,['She worries our eyes might be a little bigger than our stomachs.'],She thinks we have eyes bigger than our stomachs.,idiomatic,il penser que on avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
Tu cherches trop à impressionner. Tu as les yeux plus gros que le ventre.,"['You try so hard to impress people, you always bite off more than you can chew.']",You're trying too hard to impress. Your eyes are bigger than your stomach.,idiomatic,il chercher trop à impressionner . il avoir le œil plus gros que le ventre .,['avoir le œil plus gros que le ventre'],42
Je crève la dalle.,"['Look, I gotta eat, okay?']",I'm starving.,idiomatic,il crever le dalle .,['crever le dalle'],41
On crève la dalle.,['-We were starving.'],We are starving.,idiomatic,on crever le dalle .,['crever le dalle'],41
J'appelle un chat un chat...,['If it walks like a duck...'],I call a spade a spade...,idiomatic,il appeler un chat un chat ...,['appeler un chat un chat'],41
Appelons un chat un chat.,"[""Let's call a spade a spade.""]",Let's call a spade a spade.,idiomatic,appeler un chat un chat .,['appeler un chat un chat'],41
"Je suis prêt à appeler un chat un chat, pour dissuader les générations d'aujourd'hui et de demain.","['There I am prepared to call a spade a spade, as a warning to present and future generations.']","I am willing to call a spade a spade, to deter the generations of today and tomorrow.",idiomatic,"il être prêt à appeler un chat un chat , pour dissuader le génération de aujourd'hui et de demain .",['appeler un chat un chat'],41
"Une heure après, vous crevez la dalle.","['You go in there and spend 50 and eat for an hour and a half, and a half hour later you´re starving to death.']","An hour later, you are starving.",idiomatic,"un heure après , il crever le dalle .",['crever le dalle'],41
"Attendez, soyons... Appelons un chat un chat.","[""Well now, let's be, let's call a spade a spade.""]","Wait, let's... Let's call a spade a spade.",idiomatic,"attendre , soier ... appeler un chat un chat .",['appeler un chat un chat'],41
Nous appellerons un chat un chat.,"[""We're going to call a spade a dirty spade.""]",We will call a spade a spade.,idiomatic,il appeler un chat un chat .,['appeler un chat un chat'],41
"Ouais, je crève la dalle.","[""Yeah, I'm freaking starving.""]","Yeah, I'm starving.",idiomatic,"ouais , il crever le dalle .",['crever le dalle'],41
- J'arrive pas à dormir. Je crève la dalle. Regarde sur quoi je tombe.,"[""I can't sleep because I'm starving and look what's on TV.""]",- I can't sleep. I'm starving. Look what I'm walking into.,idiomatic,- il arriver pas à dormir . il crever le dalle . regarder sur quoi il tomber .,['crever le dalle'],41
Tu as du pain sur la planche la.,['You got your hands full over there.'],You have your work cut out for you here.,idiomatic,il avoir de le pain sur le planche le .,['avoir de le pain sur le planche'],38
"C'est bon, tu peux avoir le coeur sur la main","[""It's okay, you can wear your heart on your sleeve""]","It's okay, you can have your heart on your sleeve",idiomatic,"ce être bon , il pouvoir avoir le cœur sur le main",['avoir le cœur sur le main'],38
J'ai du pain sur la planche...,"[""I've got a lot on my plate and um...""]",I have a lot of work to do...,idiomatic,il avoir de le pain sur le planche ...,['avoir de le pain sur le planche'],38
Tu as du pain sur la planche.,['You have a job to do.'],You have a lot of work to do.,idiomatic,il avoir de le pain sur le planche .,['avoir de le pain sur le planche'],38
Avait le coeur sur la main.,['Wore his heart on his sleeve.'],Had the heart on his hand.,idiomatic,avoir le cœur sur le main .,['avoir le cœur sur le main'],38
Elle a le coeur sur la main.,"[""She's got a big heart.""]",She has the heart on her hand.,idiomatic,il avoir le cœur sur le main .,['avoir le cœur sur le main'],38
J'ai du pain sur la planche.,['Lotta irons in the fire.'],I have a lot of work to do.,idiomatic,il avoir de le pain sur le planche .,['avoir de le pain sur le planche'],38
"Vous savez, les Punjabis ont le coeur sur la main.",['You know we Punjabis are really large-hearted.'],"You know, Punjabis have a heart on their sleeve.",idiomatic,"il savoir , le Punjabis avoir le cœur sur le main .",['avoir le cœur sur le main'],38
"Ecoute, je sais que tu as du pain sur la planche, mais mes parents ne peuvent pas te supporter et mon cousin est...","[""Look, I know you have a lot on your plate, but my parents can't stand you, and my cousin is...""]","Look, I know you have a lot on your plate, but my parents can't stand you and my cousin is...",idiomatic,"écoute , il savoir que il avoir de le pain sur le planche , mais son parent ne pouvoir pas lui supporter et son cousin être ...",['avoir de le pain sur le planche'],38
Mitsuko et Joe ont le cœur sur la main.,['Mitsuko and Joe are open-handed.'],Mitsuko and Joe have their hearts on their sleeve.,idiomatic,Mitsuko et Joe avoir le cœur sur le main .,['avoir le cœur sur le main'],38
Pourquoi avez-vous filé à l'anglaise?,"[""Why'd you give them the slip up at the hospital? You don't like the place?""]",Why did you run away?,idiomatic,pourquoi avoir il filer à le anglais ?,['filer à le anglais'],35
Ça se vend comme des petits pains sur Internet.,"[""They're going crazy on the Internet.""]",It sells like hotcakes on the Internet.,idiomatic,ça se vendre comme un petit pain sur Internet .,['se vendre comme un petit pain'],35
"L'aventure. Le sexe. Mets ça dans ton livre, il se vendra comme des petits pains.","[""Adventure, sex... you put that in your book, it'll sell like hot cakes.""]","The adventure. Sex. Put that in your book, it will sell like hotcakes.",idiomatic,"le aventure . le sexe . mettre ça dans son livre , il se vendre comme un petit pain .",['se vendre comme un petit pain'],35
"22 personnes qui filent à l'anglaise, tu t'imagines ?","[""You don't want 22 people skipping all in one day, do you? - Of course not, but...""]","22 people running around, can you imagine?",idiomatic,"22 personne qui filer à le anglais , il lui imaginer ?",['filer à le anglais'],35
"Ces brioches ""Loyauté"" se vendent comme des petits pains.","['Those sweet buns marked ""Loyalty"" are selling like hot cakes']","These ""Loyalty"" buns are selling like hotcakes.",idiomatic,"ce brioche "" Loyauté "" se vendre comme un petit pain .",['se vendre comme un petit pain'],35
Le livre se vend comme des petits pains.,['The book is selling like hotcakes.'],The book is selling like hotcakes.,idiomatic,le livre se vendre comme un petit pain .,['se vendre comme un petit pain'],35
Vous avez filé à l'anglaise ?,"['Say, did you sneak out of here?']",Did you get away with it?,idiomatic,il avoir filer à le anglais ?,['filer à le anglais'],35
Il a filé à l'anglaise.,['He was tired and slipped away.'],He ran away in the English way.,idiomatic,il avoir filer à le anglais .,['filer à le anglais'],35
Je vais filer à l'anglaise pour ne pas gâcher la fête.,"[""I thought I'd just sneak away quietly. I don't want to spoil the party.""]",I'm going to run away to not spoil the party.,idiomatic,il aller filer à le anglais pour ne pas gâcher le fête .,['filer à le anglais'],35
"Je garde les traces de ce que mes clients achètent, et ceux-là se vendent comme des petits pains.","['I keep strict tabs on what my customers buy, and those are selling like hotcakes.']","I keep track of what my customers buy, and those sell like hotcakes.",idiomatic,"il garder le trace de ce que son client acheter , et celui là se vendre comme un petit pain .",['se vendre comme un petit pain'],35
Va-t-on se jeter dans la gueule du loup ?,"[""We'll be walking into a trap!""]",Are we going to throw ourselves into the lion's den?,idiomatic,voir on se jeter dans le gueule de le loup ?,['se jeter dans le gueule de le loup'],31
Verdice se jette dans la gueule du loup.,['Verdice is walking right into an arrest.'],Verdice throws himself into the lion's den.,idiomatic,Verdice se jeter dans le gueule de le loup .,['se jeter dans le gueule de le loup'],31
Je voulais savoir ce que ça fait de se jeter dans la gueule du loup.,['Wanted to know what it was like to walk into a propeller.'],I wanted to know what it felt like to jump into the lion's den.,idiomatic,il vouloir savoir ce que ça faire de se jeter dans le gueule de le loup .,['se jeter dans le gueule de le loup'],31
C'est ce qui s'appelle se jeter dans la gueule du loup.,['I guess this is what they mean by moths flying to the flame.'],This is what is called throwing yourself into the lion's den.,idiomatic,ce être ce qui se appeler se jeter dans le gueule de le loup .,['se jeter dans le gueule de le loup'],31
"Nous on se jette dans la gueule du loup pendant que vous restez là, hors du danger !","[""We're going down... while you all stay up here, out of danger.""]","We'll jump into the lion's den while you stay there, out of danger!",idiomatic,"il on se jeter dans le gueule de le loup pendant que il rester là , hors de le danger !",['se jeter dans le gueule de le loup'],31
Je veux dire du recel d'armes c'est comme ça qu'ils s' en mettent plein les poches.,"[""Yeah, well, I mean, dealing weapons-- that's how they make the big bucks.""]","I mean arms trafficking, that's how they make money.",idiomatic,il vouloir dire de le recel de arme ce être comme ça que il se en mettre plein le poche .,['se en mettre plein le poche'],30
Nous ne pouvons nous permettre d'être déroutés par un nouveau joueur de flûte dont les intérêts ne sont que de s'en mettre plein les poches.,['We cannot afford to be led astray by a latter-day pied piper whose interests begin and end with lining his own pockets.'],We cannot afford to be confused by a new Pied Piper whose only interest is to line his pockets.,idiomatic,il ne pouvoir il permettre de être dérouter par un nouveau joueur de flûte dont le intérêt ne être que de se en mettre plein le poche .,['se en mettre plein le poche'],30
"La technologie en soi, on s'en fout complètement. Tout ce qu'on veut, c'est s'en mettre plein les poches.","[""We don't give two shits about how technology works because all we care about is getting fucking rich.""]",We don't give a damn about the technology itself. All we want is to fill our pockets.,idiomatic,"le technologie en soi , on se en fouloir complètement . tout ce que on vouloir , ce être se en mettre plein le poche .",['se en mettre plein le poche'],30
"Ces messieurs se servent, s'en mettent plein les poches et nous oublient.",['The rich people that we serve will put the money in their pockets and forget about us.'],"These gentlemen help themselves, fill their pockets and forget about us.",idiomatic,"ce messieur se servir , se en mettre plein le poche et il oublier .",['se en mettre plein le poche'],30
"Il s'en met plein les poches. J'en ai côtoyé, aux Moeurs.",['I met people like him in Vice.'],"He's lining his pockets. I've been with some of them, in Vice.",idiomatic,"il se en mettre plein le poche . il en avoir côtoyer , à le Moeurs .",['se en mettre plein le poche'],30
Il a assez mis son grain de sel quand on écrivait le discours...,['We got enough input from him while we were writing the thing.'],He put enough into the speech writing process...,idiomatic,il avoir assez mettre son grain de sel quand on écrire le discours ...,['mettre son grain de sel'],28
Tu veux mettre ton grain de sel ?,"[""Don't you want to put your 2Â¢ in?""]",Do you want to put your two cents in?,idiomatic,de le vouloir mettre son grain de sel ?,['mettre son grain de sel'],28
Donc tu dois venir me voir quand tu veux mettre ton grain de sel.,['So you need to consult with me before you do anything like this.'],So you have to come to me when you want to put your two cents in.,idiomatic,donc il devoir venir se voir quand il vouloir mettre son grain de sel .,['mettre son grain de sel'],28
"Sans vouloir mettre mon grain de sel, supposons que vous ayez raison et que Drake soit un espion...","[""I don't wanna get too wrapped up in your caper... but let's assume that you're right and Damian Drake is a spy?""]","Not to put too fine a point on it, but let's assume you're right and Drake is a spy...",idiomatic,"sans vouloir mettre son grain de sel , supposer que il avoir raison et que Drake être un espion ...",['mettre son grain de sel'],28
Peut-être que tu pourrais mettre ton grain de sel.,['Maybe you could chip in.'],Maybe you could put in your two cents.,idiomatic,peut-être que il pouvoir mettre son grain de sel .,['mettre son grain de sel'],28
"Mais, elle sera ravie de vous rappeler, quand les poules auront des dents.","[""But, she'll be happy to return your call, when hell freezes over.""]","But, she will be happy to call you back, when the chickens have teeth.",idiomatic,"mais , il être ravi de il rappeler , quand le poule avoir un dent .",['quand le poule avoir un dent'],27
Tu feras ça pour moi quand les poules auront des dents.,"['The day you do this for me, pigs will fly!']",You'll do that for me when the chickens have teeth.,idiomatic,il faire ça pour lui quand le poule avoir un dent .,['quand le poule avoir un dent'],27
- Je quitterai ma ferme... quand les poules auront des dents!,"[""- Ain't leaving my house for nothing. Not in a hundred years!""]",- I will leave my farm... when the chickens have teeth!,idiomatic,- il quitter son ferme ... quand le poule avoir un dent !,['quand le poule avoir un dent'],27
- Quand les poules auront des dents.,['-When fish ride bicycles.'],- When the chickens have teeth.,idiomatic,- quand le poule avoir un dent .,['quand le poule avoir un dent'],27
"Ouais, quand les poules auront des dents!","['Yeah, about the time you get your third set of teeth.']","Yeah, when the chickens have teeth!",idiomatic,"ouais , quand le poule avoir un dent !",['quand le poule avoir un dent'],27
J'attends qu'il passe l'arme à gauche.,"[""I'm waiting him out.""]",I'm waiting for him to pass the gun.,idiomatic,il attendre que il passer le arme à gauche .,['passer le arme à gauche'],26
Un type normal aurait passé l'arme à gauche et serait mort.,"['I mean, any normal man would have just turned up his toes and died.']",A normal guy would have passed away and died.,idiomatic,un type normal avoir passer le arme à gauche et être mourir .,['passer le arme à gauche'],26
"Tu as entendu beaucoup de voix... mais comparé à moi, c'est du pipi de chat.","[""You may have heard a lot of singers... but you ain't heard nothing sung till you heard me sung it.""]","You've heard a lot of voices... but compared to me, it's all cat pee.",idiomatic,"il avoir entendre beaucoup de voix ... mais comparer à lui , ce être de le pipi de chat .",['pipi de chat'],26
Je croyais... qu'il avait passé l'arme á gauche.,['But I thought... he was long gone.'],I thought... he had passed away.,idiomatic,il croire ... que il avoir passer le arme à gauche .,['passer le arme à gauche'],26
Vous avez enfin passé l'arme à gauche?,"['Are you finally dead, old man?']",Have you finally given up?,idiomatic,il avoir enfin passer le arme à gauche ?,['passer le arme à gauche'],26
De quoi il héritera quand ses parents passeront l'arme à gauche ?,"[""What's he gonna inherit when his parents croak?""]",What will he inherit when his parents pass away?,idiomatic,de quoi il hériter quand son parent passer le arme à gauche ?,['passer le arme à gauche'],26
"A des implications bien au-delà de la sécurité nationale, ...A côté, la guerre froide, c'est du pipi de chat.",['Has implications that go so far beyond national security The cold war seems like a case of the sniffles.'],"Has implications far beyond national security, ...Next to that, the Cold War is just a lot of hot air.",idiomatic,"à un implication bien au-delà de le sécurité national , ...A côté , le guerre froid , ce être de le pipi de chat .",['pipi de chat'],26
"Là, c'est tu pipi de chat.","[""This is fuckin' nothin'.""]",Now you're just being facetious.,idiomatic,"là , ce être il pipi de chat .",['pipi de chat'],26
Mais c'est du pipi de chat !,['No big deal.'],But that's just cat's-paw!,idiomatic,mais ce être de le pipi de chat !,['pipi de chat'],26
"Et ça, c'est du pipi de chat ?","['This, of course, is chopped liver, huh?']",And that's cat's-paw?,idiomatic,"et ça , ce être de le pipi de chat ?",['pipi de chat'],26
Il a donné sa langue au chat.,"[""Seems the cat got Watts's tongue.""]",He gave his tongue to the cat.,idiomatic,il avoir donner son langue à le chat .,['donner son langue à le chat'],24
Je donne ma langue au chat.,['What is it?'],I give my tongue to the cat.,idiomatic,il donner son langue à le chat .,['donner son langue à le chat'],24
- Je donne ma langue au chat.,['- I give up.'],- I give my tongue to the cat.,idiomatic,- il donner son langue à le chat .,['donner son langue à le chat'],24
Vous avez donné votre langue au chat?,['Cat got your tongue?'],Have you given your tongue to the cat?,idiomatic,il avoir donner son langue à le chat ?,['donner son langue à le chat'],24
"- Je donne ma langue au chat, James.","[""- You've got me, James.""]","- I'm giving my tongue to the cat, James.",idiomatic,"- il donner son langue à le chat , James .",['donner son langue à le chat'],24
"Bien sûr, par moment, j'étais le dindon de la farce... Mais rien de bien grave...","['Yes, I was the butt of the occasional practical joke, but I mean, er...nothing sinister.']","Of course, at times, I was the butt of the joke... But nothing too serious...",idiomatic,"bien sûr , par moment , il être le dindon de le farce ... mais rien de bien grave ...",['être le dindon de le farce'],23
- Et j'ai été le dindon de la farce.,['- You played me for a sap.'],- And I was the fall guy.,idiomatic,- et il avoir être le dindon de le farce .,['être le dindon de le farce'],23
"Mais je t'ai épousée, je suis le dindon de la farce.","[""I know. But I'm married to you, so the joke's on me.""]","But I married you, I'm the fool.",idiomatic,"mais il lui avoir épouser , il être le dindon de le farce .",['être le dindon de le farce'],23
- C'est le dindon de la farce.,"[""- It's the classic barnacle.""]",- It is the turkey of the farce.,idiomatic,- ce être le dindon de le farce .,['être le dindon de le farce'],23
"Non, mais on sera les dindons de la farce.","[""No, but we're farting on our own candle.""]","No, but we'll be the ones who get the short end of the stick.",idiomatic,"non , mais on être le dindon de le farce .",['être le dindon de le farce'],23
je suis au taquet.,"[""I'm on fire.""]",I'm on the ball.,idiomatic,il être à le taquet .,['être à le taquet'],22
Mes gars sont au taquet.,['My guys prevailed.'],My guys are on the ball.,idiomatic,son gars être à le taquet .,['être à le taquet'],22
"""Hier soir, j'ai rencontré une artiste de selfie sexy et je suis au taquet, parce que je vais peut-être la baiser.""","['""Last night, I met this sexy young selfie artist, and I\'m psyched because maybe I\'m gonna fuck her brains out."" [laughs]']","""Last night I met a sexy selfie artist and I'm on the edge of my seat, because I might fuck her.""",idiomatic,""" hier soir , il avoir rencontrer un artiste de selfie sexy et il être à le taquet , parce que il aller peut-être le baiser . """,['être à le taquet'],22
"Demain, on va être au taquet. Je veux une équipe au Parlement. Et des éditions spéciales.","[""Try to find out who's busy in the morning, we must have the Castle fully staffed from now on, and we need an extra broadcast.""]","Tomorrow, we're going to be on our toes. I want a team in Parliament. And special editions.",idiomatic,"demain , on aller être à le taquet . il vouloir un équipe à le parlement . et un édition spécial .",['être à le taquet'],22
Je serai sage comme une image !,['- Like an angel of light.'],I will be as wise as a picture!,idiomatic,il être sage comme un image !,['être sage comme un image'],22
Alors que j'étais sage comme une image.,['And I was as good as gold.'],While I was wise as a picture.,idiomatic,alors que il être sage comme un image .,['être sage comme un image'],22
On va être sage comme des images.,"[""We're gonna be real good now.""]",We're going to be good as new.,idiomatic,on aller être sage comme un image .,['être sage comme un image'],22
"Il est sage comme une image, ce petit gentleman italien.","['Good as gold he is, little Italian gentleman.']","He is as wise as a picture, this little Italian gentleman.",idiomatic,"il être sage comme un image , ce petit gentleman italien .",['être sage comme un image'],22
"Mon Dieu, tout le monde est au taquet aujourd'hui.","[""My goodness, everyone's on their game today.""]","My goodness, everyone is on their toes today.",idiomatic,"son Dieu , tout le monde être à le taquet aujourd'hui .",['être à le taquet'],22
Il a été sage comme une image.,"[""Didn't give me an ounce of trouble.""]",He was as wise as a picture.,idiomatic,il avoir être sage comme un image .,['être sage comme un image'],22
Qu'il s'occupe de ses oignons !,"[""Why doesn't he mind his own business!""]",Let him mind his own business!,idiomatic,que il se occuper de son oignon !,['se occuper de son oignon'],21
Chacun fait un truc qui l'aide à être bien dans sa peau.,['Everybody has their thing they do that makes them feel better about themselves.'],Everyone does something that helps them feel good about themselves.,idiomatic,chacun faire un truc qui le aider à être bien dans son peau .,['être bien dans son peau'],21
Les gens s'occupent de leurs oignons.,['People mind their own business.'],People mind their own business.,idiomatic,le gens se occuper de son oignon .,['se occuper de son oignon'],21
"le gagnant du concours devrait juste être une petite fille qui passe un magnifique moment sur scène, Qui est bien dans sa peau qui aime être sur scène et à confiance Et c'est vraiment ca","[""The winner of the pageant should just be an all-around little girl who's having a great time on stage, who's comfortable in herself, loves being on stage and feels confident and that's really it.""]","the winner of the contest should just be a little girl who has a great time on stage, who feels good about herself, who loves to be on stage and is confident and that's really it",idiomatic,"le gagnant de le concours devoir juste être un petit fille qui passer un magnifique moment sur scène , qui être bien dans son peau qui aimer être sur scène et à confiance et ce être vraiment ça",['être bien dans son peau'],21
"Tu m'aides à me reconstruire, à être bien dans ma peau.","[""It's because, like, you're really good at like, building me up, and like, makin' me feel good about myself.""]","You help me to rebuild myself, to feel good about myself.",idiomatic,"il lui aide à se reconstruire , à être bien dans son peau .",['être bien dans son peau'],21
"T'es inquiète, mais je suis bien dans ma peau, tu voudrais que ça dure.","[""Rochelle, I know you're concerned right now, but if you knew how I felt, you'd want me to keep feeling this way.""]","You're worried, but I feel good about myself, you'd want that to last.",idiomatic,"il être inquiéter , mais il être bien dans son peau , il vouloir que ça durer .",['être bien dans son peau'],21
"Pour les aider à être bien dans leur peau. C'est flippant, non ?",['Helped them feel good about themselves.'],"To help them feel good about themselves. It's scary, isn't it?",idiomatic,"pour le aider à être bien dans son peau . ce être flippant , non ?",['être bien dans son peau'],21
