source,hypothesis,references,cond,lemmatized,idioms_in_sents,freq
"Suunnitelma kariutui ja meni pipariksi.
","Yeah, well, that didn't work out so well, did it?
",['The plan just crashed and burned.\n'],1,suunnitelma kariutua ja mennä pipari .,['mennä pipari'],6
"Koko homma meni pipariksi! Juokse!
","The whole thing went to shit!
","[""The whole thing's gone in the crapper, kid!\n""]",1,koko homma mennä pipari ! juosta !,['mennä pipari'],6
"Toinenkin yritys meni pipariksi.
","The second attempt turned into a cookie.
","[""-Well, from what I can see, He didn't do a better job the second time.\n""]",1,toinen yritys mennä pipari .,['mennä pipari'],6
"Roger voi tykätä kyttyrää.
","Roger might like a hump.
",['- Roger may take a dim view of this...\n'],1,Roger voida tykätä kyttyrä .,['tykätä kyttyrä'],6
"- Ensimmäinen päiväni meni pipariksi.
","My first day was a disaster.
","['First day on the job, I lead us straight into an ambush.\n']",1,- ensimmäinen päivä mennä pipari .,['mennä pipari'],6
"Yksi kaveri tykkäsi kyttyrää, koska pelkää minun vievän paikkansa.
","There's this guy who liked to hump me because he's afraid I'm gonna take his place.
","[""This kid took umbrage at my presence. 'Cause he thinks I'm gonna take his spot.\n""]",1,"yksi kaveri tykätä kyttyrä , koska pelätä minä viedä paikka .",['tykätä kyttyrä'],6
"Taidat tykätä kyttyrää.
","You like humping, huh?
",['- Getting a hint of disapproval.\n'],1,taitaa tykätä kyttyrä .,['tykätä kyttyrä'],6
"Oletko nähnyt Janen vihaisena? Siinä ovat oksat poissa.
","Have you ever seen Jane angry?
",['Have you ever seen Jane in full flight?\n'],1,olla nähdä Jane vihainen ? se olla oksa poissa .,['oksa pois'],6
"Kohta tänne sataa faneja niin että oksat pois.
","It's gonna be raining fans out here soon.
","['Gonna be a lot of fans in here soon, yeah.\n']",1,kohta tänne sataa fani niin että oksa pois .,['oksa pois'],6
"Nousen kohta ylös ja järjestän sellaisen kohtauksen että oksat pois.
","I'm gonna get up in a minute and make a scene that you're gonna throw away.
","[""Paul, I'm gonna get up and make the biggest scene you can imagine.\n""]",1,nousta kohta ylös ja järjestää sellainen kohtaus että oksa pois .,['oksa pois'],6
"Minun on paras jäädä, etteivät pomot tykkää kyttyrää.
","I think I'd better stay. I don't want the bosses staring at me.
","[""Oh, no, I'd better hang around because if I leave now, it looks bad upstairs.\n""]",1,"minä olla hyvä jäädä , että ei pomo tykätä kyttyrä .",['tykätä kyttyrä'],6
"Anna potkut, jos tykkäät kyttyrää.
","If you like stalking me, fire me.
","[""And if you don't like that, you can just fire me.\n""]",1,"antaa potku , jos tykätä kyttyrä .",['tykätä kyttyrä'],6
"- Jo alkoi lyyti kirjoittaa.
","That's what I'm talking about.
","[""- Now we're getting somewhere.\n""]",1,- jo alkaa lyyti kirjoittaa .,['jo alkaa lyyti kirjoittaa'],6
"Älä vedä hernettä nenääsi.
","Don't get your panties in a wad.
",['Give peas a chance. Now come on.\n'],1,ei vetää herne nenä .,['vetää herne nenä'],6
"- Jo alkaa lyyti kirjoittamaan.
","That's what I'm talking about.
","[""- Well, that's more like it.\n""]",1,- jo alkaa lyyti kirjoittaa .,['jo alkaa lyyti kirjoittaa'],6
"- No johan alkoi lyyti kirjoittaa.
","Well, that's what I'm talking about.
","[""- Now we're getting someplace.\n""]",1,- no jo alkaa lyyti kirjoittaa .,['jo alkaa lyyti kirjoittaa'],6
"Jotkut vetävät herneen nenään.
","You know, some people snort a pea.
","[""Some people get pissed off, saying we're taking over.\n""]",1,joku vetää herne nenä .,['vetää herne nenä'],6
"Jo alkoi Lyyti kirjoittaa.
","Now this is more like it.
","[""Now we're getting somewhere.\n""]",1,jo alkaa lyyti kirjoittaa .,['jo alkaa lyyti kirjoittaa'],6
"Jo alkoi lyyti kirjoittaa.
","That's what I'm talking about.
","[""Well, now you're singing a tune that we may dance to.\n""]",1,jo alkaa lyyti kirjoittaa .,['jo alkaa lyyti kirjoittaa'],6
"Älä vedä hernettä nenään.
","Don't get in my face.
",['Keep your knickers on.\n'],1,ei vetää herne nenä .,['vetää herne nenä'],6
"Olen kuin täi tervassa, riskien ympäröimä.
","I'm like a puddle in tar, surrounded by risk.
","[""I'm a fly in the ointment.\n""]",1,"olla kuin täi terva , riski ympäröimä .",['kuin täi terva'],6
"Puolimatkassa Newmar oli jäänyt kuin täi tervaan.
","Halfway there, Newmar was stuck like a glove.
",['It was now a race for pride.\n'],1,puoli#matka Newmar olla jäädä kuin täi terva .,['kuin täi terva'],6
"Herra Tuckeria lainatakseni: Olemme kuin täit tervassa.
","To quote Mr. Tucker, it's like we're in tar.
","[""To quote our very own Mr Tucker, it means we're dead in the water.\n""]",1,herra Tuckeri lainattaa : olla kuin täi terva .,['kuin täi terva'],6
"Sano että olen sivulla 411 ja etenen kuin täi tervassa.
","Tell him I'm on page 411, moving as fast as I can.
","[""You can tell him this: I'm on page 411 and I have real problems with it.\n""]",1,sanoa että olla sivu 411 ja edetä kuin täi terva .,['kuin täi terva'],6
"Hän veti herneet nenään.
","She was snorting peas.
",['He was super pissed.\n'],1,hän vetää herne nenä .,['vetää herne nenä'],6
"Taisi vetää herneen nenään.
","I think he ODd me.
",['That pissed her off.\n'],1,taitaa vetää herne nenä .,['vetää herne nenä'],6
"B.A., tiedämme että sinulla on ruista ranteessasi.
","B.A., we know you've got rye on your wrist.
","[""And B.A. we know you've got the bulk, baby.\n""]",1,"B.A. , tietää että sinä olla ruosi ranne .",['ruosi ranne'],5
"B.A., tiedämme että sinulla on ruista ranteessasi.
","B.A., we know you've got rye on your wrist.
","[""And B.A. we know you've got the bulk, baby.\n""]",1,"B.A. , tietää että sinä olla ruosi ranne .",['ruosi ranne'],5
"- Hänellä on ruista ranteessa.
","- He's got rye on his wrist.
",['She could do anything. Yeah.\n'],1,- hän olla ruosi ranne .,['ruosi ranne'],5
"Siinä oli ruista ranteessa.
","It had rye on its wrist.
","['Ooh, is there stuff on that pitch!\n']",1,se olla ruosi ranne .,['ruosi ranne'],5
"Tästä ruista ranteeseen!
","Punch me in the wrist!
",['Eat your hearts out!\n'],1,tämä ruosi ranne !,['ruosi ranne'],5
"Minulla on peukalo keskellä kämmentä.
","I have a thumb in the middle of the palm.
","[""I'm all thumbs today.\n""]",1,minä olla peukalo keskellä kämmen .,['peukalo keskellä kämmen'],4
"Yritys hyvä kymmenen, vaikka häviäisitte.
","I'll give you a good ten, even if you lose.
","['Win or lose, you are giving it your best shot.\n']",1,"yritys hyvä kymmenen , vaikka hävitä .",['yritys hyvä kymmenen'],4
"Yritys hyvä kymmenen, mutta luulenpa että onnemme loppui.
","That's a good 10, but I guess we're out of luck.
","[""A great ride, friend. But I have a feeling it's about over.\n""]",1,"yritys hyvä kymmenen , mutta luulla että onni loppua .",['yritys hyvä kymmenen'],4
"Yritys hyvä kymmenen.
","The company's good ten.
","['Then give him an A for effort, Andy.\n']",1,yritys hyvä kymmenen .,['yritys hyvä kymmenen'],4
"Sinulla on peukalo keskellä kämmentä, pappi.
","You got a thumb in the middle of your palm, priest.
","['barrie: You play like a man with ten thumbs, priest.\n']",1,"sinä olla peukalo keskellä kämmen , pappi .",['peukalo keskellä kämmen'],4
"Mutta yritys hyvä kymmenen, vai mitä?
","But the company's a good ten, right?
","[""We had a damn good fight, didn't we?\n""]",1,"mutta yritys hyvä kymmenen , vai mikä ?",['yritys hyvä kymmenen'],4
"Hänellä on peukalo keskellä kämmentä.
","He's got a thumb in the middle of the palm.
",['He seems to be all thumbs.\n'],1,hän olla peukalo keskellä kämmen .,['peukalo keskellä kämmen'],4
"Darby halusi olla kukkona tunkiolla.
","Darby wanted to be a rooster in a dump.
","['Darby, he wanted to be the ruler of the world, you know?\n']",1,Darby haluta olla kukkona tunkio .,['kukkona tunkio'],4
"Pata kattilaa soimaa.
","That's a lot of water.
","[""Yeah? Look who's talking.\n""]",1,pata kattila soida .,['pata kattila soida'],4
"-Pata kattilaa soimaa.
","- It's like a pot of water.
",['It takes one to know one.\n'],1,pata kattila soida .,['pata kattila soida'],4
"- Pata kattilaa soimaa.
","- It's a magnificent pot.
","[""- Look who's talking.\n""]",1,- pata kattila soida .,['pata kattila soida'],4
"- Pata kattilaa soimaan!
","- Let's turn on the kettle!
",['Double standards!\n'],1,- pata kattila soida !,['pata kattila soida'],4
"- Kukkona tunkiolla?
","- A rooster in a dump?
","['ARE THE BLOODY COCKS STILL RUNNING THE COOP? AH, TO BE SURE.\n']",1,- kukkona tunkio ?,['kukkona tunkio'],4
"Et ole enää kukkona tunkiolla.
","You're not a rooster in a garbage heap anymore.
","[""You ain't king of shit around here no more.\n""]",1,ei olla enää kukkona tunkio .,['kukkona tunkio'],4
"Hän häärii täällä kukkona tunkiolla.
","He fumbles around here like a rooster.
",['He rules the roost around here.\n'],1,hän hääriä täällä kukkona tunkio .,['kukkona tunkio'],4
"Ja Thomasilla kun on peukalo keskellä kämmentä.
","And Thomas has a thumb in the palm of his hand.
","[""Thomas will be very busy. He's all fingers and thumbs.\n""]",1,ja Thomas kun olla peukalo keskellä kämmen .,['peukalo keskellä kämmen'],4
"Ei hätä ole tämän näköinen, mutta käytämme tiettyä tyyliä.
","Well, it doesn't look like this, but we use a certain style.
","[""It looks worse than it is, it's just that we have a particular house style.\n""]",1,"ei hätä olla tämä näköinen , mutta käyttää tietty tyyli .",['ei hätä olla tämä näköinen'],3
"Täällähän eletään kuin pellossa.
","It's like living in a field out here.
",['Nasty motherfuckers. Got no goddamned home-training.\n'],1,täällä elää kuin pelto .,['elää kuin pelto'],3
"Eihän kukaan pystyisi valvomaan rahankäyttöänne. Voisitte elää kuin pellossa ilman kontrollia.
","No one could control how you spend your money, you could live in a field with no control.
","[""You'd be like a pig in a barley field, with no control.\n""]",1,ei kukaan pystyä valvoa raha#käyttö . voida elää kuin pelto ilman kontrolli .,['elää kuin pelto'],3
"Eukko elää kuin pellossa.
","She's living in a field.
",['Whoa. Homegirl clearly never met a trashcan.\n'],1,eukko elää kuin pelto .,['elää kuin pelto'],3
"Ei hätä ole tämän näköinen.
","Oh, there's nothing to worry about.
","[""-Yeah. Don't worry about it.\n""]",1,ei hätä olla tämä näköinen .,['ei hätä olla tämä näköinen'],3
"Et voi lähteä soitellen sotaan avaruusolentoja vastaan.
","You can't just walk out of here all desperate to go to war with aliens.
","[""Fighting Alchemy or Savitar or aliens isn't something you just show up and try.\n""]",1,ei voida lähteä soitella sota avaruus#olento vastaan .,['soitella sota'],3
"Saat käyttöösi tutkia, satelliitteja ja pari lentokonetta. Emme ryntää soitellen sotaan.
","You'll have access to the radar, satellites, a couple of airplanes, and we're not gonna rush into a war.
",['Ground troops are still out.\n'],1,"saada käyttöösi tutkia , satelliitti ja pari lento#kone . ei ryntää soitella sota .",['soitella sota'],3
"Elena lähti soitellen sotaan.
","Elena made phone calls to go to war.
","['She went in with no extraction plan, no idea how to find mack.\n']",1,Elena lähteä soitella sota .,['soitella sota'],3
"Odota, ei hätä ole tämän näköinen.
","Wait, that's not what an emergency looks like.
","[""Just hang tight. It's not that bad.\n""]",1,"odottaa , ei hätä olla tämä näköinen .",['ei hätä olla tämä näköinen'],3
"On kylmä kuin ryssän helvetissä.
","It's cold as a Russian in hell.
","[""Can't tell you. I'm as cold as a witch's tit.\n""]",1,olla kylmä kuin ryssä helvetti .,['kylmä kuin ryssä helvetti'],2
"En halua olla vastarannankiiski, mutta nautin tästä.
","I don't mean to be a counterintuitive, but I'm enjoying this.
","[""I think that's the point! I don't mean to be a contrarian, - but I'm enjoying this.\n""]",1,"ei haluta olla vasta#rannan#kiiski , mutta nauttia tämä .",['vasta#rannan#kiiski'],2
"Kylmä kuin ryssän helvetissä.
","Cold as a Russian in hell.
","[""Colder than a witch's titty out there.\n""]",1,kylmä kuin ryssä helvetti .,['kylmä kuin ryssä helvetti'],2
"Miten nenänvalkaisu sujuu?
","How's the nose whitening going?
","[""How's the drying out going?\n""]",1,miten nenän#valkaisu sujua ?,['nenän#valkaisu'],2
"Miten sujuu? -Mikä? No liikunta, tupakkalakko, nenänvalkaisu...
","- How's it going?
","['You know: exercise, no smoking, no drinking...\n']",1,"miten sujua ? - mikä ? no liikunta , tupakka#lakko , nenän#valkaisu ...",['nenän#valkaisu'],2
"Ed, olet kuin seipään niellyt.
","Ed, you've swallowed a stake.
","[""Ed... You're like a stick in the mud over here.\n""]",1,"Ed , olla kuin seipä niellä .",['kuin seipä niellä'],2
"Kuin seipään niellyt.
","It's like swallowing a stake.
","['No, not a stuffed fish. A boiled owl.\n']",1,kuin seipä niellä .,['kuin seipä niellä'],2
"He juoksivat pää kolmantena jalkana.
","They ran with their heads on the third leg.
",['They preferred to run.\n'],1,hän juosta pää kolmas jalka .,['juosta pää kolmas jalka'],2
"Sitten juoksette pää kolmantena jalkana luoksemme.
","Then you run with your head on the third leg to us.
",['Then you flock to us. Huh?\n'],1,sitten juosta pää kolmas jalka luos .,['juosta pää kolmas jalka'],2
"Minulla ei ole kaikki muumit laaksossa.
","I don't have all the mummies in the valley.
","[""You might've noticed I'm a few raisins short of a full scoop.\n""]",1,minä ei olla kaikki muumi laakso .,['ei olla kaikki muumi laakso'],2
"Hänellä ei ole kaikki muumit laaksossa.
","He doesn't have all the mummies in the valley.
","[""She's not in her right mind.\n""]",1,hän ei olla kaikki muumi laakso .,['ei olla kaikki muumi laakso'],2
"Et enää erota vastarannankiiskejä.
","You won't be able to tell the difference anymore.
",['No more dismissing anyone who disagrees.\n'],1,ei enää erota vasta#rannan#kiiski .,['vasta#rannan#kiiski'],2
